name,position,cost,xmins,ep_gw23,ep_gw24,ep_gw25
Beto,FWD,4.9,32,1.7,4.2,1.8
M.Fernandes,MID,5.0,85,2.5,2.6,2.5
Murillo,DEF,4.7,90,2.3,3.0,2.3
Akanji,DEF,5.3,85,3.0,1.8,2.8
Milenković,DEF,4.8,88,2.2,2.9,2.4
Harrison,MID,5.2,38,1.8,4.1,1.5
Kamara,MID,5.0,89,2.7,2.4,2.4
Colwill,DEF,4.5,84,1.7,3.3,2.4
P. Neto,MID,6.2,51,2.2,2.9,2.2
Baleba,MID,5.0,82,2.7,2.3,2.3
Caicedo,MID,4.9,90,2.2,2.7,2.3
Nørgaard,MID,4.8,85,2.4,2.6,2.2
Collins,DEF,4.5,89,2.2,2.7,2.3
Veltman,DEF,4.4,76,2.9,2.1,2.1
Berge,MID,5.0,66,2.1,2.2,2.8
Mainoo,MID,5.2,73,2.3,2.4,2.2
Ayari,MID,5.0,71,2.7,2.2,2.1
Bailey,MID,6.2,52,3.0,2.2,1.6
Kovačić,MID,5.4,69,2.5,1.9,2.5
Chalobah,DEF,4.4,77,1.7,3.1,2.0
Dunk,DEF,4.3,65,2.0,2.4,2.5
Calafiori,DEF,5.8,47,2.3,2.0,2.5
A. Young,DEF,4.6,50,1.7,3.8,1.3
Jaden,MID,5.3,51,1.7,3.1,1.9
Van den Berg,DEF,4.1,88,2.2,2.6,2.0
Hee Chan,MID,6.1,49,2.2,2.7,1.9
El Khannouss,MID,4.8,67,2.4,2.4,2.0
C.Soler,MID,5.0,65,2.5,2.2,2.0
Aribo,MID,4.9,74,2.4,2.3,2.1
McGinn,MID,5.2,73,0.9,2.0,3.8
Morsy,MID,4.9,89,1.9,2.7,2.1
Wan-Bissaka,DEF,4.5,89,2.1,1.7,2.8
Davis,DEF,4.4,88,0.8,4.0,1.8
Bentancur,MID,4.9,65,2.5,2.0,2.1
Archer,FWD,5.0,51,2.4,2.3,1.9
Hughes,MID,4.9,70,2.4,2.2,2.1
Jensen,MID,5.3,55,2.0,2.3,2.3
J. O'Brien,DEF,4.5,67,1.6,3.6,1.4
Winks,MID,4.4,85,2.3,2.3,2.0
Walker-Peters,DEF,4.3,91,2.0,2.5,2.0
Savinho,MID,6.5,42,2.4,1.7,2.3
Georginio,MID,5.1,42,2.5,1.9,2.0
Bowen,MID,7.3,0,0.0,1.6,4.8
Yates,MID,4.9,71,2.2,2.2,2.1
L. Martinez,DEF,4.4,84,2.2,2.5,1.7
Ugarte,MID,4.9,77,2.2,2.2,2.1
Adams,MID,4.9,82,2.4,1.9,2.1
J.Gomes,MID,4.9,84,2.2,2.4,1.8
James,DEF,4.8,42,1.4,2.7,2.3
Sterling,MID,6.7,30,2.1,1.8,2.5
P.M.Sarr,MID,4.8,58,1.8,2.1,2.3
Summerville,MID,5.6,38,1.0,2.3,3.0
Stones,DEF,5.3,67,2.7,1.5,2.1
Zirkzee,FWD,6.5,37,1.8,2.2,2.2
Bergvall,MID,4.4,66,2.4,1.8,2.0
Schade,MID,5.1,42,2.2,2.0,2.1
Duran,FWD,5.8,29,2.1,1.8,2.3
Guedes,MID,5.3,45,1.9,2.6,1.6
Partey,MID,5.0,60,2.2,1.7,2.2
R. Lewis,DEF,4.5,62,2.4,1.4,2.3
Álvarez,MID,5.0,73,2.1,1.8,2.2
Janelt,MID,4.9,64,2.0,2.0,2.0
Kilman,DEF,4.3,86,1.9,1.5,2.6
Minteh,MID,5.0,35,2.2,1.8,2.0
Diogo J.,MID,7.2,0,0.0,2.4,3.6
Emerson,DEF,4.4,70,1.9,1.5,2.6
J.Ayew,MID,5.2,52,2.1,2.0,1.8
Mazraoui,DEF,4.4,61,1.5,2.6,1.9
Aké,DEF,5.3,76,1.3,1.6,3.1
De Ligt,DEF,4.9,77,1.7,2.4,1.9
Harwood-Bellis,DEF,4.1,92,1.8,2.2,1.8
Lukić,MID,4.8,75,2.4,1.6,1.8
B. Davies,DEF,4.3,65,2.9,1.7,1.2
Enciso,MID,5.4,42,1.6,2.6,1.5
Jones,MID,5.3,0,0.0,3.0,2.6
Bednarek,DEF,4.0,91,1.7,2.2,1.8
Dúbravka,GKP,4.3,92,3.8,1.6,0.2
Spence,DEF,4.4,45,1.6,1.8,2.1
Tsimikas,DEF,4.6,22,1.3,2.5,1.7
Ings,FWD,5.0,50,2.5,1.8,1.3
Muniz,FWD,5.5,26,1.8,1.6,2.1
Burns,MID,4.8,57,1.8,2.2,1.5
Botman,DEF,4.4,42,1.8,2.1,1.5
Aït-Nouri,DEF,4.7,86,1.8,2.7,1.0
André,MID,5.0,73,2.0,1.9,1.6
Nketiah,FWD,5.9,30,1.8,1.5,2.0
Cajuste,MID,4.5,58,1.6,2.0,1.6
Kristiansen,DEF,4.5,92,1.8,2.1,1.3
Gray,MID,4.6,81,2.4,1.9,0.9
Kamada,MID,5.1,39,2.0,1.5,1.7
Lerma,MID,4.8,69,1.8,1.9,1.6
Buonanotte,MID,4.7,40,1.7,1.7,1.8
Bree,DEF,3.9,62,1.7,1.8,1.5
Gündogan,MID,6.4,34,1.6,1.5,2.0
Pope,GKP,4.9,0,0.0,1.9,3.1
B.Soumaré,MID,4.4,82,1.9,1.9,1.3
O'Shea,DEF,4.0,90,0.5,3.1,1.4
Manning,DEF,4.3,56,1.6,1.9,1.4
Ugochukwu,MID,4.4,49,1.5,1.7,1.8
Garner,MID,4.9,28,0.8,2.9,1.2
Nkunku,MID,5.8,31,1.6,1.8,1.5
Maguire,DEF,4.9,68,1.9,1.8,1.2
Justin,DEF,4.2,74,1.6,2.0,1.3
Merino,MID,6.0,34,1.7,1.4,1.7
Bissouma,MID,4.9,46,1.3,1.6,1.9
Dominguez,MID,4.8,42,1.6,1.7,1.4
Burn,DEF,4.4,57,2.3,1.7,0.8
Maatsen,DEF,4.5,32,1.6,1.3,1.8
N.Semedo,DEF,4.5,91,1.5,2.3,0.8
Grealish,MID,6.4,36,1.9,1.5,1.2
Bradley,DEF,4.7,23,1.4,1.9,1.3
Adingra,MID,5.2,26,1.6,1.5,1.5
Jebbison,FWD,4.5,33,1.8,1.3,1.4
Faes,DEF,4.0,86,1.5,1.9,1.1
Gusto,DEF,4.9,42,1.2,1.9,1.4
Downes,MID,4.7,64,1.8,1.5,1.1
João Félix,MID,6.0,20,1.1,1.9,1.4
Adama,MID,4.7,32,1.8,1.2,1.4
Vestergaard,DEF,3.9,81,1.5,1.9,1.1
Gruda,MID,5.4,34,1.4,1.5,1.5
G.Rodríguez,MID,4.8,53,1.6,1.3,1.5
Matheus N.,MID,4.9,44,1.8,1.2,1.4
S.Bueno,DEF,4.3,89,1.4,2.2,0.7
Romero,DEF,4.9,0,0.0,0.9,3.5
McNeil,MID,5.1,0,0.0,2.1,2.3
R.Gomes,MID,5.1,28,1.2,1.6,1.3
Marmoush,FWD,7.0,19,1.3,0.9,1.8
Coufal,DEF,4.2,48,1.4,1.0,1.6
Hirst,FWD,5.4,25,1.1,1.7,1.1
Yoro,DEF,4.3,60,1.3,1.5,1.1
R. Nelson,MID,5.0,0,0.0,0.5,3.4
Thiago,FWD,5.9,25,1.2,1.5,1.3
Moore,MID,4.5,30,1.7,1.4,0.7
Agbadou,DEF,4.0,89,1.5,1.7,0.7
Sugawara,DEF,4.3,38,1.2,1.4,1.2
Daka,FWD,4.8,26,1.3,1.3,1.3
O'Riley,MID,5.5,38,1.4,1.2,1.2
Willock,MID,4.7,22,1.3,1.3,1.2
McAteer,MID,4.7,24,1.2,1.4,1.1
Wharton,MID,4.7,0,0.0,1.1,2.6
Lewis-Skelly,MID,4.5,45,1.2,1.3,1.1
Roerslev,DEF,4.3,40,1.2,1.3,0.9
Jota Silva,MID,5.9,21,1.1,1.2,1.1
Cresswell,DEF,3.9,63,1.9,0.8,0.7
Hinshelwood,MID,4.9,29,1.0,1.3,1.2
Phillips,MID,4.8,35,1.1,1.2,1.1
Trippier,DEF,5.6,22,1.2,1.3,0.9
Pinnock,DEF,4.4,0,0.0,0.8,2.5
Webster,DEF,4.3,43,1.9,0.7,0.6
Doyle,MID,4.8,25,1.0,1.1,1.1
Chiesa,MID,6.8,12,1.1,1.4,0.7
Greaves,DEF,3.9,48,0.3,2.0,0.9
Doku,MID,6.2,0,0.0,1.1,2.1
Kamaldeen,MID,5.0,0,0.0,1.1,2.0
Mavropanos,DEF,4.3,0,0.0,1.3,1.7
Quansah,DEF,3.9,8,0.4,2.1,0.6
Todibo,DEF,4.2,0,0.0,0.6,2.3
Doherty,DEF,4.3,54,1.2,1.3,0.4
Clyne,DEF,4.3,24,0.9,0.8,1.1
Godfrey,DEF,4.0,33,0.5,1.5,0.9
Yarmoliuk,MID,4.4,21,0.9,0.9,1.0
L.Guilherme,MID,4.6,31,1.3,0.8,0.7
Danilo,MID,4.7,17,0.8,1.0,1.0
Mee,DEF,4.2,44,1.3,1.2,0.3
Smallbone,MID,5.0,16,0.7,1.0,1.0
Lamptey,DEF,4.4,21,1.1,0.8,0.8
Bellegarde,MID,4.9,19,0.9,1.0,0.9
Tuanzebe,DEF,3.9,47,0.4,1.4,0.9
Toti,DEF,4.3,24,0.4,1.5,0.7
Elliott,MID,5.2,16,1.1,1.1,0.5
Carvalho,MID,4.6,8,0.5,1.0,1.2
Broadhead,MID,4.9,32,1.3,0.9,0.5
Malacia,DEF,4.4,26,1.0,0.9,0.8
Stephens,DEF,4.0,0,0.0,0.9,1.8
Ward-Prowse,MID,6.1,17,0.9,0.8,0.8
Ajer,DEF,4.4,27,0.8,0.8,0.9
Zinchenko,DEF,4.8,21,1.1,0.7,0.7
Skipp,MID,4.7,23,0.8,0.9,0.7
Morato,DEF,4.5,19,0.5,0.7,1.2
Cairney,MID,4.8,14,0.7,0.7,1.0
Mount,MID,6.3,0,0.0,0.8,1.6
Longstaff,MID,4.6,16,0.8,0.8,0.7
Ndidi,MID,4.9,50,0.1,0.5,1.7
Winterburn,MID,4.5,20,0.9,0.8,0.6
Esse,MID,5.0,16,0.9,0.7,0.6
Szmodics,MID,5.7,0,0.0,0.5,1.6
Awoniyi,FWD,5.5,7,0.5,0.9,0.7
Almirón,MID,5.4,16,1.0,0.7,0.4
Coleman,DEF,4.3,0,0.0,1.1,0.8
Sarabia,MID,5.0,9,0.6,0.9,0.5
McAtee,MID,4.6,10,0.7,0.6,0.7
Kiwior,DEF,4.8,31,1.5,0.2,0.3
H.Clarke,DEF,4.0,36,0.4,1.0,0.5
Sosa,MID,5.5,12,0.7,0.6,0.6
March,MID,6.5,13,0.8,0.5,0.5
Patterson,DEF,4.4,14,0.5,1.1,0.4
Keane,DEF,3.9,12,0.4,1.0,0.5
Burgess,DEF,3.9,33,0.3,1.1,0.5
Chaplin,MID,5.1,0,0.0,0.5,1.3
Barkley,MID,5.2,0,0.0,0.6,1.2
Shaw,DEF,4.9,17,0.1,0.6,1.1
Buendia,MID,5.1,14,0.9,0.8,0.1
Osula,FWD,4.9,11,0.8,0.6,0.4
Jorginho,MID,4.7,12,0.5,0.8,0.5
Acheampong,DEF,4.0,18,0.5,0.7,0.6
Henry,DEF,4.3,11,0.4,0.8,0.6
Devenny,MID,4.5,20,1.0,0.5,0.2
Endo,MID,4.6,11,0.5,0.8,0.4
B. White,DEF,6.1,0,0.0,0.3,1.4
R. Fraser,MID,4.8,11,0.5,0.5,0.6
Iroegbunam,MID,4.3,0,0.0,1.0,0.6
Wieffer,MID,4.7,0,0.0,0.5,1.1
Khusanov,DEF,5.0,15,0.5,0.3,0.7
Irving,MID,4.8,19,0.8,0.4,0.4
Tosin,DEF,4.2,14,0.3,0.7,0.5
Hause,DEF,3.9,14,0.5,0.3,0.7
Amadou Onana,MID,4.8,0,0.0,0.0,1.5
Odobert,MID,5.3,0,0.0,0.0,1.5
Ben Johnson,DEF,3.9,19,0.3,0.7,0.5
Brennan Johnson,MID,6.3,0,0.0,0.0,1.5
J.Clarke,MID,5.4,14,0.6,0.5,0.3
Coady,DEF,4.0,19,0.4,0.6,0.5
Michael Kayode,DEF,0.0,13,0.4,0.5,0.5
Coulibaly,DEF,4.0,18,0.5,0.5,0.5
Reguilón,DEF,4.2,15,0.8,0.4,0.3
Eriksen,MID,5.3,10,0.5,0.5,0.4
Smith,DEF,4.4,0,0.0,0.0,1.4
Reed,MID,4.7,6,0.3,0.4,0.6
Udogie,DEF,4.8,0,0.0,0.0,1.4
Rees-Dottin,FWD,4.5,3,0.3,0.5,0.5
Gomez,DEF,4.7,0,0.0,0.7,0.7
Van de Ven,DEF,4.5,0,0.0,0.0,1.3
Hermansen,GKP,4.4,0,0.0,0.0,1.3
Alex Moreno,DEF,4.3,5,0.2,0.6,0.4
Werner,MID,6.2,0,0.0,0.0,1.3
Dewsbury-Hall,MID,5.5,10,0.5,0.3,0.5
Mario Jr.,MID,4.9,0,0.0,0.3,1.0
Lallana,MID,5.0,9,0.4,0.4,0.4
Ferguson,FWD,5.5,0,0.0,0.3,0.9
Casemiro,MID,4.7,6,0.3,0.4,0.4
Woolfenden,DEF,4.0,10,0.1,0.7,0.4
Diop,DEF,4.4,10,0.3,0.4,0.5
Scarles,DEF,4.0,19,0.6,0.4,0.2
Schlupp,MID,4.6,5,0.4,0.3,0.5
Hill,DEF,3.9,0,0.0,0.0,1.1
Bogarde,DEF,4.0,7,0.4,0.4,0.3
Collyer,MID,4.5,10,0.4,0.4,0.3
Ortega Moreno,GKP,5.2,10,0.4,0.4,0.3
De Cordova-Reid,MID,5.2,5,0.3,0.3,0.4
Kelly,DEF,4.2,7,0.3,0.4,0.3
C. Taylor,DEF,3.9,21,0.5,0.3,0.2
Lankshear,FWD,4.5,11,0.5,0.3,0.1
Muric,GKP,4.4,11,0.4,0.3,0.3
Forbs,MID,5.5,4,0.3,0.4,0.3
Soler,DEF,4.0,6,0.4,0.3,0.3
Sessegnon,DEF,4.1,6,0.3,0.3,0.3
Renato Veiga,MID,4.4,12,0.4,0.3,0.2
Sinisterra,MID,4.8,0,0.0,0.0,0.9
Chukwuemeka,MID,4.7,5,0.3,0.3,0.2
Akinmboni,DEF,4.0,6,0.2,0.2,0.4
Choudhury,MID,4.3,4,0.2,0.3,0.3
J. King,MID,4.5,3,0.3,0.2,0.3
Scott,MID,4.7,0,0.0,0.0,0.8
McCarthy,GKP,4.3,23,0.8,0.0,0.0
Maghoma,MID,4.5,3,0.2,0.2,0.4
Forster,GKP,4.3,3,0.2,0.2,0.3
Barnes,MID,5.9,0,0.0,0.0,0.7
Vinicius,FWD,5.0,2,0.2,0.2,0.3
Rashford,MID,6.6,16,0.3,0.2,0.2
A. Harris,DEF,4.0,5,0.2,0.3,0.2
Kelleher,GKP,4.1,0,0.0,0.4,0.3
Nedeljkovic,DEF,3.9,6,0.3,0.2,0.2
Vitor Reis,DEF,4.5,3,0.1,0.1,0.4
J. Taylor,MID,4.8,2,0.1,0.2,0.4
A. Garcia,DEF,4.5,4,0.2,0.2,0.2
Dawson,DEF,4.3,8,0.2,0.3,0.1
C.Doucouré,MID,4.9,0,0.0,0.2,0.4
N. Wood,DEF,4.0,13,0.3,0.2,0.1
Marc Guiu,FWD,4.7,1,0.1,0.2,0.3
Kuol,MID,4.4,2,0.3,0.3,0.0
H. Armstrong,MID,4.4,4,0.2,0.3,0.0
Chadi Riad,DEF,4.3,0,0.0,0.1,0.5
Gómez,MID,5.5,8,0.4,0.1,0.1
C. Wilson,FWD,6.9,0,0.0,0.0,0.5
Al-Hamadi,FWD,4.7,1,0.1,0.2,0.2
F.Kadıoğlu,DEF,4.5,0,0.0,0.0,0.5
Bobb,MID,4.7,0,0.0,0.2,0.3
Miley,MID,5.0,0,0.0,0.3,0.2
Sangaré,MID,4.3,0,0.0,0.0,0.5
Lavia,MID,4.5,0,0.0,0.0,0.5
Ji-soo,DEF,3.9,7,0.2,0.2,0.1
Holding,DEF,4.2,6,0.2,0.1,0.1
Tierney,DEF,4.3,5,0.3,0.1,0.1
Toffolo,DEF,4.2,1,0.0,0.2,0.2
Areola,GKP,4.2,5,0.2,0.2,0.0
Edouard,FWD,5.1,0,0.0,0.1,0.3
Stewart,FWD,4.4,0,0.0,0.0,0.4
Sadi,MID,4.5,0,0.0,0.2,0.1
J.Cuenca,DEF,4.4,1,0.1,0.1,0.2
Boly,DEF,4.2,0,0.0,0.1,0.2
Disasi,DEF,4.2,1,0.0,0.1,0.1
Amo-Ameyaw,MID,4.4,1,0.1,0.1,0.1
Butler-Oyedeji,FWD,4.5,0,0.0,0.1,0.2
Okoli,DEF,4.0,4,0.1,0.1,0.1
J. Ward,DEF,4.3,0,0.0,0.1,0.2
L. Thomas,DEF,3.9,1,0.1,0.1,0.2
J.Virginia,GKP,3.9,1,0.0,0.2,0.1
Johnstone,GKP,4.2,2,0.1,0.1,0.1
Townsend,DEF,3.9,3,0.1,0.1,0.1
Lumley,GKP,4.0,5,0.2,0.1,0.0
Jørgensen,GKP,4.2,0,0.0,0.1,0.1
Kinsey,DEF,4.0,3,0.1,0.1,0.1
N. Neto,GKP,4.1,0,0.0,0.1,0.2
Mayers,DEF,4.0,5,0.2,0.0,0.1
Cahill,GKP,3.9,2,0.1,0.0,0.1
Simpson-Pusey,DEF,4.0,3,0.1,0.1,0.1
Turner,GKP,3.9,0,0.0,0.1,0.1
Lindelof,DEF,4.3,17,0.1,0.0,0.1
Benda,GKP,4.0,2,0.1,0.1,0.0
Valdimarsson,GKP,3.9,0,0.0,0.1,0.1
Hardy,DEF,4.0,3,0.1,0.1,0.0
Olsen,GKP,4.5,3,0.1,0.0,0.0
D. Ward,GKP,3.9,0,0.0,0.1,0.1
Konak,MID,4.4,0,0.0,0.1,0.1
Bayindir,GKP,4.3,1,0.1,0.0,0.1
Tomiyasu,DEF,4.8,0,0.0,0.0,0.2
King,DEF,4.0,2,0.1,0.0,0.0
Dasilva,MID,4.8,0,0.0,0.0,0.1
Luongo,MID,4.4,0,0.0,0.0,0.1
Pedro Lima,DEF,3.9,0,0.0,0.0,0.1
Krafth,DEF,4.3,0,0.0,0.1,0.0
Alleyne,DEF,4.0,1,0.1,0.0,0.0
Travers,GKP,4.4,0,0.0,0.0,0.1
Casey,DEF,4.0,5,0.1,0.0,0.0
C.Miguel,GKP,4.2,0,0.0,0.0,0.1
Broggio,MID,4.5,0,0.0,0.1,0.0
Silcott-Duberry,MID,4.5,0,0.0,0.1,0.0
Olusesi,MID,4.5,1,0.1,0.0,0.0
Morton,MID,4.4,1,0.1,0.0,0.0
Swinkels,DEF,4.0,1,0.0,0.0,0.0
K. Young,MID,4.5,0,0.0,0.1,0.0
B.Traore,MID,4.8,0,0.0,0.0,0.1
Fletcher,MID,4.5,1,0.1,0.0,0.0
Targett,DEF,4.0,0,0.0,0.1,0.0
Milner,MID,5.0,0,0.0,0.0,0.1
Orford,MID,4.5,1,0.1,0.0,0.0
Odysseas,GKP,4.3,1,0.1,0.0,0.0
Hennessey,GKP,4.0,0,0.0,0.1,0.0
Bazunu,GKP,4.3,0,0.0,0.0,0.1
Evans,DEF,4.4,0,0.0,0.0,0.1
Kacurri,DEF,4.0,0,0.0,0.0,0.0
McConville,DEF,4.0,0,0.0,0.0,0.0
Kukonki,DEF,4.0,1,0.0,0.0,0.0
Lascelles,DEF,4.5,0,0.0,0.0,0.0
Amissah,DEF,4.0,0,0.0,0.0,0.0
Fábio Vieira,MID,5.4,0,0.0,0.0,0.0
G.Jesus,FWD,6.6,0,0.0,0.0,0.0
Hein,GKP,4.0,0,0.0,0.0,0.0
Saka,MID,10.2,0,0.0,0.0,0.0
Barrenechea,MID,4.9,0,0.0,0.0,0.0
Dendoncker,MID,4.5,0,0.0,0.0,0.0
Diaby,MID,6.5,0,0.0,0.0,0.0
Diego Carlos,DEF,4.5,0,0.0,0.0,0.0
Dobbin,MID,5.0,0,0.0,0.0,0.0
Gauci,GKP,4.0,0,0.0,0.0,0.0
Iling Jr,MID,5.4,0,0.0,0.0,0.0
Kesler-Hayden,DEF,4.0,0,0.0,0.0,0.0
