name,position,cost,xmins,ep_gw13,ep_gw14,ep_gw15
Murillo,DEF,4.6,90,3.6,1.0,1.9
N.Semedo,DEF,4.5,85,2.8,1.9,1.8
Elanga,MID,5.2,53,2.3,2.1,2.2
A.Becker,GKP,5.4,90,1.5,2.3,2.7
O'Shea,DEF,4.0,86,1.9,2.3,2.2
Hee Chan,MID,6.1,38,2.2,2.0,2.2
Tarkowski,DEF,4.8,93,2.0,3.0,1.4
Branthwaite,DEF,4.8,88,1.9,3.0,1.4
Zirkzee,FWD,6.6,36,2.2,1.6,2.4
McAteer,MID,4.7,43,2.0,2.1,2.2
Milenković,DEF,4.5,87,3.4,1.0,1.8
Yates,MID,4.9,87,2.9,1.6,1.8
C.Doucouré,MID,4.9,65,2.2,2.2,1.9
Longstaff,MID,4.7,66,2.2,1.9,2.0
H. Wilson,MID,5.2,36,1.7,2.2,2.2
Burns,MID,4.8,51,2.0,2.0,2.2
Enes Ünal,FWD,5.4,39,2.2,1.8,2.1
P.M.Sarr,MID,4.8,60,2.3,2.0,1.8
Tete,DEF,4.5,77,1.8,2.6,1.7
Ndidi,MID,5.0,77,2.3,2.0,1.9
J.Gomes,MID,4.9,80,2.5,1.7,1.8
S.Bueno,DEF,4.3,89,2.0,2.0,2.0
Ramsey,MID,5.4,60,1.2,1.9,2.8
Buonanotte,MID,5.0,71,2.8,3.1,0.0
Andersen,DEF,4.3,95,1.5,2.7,1.8
Harrison,MID,5.3,40,1.8,2.3,1.8
Álvarez,MID,5.0,62,1.8,2.0,2.1
Stones,DEF,5.3,47,1.4,2.1,2.4
Greaves,DEF,4.0,90,1.5,2.2,2.2
B. Davies,DEF,4.3,74,2.9,1.7,1.3
Werner,MID,6.2,32,2.0,1.8,2.0
Gana,MID,4.9,68,1.9,2.2,1.8
Barkley,MID,5.2,57,2.1,1.7,1.9
Morsy,MID,4.9,88,2.2,1.7,1.8
Hughes,MID,4.9,61,2.3,2.0,1.5
Vestergaard,DEF,4.0,80,1.8,2.0,1.9
L. Martinez,DEF,4.4,74,2.1,1.1,2.5
Toti,DEF,4.3,78,2.4,1.8,1.5
Partey,MID,5.0,57,1.9,1.9,1.8
Enzo,MID,4.8,47,1.8,2.1,1.7
Lavia,MID,4.5,57,1.9,1.9,1.8
G.Rodríguez,MID,4.9,66,1.9,1.7,1.9
J.Clarke,MID,5.5,44,1.9,1.9,1.8
C.Soler,MID,5.0,48,1.8,1.7,1.9
C. Wilson,FWD,6.9,29,1.8,1.6,2.0
Anderson,MID,5.0,53,2.0,1.5,1.9
Downes,MID,4.8,88,2.1,1.6,1.7
R. Nelson,MID,5.0,59,2.4,2.9,0.0
Aribo,MID,4.9,54,1.8,1.9,1.6
Willock,MID,4.8,49,1.6,1.7,2.0
Romero,DEF,5.0,80,1.3,1.9,2.1
Casemiro,MID,4.8,39,1.6,1.6,2.1
Bissouma,MID,4.9,52,1.8,1.8,1.7
Bellegarde,MID,5.0,36,1.8,1.8,1.7
Berge,MID,5.0,57,1.7,1.8,1.8
Maatsen,DEF,4.6,39,1.2,1.7,2.4
Sancho,MID,6.2,22,1.3,2.1,1.8
Phillips,MID,4.9,69,1.5,1.8,1.8
João Félix,MID,6.1,19,1.4,2.2,1.6
Adams,MID,4.9,50,1.6,1.9,1.7
Tuanzebe,DEF,4.0,75,1.6,1.9,1.6
Dominguez,MID,4.8,46,2.3,1.4,1.5
Beto,FWD,5.0,31,1.7,1.8,1.6
Mangala,MID,5.0,50,1.6,1.9,1.6
Bassey,DEF,4.5,91,1.7,2.0,1.4
B.Soumaré,MID,4.4,73,1.8,1.7,1.6
Schade,MID,5.1,34,2.0,1.5,1.5
Walker-Peters,DEF,4.4,87,1.7,1.8,1.5
Duran,FWD,5.9,25,1.4,1.7,2.0
Adama,MID,5.0,31,1.5,1.6,2.0
Minteh,MID,5.2,29,1.9,1.6,1.4
Amadou Onana,MID,4.9,44,0.8,1.8,2.3
Lukić,MID,4.8,53,1.7,1.6,1.7
Amad,MID,4.9,30,1.8,1.3,1.8
El Khannouss,MID,4.9,41,1.6,1.5,1.8
G.Jesus,FWD,6.8,26,1.6,1.6,1.6
Mazraoui,DEF,4.6,48,2.3,1.0,1.5
Kelleher,GKP,4.5,54,2.0,1.8,1.0
Doku,MID,6.3,35,0.8,2.0,2.0
Merino,MID,6.0,33,1.5,1.8,1.5
Sarabia,MID,5.1,30,1.5,1.7,1.5
Manning,DEF,4.3,50,1.5,1.7,1.4
Tonali,MID,5.5,47,1.8,1.4,1.4
Dibling,MID,4.5,48,1.9,1.4,1.3
Nkunku,MID,5.9,16,1.2,1.9,1.4
Henry,DEF,4.3,68,1.3,1.3,1.9
Lerma,MID,4.8,43,1.6,1.8,1.1
Bradley,DEF,4.7,44,1.3,1.5,1.7
Ugarte,MID,4.9,44,1.5,1.3,1.7
Füllkrug,FWD,6.7,35,0.9,1.4,2.2
Harwood-Bellis,DEF,4.1,88,1.6,1.5,1.3
Schlupp,MID,4.7,43,2.1,1.6,0.5
André,MID,5.0,42,1.4,1.4,1.3
Stephens,DEF,4.0,86,1.5,1.5,1.2
Awoniyi,FWD,5.6,21,1.6,1.1,1.4
Cajuste,MID,4.5,39,1.3,1.4,1.3
Ben Johnson,DEF,4.0,44,0.9,1.6,1.6
Baleba,MID,5.0,0,0.0,2.0,2.0
R. Fraser,MID,4.8,29,1.2,1.3,1.4
Onuachu,FWD,4.9,22,0.9,1.6,1.4
Shaw,DEF,4.9,12,0.5,0.9,2.5
J.Murphy,MID,5.0,23,1.3,1.4,1.2
Sugawara,DEF,4.5,46,1.2,1.4,1.2
F.Kadıoğlu,DEF,4.5,56,0.8,1.3,1.8
Roerslev,DEF,4.4,37,1.7,1.1,1.0
Muniz,FWD,5.6,20,1.2,1.4,1.3
Mount,MID,6.3,18,1.1,1.4,1.2
Lallana,MID,5.0,46,0.8,1.5,1.4
Gomez,DEF,4.8,42,1.4,1.1,1.2
O'Riley,MID,5.5,40,2.1,0.7,0.9
Kamara,MID,5.0,30,1.0,1.5,1.2
Trippier,DEF,5.6,28,1.2,1.1,1.4
Diego Carlos,DEF,4.5,28,0.7,1.4,1.5
Thiago,FWD,5.9,29,1.2,1.2,1.2
Ajer,DEF,4.4,63,1.1,0.9,1.5
Devenny,MID,4.5,33,1.4,1.4,0.7
Kelly,DEF,4.3,20,0.7,1.0,1.7
Brereton Díaz,MID,5.0,17,0.9,1.3,1.2
Forbs,MID,5.5,18,1.0,1.3,1.1
Winks,MID,4.5,95,0.6,1.2,1.6
Guedes,MID,5.3,19,1.2,1.1,1.1
Carvalho,MID,4.8,15,1.1,1.1,1.1
Areola,GKP,4.3,33,1.1,1.0,1.1
Skipp,MID,4.8,26,0.9,1.1,1.2
Philip,MID,4.8,21,1.1,1.0,1.1
Doyle,MID,4.8,12,0.6,1.2,1.3
Sinisterra,MID,4.9,24,0.6,1.0,1.5
Igor,DEF,4.4,48,2.0,0.4,0.7
Evans,DEF,4.4,41,1.7,0.6,0.8
Elliott,MID,5.2,14,0.8,1.2,1.1
Clyne,DEF,4.4,24,0.9,1.5,0.7
Wieffer,MID,4.8,34,1.4,0.8,0.7
Gruda,MID,5.4,20,1.3,0.7,1.0
Edouard,FWD,5.2,15,0.9,0.9,1.2
Matheus N.,MID,4.9,18,0.9,1.1,1.0
Maguire,DEF,4.9,63,1.1,0.5,1.3
Tsimikas,DEF,4.6,33,0.6,1.0,1.3
Eriksen,MID,5.4,15,0.9,0.8,1.1
R.Gomes,MID,5.2,11,0.6,1.3,0.9
Nwaneri,MID,4.5,12,0.8,1.0,1.0
Huijsen,DEF,4.3,18,0.6,1.0,1.2
Jaden,MID,5.3,16,0.8,0.9,1.0
Spence,DEF,4.4,18,0.8,0.9,0.9
Jota Silva,MID,5.9,20,1.4,0.6,0.8
Malacia,DEF,4.4,29,1.3,0.6,0.7
Adingra,MID,5.3,15,1.0,0.9,0.7
Kamada,MID,5.1,0,0.0,0.0,2.5
Zinchenko,DEF,4.8,20,1.0,0.8,0.7
Burgess,DEF,3.9,39,0.9,0.8,0.8
N.Williams,DEF,4.3,25,1.1,0.5,0.8
Ferguson,FWD,5.5,11,0.9,0.7,0.8
C. Taylor,DEF,3.9,36,0.8,0.8,0.8
Cresswell,DEF,4.0,11,0.4,0.9,1.1
Aarons,DEF,4.3,18,0.7,0.7,1.0
Doherty,DEF,4.3,10,0.4,1.1,0.8
Gray,MID,4.7,21,0.7,0.8,0.8
Daka,FWD,4.8,6,0.4,0.7,1.1
Mavropanos,DEF,4.4,26,0.7,0.8,0.8
Sangaré,MID,4.4,62,0.4,0.7,1.1
Hirst,FWD,5.4,26,0.3,0.7,1.1
Bergvall,MID,4.4,13,0.7,0.7,0.8
De Cordova-Reid,MID,5.2,8,0.5,0.6,1.0
Sterling,MID,6.7,6,0.5,0.8,0.7
Okoli,DEF,4.0,22,0.5,0.9,0.6
Cairney,MID,4.8,9,0.5,0.8,0.8
C.Richards,DEF,4.4,21,0.7,0.8,0.5
Diop,DEF,4.4,23,0.5,0.8,0.6
Kiwior,DEF,4.8,22,0.9,0.4,0.5
Antony,MID,5.7,10,0.7,0.4,0.9
Bella-Kotchap,DEF,3.9,20,0.5,0.8,0.6
G.Nunes,MID,4.9,12,0.4,0.6,0.7
Nketiah,FWD,5.9,0,0.0,0.6,1.1
Ugochukwu,MID,4.5,20,0.7,0.0,0.9
Boly,DEF,4.3,15,0.7,0.4,0.5
Luongo,MID,4.5,13,0.5,0.5,0.6
Sosa,MID,5.5,9,0.7,0.4,0.4
Almirón,MID,5.5,6,0.4,0.5,0.6
Brooks,MID,4.9,13,0.7,0.3,0.5
Sessegnon,DEF,4.2,6,0.2,0.6,0.6
Lamptey,DEF,4.4,17,0.7,0.4,0.4
Tosin,DEF,4.2,7,0.2,0.7,0.5
Mudryk,MID,6.2,2,0.2,0.7,0.5
Choudhury,MID,4.4,5,0.2,0.6,0.7
Yarmoliuk,MID,4.4,8,0.5,0.4,0.5
Renato Veiga,MID,4.5,10,0.3,0.5,0.5
Meupiyou,DEF,4.0,16,0.4,0.4,0.6
Jorginho,MID,4.7,6,0.3,0.4,0.5
Keane,DEF,4.3,10,0.3,0.6,0.4
Quansah,DEF,3.9,8,0.3,0.5,0.5
Broadhead,MID,4.9,6,0.4,0.5,0.4
J. Ward,DEF,4.3,10,0.4,0.5,0.4
Mee,DEF,4.2,9,0.4,0.6,0.4
Castagne,DEF,4.2,8,0.2,0.5,0.6
B.Badiashile,DEF,4.3,8,0.3,0.6,0.4
L. Thomas,DEF,3.9,12,0.4,0.4,0.5
McAtee,MID,4.7,3,0.2,0.5,0.4
Endo,MID,4.7,9,0.4,0.4,0.4
Enciso,MID,5.4,3,0.3,0.4,0.4
J. Taylor,MID,4.8,6,0.3,0.4,0.5
Coleman,DEF,4.3,12,0.2,0.5,0.5
Buendia,MID,5.2,7,0.4,0.3,0.4
L.Guilherme,MID,4.7,10,0.5,0.3,0.4
Al-Hamadi,FWD,4.8,4,0.3,0.5,0.3
Chiesa,MID,6.8,25,0.1,0.3,0.7
Kamaldeen,MID,5.0,5,0.3,0.4,0.4
Coufal,DEF,4.3,7,0.2,0.4,0.6
Wharton,MID,4.7,0,0.0,0.4,0.7
Patterson,DEF,4.4,10,0.3,0.4,0.3
Irving,MID,4.8,8,0.4,0.4,0.4
Simpson-Pusey,DEF,4.0,7,0.2,0.4,0.4
Broja,FWD,5.4,7,0.2,0.4,0.4
Cornet,MID,4.7,3,0.3,0.3,0.4
Miley,MID,5.0,6,0.3,0.2,0.4
Dewsbury-Hall,MID,5.6,6,0.3,0.3,0.4
Disasi,DEF,4.3,7,0.3,0.4,0.3
Bogarde,DEF,4.0,13,0.4,0.3,0.3
March,MID,6.5,0,0.0,0.5,0.5
Bednarek,DEF,4.0,0,0.0,0.4,0.5
Tomiyasu,DEF,4.8,0,0.0,0.2,0.7
Toffolo,DEF,4.3,7,0.3,0.2,0.3
Yoro,DEF,4.3,75,0.1,0.1,0.5
Hayden,MID,4.5,2,0.2,0.2,0.4
Marc Guiu,FWD,4.8,1,0.1,0.3,0.3
Vinicius,FWD,5.0,1,0.1,0.2,0.3
Lindelof,DEF,4.3,17,0.3,0.1,0.3
J.Cuenca,DEF,4.4,3,0.1,0.3,0.3
Austin,GKP,4.0,4,0.2,0.2,0.3
Iroegbunam,MID,4.5,0,0.0,0.3,0.4
Chiwome,FWD,4.5,2,0.2,0.3,0.2
Tierney,DEF,4.3,6,0.3,0.2,0.2
Mings,DEF,4.4,4,0.1,0.2,0.3
Osula,FWD,5.0,3,0.3,0.1,0.2
Ortega Moreno,GKP,5.2,3,0.1,0.3,0.2
Chukwuemeka,MID,4.8,2,0.2,0.2,0.2
Ings,FWD,5.0,4,0.3,0.2,0.2
Morato,DEF,4.5,5,0.2,0.2,0.3
Jørgensen,GKP,4.2,2,0.1,0.1,0.3
Townsend,DEF,4.0,7,0.2,0.1,0.2
N. Wood,DEF,4.0,8,0.2,0.2,0.1
Konak,MID,4.5,1,0.1,0.2,0.2
José Sá,GKP,4.3,4,0.2,0.1,0.2
Woolfenden,DEF,4.0,6,0.2,0.1,0.1
Webster,DEF,4.3,0,0.0,0.1,0.4
Stewart,FWD,4.5,0,0.0,0.1,0.3
Lewis-Skelly,MID,4.5,2,0.1,0.1,0.2
Reguilón,DEF,4.2,1,0.1,0.2,0.1
Nedeljkovic,DEF,4.0,2,0.1,0.1,0.2
Da Silva Moreira,MID,4.5,1,0.2,0.1,0.1
J. O'Brien,DEF,4.6,1,0.0,0.2,0.2
Chilwell,DEF,4.7,1,0.1,0.2,0.1
Amo-Ameyaw,MID,4.4,0,0.0,0.2,0.1
Cundle,MID,4.5,0,0.0,0.1,0.2
Hill,DEF,4.0,2,0.1,0.1,0.1
Lankshear,FWD,4.5,1,0.1,0.0,0.2
Bree,DEF,3.9,2,0.1,0.1,0.1
Benda,GKP,4.0,1,0.1,0.2,0.0
Milner,MID,5.0,0,0.0,0.1,0.2
Turner,GKP,4.0,1,0.1,0.1,0.1
Moder,MID,4.4,2,0.2,0.1,0.0
Olsen,GKP,4.5,1,0.1,0.0,0.2
Marsh,FWD,4.5,1,0.1,0.1,0.0
Hardy,DEF,4.0,1,0.0,0.1,0.1
C.Miguel,GKP,4.2,1,0.1,0.1,0.1
Steele,GKP,4.3,0,0.0,0.1,0.1
Bayindir,GKP,4.3,0,0.0,0.1,0.1
Omobamidele,DEF,4.3,1,0.1,0.1,0.1
Wilson-Esbrand,DEF,4.0,1,0.1,0.1,0.1
Walton,GKP,4.4,1,0.0,0.0,0.2
D. Ward,GKP,4.0,1,0.0,0.1,0.1
J.Virginia,GKP,4.0,0,0.0,0.1,0.1
H.Clarke,DEF,4.0,1,0.0,0.0,0.1
Iversen,GKP,4.0,0,0.0,0.1,0.1
Lumley,GKP,4.0,1,0.1,0.0,0.1
Coady,DEF,4.0,0,0.0,0.0,0.1
Valdimarsson,GKP,4.0,1,0.0,0.1,0.1
N. Neto,GKP,4.3,0,0.0,0.0,0.2
Agbinone,MID,4.5,2,0.2,0.0,0.0
Travers,GKP,4.4,0,0.0,0.0,0.1
E. Dennis,FWD,4.9,0,0.0,0.0,0.1
Targett,DEF,4.0,0,0.0,0.0,0.1
Meghoma,DEF,4.0,1,0.1,0.0,0.0
A.Murphy,DEF,4.0,0,0.0,0.1,0.1
Casadei,MID,4.4,0,0.0,0.1,0.0
Rodney,MID,4.5,0,0.0,0.1,0.0
Maghoma,MID,4.5,0,0.0,0.0,0.1
Morton,MID,4.4,0,0.0,0.1,0.0
Pond,DEF,3.9,0,0.0,0.0,0.0
Foderingham,GKP,4.3,0,0.0,0.0,0.1
H. Armstrong,MID,4.5,0,0.0,0.0,0.1
Pedro Lima,DEF,4.0,0,0.0,0.1,0.0
Amass,DEF,4.0,1,0.1,0.0,0.0
Ji-soo,DEF,3.9,0,0.0,0.0,0.0
Odysseas,GKP,4.3,0,0.0,0.0,0.0
Begovic,GKP,4.0,0,0.0,0.0,0.0
Kacurri,DEF,4.0,1,0.0,0.0,0.0
Holding,DEF,4.3,0,0.0,0.0,0.0
Fábio Vieira,MID,5.4,0,0.0,0.0,0.0
Hein,GKP,4.0,0,0.0,0.0,0.0
Ramsdale,GKP,4.4,0,0.0,0.0,0.0
B. White,DEF,6.2,0,0.0,0.0,0.0
Barrenechea,MID,4.9,0,0.0,0.0,0.0
Dendoncker,MID,4.5,0,0.0,0.0,0.0
Diaby,MID,6.5,0,0.0,0.0,0.0
Dobbin,MID,5.0,0,0.0,0.0,0.0
Gauci,GKP,4.0,0,0.0,0.0,0.0
Hause,DEF,4.0,0,0.0,0.0,0.0
Iling Jr,MID,5.4,0,0.0,0.0,0.0
Kesler-Hayden,DEF,4.0,0,0.0,0.0,0.0
Marschall,GKP,4.0,0,0.0,0.0,0.0
Sinisalo,GKP,4.0,0,0.0,0.0,0.0
Sousa,DEF,4.0,0,0.0,0.0,0.0
Anthony,MID,4.5,0,0.0,0.0,0.0
Faivre,MID,5.0,0,0.0,0.0,0.0
H.Traorè,MID,4.5,0,0.0,0.0,0.0
Jebbison,FWD,4.5,0,0.0,0.0,0.0
Mepham,DEF,4.4,0,0.0,0.0,0.0
Paulsen,GKP,4.0,0,0.0,0.0,0.0
Scott,MID,4.8,0,0.0,0.0,0.0
Brierley,MID,4.5,0,0.0,0.0,0.0
Dasilva,MID,4.8,0,0.0,0.0,0.0
Hickey,DEF,4.3,0,0.0,0.0,0.0
Onyeka,MID,4.9,0,0.0,0.0,0.0
Peart-Harris,MID,4.5,0,0.0,0.0,0.0
Toney,FWD,7.3,0,0.0,0.0,0.0
Zanka,DEF,4.5,0,0.0,0.0,0.0
Baker-Boaitey,MID,4.5,0,0.0,0.0,0.0
