id,name,position,team,prob_injury,starts,starts_perc,starts_per_90,minutes,selected_by_percent,ep_next,now_cost,gw
321,Gakpo,FWD,LIV,0.0,14,0.3684210526315789,1.03,1224,21.1,14.5,7.6,24
348,Foden,MID,MCI,0.0,14,0.3684210526315789,0.98,1291,8.5,12.2,9.3,24
328,M.Salah,MID,LIV,0.0,22,0.5789473684210527,1.02,1943,71.2,11.5,13.7,24
71,Kluivert,MID,BOU,0.0,18,0.47368421052631576,1.13,1438,15.0,11.0,5.7,24
311,Alexander-Arnold,DEF,LIV,0.0,20,0.5263157894736842,1.08,1664,33.4,10.5,7.3,24
329,Mac Allister,MID,LIV,0.0,19,0.5,1.09,1569,2.0,10.5,6.2,24
401,Isak,FWD,NEW,0.0,21,0.5526315789473685,1.11,1710,60.8,10.0,9.5,24
336,Szoboszlai,MID,LIV,0.0,15,0.39473684210526316,0.99,1363,2.6,9.9,6.3,24
744,Slot,,LIV,0.0,0,0.0,0.0,0,46.3,9.5,1.5,24
232,Ndiaye,FWD,EVE,0.0,20,0.5263157894736842,1.02,1760,5.4,8.6,5.5,24
364,Amad,MID,MUN,0.0,16,0.42105263157894735,0.96,1501,23.6,8.5,5.6,24
310,A.Becker,GKP,LIV,0.0,14,0.3684210526315789,1.01,1248,9.0,8.5,5.5,24
326,Konaté,DEF,LIV,0.0,15,0.39473684210526316,1.03,1309,6.7,8.5,5.2,24
447,C. Wood,FWD,NOT,0.0,22,0.5789473684210527,1.08,1833,41.2,8.3,7.1,24
351,Haaland,FWD,MCI,0.0,23,0.6052631578947368,1.02,2034,28.2,8.2,14.7,24
207,Mateta,FWD,CRY,0.0,21,0.5526315789473685,1.07,1769,5.6,7.8,7.4,24
99,Mbeumo,MID,BRE,0.0,23,0.6052631578947368,1.0,2065,34.4,7.5,7.9,24
222,Gana,MID,EVE,0.0,19,0.5,1.03,1666,0.8,7.4,4.8,24
339,Virgil,DEF,LIV,0.0,22,0.5789473684210527,1.0,1980,22.7,7.1,6.4,24
74,O.Dango,MID,BOU,0.0,11,0.2894736842105263,0.86,1145,1.1,7.0,5.0,24
78,Semenyo,MID,BOU,0.0,22,0.5789473684210527,1.03,1926,6.7,6.7,5.6,24
182,Palmer,MID,CHE,0.0,23,0.6052631578947368,1.03,2011,64.8,6.5,11.3,24
323,Gravenberch,MID,LIV,0.0,22,0.5789473684210527,1.04,1895,0.8,6.5,5.0,24
200,Guéhi,DEF,CRY,0.0,22,0.5789473684210527,1.0,1980,7.7,6.5,4.6,24
398,Gordon,MID,NEW,0.0,21,0.5526315789473685,1.07,1765,24.4,6.3,7.7,24
394,Bruno G.,MID,NEW,0.0,23,0.6052631578947368,1.03,2003,2.4,6.3,6.1,24
345,De Bruyne,MID,MCI,0.0,11,0.2894736842105263,1.0,987,4.2,6.2,9.4,24
23,Trossard,MID,ARS,0.0,15,0.39473684210526316,0.99,1368,2.4,6.0,6.8,24
70,Kerkez,DEF,BOU,0.0,23,0.6052631578947368,1.04,1997,10.1,6.0,4.9,24
337,Tsimikas,DEF,LIV,0.0,3,0.07894736842105263,0.8,337,0.2,5.9,4.6,24
58,Watkins,FWD,AST,0.0,19,0.5,1.07,1594,17.0,5.8,8.9,24
380,L. Martinez,DEF,MUN,0.0,19,0.5,1.02,1670,3.8,5.8,4.4,24
136,Mitoma,MID,BRI,0.0,20,0.5263157894736842,0.98,1842,5.5,5.7,6.3,24
316,Darwin,FWD,LIV,0.25,7,0.18421052631578946,0.79,796,2.1,5.6,7.0,24
366,B.Fernandes,MID,MUN,0.0,22,0.5789473684210527,1.08,1835,9.4,5.5,8.3,24
327,Luis Díaz,MID,LIV,0.0,16,0.42105263157894735,1.08,1335,18.2,5.5,7.5,24
177,Madueke,MID,CHE,0.0,17,0.4473684210526316,1.12,1369,4.5,5.3,6.1,24
110,Wissa,FWD,BRE,0.0,19,0.5,1.09,1571,10.6,5.2,6.3,24
106,Schade,MID,BRE,0.0,11,0.2894736842105263,0.93,1063,0.6,5.2,5.1,24
235,Pickford,GKP,EVE,0.0,22,0.5789473684210527,1.0,1980,17.2,5.0,5.1,24
219,Branthwaite,DEF,EVE,0.0,13,0.34210526315789475,0.99,1176,1.5,5.0,4.8,24
236,Tarkowski,DEF,EVE,0.0,22,0.5789473684210527,1.0,1971,2.2,5.0,4.8,24
396,Dúbravka,GKP,NEW,0.0,8,0.21052631578947367,1.0,720,3.3,5.0,4.3,24
354,Kovačić,MID,MCI,0.0,17,0.4473684210526316,1.05,1453,1.2,4.8,5.4,24
432,Elanga,MID,NOT,0.0,17,0.4473684210526316,1.12,1365,5.9,4.7,5.3,24
231,Mykolenko,DEF,EVE,0.0,20,0.5263157894736842,1.04,1735,8.1,4.6,4.4,24
571,Savinho,MID,MCI,0.0,13,0.34210526315789475,1.09,1077,2.9,4.5,6.4,24
433,Gibbs-White,MID,NOT,0.0,19,0.5,1.14,1500,4.2,4.5,6.4,24
