element,position,multiplier,is_captain,is_vice_captain,element_type
443,1,1,False,False,1
339,2,1,False,False,2
70,3,1,False,False,2
211,4,1,False,False,2
54,5,1,False,False,3
17,6,1,False,False,3
328,7,2,True,False,3
402,8,1,False,False,3
110,9,1,False,False,4
755,10,1,False,True,4
401,11,1,False,False,4
521,12,0,False,False,1
168,13,0,False,False,3
255,14,0,False,False,2
422,15,0,False,False,2
