id,name,position,team,prob_injury,starts,starts_perc,starts_per_90,minutes,selected_by_percent,ep_next,now_cost,gw
328,M.Salah,MID,LIV,0.0,15,0.39473684210526316,1.03,1317,63.6,12.7,13.4,17
182,Palmer,MID,CHE,0.0,16,0.42105263157894735,1.04,1388,63.7,9.3,11.2,17
168,Enzo,MID,CHE,0.0,11,0.2894736842105263,0.94,1057,9.5,8.5,5.1,17
17,Saka,MID,ARS,0.0,15,0.39473684210526316,1.08,1245,44.4,8.3,10.6,17
18,Saliba,DEF,ARS,0.0,15,0.39473684210526316,1.05,1289,30.2,8.1,6.3,17
364,Amad,MID,MUN,0.0,9,0.23684210526315788,0.92,883,12.7,7.6,5.2,17
106,Schade,MID,BRE,0.0,7,0.18421052631578946,0.94,669,0.8,7.6,5.1,17
494,Maddison,MID,TOT,0.0,13,0.34210526315789475,1.15,1021,7.8,7.3,7.6,17
585,I.Sarr,MID,CRY,0.0,9,0.23684210526315788,0.89,910,0.5,6.7,5.7,17
247,Iwobi,MID,FUL,0.0,16,0.42105263157894735,1.04,1390,5.4,6.7,5.7,17
401,Isak,FWD,NEW,0.0,14,0.3684210526315789,1.12,1128,28.7,6.6,8.7,17
238,A. Young,DEF,EVE,0.0,13,0.34210526315789475,1.04,1127,3.6,6.5,4.7,17
180,N.Jackson,FWD,CHE,0.0,15,0.39473684210526316,1.14,1182,29.2,6.3,8.2,17
6,J.Timber,DEF,ARS,0.0,13,0.34210526315789475,1.04,1130,7.5,6.3,5.7,17
366,B.Fernandes,MID,MUN,0.0,16,0.42105263157894735,1.08,1339,14.4,6.2,8.4,17
541,Cunha,FWD,WOL,0.0,15,0.39473684210526316,1.01,1335,23.6,6.0,7.1,17
71,Kluivert,MID,BOU,0.0,13,0.34210526315789475,1.2,976,4.3,6.0,5.5,17
99,Mbeumo,MID,BRE,0.0,16,0.42105263157894735,1.0,1435,28.2,5.8,7.6,17
388,Wan-Bissaka,DEF,WHM,0.0,14,0.3684210526315789,1.0,1264,6.4,5.8,4.6,17
321,Gakpo,FWD,LIV,0.0,7,0.18421052631578946,0.92,682,3.1,5.7,7.1,17
177,Madueke,MID,CHE,0.0,13,0.34210526315789475,1.14,1022,7.1,5.7,6.3,17
503,Son,MID,TOT,0.0,12,0.3157894736842105,1.1,984,5.1,5.5,9.8,17
3,Gabriel,DEF,ARS,0.0,14,0.3684210526315789,1.07,1178,24.0,5.3,6.2,17
231,Mykolenko,DEF,EVE,0.0,13,0.34210526315789475,1.06,1105,4.5,5.3,4.3,17
345,De Bruyne,MID,MCI,0.0,7,0.18421052631578946,1.01,624,4.9,5.1,9.5,17
514,Bowen,MID,WHM,0.0,16,0.42105263157894735,1.02,1417,6.9,5.0,7.4,17
136,Mitoma,MID,BRI,0.0,15,0.39473684210526316,0.99,1362,8.6,5.0,6.6,17
13,Ødegaard,MID,ARS,0.0,9,0.23684210526315788,1.12,725,5.9,4.9,8.3,17
15,Raya,GKP,ARS,0.0,16,0.42105263157894735,1.0,1440,31.0,4.9,5.6,17
385,Rashford,MID,MUN,0.0,12,0.3157894736842105,1.11,975,3.5,4.8,6.8,17
433,Gibbs-White,MID,NOT,0.0,12,0.3157894736842105,1.16,934,1.4,4.8,6.3,17
