element,position,multiplier,is_captain,is_vice_captain,element_type
443,1,1,False,False,1
339,2,1,False,False,2
70,3,1,False,False,2
255,4,1,False,False,2
99,5,1,False,False,3
182,6,1,False,True,3
328,7,2,True,False,3
71,8,1,False,False,3
110,9,1,False,False,4
447,10,1,False,False,4
58,11,1,False,False,4
521,12,0,False,False,1
54,13,0,False,False,3
422,14,0,False,False,2
399,15,0,False,False,2
