name,position,cost,xmins,ep_gw25,ep_gw26,ep_gw27
M.Salah,MID,13.7,89,14.8,5.5,6.7
C. Palmer,MID,11.2,90,5.6,5.0,7.9
Trossard,MID,6.8,85,6.4,6.3,5.1
Nwaneri,MID,4.5,88,6.1,6.1,4.8
Ødegaard,MID,8.2,87,6.0,6.0,4.7
Watkins,FWD,8.9,80,8.2,4.4,4.1
Haaland,FWD,14.7,89,6.2,5.0,5.3
Alexander-Arnold,DEF,7.4,79,9.0,3.1,4.3
Mbeumo,MID,7.9,88,4.9,5.5,5.8
Son,MID,9.8,90,5.8,5.5,4.3
B.Fernandes,MID,8.3,89,4.5,4.6,6.1
Luis Díaz,MID,7.5,64,8.2,3.1,3.8
A.Becker,GKP,5.5,92,7.9,3.3,3.6
Sterling,MID,6.7,76,5.3,5.1,4.2
Diogo J.,MID,7.2,45,7.2,3.1,3.9
Kluivert,MID,5.9,77,5.2,4.8,4.0
Bowen,MID,7.3,83,5.1,3.2,5.7
Virgil,DEF,6.4,90,7.8,2.5,3.6
Semenyo,MID,5.7,87,5.0,5.0,4.0
E. Martinez,GKP,5.0,94,7.2,3.4,3.2
Mateta,FWD,7.3,84,5.2,3.9,4.5
Szoboszlai,MID,6.3,69,7.8,2.5,3.2
Foden,MID,9.3,84,4.9,4.0,4.4
Rogers,MID,5.6,72,7.4,3.4,2.6
Nkunku,MID,5.7,72,4.2,3.9,5.2
Eze,MID,6.7,70,4.5,3.8,5.0
Robertson,DEF,5.9,68,7.3,2.4,3.5
O.Dango,MID,5.1,73,4.8,4.6,3.7
Mac Allister,MID,6.2,84,7.1,2.6,3.3
Amad,MID,5.6,86,3.8,3.9,5.1
Gakpo,FWD,7.6,59,7.0,2.7,3.2
Konaté,DEF,5.2,87,7.2,2.3,3.3
Tielemans,MID,5.5,82,6.7,3.1,2.9
João Pedro,FWD,5.5,78,4.1,4.4,4.0
C. Wood,FWD,7.1,86,4.3,4.0,3.8
Gabriel,DEF,6.3,90,4.4,4.4,3.2
Tavernier,MID,5.4,66,4.0,4.5,3.5
Isak,FWD,9.5,79,3.8,4.7,3.3
Rashford,MID,6.6,47,6.0,2.9,2.9
Raya,GKP,5.5,94,4.2,4.0,3.7
De Bruyne,MID,9.4,70,4.3,3.6,3.8
Gravenberch,MID,5.0,86,6.2,2.5,2.9
Saliba,DEF,6.2,88,4.2,4.3,3.1
Wissa,FWD,6.3,81,3.8,4.0,3.8
Raúl,FWD,5.6,69,4.1,4.0,3.4
Madueke,MID,6.1,68,3.6,3.5,4.4
Kulusevski,MID,6.3,87,4.1,4.1,3.3
Mitoma,MID,6.3,82,3.6,4.1,3.7
Beto,FWD,4.9,83,3.9,3.8,3.6
J.Timber,DEF,5.6,84,4.2,4.1,2.9
Cunha,FWD,6.8,87,3.3,3.7,4.2
Iwobi,MID,5.8,82,3.8,3.6,3.7
Arrizabalaga,GKP,4.5,95,3.8,3.8,3.3
Digne,DEF,4.6,72,6.2,2.5,2.3
I.Sarr,MID,5.7,76,4.1,3.1,3.7
Andre Onana,GKP,5.0,95,3.3,3.5,3.9
Kudus,MID,6.2,80,3.9,2.7,3.9
Kerkez,DEF,5.0,93,4.0,3.9,2.6
Rice,MID,6.2,82,3.7,3.7,3.1
Jørgensen,GKP,4.2,92,3.4,3.3,3.7
Leno,GKP,5.0,94,3.5,3.4,3.5
M.Asensio,MID,6.0,51,5.5,2.5,2.4
Henderson,GKP,4.5,94,3.6,3.3,3.4
Vardy,FWD,5.4,74,2.4,4.3,3.6
Huijsen,DEF,4.4,91,3.8,3.8,2.6
Enzo,MID,4.8,88,3.1,3.1,4.1
Sancho,MID,6.2,70,3.3,3.1,3.9
Verbruggen,GKP,4.5,94,3.3,3.5,3.4
Welbeck,FWD,5.5,69,3.3,3.5,3.4
McGinn,MID,5.2,60,5.5,2.3,2.3
Gibbs-White,MID,6.5,84,3.8,3.1,3.2
Gordon,MID,7.6,93,2.8,4.3,2.9
Højlund,FWD,6.9,60,3.0,3.2,3.8
Ndiaye,FWD,5.5,86,2.8,3.8,3.3
Onuachu,FWD,4.9,71,3.4,3.6,2.9
Muñoz,DEF,4.8,90,3.9,2.8,3.2
J.Murphy,MID,5.1,82,3.3,3.8,2.8
Pickford,GKP,5.1,94,3.2,3.5,3.2
Sels,GKP,5.0,93,3.4,3.2,3.1
Pedro Porro,DEF,5.4,84,3.8,3.6,2.3
Konsa,DEF,4.4,91,4.8,2.5,2.3
Delap,FWD,5.6,74,3.2,3.5,2.9
Hermansen,GKP,4.4,95,3.1,3.3,3.2
Cucurella,DEF,5.1,90,2.9,2.5,4.1
Flekken,GKP,4.4,92,2.5,3.5,3.5
Ederson M.,GKP,5.3,87,3.4,2.9,3.1
Dalot,DEF,5.0,88,2.5,2.8,4.2
Garnacho,MID,5.9,61,2.7,2.9,3.9
José Sá,GKP,4.3,92,3.1,3.2,3.2
Tel,MID,6.0,72,4.2,3.2,2.1
Robinson,DEF,5.1,93,3.3,3.2,2.9
Ramsdale,GKP,4.4,94,3.2,3.2,2.9
Smith Rowe,MID,5.2,71,3.4,3.0,2.9
Kamara,MID,5.0,86,5.0,2.2,2.0
Ferguson,FWD,5.5,59,3.1,2.4,3.5
