name,position,cost,xmins,ep_gw30,ep_gw31,ep_gw32
M.Salah,MID,13.7,88,7.9,6.2,7.8
Isak,FWD,9.4,86,5.3,5.3,10.2
Eze,MID,6.7,80,5.3,4.9,7.5
C. Palmer,MID,10.8,72,5.3,5.1,7.1
Mateta,FWD,7.6,84,5.4,4.8,7.2
Marmoush,FWD,7.4,79,6.4,4.7,5.1
I.Sarr,MID,5.7,81,4.7,4.0,6.5
Trippier,DEF,5.6,76,3.7,3.9,7.0
Pope,GKP,4.9,94,3.7,3.8,7.1
Evanilson,FWD,5.7,85,6.0,4.1,4.1
J.Murphy,MID,5.0,80,3.9,3.6,6.7
Ødegaard,MID,8.2,89,5.1,4.3,4.8
Saka,MID,10.2,47,3.9,4.3,5.7
Foden,MID,9.2,72,5.6,3.9,4.3
Henderson,GKP,4.6,94,3.9,3.5,6.3
Schär,DEF,5.4,92,3.4,3.7,6.4
Watkins,FWD,8.9,78,4.0,4.5,5.0
Martinelli,MID,6.5,73,4.9,4.0,4.3
Szoboszlai,MID,6.4,81,4.8,3.9,4.4
Solanke,FWD,7.3,87,3.8,5.3,4.0
Mbeumo,MID,8.1,90,4.6,4.9,3.6
Livramento,DEF,4.5,85,3.4,3.5,6.2
Merino,MID,6.0,74,4.7,3.9,4.2
Bruno G.,MID,6.1,86,3.3,3.3,6.2
B.Fernandes,MID,8.6,90,4.2,4.3,4.1
João Pedro,FWD,5.6,74,4.2,3.5,4.8
Luis Díaz,MID,7.5,66,4.5,3.5,4.5
Son,MID,9.7,71,3.6,5.2,3.7
Gabriel,DEF,6.4,92,4.4,3.8,3.9
Muñoz,DEF,5.1,87,4.2,3.4,4.5
Savinho,MID,6.2,73,5.0,3.2,3.8
Burn,DEF,4.4,92,3.2,3.3,5.5
Elanga,MID,5.4,81,4.4,3.5,4.1
Bowen,MID,7.6,89,4.5,4.6,2.9
Gvardiol,DEF,6.0,89,5.0,3.2,3.7
Raya,GKP,5.5,95,4.1,3.8,4.0
Virgil,DEF,6.4,93,4.4,3.3,4.2
Saliba,DEF,6.2,92,4.3,3.6,4.0
Trossard,MID,6.8,60,4.1,3.4,4.3
Robertson,DEF,5.8,73,4.5,3.3,4.0
Kluivert,MID,6.3,53,3.1,4.0,4.5
Doku,MID,6.2,73,4.8,3.4,3.4
Diogo J.,MID,7.2,54,4.1,3.5,3.8
Gordon,MID,7.4,0,0.0,3.5,7.8
Semenyo,MID,5.7,87,5.3,3.2,2.8
Konaté,DEF,5.2,89,4.2,3.1,4.0
C. Wood,FWD,7.2,64,2.9,3.6,4.8
Ederson M.,GKP,5.3,90,4.1,3.5,3.5
Tonali,MID,5.5,81,2.9,3.0,5.3
Rogers,MID,5.5,79,3.3,3.7,4.1
Mitoma,MID,6.5,75,3.7,3.2,4.2
Estupiñan,DEF,4.9,91,3.6,2.8,4.7
Lacroix,DEF,4.5,92,3.8,3.1,4.1
Strand Larsen,FWD,5.3,67,3.6,4.0,3.3
Arrizabalaga,GKP,4.6,89,3.8,3.4,3.6
Kudus,MID,6.2,87,4.1,4.0,2.7
Enzo,MID,4.7,90,3.7,3.2,3.9
Vicario,GKP,4.8,93,3.2,4.0,3.5
N.Jackson,FWD,7.7,54,2.6,3.3,4.9
Wissa,FWD,6.6,89,3.6,4.0,3.1
E. Martinez,GKP,5.0,92,3.3,3.5,3.9
A.Becker,GKP,5.6,89,3.0,3.6,4.0
Rice,MID,6.2,88,3.7,3.3,3.7
Guéhi,DEF,4.7,93,3.8,3.1,3.9
Verbruggen,GKP,4.5,93,3.5,3.3,3.9
J.Timber,DEF,5.6,80,3.9,3.3,3.5
Hudson-Odoi,MID,5.3,78,3.8,3.1,3.6
Sels,GKP,5.1,95,3.6,3.2,3.6
Sancho,MID,6.2,70,3.6,3.2,3.6
Mitchell,DEF,4.8,75,3.5,3.1,3.9
José Sá,GKP,4.4,94,3.5,3.6,3.3
Gibbs-White,MID,6.6,74,3.0,3.3,4.0
Vardy,FWD,5.3,85,3.2,3.7,3.5
Kerkez,DEF,5.3,86,4.3,2.8,3.1
Rúben,DEF,5.4,90,4.3,2.7,3.1
Cucurella,DEF,5.3,88,3.3,2.7,4.1
Mac Allister,MID,6.2,77,3.5,3.0,3.6
Barnes,MID,5.9,52,3.2,2.6,4.2
P. Neto,MID,6.3,66,3.7,2.9,3.4
Wharton,MID,4.7,77,2.9,2.5,4.5
Minteh,MID,5.1,47,2.6,2.8,4.6
Areola,GKP,4.2,94,3.5,3.3,3.1
M.Asensio,MID,6.1,56,3.1,3.4,3.4
Joelinton,MID,6.0,86,3.5,2.6,3.8
Andre Onana,GKP,4.9,94,3.3,3.3,3.2
Flekken,GKP,4.4,93,3.2,3.4,3.1
Aït-Nouri,DEF,4.8,83,3.4,3.5,2.9
Bradley,DEF,4.7,53,2.3,3.1,4.3
Leno,GKP,5.0,94,3.1,3.2,3.3
Khusanov,DEF,5.0,86,4.1,2.6,3.0
Colwill,DEF,4.4,86,3.0,2.6,3.9
Pickford,GKP,5.1,92,3.1,3.1,3.3
A. Palmer,GKP,4.5,93,3.1,3.3,3.0
O.Dango,MID,5.0,58,3.9,2.7,2.8
Gakpo,FWD,7.4,50,3.2,3.1,3.0
Hermansen,GKP,4.4,93,3.1,3.1,3.1
Tielemans,MID,5.5,84,2.9,3.1,3.3
Ramsdale,GKP,4.4,94,3.1,3.0,3.1
Højlund,FWD,6.9,68,3.2,3.2,2.8
Nkunku,MID,5.7,57,3.6,2.7,2.8
James,DEF,4.8,61,3.1,2.3,3.7
Konsa,DEF,4.4,92,2.5,3.1,3.5
L.Paquetá,MID,5.7,70,3.2,3.4,2.4
Aina,DEF,5.4,87,3.2,2.4,3.4
N.Williams,DEF,4.4,88,3.3,2.4,3.3
Schade,MID,5.1,72,3.1,3.3,2.5
Gravenberch,MID,5.0,85,3.2,2.7,3.0
Beto,FWD,5.1,81,3.2,2.9,2.8
Van Hecke,DEF,4.5,92,2.9,2.2,3.7
Zabarnyi,DEF,4.4,86,3.7,2.5,2.6
Raúl,FWD,5.5,66,2.9,2.6,3.2
Delap,FWD,5.6,85,3.3,3.4,2.0
N.Semedo,DEF,4.5,89,3.0,3.2,2.6
Sánchez,GKP,4.5,77,3.0,2.7,3.0
Agbadou,DEF,4.0,92,3.0,3.1,2.5
Udogie,DEF,4.8,78,2.2,3.9,2.6
Romero,DEF,4.9,90,2.1,4.0,2.6
Digne,DEF,4.5,67,2.4,3.0,3.2
Milenković,DEF,4.9,89,3.1,2.3,3.2
Kamaldeen,MID,5.0,74,3.0,2.8,2.7
Garnacho,MID,5.9,64,3.0,2.8,2.7
Iwobi,MID,5.6,66,2.4,3.1,3.0
Zirkzee,FWD,6.5,66,2.9,3.0,2.5
Pedro Porro,DEF,5.3,64,1.9,3.9,2.7
W.Fofana,DEF,4.3,76,2.6,2.3,3.4
Welbeck,FWD,5.5,57,3.1,2.2,3.1
Doherty,DEF,4.3,88,3.0,2.9,2.4
