name,position,cost,xmins,ep_gw31,ep_gw32,ep_gw33
Saka,MID,10.4,67,5.0,6.4,13.0
M.Salah,MID,13.8,89,6.4,8.2,7.7
Eze,MID,6.8,83,4.8,7.5,7.8
Mateta,FWD,7.7,80,4.8,7.3,7.7
Marmoush,FWD,7.5,80,4.7,5.4,9.6
Ødegaard,MID,8.2,89,4.6,5.1,9.4
Isak,FWD,9.5,77,4.7,9.7,4.1
Merino,MID,6.1,79,4.5,4.4,9.2
I.Sarr,MID,5.7,83,4.3,6.6,7.0
C. Palmer,MID,10.7,91,5.4,7.0,4.7
Henderson,GKP,4.6,94,3.6,6.4,6.6
Martinelli,MID,6.5,62,3.8,4.4,8.1
Raya,GKP,5.5,94,3.9,4.1,8.2
Saliba,DEF,6.4,93,3.8,4.2,7.9
Savinho,MID,6.2,73,3.9,3.9,7.3
Trossard,MID,6.8,54,3.4,4.0,7.3
B.Fernandes,MID,8.6,88,4.6,4.3,5.7
Rashford,MID,6.6,65,4.1,4.4,6.0
Solanke,FWD,7.3,80,5.7,4.4,4.3
Pope,GKP,4.9,94,3.8,7.1,3.3
E. Martinez,GKP,5.0,94,3.6,4.0,6.6
Mbeumo,MID,8.1,92,5.2,3.6,5.4
Rogers,MID,5.5,80,3.8,4.1,6.3
Ederson M.,GKP,5.3,91,3.5,3.6,7.0
Bowen,MID,7.6,88,4.9,3.2,6.0
Watkins,FWD,8.9,40,2.6,4.2,7.3
J.Timber,DEF,5.6,70,2.3,4.0,7.6
Foden,MID,9.2,61,3.6,3.6,6.8
Rice,MID,6.2,81,3.2,3.5,7.0
Szoboszlai,MID,6.4,80,4.2,4.7,4.7
Trippier,DEF,5.6,75,3.6,7.2,2.7
Gvardiol,DEF,6.1,86,3.2,3.7,6.6
J.Murphy,MID,5.1,77,3.9,6.8,2.6
Muñoz,DEF,5.2,90,3.6,4.6,5.1
Gordon,MID,7.4,46,2.2,7.8,3.2
Doku,MID,6.2,65,3.2,3.6,6.2
Schär,DEF,5.4,88,3.8,6.6,2.4
M.Asensio,MID,6.1,53,3.5,3.6,5.7
Livramento,DEF,4.5,86,3.8,6.6,2.4
João Pedro,FWD,5.6,80,3.8,5.1,3.9
N.Jackson,FWD,7.7,76,3.9,5.2,3.7
Evanilson,FWD,5.7,84,4.5,4.3,3.7
Bruno G.,MID,6.1,85,3.4,6.2,2.8
Luis Díaz,MID,7.5,62,3.7,4.2,4.3
Rúben,DEF,5.4,90,2.9,3.2,6.1
Virgil,DEF,6.5,91,3.5,4.3,4.1
Wharton,MID,4.7,80,2.8,4.6,4.5
Tielemans,MID,5.5,75,3.0,3.3,5.6
Diogo J.,MID,7.2,52,3.5,4.2,4.1
Mitchell,DEF,4.8,81,3.2,4.0,4.5
Konsa,DEF,4.4,92,3.2,3.6,4.8
Gibbs-White,MID,6.6,83,3.7,4.3,3.6
Tonali,MID,5.5,81,3.0,5.9,2.6
C. Wood,FWD,7.1,54,2.2,5.1,4.3
Elanga,MID,5.5,84,3.6,4.2,3.6
Konaté,DEF,5.3,89,3.4,4.0,4.1
Lacroix,DEF,4.5,88,3.1,3.9,4.5
Wissa,FWD,6.6,89,4.1,3.1,4.2
Burn,DEF,4.5,89,3.5,6.0,2.0
Guéhi,DEF,4.7,91,3.1,3.9,4.3
Gündogan,MID,6.3,56,2.7,3.3,5.4
B. White,DEF,6.1,60,1.3,3.4,6.6
Strand Larsen,FWD,5.3,82,4.4,3.7,3.1
Mitoma,MID,6.5,75,3.2,4.5,3.4
Robertson,DEF,5.8,67,3.4,3.9,3.7
Minteh,MID,5.1,72,3.3,4.5,3.2
Vicario,GKP,4.8,94,4.1,3.3,3.4
A.Becker,GKP,5.6,94,2.9,3.9,3.9
Partey,MID,4.9,77,2.6,2.7,5.2
N.Gonzalez,MID,6.0,78,2.6,2.7,5.2
Verbruggen,GKP,4.5,94,3.3,3.9,3.3
Nwaneri,MID,4.6,42,2.7,2.4,5.2
Areola,GKP,4.2,94,3.5,3.1,3.8
Digne,DEF,4.5,50,2.3,3.6,4.4
L.Paquetá,MID,5.7,71,3.5,2.6,4.2
Garnacho,MID,5.9,77,3.5,3.0,3.8
Vardy,FWD,5.3,82,3.8,3.3,3.2
Arrizabalaga,GKP,4.6,95,3.5,3.6,3.2
Estupiñan,DEF,4.9,90,2.8,4.7,2.7
Kudus,MID,6.2,69,2.6,2.7,4.9
Sels,GKP,5.1,94,3.3,3.6,3.2
Kluivert,MID,6.2,54,2.2,4.3,3.7
Semenyo,MID,5.7,87,4.2,3.4,2.6
Lewis-Skelly,MID,4.5,78,2.6,2.7,4.9
Enzo,MID,4.7,90,3.2,4.0,3.0
Andre Onana,GKP,4.9,93,3.2,3.2,3.6
Schade,MID,5.1,70,3.5,2.8,3.8
McGinn,MID,5.2,63,2.7,3.0,4.4
Khusanov,DEF,5.0,73,2.3,2.9,4.8
José Sá,GKP,4.4,93,3.5,3.3,3.1
Mac Allister,MID,6.2,83,3.2,3.4,3.4
Flekken,GKP,4.4,94,3.4,3.1,3.5
Barnes,MID,5.9,51,3.4,4.6,2.0
Hudson-Odoi,MID,5.3,82,3.2,3.7,3.0
Cucurella,DEF,5.3,86,2.8,4.4,2.7
Sánchez,GKP,4.5,85,3.2,3.7,2.9
Leno,GKP,5.0,94,3.1,3.3,3.3
Son,MID,9.7,42,3.6,2.9,3.0
Raúl,FWD,5.4,54,2.7,3.3,3.5
Sancho,MID,6.2,56,2.8,3.8,3.0
A. Palmer,GKP,4.5,93,3.4,3.1,3.0
Iwobi,MID,5.6,74,2.9,3.1,3.3
Romero,DEF,4.9,83,3.9,2.7,2.7
