name,position,cost,xmins,ep_gw34,ep_gw35,ep_gw36
M.Salah,MID,13.8,89,7.5,5.3,5.6
Mbeumo,MID,8.0,92,4.7,5.8,5.8
C. Palmer,MID,10.6,88,6.3,4.7,4.7
C. Wood,FWD,7.0,85,5.0,4.1,6.3
Isak,FWD,9.6,77,6.1,4.4,4.7
B.Fernandes,MID,8.5,89,4.4,4.4,5.2
Cunha,FWD,7.0,77,5.4,3.1,5.1
Bowen,MID,7.6,91,4.1,4.8,4.6
Welbeck,FWD,5.5,84,5.0,4.3,4.1
Raúl,FWD,5.3,85,5.6,3.7,4.1
Wissa,FWD,6.6,92,4.0,4.6,4.6
Evanilson,FWD,5.8,81,4.5,3.2,5.4
Solanke,FWD,7.3,82,3.3,4.0,5.8
Kluivert,MID,6.0,78,4.6,2.9,5.4
Gibbs-White,MID,6.4,76,3.9,3.5,5.2
Semenyo,MID,5.7,87,4.4,3.0,5.1
Marmoush,FWD,7.7,82,0.0,5.5,6.9
Strand Larsen,FWD,5.4,79,4.8,3.0,4.5
Hudson-Odoi,MID,5.1,81,3.9,3.2,4.6
Sels,GKP,5.1,94,3.6,3.3,4.7
Schade,MID,5.1,86,3.6,3.9,4.1
Vardy,FWD,5.3,80,3.5,4.8,3.2
Vicario,GKP,4.8,93,3.1,3.4,5.0
Arrizabalaga,GKP,4.6,93,3.6,3.1,4.7
Luis Díaz,MID,7.6,68,4.4,3.3,3.5
José Sá,GKP,4.4,94,3.9,3.1,4.2
Rashford,MID,6.7,62,0.0,4.7,6.5
Iwobi,MID,5.6,78,4.2,3.1,3.8
Højlund,FWD,6.9,78,3.6,3.5,4.0
Mitoma,MID,6.4,83,4.2,3.3,3.5
N.Jackson,FWD,7.7,76,4.3,3.3,3.3
Trippier,DEF,5.6,78,4.8,3.1,3.0
Pope,GKP,5.0,92,4.0,3.5,3.3
J.Murphy,MID,5.3,75,4.7,3.1,3.2
A.Becker,GKP,5.5,93,4.0,3.3,3.4
Flekken,GKP,4.4,92,3.4,3.6,3.8
De Bruyne,MID,9.4,67,0.0,4.9,5.8
Minteh,MID,4.9,84,4.2,3.4,3.0
Leno,GKP,5.0,93,3.8,3.2,3.6
Kudus,MID,6.2,79,3.2,3.7,3.7
Areola,GKP,4.2,92,3.3,3.4,3.8
Verbruggen,GKP,4.6,93,3.6,3.4,3.4
Pickford,GKP,5.1,93,3.2,3.9,3.3
Andre Onana,GKP,4.9,94,3.4,3.3,3.7
Diogo J.,MID,7.2,50,3.9,3.3,3.2
Eze,MID,6.9,85,0.0,4.9,5.5
Szoboszlai,MID,6.2,73,4.3,3.0,3.0
Livramento,DEF,4.6,89,4.4,2.9,3.0
N.Williams,DEF,4.5,87,3.4,2.6,4.3
McNeil,MID,5.1,65,2.6,4.6,3.1
Munetsi,MID,5.0,78,3.9,2.5,3.9
Aït-Nouri,DEF,5.0,85,4.5,1.8,3.9
Elanga,MID,5.4,60,3.3,2.7,4.2
Ndiaye,FWD,5.2,77,3.1,3.9,3.0
Sánchez,GKP,4.5,91,3.6,3.1,3.2
Hermansen,GKP,4.4,93,3.2,3.6,3.1
Milenković,DEF,5.1,90,3.2,2.4,4.3
Alexander-Arnold,DEF,7.2,59,3.7,2.8,3.3
Garnacho,MID,5.9,76,3.4,2.8,3.4
Joelinton,MID,6.0,86,4.0,2.9,2.9
Virgil,DEF,6.6,90,4.1,3.0,2.7
Bruno G.,MID,6.2,88,3.9,3.0,2.8
Schär,DEF,5.5,95,3.8,2.9,3.0
Barnes,MID,6.0,56,4.2,2.6,2.8
Anderson,MID,5.0,85,3.0,2.7,3.8
Kulusevski,MID,6.2,60,2.0,2.7,4.8
Ramsdale,GKP,4.4,95,3.2,3.3,2.9
Murillo,DEF,4.7,85,3.0,2.4,4.1
Robinson,DEF,4.8,90,3.9,2.3,3.3
Konaté,DEF,5.3,89,3.9,2.8,2.7
Dorgu,DEF,4.5,85,2.9,2.8,3.8
Ward-Prowse,MID,6.1,85,2.9,3.1,3.3
A. Palmer,GKP,4.5,93,3.0,3.1,3.2
Mac Allister,MID,6.2,84,3.6,2.9,2.9
Enzo,MID,4.7,88,3.6,2.9,2.8
Savinho,MID,6.2,64,0.0,4.1,5.2
Rogers,MID,5.7,78,0.0,4.0,5.3
L.Paquetá,MID,5.7,71,2.9,3.2,3.2
Gvardiol,DEF,6.3,82,0.0,4.0,5.3
Tonali,MID,5.5,83,3.6,2.8,2.9
Burn,DEF,4.5,91,4.2,2.6,2.5
Robertson,DEF,5.8,64,3.7,2.8,2.6
El Khannouss,MID,4.8,79,2.9,3.6,2.7
E. Martinez,GKP,5.0,94,0.0,3.7,5.3
Estupiñan,DEF,4.9,84,3.7,2.6,2.6
Sessegnon,DEF,4.1,60,4.2,2.1,2.6
N.Semedo,DEF,4.5,89,4.0,1.5,3.4
Damsgaard,MID,4.9,76,2.7,3.0,3.1
Andersen,DEF,4.2,90,3.6,2.0,3.2
Enciso,MID,5.4,81,2.8,2.9,3.0
Agbadou,DEF,4.0,91,3.9,1.5,3.3
I.Sarr,MID,5.8,82,0.0,4.1,4.6
A.Doucoure,MID,5.1,74,2.5,3.4,2.7
Rúben,DEF,5.4,83,0.0,3.7,5.0
Kamaldeen,MID,5.0,73,2.9,3.2,2.6
Gordon,MID,7.4,38,2.8,2.6,3.2
Tavernier,MID,5.4,53,2.9,2.1,3.6
Gakpo,FWD,7.2,51,3.3,2.6,2.6
P. Neto,MID,6.1,64,3.4,2.5,2.6
Kerkez,DEF,5.3,86,3.3,1.6,3.5
Mateta,FWD,7.8,63,0.0,3.8,4.6
Maddison,MID,7.4,59,2.4,2.7,3.3
Tel,MID,5.8,58,2.3,2.6,3.4
