name,position,cost,xmins,ep_gw10,ep_gw11,ep_gw12
C.Soler,MID,5.0,42,1.9,2.5,1.8
Okoli,DEF,4.0,91,2.6,1.7,1.8
Hinshelwood,MID,5.0,66,2.0,1.9,2.1
R. Nelson,MID,5.0,41,2.2,1.8,2.0
Milenković,DEF,4.5,90,2.8,2.2,1.1
J.Gomes,MID,4.9,75,2.3,2.0,1.8
O'Shea,DEF,4.0,90,2.7,1.3,1.9
João Pedro,FWD,5.4,26,0.6,2.1,3.2
Georginio,MID,5.5,56,2.1,1.8,2.0
Aribo,MID,4.9,61,2.3,1.9,1.7
Damsgaard,MID,5.0,52,2.0,2.0,1.9
Gana,MID,4.9,63,2.1,1.8,1.9
Mainoo,MID,5.2,69,1.0,2.4,2.4
Senesi,DEF,4.8,82,1.2,2.2,2.4
G.Jesus,FWD,6.8,34,2.0,2.0,1.7
Baleba,MID,5.0,68,1.9,1.8,2.1
Lindstrøm,MID,5.1,39,2.0,1.7,2.0
Todibo,DEF,4.4,69,2.0,2.2,1.6
Downes,MID,4.8,87,2.3,1.7,1.6
Winks,MID,4.5,65,2.0,2.0,1.7
Zabarnyi,DEF,4.4,89,1.2,2.0,2.4
J.Murphy,MID,5.1,45,1.5,1.9,2.2
J.Ayew,MID,5.2,44,2.2,1.8,1.7
Harwood-Bellis,DEF,4.1,87,2.5,1.9,1.2
Matheus N.,MID,4.9,48,2.5,1.7,1.4
Mazraoui,DEF,4.6,60,2.1,2.1,1.2
Bednarek,DEF,4.0,87,2.3,1.9,1.1
Bissouma,MID,4.9,56,1.8,2.0,1.5
Amadou Onana,MID,5.0,58,1.9,1.6,1.9
Ajer,DEF,4.5,65,1.5,2.1,1.7
Wharton,MID,4.8,75,2.7,1.5,1.1
Partey,MID,5.0,64,2.1,1.5,1.7
Estupiñan,DEF,5.0,70,1.6,1.5,2.1
Casemiro,MID,4.8,60,1.9,1.6,1.7
Dominguez,MID,4.8,55,2.2,1.5,1.4
Nkunku,MID,6.0,23,1.5,1.4,2.2
Burgess,DEF,3.9,84,2.6,1.2,1.3
Muniz,FWD,5.7,25,1.7,1.5,1.8
Forbs,MID,5.5,33,1.7,2.0,1.3
Cajuste,MID,4.5,64,2.1,1.3,1.5
Awoniyi,FWD,5.6,36,2.3,1.5,1.2
R.Gomes,MID,5.2,28,1.5,1.9,1.6
Van Hecke,DEF,4.5,91,1.3,1.3,2.3
Walker-Peters,DEF,4.4,73,2.3,1.7,0.9
El Khannouss,MID,4.9,35,1.8,1.4,1.7
A. Armstrong,FWD,5.2,25,1.7,1.9,1.3
Dunk,DEF,4.5,80,0.7,1.4,2.6
Lavia,MID,4.5,47,1.6,1.4,1.6
Lerma,MID,4.8,50,1.3,1.8,1.5
Skipp,MID,4.9,54,1.7,1.3,1.6
Carvalho,MID,4.8,24,1.4,1.9,1.2
Gusto,DEF,4.9,42,1.5,1.3,1.7
Sancho,MID,6.3,0,0.0,2.0,2.6
Hirst,FWD,5.4,28,1.7,1.3,1.6
Beto,FWD,5.0,21,1.4,1.3,1.7
S.Bueno,DEF,4.3,40,1.3,2.1,1.2
Morsy,MID,4.9,76,1.1,1.8,1.6
João Félix,MID,6.1,27,1.7,1.1,1.6
Guedes,MID,5.3,29,1.6,1.6,1.2
McAtee,MID,4.7,26,1.8,1.7,0.9
Smith,DEF,4.5,50,1.0,1.7,1.6
Ben Johnson,DEF,4.0,82,1.4,1.3,1.6
Merino,MID,6.0,30,1.3,1.5,1.5
Ayari,MID,5.0,49,1.6,1.4,1.3
Kamara,MID,5.0,43,1.4,1.3,1.6
Shaw,DEF,4.9,0,0.0,1.3,2.9
Kristiansen,DEF,4.5,88,0.8,1.5,2.0
F.Kadıoğlu,DEF,4.5,52,1.2,1.2,1.8
Manning,DEF,4.3,41,1.9,1.4,0.9
Chaplin,MID,5.2,28,1.6,1.2,1.3
Lallana,MID,5.0,35,1.4,1.4,1.2
Veltman,DEF,4.5,64,1.1,1.1,1.8
Duran,FWD,6.1,22,1.3,1.3,1.5
Almirón,MID,5.6,29,1.4,1.3,1.3
Ward-Prowse,MID,6.2,0,0.0,2.2,1.8
Adingra,MID,5.4,33,1.5,1.2,1.3
Werner,MID,6.2,29,1.7,1.6,0.6
J.Araujo,DEF,4.4,39,0.9,1.4,1.5
Brereton Díaz,MID,5.1,20,1.3,1.3,1.2
Maguire,DEF,4.9,33,0.5,1.5,1.8
Bentancur,MID,5.0,33,1.3,1.5,1.1
Doyle,MID,4.8,24,1.1,1.4,1.2
Onuachu,FWD,4.9,22,1.4,1.4,0.9
C.Doucouré,MID,4.9,38,0.7,1.4,1.5
Kelly,DEF,4.4,28,0.9,1.2,1.5
Philip,MID,4.8,25,1.0,1.3,1.4
Longstaff,MID,4.7,28,1.1,1.1,1.4
Mavropanos,DEF,4.5,35,1.2,1.4,1.1
P.M.Sarr,MID,4.8,24,1.0,1.5,1.0
Chiesa,MID,6.8,20,0.5,1.3,1.8
Tsimikas,DEF,4.6,24,1.3,1.0,1.3
Edouard,FWD,5.3,18,1.2,1.1,1.2
Jaden,MID,5.3,22,1.2,1.1,1.1
Jota Silva,MID,5.9,26,1.6,1.0,0.9
Maatsen,DEF,4.8,25,0.9,0.8,1.7
Ugochukwu,MID,4.5,28,1.0,1.3,1.0
Willock,MID,4.8,19,0.9,1.1,1.3
Kudus,MID,6.2,0,0.0,0.0,3.2
Sinisterra,MID,5.0,22,0.5,1.3,1.4
Mount,MID,6.3,36,0.5,1.1,1.7
Roerslev,DEF,4.4,31,1.1,1.3,0.8
R. Fraser,MID,4.8,21,1.1,1.1,0.9
Daka,FWD,4.8,14,0.9,1.0,1.3
Hughes,MID,4.9,28,1.1,1.1,0.9
Wieffer,MID,4.8,28,0.9,0.9,1.1
Reed,MID,4.8,26,1.1,0.9,1.0
Doherty,DEF,4.3,14,0.6,1.4,1.0
Sessegnon,DEF,4.3,21,0.9,0.7,1.3
Hee Chan,MID,6.1,0,0.0,1.0,1.9
Ugarte,MID,4.9,28,1.0,0.8,1.0
L. Thomas,DEF,3.9,47,1.7,0.8,0.4
Cairney,MID,4.8,21,1.1,0.8,0.9
Coleman,DEF,4.3,24,1.0,0.7,1.1
Diego Carlos,DEF,4.5,28,0.8,0.7,1.3
Henry,DEF,4.3,18,0.1,0.7,1.9
N.Williams,DEF,4.4,26,1.0,1.1,0.5
Stephens,DEF,4.0,31,0.9,1.1,0.7
C. Taylor,DEF,3.9,36,1.2,0.8,0.6
B. Davies,DEF,4.3,31,1.1,1.2,0.3
Bradley,DEF,4.7,13,0.5,0.9,1.2
Tomiyasu,DEF,4.8,26,0.5,0.9,1.3
C.Richards,DEF,4.4,33,0.5,1.2,0.9
Adams,MID,4.9,15,0.6,1.0,1.0
Ricardo,DEF,4.3,37,1.4,0.4,0.6
Woolfenden,DEF,4.0,47,1.3,0.5,0.6
Jorginho,MID,4.8,16,0.7,0.9,0.8
Sarabia,MID,5.1,10,0.7,0.9,0.8
Ferguson,FWD,5.5,13,0.7,0.8,0.8
H. Wilson,MID,5.3,14,0.9,0.8,0.6
C. Wilson,FWD,6.9,0,0.0,0.4,1.9
Cornet,MID,4.8,15,0.9,0.7,0.6
De Bruyne,MID,9.4,0,0.0,0.0,2.3
Broadhead,MID,4.9,16,1.0,0.6,0.7
Huijsen,DEF,4.3,21,0.5,0.8,1.0
Gruda,MID,5.4,23,1.0,0.5,0.6
Quansah,DEF,4.0,7,0.3,0.8,1.1
Sterling,MID,6.7,18,1.2,0.0,0.9
Tosin,DEF,4.4,12,0.4,0.5,1.2
Cresswell,DEF,4.0,13,0.5,0.9,0.7
Zinchenko,DEF,4.8,15,0.7,0.6,0.8
Kiwior,DEF,4.8,31,1.2,0.4,0.4
De Cordova-Reid,MID,5.2,11,0.6,0.6,0.8
Mudryk,MID,6.2,15,0.9,0.5,0.5
March,MID,6.5,16,0.2,0.5,1.0
Igor,DEF,4.4,49,0.8,0.5,0.5
Sosa,MID,5.5,20,1.2,0.3,0.3
Diogo J.,MID,7.3,0,0.0,0.0,1.7
Clyne,DEF,4.4,16,0.6,0.7,0.4
Spence,DEF,4.4,17,0.5,0.8,0.4
Stewart,FWD,4.6,0,0.0,0.5,1.1
Krafth,DEF,4.4,15,0.4,0.7,0.5
Diop,DEF,4.4,13,0.4,0.4,0.8
Barkley,MID,5.2,9,0.5,0.5,0.7
Calafiori,DEF,5.8,0,0.0,0.0,1.6
A.Becker,GKP,5.4,0,0.0,0.0,1.6
Nwaneri,MID,4.5,14,0.6,0.5,0.4
Ings,FWD,5.0,9,0.6,0.7,0.2
Aarons,DEF,4.3,11,0.3,0.5,0.8
Antony,MID,5.7,12,0.2,0.5,0.8
Endo,MID,4.7,9,0.4,0.6,0.5
Trippier,DEF,5.6,0,0.0,0.0,1.5
Enciso,MID,5.4,11,0.6,0.4,0.5
Coufal,DEF,4.3,10,0.3,0.6,0.5
Yarmoliuk,MID,4.4,8,0.4,0.5,0.5
Schlupp,MID,4.7,10,0.5,0.4,0.5
Kamaldeen,MID,5.0,5,0.3,0.5,0.5
Boly,DEF,4.3,12,0.5,0.5,0.4
Keane,DEF,4.2,9,0.4,0.4,0.6
Townsend,DEF,4.0,16,0.6,0.4,0.3
José Sá,GKP,4.3,25,0.9,0.2,0.2
Irving,MID,4.8,7,0.4,0.5,0.4
Patterson,DEF,4.4,9,0.4,0.4,0.5
Mee,DEF,4.3,6,0.2,0.6,0.4
O’Reilly,MID,5.0,8,0.6,0.4,0.3
Chiwome,FWD,4.5,8,0.5,0.5,0.2
Evans,DEF,4.4,19,0.6,0.3,0.3
Gray,MID,4.7,8,0.3,0.4,0.5
Brooks,MID,4.9,2,0.2,0.5,0.5
Vinicius,FWD,5.0,2,0.2,0.4,0.6
Vestergaard,DEF,4.0,9,0.3,0.3,0.5
Grealish,MID,6.4,0,0.0,0.0,1.1
J. Ward,DEF,4.3,9,0.3,0.4,0.3
Bergvall,MID,4.5,5,0.3,0.3,0.4
Osula,FWD,5.0,3,0.3,0.4,0.4
Thiago,FWD,5.9,0,0.0,0.0,1.0
Lamptey,DEF,4.4,7,0.3,0.4,0.3
Walker,DEF,5.3,0,0.0,0.0,1.0
Toffolo,DEF,4.3,12,0.5,0.2,0.3
Lukić,MID,4.9,0,0.0,0.0,0.9
Tuanzebe,DEF,4.0,0,0.0,0.0,0.9
Josh Wilson-Esbrand,DEF,0.0,9,0.5,0.2,0.2
Füllkrug,FWD,6.7,0,0.0,0.0,0.9
Milner,MID,5.0,2,0.1,0.3,0.5
Miley,MID,5.0,2,0.1,0.3,0.4
Mings,DEF,4.4,5,0.1,0.2,0.5
Buendia,MID,5.3,2,0.2,0.3,0.4
Smallbone,MID,5.0,0,0.0,0.0,0.8
Greaves,DEF,4.1,0,0.0,0.0,0.8
L.Guilherme,MID,4.8,1,0.1,0.5,0.1
Dewsbury-Hall,MID,5.6,4,0.2,0.2,0.3
Lewis-Skelly,MID,4.5,6,0.3,0.2,0.2
Travers,GKP,4.4,19,0.6,0.1,0.0
Gomez,DEF,4.8,6,0.2,0.2,0.3
H.Clarke,DEF,4.0,0,0.0,0.3,0.4
Bree,DEF,3.9,9,0.4,0.1,0.2
Renato Veiga,MID,4.5,3,0.1,0.1,0.4
Malacia,DEF,4.4,0,0.0,0.4,0.3
Ortega Moreno,GKP,5.3,4,0.2,0.3,0.2
Odobert,MID,5.3,0,0.0,0.0,0.6
McAteer,MID,4.8,1,0.1,0.3,0.2
Sangaré,MID,4.4,0,0.0,0.0,0.6
Moore,MID,4.5,4,0.3,0.2,0.1
Konak,MID,4.5,2,0.1,0.2,0.2
Hayden,MID,4.5,2,0.1,0.2,0.2
J.Cuenca,DEF,4.4,1,0.1,0.1,0.3
B.Soumaré,MID,4.4,5,0.2,0.2,0.2
Bella-Kotchap,DEF,3.9,5,0.2,0.2,0.2
Van de Ven,DEF,4.7,0,0.0,0.0,0.5
Da Silva Moreira,MID,4.5,4,0.3,0.1,0.1
Lindelof,DEF,4.3,10,0.3,0.1,0.1
Marc Guiu,FWD,4.8,1,0.1,0.0,0.3
Steele,GKP,4.3,5,0.2,0.2,0.2
Iroegbunam,MID,4.5,0,0.0,0.0,0.5
Jørgensen,GKP,4.3,3,0.1,0.1,0.2
Forster,GKP,4.4,1,0.1,0.2,0.2
Disasi,DEF,4.3,2,0.1,0.1,0.3
Bogarde,DEF,4.0,5,0.1,0.1,0.2
Coady,DEF,4.0,3,0.1,0.2,0.1
Al-Hamadi,FWD,4.8,1,0.2,0.0,0.2
Luongo,MID,4.5,0,0.0,0.0,0.4
Elliott,MID,5.2,0,0.0,0.0,0.4
Chukwuemeka,MID,4.8,0,0.0,0.1,0.3
Nedeljkovic,DEF,4.0,3,0.1,0.1,0.1
Broja,FWD,5.4,0,0.0,0.0,0.3
C.Miguel,GKP,4.3,3,0.1,0.1,0.1
J. O'Brien,DEF,4.7,0,0.0,0.1,0.2
Bayindir,GKP,4.4,2,0.1,0.1,0.2
G.Nunes,MID,4.9,0,0.0,0.0,0.3
E. Dennis,FWD,4.9,1,0.1,0.1,0.1
B.Badiashile,DEF,4.3,2,0.1,0.1,0.2
Yoro,DEF,4.3,8,0.1,0.1,0.1
Cundle,MID,4.5,0,0.0,0.1,0.2
Meupiyou,DEF,4.0,0,0.0,0.0,0.3
McCarthy,GKP,4.4,0,0.0,0.1,0.1
N. Neto,GKP,4.3,0,0.0,0.1,0.2
Benda,GKP,4.0,1,0.0,0.1,0.1
Chadi Riad,DEF,4.3,0,0.0,0.0,0.2
J. Taylor,MID,4.8,0,0.0,0.0,0.2
Walton,GKP,4.4,1,0.1,0.1,0.1
Valdimarsson,GKP,4.0,1,0.1,0.1,0.0
Reguilón,DEF,4.3,1,0.1,0.1,0.1
Castagne,DEF,4.2,0,0.0,0.0,0.2
Moder,MID,4.4,0,0.0,0.1,0.1
Turner,GKP,4.0,0,0.0,0.1,0.1
Olsen,GKP,4.5,0,0.0,0.0,0.2
Omobamidele,DEF,4.3,0,0.0,0.1,0.0
Webster,DEF,4.4,0,0.0,0.0,0.1
Jaros,GKP,4.0,2,0.1,0.1,0.0
Holding,DEF,4.3,2,0.1,0.0,0.0
Morton,MID,4.4,0,0.0,0.1,0.1
Choudhury,MID,4.4,0,0.0,0.0,0.1
Butler-Oyedeji,FWD,4.5,0,0.0,0.1,0.0
Chilwell,DEF,4.7,0,0.0,0.0,0.1
J.Virginia,GKP,4.0,0,0.0,0.1,0.0
Targett,DEF,4.0,0,0.0,0.1,0.1
Hill,DEF,4.0,0,0.0,0.0,0.1
Paris Maghoma,MID,0.0,0,0.0,0.0,0.1
Ji-soo,DEF,3.9,0,0.0,0.0,0.1
Amo-Ameyaw,MID,4.5,1,0.1,0.0,0.0
Odysseas,GKP,4.4,0,0.0,0.1,0.0
Gauci,GKP,4.0,2,0.1,0.0,0.0
Kacurri,DEF,4.0,2,0.1,0.0,0.0
Pond,DEF,4.0,0,0.0,0.0,0.1
D. Ward,GKP,4.0,0,0.0,0.1,0.0
Foderingham,GKP,4.4,0,0.0,0.0,0.1
Heaton,GKP,4.0,0,0.0,0.0,0.1
Meghoma,DEF,4.0,1,0.1,0.0,0.0
Iversen,GKP,4.0,0,0.0,0.0,0.1
Fábio Vieira,MID,5.4,0,0.0,0.0,0.0
Hein,GKP,4.0,0,0.0,0.0,0.0
Tierney,DEF,4.3,0,0.0,0.0,0.0
Barrenechea,MID,4.9,0,0.0,0.0,0.0
Dendoncker,MID,4.5,0,0.0,0.0,0.0
Diaby,MID,6.5,0,0.0,0.0,0.0
Dobbin,MID,5.0,0,0.0,0.0,0.0
Hause,DEF,4.0,0,0.0,0.0,0.0
Iling Jr,MID,5.4,0,0.0,0.0,0.0
Kesler-Hayden,DEF,4.0,0,0.0,0.0,0.0
Marschall,GKP,4.0,0,0.0,0.0,0.0
Sinisalo,GKP,4.0,0,0.0,0.0,0.0
Sousa,DEF,4.0,0,0.0,0.0,0.0
Anthony,MID,4.5,0,0.0,0.0,0.0
Faivre,MID,5.0,0,0.0,0.0,0.0
H.Traorè,MID,4.5,0,0.0,0.0,0.0
Jebbison,FWD,4.5,0,0.0,0.0,0.0
Mepham,DEF,4.4,0,0.0,0.0,0.0
Paulsen,GKP,4.0,0,0.0,0.0,0.0
Scott,MID,4.8,0,0.0,0.0,0.0
Brierley,MID,4.5,0,0.0,0.0,0.0
Dasilva,MID,4.8,0,0.0,0.0,0.0
Hickey,DEF,4.4,0,0.0,0.0,0.0
Onyeka,MID,4.9,0,0.0,0.0,0.0
Peart-Harris,MID,4.5,0,0.0,0.0,0.0
Toney,FWD,7.3,0,0.0,0.0,0.0
Zanka,DEF,4.5,0,0.0,0.0,0.0
Baker-Boaitey,MID,4.5,0,0.0,0.0,0.0
