name,position,cost,xmins,ep_gw29,ep_gw30,ep_gw31
Højlund,FWD,6.9,66,3.8,2.9,3.1
Delap,FWD,5.6,86,4.0,2.8,3.0
Leno,GKP,5.0,92,3.4,3.1,3.1
Nkunku,MID,5.7,79,3.3,3.4,2.9
Iwobi,MID,5.6,83,3.8,2.8,3.0
P. Neto,MID,6.3,83,3.3,3.4,2.9
Pickford,GKP,5.1,94,3.6,3.0,2.9
Garnacho,MID,5.9,74,3.9,2.9,2.7
A. Palmer,GKP,4.5,95,3.2,2.9,3.3
L.Paquetá,MID,5.7,72,3.2,3.3,2.9
N.Semedo,DEF,4.5,91,3.4,3.0,3.0
Hermansen,GKP,4.4,93,3.2,3.1,3.2
Tavernier,MID,5.4,55,3.0,3.6,2.9
Zirkzee,FWD,6.5,75,3.9,2.8,2.8
Ramsdale,GKP,4.4,92,3.3,3.1,3.1
Raúl,FWD,5.5,64,3.9,2.7,2.9
Khusanov,DEF,5.0,88,3.2,3.7,2.5
Aina,DEF,5.4,90,3.7,3.3,2.4
Enzo,MID,4.7,88,2.6,3.4,3.2
Zabarnyi,DEF,4.4,93,3.1,3.6,2.5
N.Williams,DEF,4.4,89,3.7,3.2,2.4
I.Sarr,MID,5.6,83,0.0,4.9,4.3
Maddison,MID,7.4,65,3.2,2.8,3.2
Brennan Johnson,MID,6.2,64,3.0,2.3,3.7
Doherty,DEF,4.3,88,3.3,2.8,2.9
Dalot,DEF,5.0,91,3.8,2.6,2.4
Szoboszlai,MID,6.4,75,0.0,4.7,4.1
Agbadou,DEF,4.0,87,3.2,2.8,2.7
Georginio,MID,5.1,63,2.6,3.3,2.9
Udogie,DEF,4.8,82,2.7,2.1,4.0
Enciso,MID,5.4,72,3.0,2.5,3.2
Milenković,DEF,4.9,88,3.4,3.1,2.2
Minteh,MID,5.0,65,2.7,3.1,2.8
Hutchinson,MID,5.2,76,3.0,2.6,3.0
Sánchez,GKP,4.5,95,3.2,2.4,2.9
Toti,DEF,4.3,90,3.0,2.6,2.7
Romero,DEF,4.9,78,2.3,2.0,4.1
Welbeck,FWD,5.5,65,2.9,2.9,2.6
J. Harrison,MID,5.2,75,4.0,2.3,2.1
Jaden,MID,5.3,71,2.9,2.5,2.9
Murillo,DEF,4.7,84,3.3,2.9,2.2
Mazraoui,DEF,4.3,87,3.6,2.4,2.3
Sarabia,MID,5.0,56,3.5,2.7,1.9
Wan-Bissaka,DEF,4.5,90,2.6,2.8,2.8
Lindstrøm,MID,5.0,76,3.6,2.2,2.3
Smith Rowe,MID,5.1,71,3.5,2.5,2.1
Anderson,MID,5.0,78,2.9,2.8,2.4
El Khannouss,MID,4.8,71,3.0,2.3,2.8
De Ligt,DEF,4.8,86,3.5,2.3,2.3
Luis Díaz,MID,7.5,62,0.0,4.3,3.7
Souček,MID,4.9,79,2.7,2.8,2.5
Diogo J.,MID,7.2,55,0.0,4.3,3.6
M.Fernandes,MID,5.0,87,2.9,2.7,2.4
O.Dango,MID,5.1,44,2.7,2.9,2.3
Huijsen,DEF,4.5,90,3.2,2.8,1.9
Pedro Porro,DEF,5.3,67,2.3,1.8,3.7
Estupiñan,DEF,4.9,88,2.2,3.1,2.6
Davis,DEF,4.3,92,2.7,1.9,3.3
Robertson,DEF,5.8,70,0.0,4.3,3.6
Watkins,FWD,8.9,64,0.0,3.3,4.5
J.Gomes,MID,4.9,84,2.8,2.6,2.3
A.Becker,GKP,5.6,91,0.0,4.1,3.6
De Bruyne,MID,9.3,41,2.6,3.0,2.1
Kamaldeen,MID,5.0,61,2.9,2.5,2.3
Partey,MID,4.9,75,2.6,2.6,2.4
A.Doucoure,MID,5.1,70,3.0,2.3,2.4
Damsgaard,MID,5.1,66,2.4,2.5,2.7
Kilman,DEF,4.3,92,2.4,2.5,2.6
Muñoz,DEF,5.0,88,0.0,4.1,3.4
Pope,GKP,4.9,95,0.0,3.7,3.8
Cook,MID,5.0,81,2.6,2.8,2.1
Virgil,DEF,6.4,88,0.0,4.2,3.3
Cucurella,DEF,5.2,91,1.8,3.0,2.7
Lewis-Potter,MID,5.0,86,2.6,2.2,2.6
Van de Ven,DEF,4.5,59,1.7,1.9,3.7
N.Gonzalez,MID,6.0,67,2.5,2.6,2.2
J.Murphy,MID,5.0,73,0.0,3.8,3.5
Calafiori,DEF,5.8,50,2.4,2.6,2.2
Henderson,GKP,4.6,94,0.0,3.9,3.4
Bellegarde,MID,4.9,51,2.6,2.6,2.0
Todibo,DEF,4.2,71,2.2,2.4,2.5
James,DEF,4.8,63,1.8,3.2,2.1
Trippier,DEF,5.6,66,0.0,3.4,3.6
Gakpo,FWD,7.4,60,0.0,3.8,3.2
Schär,DEF,5.4,89,0.0,3.5,3.5
Bentancur,MID,4.9,76,2.3,2.1,2.6
Nørgaard,MID,4.8,80,2.4,2.3,2.3
Baleba,MID,5.0,77,2.1,2.5,2.3
Andreas,MID,4.9,60,3.0,2.2,1.7
E. Martinez,GKP,5.0,92,0.0,3.3,3.5
J.Ayew,MID,5.1,53,2.5,2.1,2.3
Colwill,DEF,4.4,83,1.6,2.9,2.4
Rogers,MID,5.5,80,0.0,3.2,3.6
Konaté,DEF,5.2,76,0.0,3.7,3.2
Garner,MID,4.9,70,2.6,2.1,2.2
Scarles,DEF,4.0,68,2.1,2.4,2.3
Van Hecke,DEF,4.5,93,1.8,2.7,2.2
André,MID,5.0,70,2.3,2.3,2.1
Lacroix,DEF,4.5,90,0.0,3.7,3.0
Livramento,DEF,4.5,81,0.0,3.4,3.3
M.Asensio,MID,6.1,62,0.0,3.4,3.3
Berge,MID,5.0,87,2.6,2.0,2.1
Christie,MID,4.9,54,2.2,2.5,1.9
Mac Allister,MID,6.2,77,0.0,3.6,3.0
Guéhi,DEF,4.7,91,0.0,3.6,2.9
Mykolenko,DEF,4.4,89,3.4,1.2,1.9
Adama,MID,4.6,48,1.9,2.3,2.3
Odobert,MID,5.3,50,2.2,1.9,2.3
Ndidi,MID,4.9,81,2.4,2.0,2.1
Gana,MID,4.8,81,2.5,2.0,2.0
Matheus N.,MID,4.9,55,2.1,2.4,2.0
Ugarte,MID,4.9,79,2.5,2.1,1.9
Bruno G.,MID,6.1,84,0.0,3.2,3.2
Pinnock,DEF,4.4,88,2.2,1.9,2.4
Onuachu,FWD,4.9,41,2.3,2.1,1.9
Collins,DEF,4.5,91,2.1,1.8,2.3
Burn,DEF,4.4,89,0.0,3.2,3.1
Walker-Peters,DEF,4.3,90,2.8,2.1,1.5
Robinson,DEF,5.0,90,3.1,1.4,1.9
R. Lewis,DEF,4.3,41,1.8,2.7,1.8
Aribo,MID,4.9,60,2.3,2.1,1.8
Tarkowski,DEF,4.9,92,3.3,1.1,1.8
Janelt,MID,4.9,65,2.1,2.0,2.2
Munetsi,MID,5.0,45,2.2,2.5,1.6
Webster,DEF,4.3,89,1.8,2.6,1.8
Joelinton,MID,6.0,85,0.0,3.6,2.6
Muniz,FWD,5.5,41,2.5,1.8,1.9
J. O'Brien,DEF,4.5,90,3.2,1.1,1.8
Ward-Prowse,MID,6.1,48,1.9,2.1,2.1
Mitchell,DEF,4.8,75,0.0,3.4,2.7
Guedes,MID,5.3,35,2.1,2.3,1.6
Branthwaite,DEF,4.8,89,3.2,1.1,1.7
C.Richards,DEF,4.4,81,0.0,3.2,2.8
Álvarez,MID,5.0,63,1.9,2.1,1.9
Andersen,DEF,4.2,91,2.9,1.3,1.7
Castagne,DEF,4.2,89,3.0,1.4,1.5
Greaves,DEF,3.9,91,2.1,1.4,2.4
O'Shea,DEF,3.9,91,2.1,1.4,2.4
Hee Chan,MID,6.1,28,1.8,2.3,1.7
Harwood-Bellis,DEF,4.0,89,2.6,2.0,1.3
Cajuste,MID,4.5,66,2.0,1.8,2.0
Jensen,MID,5.3,49,1.9,1.9,2.1
Tonali,MID,5.5,83,0.0,2.9,2.9
De Cordova-Reid,MID,5.2,47,2.0,1.7,2.1
Gravenberch,MID,5.0,79,0.0,3.0,2.8
Ayari,MID,5.0,59,1.9,2.0,1.9
W.Fofana,DEF,4.3,69,1.3,2.3,2.1
Ugochukwu,MID,4.4,77,2.2,1.9,1.7
Kristiansen,DEF,4.4,86,2.4,1.1,2.1
Grønbæk,MID,4.9,40,2.0,1.9,1.7
Maguire,DEF,4.9,72,1.4,2.2,2.1
Bernardo,MID,6.1,40,1.8,2.2,1.7
Bassey,DEF,4.5,91,2.7,1.2,1.6
Alcaraz,MID,4.9,47,2.5,1.4,1.7
Lamptey,DEF,4.4,75,2.0,1.9,1.7
Tielemans,MID,5.5,77,0.0,2.7,2.8
Bella-Kotchap,DEF,3.9,88,2.5,1.8,1.2
Nketiah,FWD,5.9,52,0.0,2.9,2.5
Konsa,DEF,4.4,88,0.0,2.4,3.0
Dibling,MID,4.4,49,2.2,1.7,1.5
Barnes,MID,5.9,50,0.0,3.1,2.2
B.Soumaré,MID,4.4,74,1.9,1.7,1.7
Phillips,MID,4.8,61,1.8,1.7,1.8
Wharton,MID,4.7,75,0.0,2.8,2.4
Van den Berg,DEF,4.1,66,1.3,1.8,2.1
Dominguez,MID,4.8,48,2.0,1.6,1.7
Scott,MID,4.7,46,1.9,1.7,1.5
Caicedo,MID,4.9,86,2.1,1.9,1.2
Bergvall,MID,4.4,53,1.8,1.5,1.8
Hinshelwood,MID,4.9,51,1.7,1.6,1.8
Adams,MID,4.9,60,1.8,1.8,1.5
Mateta,FWD,7.5,90,0.0,2.9,2.2
Justin,DEF,4.1,76,2.2,1.1,1.7
Faes,DEF,3.9,91,2.2,0.9,1.8
Ferguson,FWD,5.5,31,1.7,1.6,1.7
Digne,DEF,4.5,60,0.0,2.2,2.8
Dorgu,DEF,4.5,0,0.0,2.5,2.3
Lewis-Skelly,MID,4.5,40,1.5,1.7,1.6
Sugawara,DEF,4.2,56,2.3,1.4,1.0
Archer,FWD,4.9,28,1.7,1.4,1.5
Ramsey,MID,5.4,55,0.0,2.3,2.3
N.Jackson,FWD,7.7,0,0.0,2.2,2.5
McGinn,MID,5.2,56,0.0,2.1,2.4
Buonanotte,MID,4.6,40,1.8,1.4,1.4
Bradley,DEF,4.7,80,0.0,1.9,2.6
Vestergaard,DEF,3.9,71,1.9,0.9,1.6
Spence,DEF,4.4,34,1.2,1.2,2.1
Jones,MID,5.3,50,0.0,2.4,2.1
Ben Johnson,DEF,3.9,54,1.5,1.0,1.9
J.Clarke,MID,5.4,26,1.3,1.5,1.6
Cresswell,DEF,3.9,37,1.2,1.6,1.5
Tel,MID,6.0,28,1.5,1.3,1.6
P.M.Sarr,MID,4.7,46,1.6,1.3,1.4
Gusto,DEF,4.9,42,0.6,1.9,1.8
Kovačić,MID,5.4,29,1.2,1.7,1.3
Hill,DEF,3.9,52,2.2,1.2,0.8
Gordon,MID,7.4,0,0.0,0.0,4.2
Cunha,FWD,6.9,0,0.0,0.0,4.2
Daka,FWD,4.8,25,1.3,1.3,1.5
Eriksen,MID,5.2,43,2.2,1.1,0.8
Morsy,MID,4.8,45,1.3,1.4,1.5
Lerma,MID,4.8,63,0.0,2.4,1.7
Rashford,MID,6.7,40,0.0,2.2,1.8
Mavididi,MID,5.0,24,1.3,1.3,1.4
Hirst,FWD,5.4,15,0.9,1.2,1.8
Kamada,MID,5.1,42,0.0,2.2,1.5
Willian,MID,5.0,36,2.0,1.0,0.7
Kulusevski,MID,6.2,0,0.0,1.3,2.4
Quansah,DEF,3.9,41,0.0,2.0,1.7
Mings,DEF,4.4,62,0.0,1.9,1.8
Sangaré,MID,4.3,36,1.4,1.2,1.1
Pau,DEF,4.2,47,0.0,1.4,2.3
Brooks,MID,4.9,21,1.2,1.2,1.2
Manning,DEF,4.3,37,1.7,1.1,0.8
Senesi,DEF,4.6,32,0.3,1.9,1.2
Winks,MID,4.4,34,1.2,1.0,1.3
Broadhead,MID,4.9,20,1.0,1.0,1.4
Coufal,DEF,4.1,36,1.0,1.4,1.1
B. White,DEF,6.1,19,0.8,1.2,1.5
Ajer,DEF,4.4,53,1.5,1.0,1.0
Tsimikas,DEF,4.6,31,0.0,1.8,1.6
Madueke,MID,6.0,0,0.0,1.5,1.9
Broja,FWD,5.3,33,1.5,1.1,0.8
Gómez,MID,5.5,26,1.0,1.2,1.3
Danilo,MID,4.7,23,1.1,1.3,1.0
Kamara,MID,5.0,54,0.0,1.7,1.7
C.Soler,MID,5.0,23,1.1,1.1,1.2
Mount,MID,6.3,17,0.8,1.1,1.4
Yates,MID,4.8,28,1.1,1.0,1.2
Lavia,MID,4.5,19,0.7,1.1,1.5
Willock,MID,4.7,39,0.0,1.8,1.5
Lukić,MID,4.8,0,0.0,1.2,2.1
Chilwell,DEF,4.6,33,0.0,1.9,1.4
Stephens,DEF,4.0,50,1.5,0.9,0.8
Yarmoliuk,MID,4.4,26,1.1,1.0,1.2
Bissouma,MID,4.8,23,0.9,1.1,1.2
Malen,MID,5.4,28,0.0,1.7,1.5
Darwin,FWD,7.0,21,0.0,1.7,1.5
Gündogan,MID,6.3,21,1.1,1.1,1.0
Lindelof,DEF,4.3,66,2.4,0.4,0.4
Smith,DEF,4.4,0,0.0,1.6,1.5
Emerson,DEF,4.4,23,0.9,1.0,1.1
Jota Silva,MID,5.9,14,0.9,1.2,0.9
R.Gomes,MID,5.1,18,1.0,1.1,1.0
Welington,DEF,4.0,33,1.3,0.9,0.9
McAtee,MID,4.6,13,0.9,1.2,0.9
Morato,DEF,4.5,23,0.9,0.9,1.0
Godfrey,DEF,4.0,33,1.0,0.7,1.1
Heaven,DEF,4.0,61,2.1,0.5,0.3
Disasi,DEF,4.2,41,0.0,1.3,1.5
Diop,DEF,4.4,35,1.2,0.8,0.8
Adingra,MID,5.1,13,0.7,1.2,0.9
Mavropanos,DEF,4.3,27,0.9,1.0,0.9
Krafth,DEF,4.3,34,0.0,1.4,1.4
Gruda,MID,5.4,16,0.8,0.9,1.0
Casemiro,MID,4.7,29,1.2,0.8,0.6
Mainoo,MID,5.2,0,0.0,1.0,1.6
S.Bueno,DEF,4.3,23,0.8,0.9,0.9
Sterling,MID,6.7,0,0.0,1.3,1.3
Sinisterra,MID,4.8,12,0.8,0.7,1.1
Bailey,MID,6.2,23,0.0,1.3,1.4
Cash,DEF,4.4,36,0.0,1.3,1.3
A. Young,DEF,4.4,26,1.3,0.6,0.7
Maatsen,DEF,4.5,27,0.0,1.1,1.5
Dewsbury-Hall,MID,5.5,19,0.8,0.9,0.8
C. Wilson,FWD,6.9,22,0.0,1.7,0.9
Vitor Reis,DEF,4.5,13,0.5,1.0,1.0
George,MID,4.5,23,1.1,0.8,0.5
Shaw,DEF,4.9,0,0.0,0.9,1.5
Downes,MID,4.7,25,0.9,0.8,0.7
Doyle,MID,4.7,17,0.9,0.8,0.8
Amadou Onana,MID,4.8,27,0.0,1.1,1.3
Veltman,DEF,4.3,0,0.0,1.2,1.2
B.Badiashile,DEF,4.2,22,0.5,0.9,0.9
Ndiaye,FWD,5.3,0,0.0,0.9,1.4
Clyne,DEF,4.3,28,0.0,1.2,1.1
H. Wilson,MID,5.2,0,0.0,0.7,1.6
Cairney,MID,4.8,25,1.2,0.7,0.3
Maghoma,MID,4.5,18,0.8,0.8,0.6
Awoniyi,FWD,5.5,8,0.7,0.7,0.8
Richarlison,FWD,6.8,0,0.0,0.7,1.5
Zinchenko,DEF,4.8,16,0.8,0.6,0.7
Ricardo,DEF,4.1,21,0.7,0.5,1.0
Calvert-Lewin,FWD,5.4,0,0.0,0.8,1.4
McNeil,MID,5.1,0,0.0,0.6,1.5
Smallbone,MID,5.0,0,0.0,0.8,1.2
Yoro,DEF,4.3,0,0.0,0.7,1.3
Woolfenden,DEF,3.9,20,0.5,0.5,0.9
Elliott,MID,5.2,18,0.0,1.2,0.8
Saka,MID,10.2,0,0.0,0.6,1.4
Hughes,MID,4.9,0,0.0,0.0,1.9
Collyer,MID,4.5,25,0.9,0.5,0.4
Longstaff,MID,4.5,22,0.0,1.0,0.9
March,MID,6.5,11,0.6,0.6,0.7
Dunk,DEF,4.2,0,0.0,0.7,1.2
Sosa,MID,5.5,8,0.6,0.6,0.5
J.Araujo,DEF,4.3,0,0.0,0.8,1.0
B. Davies,DEF,4.3,29,0.9,0.2,0.6
Bednarek,DEF,4.0,0,0.0,0.9,0.9
Jorginho,MID,4.7,10,0.5,0.6,0.7
Iroegbunam,MID,4.3,15,0.6,0.5,0.6
Obi,FWD,4.5,12,0.9,0.4,0.4
Jørgensen,GKP,4.2,2,0.1,0.8,0.8
Osula,FWD,4.9,20,0.0,1.1,0.5
Targett,DEF,3.9,16,0.0,0.7,0.9
Chalobah,DEF,4.4,17,0.4,0.6,0.6
Grealish,MID,6.4,5,0.4,0.6,0.6
Reed,MID,4.7,17,0.7,0.5,0.3
Summerville,MID,5.5,0,0.0,0.5,1.0
J. Taylor,MID,4.8,12,0.5,0.4,0.5
Füllkrug,FWD,6.7,0,0.0,0.5,1.0
Sessegnon,DEF,4.1,12,0.6,0.5,0.4
Miley,MID,5.0,12,0.0,0.7,0.8
Skipp,MID,4.7,11,0.4,0.4,0.6
Wieffer,MID,4.7,9,0.4,0.6,0.4
Bree,DEF,3.9,0,0.0,0.8,0.6
Gray,MID,4.6,23,0.7,0.3,0.4
Coulibaly,DEF,4.0,15,0.6,0.4,0.4
Endo,MID,4.6,13,0.0,0.6,0.6
Patterson,DEF,4.4,11,0.5,0.4,0.3
Devenny,MID,4.5,10,0.0,0.7,0.5
Okoli,DEF,4.0,12,0.3,0.3,0.6
Marc Guiu,FWD,4.7,0,0.0,0.5,0.6
Esse,MID,4.8,11,0.0,0.7,0.4
Chaplin,MID,5.1,0,0.0,0.3,0.8
L. Thomas,DEF,3.9,12,0.4,0.3,0.4
Stewart,FWD,4.4,2,0.1,0.5,0.5
Townsend,DEF,3.9,5,0.2,0.4,0.5
Soler,DEF,3.9,5,0.3,0.4,0.3
Coady,DEF,4.0,9,0.3,0.3,0.5
Tosin,DEF,4.2,11,0.3,0.3,0.4
Alex Moreno,DEF,4.2,9,0.4,0.5,0.0
Werner,MID,6.2,3,0.3,0.3,0.4
M.França,MID,4.4,7,0.0,0.5,0.3
Hickey,DEF,4.3,0,0.0,0.2,0.7
Keane,DEF,3.9,6,0.3,0.2,0.3
G.Rodríguez,MID,4.8,4,0.3,0.2,0.3
J. King,MID,4.4,7,0.4,0.2,0.2
Danso,DEF,4.5,0,0.0,0.3,0.5
Cashin,DEF,4.5,10,0.2,0.2,0.3
Tierney,DEF,4.3,7,0.4,0.2,0.2
Vinicius,FWD,5.0,2,0.3,0.2,0.3
A. Garcia,DEF,4.5,8,0.0,0.3,0.5
Coleman,DEF,4.3,6,0.3,0.2,0.3
L.Guilherme,MID,4.6,1,0.1,0.3,0.4
Henry,DEF,4.3,0,0.0,0.3,0.4
Mee,DEF,4.2,10,0.3,0.2,0.3
J.Cuenca,DEF,4.4,6,0.2,0.2,0.3
McAteer,MID,4.7,1,0.2,0.2,0.4
Chiesa,MID,6.8,4,0.0,0.4,0.3
Pedro Lima,DEF,3.9,3,0.2,0.3,0.2
Ings,FWD,4.9,1,0.2,0.2,0.3
Toffolo,DEF,4.2,0,0.0,0.1,0.5
Jebbison,FWD,4.5,1,0.1,0.3,0.2
Konak,MID,4.4,1,0.1,0.2,0.3
Mheuka,FWD,4.5,3,0.3,0.2,0.2
Ortega Moreno,GKP,5.2,2,0.1,0.3,0.3
O'Riley,MID,5.5,0,0.0,0.2,0.3
Djiga,DEF,4.5,1,0.1,0.2,0.3
Edouard,FWD,5.1,1,0.1,0.2,0.2
Y. Chermiti,FWD,4.9,3,0.3,0.3,0.0
Irving,MID,4.7,2,0.2,0.2,0.2
Tete,DEF,4.4,0,0.0,0.1,0.4
Burgess,DEF,3.8,2,0.1,0.2,0.3
Lallana,MID,5.0,1,0.1,0.2,0.2
Winterburn,MID,4.5,1,0.1,0.1,0.3
Barkley,MID,5.2,3,0.0,0.1,0.4
Mubama,FWD,4.5,2,0.2,0.0,0.3
Bobb,MID,4.7,0,0.0,0.2,0.3
R. Fraser,MID,4.8,0,0.0,0.2,0.2
Boly,DEF,4.2,1,0.1,0.2,0.2
C. Taylor,DEF,3.9,9,0.3,0.1,0.0
Bogarde,DEF,4.0,3,0.0,0.2,0.2
W. Dennis,GKP,3.9,2,0.1,0.1,0.2
Kayode,DEF,4.5,0,0.0,0.1,0.3
N. Wood,DEF,4.0,7,0.2,0.1,0.1
Dasilva,MID,4.8,0,0.0,0.2,0.2
Butler-Oyedeji,FWD,4.5,2,0.3,0.0,0.1
Forbs,MID,5.4,2,0.2,0.2,0.0
Kelleher,GKP,4.0,2,0.0,0.1,0.2
Walton,GKP,4.3,3,0.1,0.1,0.1
Kinsky,GKP,4.3,0,0.0,0.2,0.1
Kiwior,DEF,4.8,0,0.0,0.2,0.1
J.Virginia,GKP,3.9,1,0.0,0.1,0.2
Dúbravka,GKP,4.2,3,0.0,0.1,0.2
Fabianski,GKP,4.1,0,0.0,0.1,0.2
Luongo,MID,4.4,0,0.0,0.1,0.2
Turner,GKP,3.9,3,0.0,0.1,0.1
B.Traore,MID,4.8,1,0.1,0.1,0.1
Godo,MID,4.4,3,0.2,0.0,0.0
C.Miguel,GKP,4.1,0,0.0,0.1,0.1
Johnstone,GKP,4.2,0,0.0,0.1,0.1
Benda,GKP,3.9,2,0.1,0.0,0.1
Alleyne,DEF,4.0,0,0.0,0.1,0.1
Simpson-Pusey,DEF,4.0,0,0.0,0.1,0.1
Acheampong,DEF,4.0,1,0.0,0.1,0.1
Kuol,MID,4.4,2,0.0,0.2,0.0
Ji-soo,DEF,3.9,1,0.0,0.1,0.1
Nallo,DEF,4.0,1,0.0,0.1,0.1
Stolarczyk,GKP,4.0,0,0.0,0.1,0.1
Valdimarsson,GKP,3.9,1,0.0,0.1,0.1
Evans,DEF,4.4,0,0.0,0.1,0.1
Dawson,DEF,4.3,0,0.0,0.1,0.1
Fletcher,MID,4.5,1,0.1,0.0,0.0
Steele,GKP,4.1,0,0.0,0.1,0.1
N. Neto,GKP,4.1,0,0.0,0.0,0.1
Kukonki,DEF,4.0,3,0.1,0.0,0.0
Rodney,MID,4.5,1,0.0,0.1,0.0
Fredricson,DEF,4.0,2,0.1,0.0,0.0
E. Harrison,GKP,4.0,0,0.0,0.0,0.1
Morgan,FWD,4.5,0,0.0,0.0,0.1
Olsen,GKP,4.5,0,0.0,0.0,0.1
Kinsey,DEF,4.0,1,0.0,0.0,0.0
Umeh-Chibueze,MID,4.4,1,0.0,0.1,0.0
Amass,DEF,4.0,1,0.1,0.0,0.0
Graczyk,GKP,4.0,0,0.0,0.0,0.1
Genesis Antwi,DEF,4.0,0,0.0,0.0,0.0
Akinmboni,DEF,4.0,0,0.0,0.0,0.0
Fábio Vieira,MID,5.4,0,0.0,0.0,0.0
G.Jesus,FWD,6.5,0,0.0,0.0,0.0
Havertz,FWD,7.7,0,0.0,0.0,0.0
Hein,GKP,4.0,0,0.0,0.0,0.0
R. Nelson,MID,5.0,0,0.0,0.0,0.0
Tomiyasu,DEF,4.8,0,0.0,0.0,0.0
Barrenechea,MID,4.9,0,0.0,0.0,0.0
Buendia,MID,5.1,0,0.0,0.0,0.0
Dendoncker,MID,4.5,0,0.0,0.0,0.0
Diaby,MID,6.5,0,0.0,0.0,0.0
Diego Carlos,DEF,4.5,0,0.0,0.0,0.0
Dobbin,MID,5.0,0,0.0,0.0,0.0
Duran,FWD,5.7,0,0.0,0.0,0.0
Gauci,GKP,4.0,0,0.0,0.0,0.0
Hause,DEF,3.9,0,0.0,0.0,0.0
Iling Jr,MID,5.4,0,0.0,0.0,0.0
Kesler-Hayden,DEF,4.0,0,0.0,0.0,0.0
Marschall,GKP,4.0,0,0.0,0.0,0.0
Nedeljkovic,DEF,3.9,0,0.0,0.0,0.0
Sinisalo,GKP,4.0,0,0.0,0.0,0.0
Sousa,DEF,4.0,0,0.0,0.0,0.0
Aarons,DEF,4.3,0,0.0,0.0,0.0
Anthony,MID,4.5,0,0.0,0.0,0.0
Enes Ünal,FWD,5.4,0,0.0,0.0,0.0
Faivre,MID,5.0,0,0.0,0.0,0.0
H.Traorè,MID,4.5,0,0.0,0.0,0.0
Mepham,DEF,4.4,0,0.0,0.0,0.0
Paulsen,GKP,4.0,0,0.0,0.0,0.0
Philip,MID,4.8,0,0.0,0.0,0.0
Travers,GKP,4.4,0,0.0,0.0,0.0
Brierley,MID,4.4,0,0.0,0.0,0.0
Onyeka,MID,4.9,0,0.0,0.0,0.0
Peart-Harris,MID,4.5,0,0.0,0.0,0.0
Roerslev,DEF,4.3,0,0.0,0.0,0.0
Thiago,FWD,5.9,0,0.0,0.0,0.0
Toney,FWD,7.3,0,0.0,0.0,0.0
Zanka,DEF,4.5,0,0.0,0.0,0.0
Baker-Boaitey,MID,4.5,0,0.0,0.0,0.0
