col1,col2,col3,col4,col5,col6,col7,col8
54,2.9,2.8,3.9,9.6,0.51,0.00%,Submit
,,,,,,,
Wilson,,,,,,,
MD 5.2,,,,,,,
58,3.1,3.5,3,9.6,0.61,0.00%,Submit
,,,,,,,
Enzo,,,,,,,
MD 5.0,,,,,,,
87,3.4,3.6,2.5,9.5,0.63,9.60%,Submit
,,,,,,,
Pedro Porro,,,,,,,
DF 5.5,,,,,,,
86,1.7,3.4,4.4,9.5,0.57,1.80%,Submit
,,,,,,,
Flekken,,,,,,,
GK 4.4,,,,,,,
93,3.2,3,3.3,9.4,0.71,23.80%,Submit
,,,,,,,
Tielemans,,,,,,,
MD 5.5,,,,,,,
85,3.2,2.6,3.6,9.4,0.57,0.10%,Submit
,,,,,,,
J.Murphy,,,,,,,
MD 5.1,,,,,,,
64,2.8,3,3.5,9.3,0.61,0.40%,Submit
,,,,,,,
Neto,,,,,,,
MD 6.2,,,,,,,
60,3.2,3.8,2.3,9.3,0.5,0.00%,Submit
,,,,,,,
Akanji,,,,,,,
DF 5.3,,,,,,,
87,3.1,3.5,2.7,9.3,0.59,0.00%,Submit
,,,,,,,
Mazraoui,,,,,,,
DF 4.4,,,,,,,
82,4.3,2.8,2.2,9.3,0.7,0.50%,Submit
,,,,,,,
R. Lewis,,,,,,,
DF 4.6,,,,,,,
80,3.2,3.5,2.6,9.2,0.67,8.10%,Submit
,,,,,,,
Ramsdale,,,,,,,
GK 4.4,,,,,,,
93,3.1,3.1,3,9.2,0.7,0.90%,Submit
,,,,,,,
Jo�o Pedro,,,,,,,
FW 5.7,,,,,,,
48,2.2,2.8,4.3,9.2,0.54,87.60%,Submit
,,,,,,,
Gakpo,,,,,,,
FW 7.4,,,,,,,
53,3,3,3.2,9.2,0.41,0.00%,Submit
,,,,,,,
Delap,,,,,,,
FW 5.6,,,,,,,
75,3.7,2.9,2.6,9.2,0.55,0.10%,Submit
,,,,,,,
Jos� S�,,,,,,,
GK 4.3,,,,,,,
94,3.1,3.1,3,9.2,0.71,0.50%,Submit
,,,,,,,
Gravenberch,,,,,,,
MD 5.0,,,,,,,
84,2.9,2.8,3.5,9.1,0.61,0.00%,Submit
,,,,,,,
Henderson,,,,,,,
GK 4.5,,,,,,,
93,2.7,3.1,3.4,9.1,0.68,12.10%,Submit
,,,,,,,
Robinson,,,,,,,
DF 5.0,,,,,,,
92,2.9,3.3,3,9.1,0.61,13.40%,Submit
,,,,,,,
Martinez,,,,,,,
GK 5.0,,,,,,,
93,2.6,2.9,3.6,9.1,0.61,0.20%,Submit
,,,,,,,
A.Doucoure,,,,,,,
MD 5.1,,,,,,,
87,3.2,3.1,2.8,9.1,0.59,0.00%,Submit
,,,,,,,
Castagne,,,,,,,
DF 4.2,,,,,,,
91,2.8,3.2,3,9,0.72,29.10%,Submit
,,,,,,,
Dunk,,,,,,,
DF 4.3,,,,,,,
90,3.3,2.4,3.3,9,0.7,21.90%,Submit
,,,,,,,
Strand Larsen,,,,,,,
FW 5.5,,,,,,,
81,3.1,2.9,3,9,0.54,3.60%,Submit
,,,,,,,
Martinez,,,,,,,
DF 4.4,,,,,,,
91,4,2.8,2.1,9,0.68,0.50%,Submit
,,,,,,,
De Ligt,,,,,,,
DF 4.9,,,,,,,
81,3.8,2.9,2.2,8.9,0.6,0.00%,Submit
,,,,,,,
Aina,,,,,,,
DF 5.2,,,,,,,
89,2,4.4,2.5,8.9,0.57,0.40%,Submit
,,,,,,,
Ak�,,,,,,,
DF 5.3,,,,,,,
81,3.2,3.4,2.3,8.8,0.56,0.00%,Submit
,,,,,,,
Tonali,,,,,,,
MD 5.5,,,,,,,
82,3.2,2.8,2.8,8.8,0.53,0.00%,Submit
,,,,,,,
Chalobah,,,,,,,
DF 4.4,,,,,,,
87,3.2,2.6,3,8.8,0.67,0.10%,Submit
,,,,,,,
Calvert-Lewin,,,,,,,
FW 5.4,,,,,,,
61,2.5,3.4,2.8,8.8,0.54,0.30%,Submit
,,,,,,,
Stolarczyk,,,,,,,
GK 4.0,,,,,,,
94,3.3,3.3,2,8.7,0.72,0.10%,Submit
,,,,,,,
Ramsey,,,,,,,
MD 5.4,,,,,,,
65,2.8,2.5,3.3,8.6,0.53,0.00%,Submit
,,,,,,,
Smith Rowe,,,,,,,
MD 5.3,,,,,,,
61,2.9,2.9,2.9,8.6,0.54,0.40%,Submit
,,,,,,,
Mitchell,,,,,,,
DF 4.8,,,,,,,
82,3,2.6,2.9,8.6,0.6,0.00%,Submit
,,,,,,,
Duran,,,,,,,
FW 5.8,,,,,,,
44,2.7,2.3,3.6,8.5,0.49,0.00%,Submit
,,,,,,,
Gu�hi,,,,,,,
DF 4.5,,,,,,,
92,3.1,2.5,3,8.5,0.63,0.40%,Submit
,,,,,,,
Cucurella,,,,,,,
DF 5.2,,,,,,,
84,3.2,3.6,1.7,8.5,0.54,0.00%,Submit
,,,,,,,
Andersen,,,,,,,
DF 4.2,,,,,,,
87,2.5,3,2.9,8.5,0.67,20.40%,Submit
,,,,,,,
Colwill,,,,,,,
DF 4.6,,,,,,,
90,3.2,3.5,1.7,8.4,0.61,46.00%,Submit
,,,,,,,
Maddison,,,,,,,
MD 7.6,,,,,,,
55,2.2,3,3.1,8.3,0.36,0.00%,Submit
,,,,,,,
Kinsky,,,,,,,
GK 4.5,,,,,,,
73,2.4,3,2.8,8.3,0.61,0.00%,Submit
,,,,,,,
Sou?ek,,,,,,,
MD 4.9,,,,,,,
74,2.7,3,2.5,8.3,0.56,0.00%,Submit
,,,,,,,
Lacroix,,,,,,,
DF 4.5,,,,,,,
87,3,2.4,2.8,8.2,0.61,0.00%,Submit
,,,,,,,
N.Williams,,,,,,,
DF 4.3,,,,,,,
81,1.8,4,2.3,8.2,0.63,0.00%,Submit
,,,,,,,
Ederson M.,,,,,,,
GK 5.3,,,,,,,
44,1.7,3.5,2.9,8.1,0.51,0.00%,Submit
,,,,,,,
El Khannouss,,,,,,,
MD 4.8,,,,,,,
70,2.8,2.8,2.5,8.1,0.56,0.00%,Submit
,,,,,,,
Digne,,,,,,,
DF 4.6,,,,,,,
76,3.1,1.6,3.4,8.1,0.59,1.90%,Submit
,,,,,,,
Milenkovi?,,,,,,,
DF 4.8,,,,,,,
88,1.8,4.1,2.2,8.1,0.56,0.70%,Submit
,,,,,,,
Van Hecke,,,,,,,
DF 4.5,,,,,,,
89,2.9,2.2,2.9,8,0.59,1.00%,Submit
,,,,,,,
S�vio,,,,,,,
MD 6.5,,,,,,,
39,2.3,2.9,2.7,8,0.41,0.00%,Submit
,,,,,,,
Armstrong,,,,,,,
FW 5.1,,,,,,,
60,2.7,2.6,2.6,7.9,0.52,3.20%,Submit
,,,,,,,
Broadhead,,,,,,,
MD 4.9,,,,,,,
79,3.5,2.7,1.7,7.9,0.54,0.00%,Submit
,,,,,,,
Mitoma,,,,,,,
MD 6.4,,,,,,,
44,2.3,2.5,3.2,7.9,0.41,0.10%,Submit
,,,,,,,
J.Timber,,,,,,,
DF 5.7,,,,,,,
88,2.1,2.4,3.4,7.9,0.46,14.90%,Submit
,,,,,,,
Murillo,,,,,,,
DF 4.6,,,,,,,
87,1.8,3.8,2.3,7.9,0.57,0.00%,Submit
,,,,,,,
Andreas,,,,,,,
MD 5.0,,,,,,,
54,2.7,2.8,2.4,7.8,0.52,0.10%,Submit
,,,,,,,
Mykolenko,,,,,,,
DF 4.3,,,,,,,
90,2.8,2.8,2.2,7.8,0.61,22.20%,Submit
,,,,,,,
J.Ayew,,,,,,,
MD 5.2,,,,,,,
66,3,2.5,2.4,7.8,0.5,0.00%,Submit
,,,,,,,
Wan-Bissaka,,,,,,,
DF 4.6,,,,,,,
85,2.9,2.9,2,7.8,0.56,0.00%,Submit
,,,,,,,
Maguire,,,,,,,
DF 4.9,,,,,,,
75,3.5,2.3,2,7.8,0.53,0.00%,Submit
,,,,,,,
Mainoo,,,,,,,
MD 5.2,,,,,,,
78,3,2.5,2.2,7.7,0.49,0.00%,Submit
,,,,,,,
Bassey,,,,,,,
DF 4.5,,,,,,,
86,2.3,2.7,2.6,7.6,0.57,0.00%,Submit
,,,,,,,
Livramento,,,,,,,
DF 4.5,,,,,,,
55,2.6,2.3,2.6,7.6,0.56,0.00%,Submit
,,,,,,,
Kerkez,,,,,,,
DF 4.8,,,,,,,
90,2.1,2.2,3.2,7.5,0.52,1.90%,Submit
,,,,,,,
Konsa,,,,,,,
DF 4.4,,,,,,,
92,2.9,1.4,3.2,7.5,0.57,18.60%,Submit
,,,,,,,
Anderson,,,,,,,
MD 5.0,,,,,,,
68,2.2,3.1,2.2,7.5,0.5,0.00%,Submit
,,,,,,,
Cash,,,,,,,
DF 4.4,,,,,,,
85,3,1.5,3,7.5,0.57,0.20%,Submit
,,,,,,,
Kilman,,,,,,,
DF 4.4,,,,,,,
86,2.7,2.9,1.9,7.5,0.56,0.00%,Submit
,,,,,,,
Winks,,,,,,,
MD 4.5,,,,,,,
87,2.6,2.5,2.2,7.4,0.55,1.00%,Submit
,,,,,,,
Kova?i?,,,,,,,
MD 5.4,,,,,,,
71,2.5,2.7,2.1,7.4,0.45,0.00%,Submit
,,,,,,,
Young,,,,,,,
DF 4.7,,,,,,,
75,2.6,2.6,2.1,7.3,0.52,0.00%,Submit
,,,,,,,
Madueke,,,,,,,
MD 6.2,,,,,,,
41,2.5,2.9,1.9,7.3,0.39,0.00%,Submit
,,,,,,,
Baleba,,,,,,,
MD 5.0,,,,,,,
77,2.5,2.3,2.4,7.3,0.48,0.00%,Submit
,,,,,,,
Schade,,,,,,,
MD 5.1,,,,,,,
53,2.5,2.1,2.6,7.2,0.47,0.00%,Submit
,,,,,,,
G�ndogan,,,,,,,
MD 6.4,,,,,,,
52,2.2,2.7,2.3,7.2,0.38,0.00%,Submit
,,,,,,,
Dragusin,,,,,,,
DF 4.3,,,,,,,
90,1.4,2.6,3.2,7.2,0.56,0.00%,Submit
,,,,,,,
Jones,,,,,,,
MD 5.3,,,,,,,
45,2.1,2.3,2.8,7.2,0.45,0.00%,Submit
,,,,,,,
Harrison,,,,,,,
MD 5.2,,,,,,,
52,2.5,2.6,2.1,7.2,0.46,0.00%,Submit
,,,,,,,
Luki?,,,,,,,
MD 4.8,,,,,,,
70,2.2,2.4,2.5,7.1,0.5,0.00%,Submit
,,,,,,,
Burns,,,,,,,
MD 4.8,,,,,,,
69,2.9,2.3,2,7.1,0.49,0.00%,Submit
,,,,,,,
Caicedo,,,,,,,
MD 4.9,,,,,,,
82,2.5,2.6,2,7.1,0.48,0.00%,Submit
,,,,,,,
Beto,,,,,,,
FW 4.9,,,,,,,
57,3.2,2.1,1.8,7.1,0.48,0.00%,Submit
,,,,,,,
Summerville,,,,,,,
MD 5.6,,,,,,,
56,1.6,2.6,2.9,7.1,0.42,0.00%,Submit
,,,,,,,
Veltman,,,,,,,
DF 4.4,,,,,,,
73,2.6,1.8,2.6,7.1,0.54,0.00%,Submit
,,,,,,,
C.Soler,,,,,,,
MD 5.0,,,,,,,
59,2.6,2.4,2.1,7.1,0.47,0.00%,Submit
,,,,,,,
Yates,,,,,,,
MD 4.9,,,,,,,
78,2.2,2.8,2,7,0.48,0.00%,Submit
,,,,,,,
Tarkowski,,,,,,,
DF 4.8,,,,,,,
90,2.5,2.5,2,7,0.49,0.00%,Submit
,,,,,,,
Lewis-Potter,,,,,,,
MD 5.0,,,,,,,
72,2.5,2.2,2.3,7,0.47,0.00%,Submit
,,,,,,,
Ugarte,,,,,,,
MD 4.9,,,,,,,
77,2.6,2.3,2,7,0.47,0.00%,Submit
,,,,,,,
Onuachu,,,,,,,
FW 4.9,,,,,,,
53,2.3,2.4,2.2,6.9,0.47,0.00%,Submit
,,,,,,,
Christie,,,,,,,
MD 4.9,,,,,,,
76,1.9,2.4,2.6,6.9,0.47,0.00%,Submit
,,,,,,,
Cook,,,,,,,
MD 5.0,,,,,,,
81,2.3,2.2,2.4,6.8,0.46,0.00%,Submit
,,,,,,,
Botman,,,,,,,
DF 4.4,,,,,,,
58,1.9,2.1,2.8,6.8,0.52,0.00%,Submit
,,,,,,,
Branthwaite,,,,,,,
DF 4.8,,,,,,,
86,2.4,2.5,2,6.8,0.47,0.00%,Submit
,,,,,,,
Lerma,,,,,,,
MD 4.8,,,,,,,
72,2.4,2.2,2.3,6.8,0.47,0.00%,Submit
,,,,,,,
Merino,,,,,,,
MD 6.0,,,,,,,
47,2.4,2.5,2,6.8,0.38,0.00%,Submit
,,,,,,,
M.Fernandes,,,,,,,
MD 5.0,,,,,,,
84,2.4,2.2,2.2,6.8,0.45,0.00%,Submit
,,,,,,,
Tosin,,,,,,,
DF 4.2,,,,,,,
65,2.4,2.8,1.5,6.8,0.54,0.00%,Submit
,,,,,,,
N�rgaard,,,,,,,
MD 4.8,,,,,,,
85,2.4,2.1,2.3,6.7,0.47,0.00%,Submit
,,,,,,,
Dibling,,,,,,,
MD 4.5,,,,,,,
61,2.3,2.2,2.3,6.7,0.5,4.20%,Submit
,,,,,,,
Mangala,,,,,,,
MD 5.0,,,,,,,
75,2.4,2.4,1.9,6.7,0.45,0.00%,Submit
,,,,,,,
Huijsen,,,,,,,
DF 4.4,,,,,,,
86,1.9,1.9,2.9,6.7,0.51,2.50%,Submit
,,,,,,,
Arrizabalaga,,,,,,,
GK 4.5,,,,,,,
0,0,3.2,3.5,6.7,0.5,0.50%,Submit
,,,,,,,
Kamara,,,,,,,
MD 5.0,,,,,,,
81,2.4,2,2.3,6.7,0.45,0.00%,Submit
,,,,,,,
Damsgaard,,,,,,,
MD 5.0,,,,,,,
59,2.2,2.2,2.3,6.7,0.44,0.00%,Submit
,,,,,,,
Thomas,,,,,,,
MD 5.0,,,,,,,
69,2.5,2.3,1.9,6.6,0.44,0.00%,Submit
,,,,,,,
Jensen,,,,,,,
MD 5.3,,,,,,,
61,2.2,2.1,2.3,6.6,0.42,0.00%,Submit
,,,,,,,
Kristiansen,,,,,,,
DF 4.5,,,,,,,
92,2.6,2.4,1.7,6.6,0.49,0.00%,Submit
,,,,,,,
Gana,,,,,,,
MD 4.8,,,,,,,
78,2.3,2.3,1.9,6.6,0.46,0.00%,Submit
,,,,,,,
Spence,,,,,,,
DF 4.4,,,,,,,
73,1.4,2.5,2.7,6.6,0.5,0.00%,Submit
,,,,,,,
Sterling,,,,,,,
MD 6.7,,,,,,,
29,2.1,2.3,2.1,6.5,0.33,0.00%,Submit
,,,,,,,
Justin,,,,,,,
DF 4.2,,,,,,,
82,2.5,2.4,1.7,6.5,0.52,0.00%,Submit
,,,,,,,
Berge,,,,,,,
MD 5.0,,,,,,,
77,1.8,2.5,2.3,6.5,0.43,0.00%,Submit
,,,,,,,
Trippier,,,,,,,
DF 5.6,,,,,,,
41,2.3,2.1,2,6.4,0.38,0.00%,Submit
,,,,,,,
Gusto,,,,,,,
DF 4.9,,,,,,,
59,2.6,2.6,1.3,6.4,0.43,0.20%,Submit
,,,,,,,
Zabarnyi,,,,,,,
DF 4.4,,,,,,,
93,1.8,1.8,2.7,6.4,0.48,0.10%,Submit
,,,,,,,
Morsy,,,,,,,
MD 4.9,,,,,,,
90,2.4,2.1,1.8,6.4,0.43,0.00%,Submit
,,,,,,,
Garnacho,,,,,,,
MD 6.0,,,,,,,
43,2.9,2,1.5,6.4,0.35,0.10%,Submit
,,,,,,,
P.M.Sarr,,,,,,,
MD 4.8,,,,,,,
61,1.8,2.1,2.4,6.3,0.44,0.00%,Submit
,,,,,,,
Pope,,,,,,,
GK 4.9,,,,,,,
95,1.1,1.8,3.4,6.3,0.43,0.00%,Submit
,,,,,,,
�lvarez,,,,,,,
MD 5.0,,,,,,,
68,2.2,2.2,1.9,6.2,0.41,0.00%,Submit
,,,,,,,
Georginio,,,,,,,
MD 5.2,,,,,,,
49,2,2,2.2,6.2,0.4,0.00%,Submit
,,,,,,,
Mavropanos,,,,,,,
DF 4.3,,,,,,,
79,2.7,2.4,1.1,6.1,0.48,0.00%,Submit
,,,,,,,
J.Gomes,,,,,,,
MD 4.9,,,,,,,
83,2.1,2,2,6.1,0.42,0.00%,Submit
,,,,,,,
Muniz,,,,,,,
FW 5.5,,,,,,,
30,1.4,2.2,2.4,6.1,0.37,0.00%,Submit
,,,,,,,
Bissouma,,,,,,,
MD 4.9,,,,,,,
66,1.8,2.1,2.1,6,0.41,0.00%,Submit
,,,,,,,
Mario Jr.,,,,,,,
MD 4.9,,,,,,,
89,1.8,2.1,2.1,6,0.41,0.00%,Submit
,,,,,,,
Doku,,,,,,,
MD 6.2,,,,,,,
34,2,2,2,5.9,0.32,0.00%,Submit
,,,,,,,
Coady,,,,,,,
DF 4.0,,,,,,,
90,2.3,2.2,1.4,5.9,0.49,0.00%,Submit
,,,,,,,
Lindstr�m,,,,,,,
MD 5.0,,,,,,,
45,2.1,2.2,1.5,5.9,0.39,0.00%,Submit
,,,,,,,
Ayari,,,,,,,
MD 5.0,,,,,,,
55,2.1,1.9,1.9,5.8,0.39,0.00%,Submit
,,,,,,,
James,,,,,,,
DF 4.8,,,,,,,
35,1.8,2.3,1.7,5.8,0.4,0.00%,Submit
,,,,,,,
Burn,,,,,,,
DF 4.4,,,,,,,
57,2.4,1.7,1.6,5.7,0.43,0.00%,Submit
,,,,,,,
Collins,,,,,,,
DF 4.6,,,,,,,
91,1.9,1.6,2.1,5.7,0.41,0.40%,Submit
,,,,,,,
Hee Chan,,,,,,,
MD 6.1,,,,,,,
44,1.9,1.8,1.9,5.7,0.31,0.00%,Submit
,,,,,,,
Gray,,,,,,,
MD 4.6,,,,,,,
89,2.1,2.3,1.3,5.7,0.41,0.00%,Submit
,,,,,,,
Janelt,,,,,,,
MD 4.9,,,,,,,
68,2,1.9,1.7,5.7,0.39,0.00%,Submit
,,,,,,,
Dalot,,,,,,,
DF 5.0,,,,,,,
0,0,3.2,2.4,5.7,0.38,1.00%,Submit
,,,,,,,
J.Clarke,,,,,,,
MD 5.4,,,,,,,
57,2.6,2,1,5.6,0.35,0.00%,Submit
,,,,,,,
Guedes,,,,,,,
MD 5.3,,,,,,,
44,1.9,1.9,1.8,5.6,0.35,0.00%,Submit
,,,,,,,
Kamada,,,,,,,
MD 5.1,,,,,,,
44,2.2,1.7,1.7,5.6,0.37,0.00%,Submit
,,,,,,,
