col1,col2,col3,col4,col5,col6,col7,col8
,,,,,,,
Digne,,,,,,,
DF 4.6,,,,,,,
68,3.7,2.9,1.5,8,0.58,1.50%,Submit
,,,,,,,
Szmodics,,,,,,,
MD 5.8,,,,,,,
67,2.8,2.8,2.4,8,0.46,0.00%,Submit
,,,,,,,
Pedro Porro,,,,,,,
DF 5.5,,,,,,,
79,2.9,1.7,3.3,8,0.48,3.20%,Submit
,,,,,,,
Schade,,,,,,,
MD 5.1,,,,,,,
60,3.4,2.4,2.1,8,0.52,0.00%,Submit
,,,,,,,
Stolarczyk,,,,,,,
GK 4.0,,,,,,,
94,3.1,2.5,2.4,8,0.66,0.10%,Submit
,,,,,,,
Mitchell,,,,,,,
DF 4.8,,,,,,,
85,2.5,3.1,2.4,7.9,0.55,0.00%,Submit
,,,,,,,
Sou?ek,,,,,,,
MD 4.9,,,,,,,
89,2.3,2.7,2.8,7.9,0.54,0.00%,Submit
,,,,,,,
Konsa,,,,,,,
DF 4.4,,,,,,,
92,3.8,2.7,1.4,7.9,0.6,17.40%,Submit
,,,,,,,
Dalot,,,,,,,
DF 5.0,,,,,,,
81,1.2,3.8,2.9,7.9,0.52,1.30%,Submit
,,,,,,,
Anderson,,,,,,,
MD 5.0,,,,,,,
73,2.7,2.3,2.9,7.9,0.52,0.00%,Submit
,,,,,,,
Tosin,,,,,,,
DF 4.2,,,,,,,
87,2.8,2.8,2.3,7.8,0.62,0.00%,Submit
,,,,,,,
Onuachu,,,,,,,
FW 4.9,,,,,,,
60,3.1,2.4,2.3,7.8,0.53,0.00%,Submit
,,,,,,,
G�ndogan,,,,,,,
MD 6.4,,,,,,,
52,2.6,2.4,2.8,7.8,0.41,0.00%,Submit
,,,,,,,
Harrison,,,,,,,
MD 5.2,,,,,,,
62,2.8,2.7,2.4,7.8,0.5,0.00%,Submit
,,,,,,,
Luki?,,,,,,,
MD 4.8,,,,,,,
87,3,2.3,2.4,7.8,0.54,0.00%,Submit
,,,,,,,
Lewis-Potter,,,,,,,
MD 5.0,,,,,,,
81,3.1,2.4,2.3,7.8,0.52,0.00%,Submit
,,,,,,,
Gu�hi,,,,,,,
DF 4.5,,,,,,,
89,2.4,2.9,2.4,7.7,0.57,0.40%,Submit
,,,,,,,
Kerkez,,,,,,,
DF 4.7,,,,,,,
90,3.6,2,2.1,7.7,0.55,2.00%,Submit
,,,,,,,
Doku,,,,,,,
MD 6.2,,,,,,,
39,2.5,2.7,2.4,7.7,0.41,0.00%,Submit
,,,,,,,
Kova?i?,,,,,,,
MD 5.4,,,,,,,
74,2.8,2.4,2.5,7.6,0.47,0.00%,Submit
,,,,,,,
Christie,,,,,,,
MD 4.9,,,,,,,
81,3,2.3,2.4,7.6,0.52,0.00%,Submit
,,,,,,,
Nwaneri,,,,,,,
MD 4.5,,,,,,,
44,2.5,2.6,2.5,7.6,0.56,0.00%,Submit
,,,,,,,
Dibling,,,,,,,
MD 4.5,,,,,,,
67,2.8,2.4,2.4,7.6,0.56,4.20%,Submit
,,,,,,,
R. Lewis,,,,,,,
DF 4.6,,,,,,,
62,2.9,2.4,2.3,7.6,0.55,8.40%,Submit
,,,,,,,
Estupi�an,,,,,,,
DF 5.1,,,,,,,
73,1.4,3.6,2.5,7.6,0.49,0.10%,Submit
,,,,,,,
Darwin,,,,,,,
FW 7.0,,,,,,,
39,2.8,2.1,2.6,7.6,0.36,0.00%,Submit
,,,,,,,
Murillo,,,,,,,
DF 4.6,,,,,,,
85,2.1,1.6,3.8,7.5,0.55,0.00%,Submit
,,,,,,,
Emerson,,,,,,,
DF 4.4,,,,,,,
84,1.5,2.9,3.1,7.5,0.57,0.00%,Submit
,,,,,,,
Mykolenko,,,,,,,
DF 4.3,,,,,,,
91,2.3,2.7,2.5,7.5,0.58,22.00%,Submit
,,,,,,,
Lacroix,,,,,,,
DF 4.5,,,,,,,
85,2.3,2.9,2.3,7.5,0.55,0.00%,Submit
,,,,,,,
Yates,,,,,,,
MD 4.9,,,,,,,
83,2.5,2.2,2.8,7.5,0.51,0.00%,Submit
,,,,,,,
Mavididi,,,,,,,
MD 5.1,,,,,,,
51,2.2,2.6,2.6,7.4,0.48,0.00%,Submit
,,,,,,,
Jones,,,,,,,
MD 5.3,,,,,,,
48,2.6,2.5,2.3,7.4,0.47,0.00%,Submit
,,,,,,,
De Ligt,,,,,,,
DF 4.9,,,,,,,
79,1.2,3.5,2.7,7.4,0.5,0.00%,Submit
,,,,,,,
Dunk,,,,,,,
DF 4.3,,,,,,,
89,1.9,3.2,2.2,7.3,0.57,22.70%,Submit
,,,,,,,
El Khannouss,,,,,,,
MD 4.8,,,,,,,
59,2.2,2.4,2.7,7.3,0.51,0.00%,Submit
,,,,,,,
Caicedo,,,,,,,
MD 4.9,,,,,,,
84,2.4,2.4,2.5,7.3,0.5,0.00%,Submit
,,,,,,,
Cook,,,,,,,
MD 5.0,,,,,,,
87,3,2.2,2.1,7.3,0.49,0.00%,Submit
,,,,,,,
Huijsen,,,,,,,
DF 4.4,,,,,,,
89,3.5,1.9,1.9,7.3,0.55,2.20%,Submit
,,,,,,,
J.Timber,,,,,,,
DF 5.7,,,,,,,
0,0,3.7,3.5,7.2,0.42,23.70%,Submit
,,,,,,,
Young,,,,,,,
DF 4.7,,,,,,,
78,2.2,2.6,2.4,7.2,0.51,0.00%,Submit
,,,,,,,
Georginio,,,,,,,
MD 5.2,,,,,,,
46,2.1,2.8,2.3,7.2,0.46,0.00%,Submit
,,,,,,,
Wan-Bissaka,,,,,,,
DF 4.6,,,,,,,
88,1.4,2.8,2.9,7.2,0.52,0.00%,Submit
,,,,,,,
Gusto,,,,,,,
DF 4.9,,,,,,,
62,2.4,2.2,2.6,7.2,0.49,0.30%,Submit
,,,,,,,
S�vio,,,,,,,
MD 6.4,,,,,,,
37,2.4,2.5,2.3,7.2,0.37,0.00%,Submit
,,,,,,,
Mings,,,,,,,
DF 4.4,,,,,,,
85,3.6,2.4,1.1,7.1,0.54,0.00%,Submit
,,,,,,,
Guedes,,,,,,,
MD 5.3,,,,,,,
62,3.3,2.1,1.7,7.1,0.44,0.00%,Submit
,,,,,,,
Muniz,,,,,,,
FW 5.5,,,,,,,
37,2.7,2.1,2.3,7.1,0.43,0.00%,Submit
,,,,,,,
Burns,,,,,,,
MD 4.8,,,,,,,
63,2.4,2.5,2.2,7.1,0.49,0.00%,Submit
,,,,,,,
Livramento,,,,,,,
DF 4.5,,,,,,,
58,1.9,2.7,2.4,7,0.52,0.00%,Submit
,,,,,,,
A�t-Nouri,,,,,,,
DF 4.8,,,,,,,
88,3.3,2,1.8,7,0.49,2.60%,Submit
,,,,,,,
Mangala,,,,,,,
MD 5.0,,,,,,,
81,2.3,2.5,2.2,7,0.47,0.00%,Submit
,,,,,,,
Damsgaard,,,,,,,
MD 5.0,,,,,,,
62,2.9,2.1,2,7,0.47,0.00%,Submit
,,,,,,,
Ortega Moreno,,,,,,,
GK 5.2,,,,,,,
93,3.9,2.2,0.9,7,0.45,0.00%,Submit
,,,,,,,
Mainoo,,,,,,,
MD 5.2,,,,,,,
73,2,2.6,2.3,6.9,0.44,0.00%,Submit
,,,,,,,
Janelt,,,,,,,
MD 4.9,,,,,,,
74,2.6,2.3,2,6.9,0.47,0.00%,Submit
,,,,,,,
N�rgaard,,,,,,,
MD 4.8,,,,,,,
80,2.7,2.2,2,6.9,0.48,0.00%,Submit
,,,,,,,
Ramsey,,,,,,,
MD 5.4,,,,,,,
47,2.6,2.3,1.9,6.9,0.43,0.00%,Submit
,,,,,,,
Sch�r,,,,,,,
DF 5.4,,,,,,,
0,0,3.7,3.2,6.9,0.43,0.00%,Submit
,,,,,,,
Fabianski,,,,,,,
GK 4.1,,,,,,,
0,0,3.4,3.4,6.9,0.56,46.10%,Submit
,,,,,,,
Cunha,,,,,,,
FW 7.0,,,,,,,
0,0,3.5,3.3,6.8,0.32,15.90%,Submit
,,,,,,,
J.Gomes,,,,,,,
MD 4.9,,,,,,,
89,2.7,2.1,2,6.8,0.46,0.00%,Submit
,,,,,,,
D�bravka,,,,,,,
GK 4.2,,,,,,,
94,3.4,1.9,1.5,6.8,0.54,0.10%,Submit
,,,,,,,
Martinez,,,,,,,
DF 4.4,,,,,,,
84,1,3.2,2.5,6.8,0.52,0.50%,Submit
,,,,,,,
Garnacho,,,,,,,
MD 6.0,,,,,,,
46,1.9,2.7,2.2,6.8,0.38,0.10%,Submit
,,,,,,,
Arrizabalaga,,,,,,,
GK 4.5,,,,,,,
93,3.7,0,3.1,6.7,0.5,0.40%,Submit
,,,,,,,
Hee Chan,,,,,,,
MD 6.1,,,,,,,
52,3.2,1.8,1.7,6.7,0.37,0.00%,Submit
,,,,,,,
Davis,,,,,,,
DF 4.5,,,,,,,
89,2.1,2.8,1.8,6.7,0.5,1.30%,Submit
,,,,,,,
Gana,,,,,,,
MD 4.8,,,,,,,
84,2.3,2.2,2.2,6.7,0.47,0.00%,Submit
,,,,,,,
Branthwaite,,,,,,,
DF 4.8,,,,,,,
89,2,2.4,2.2,6.7,0.46,0.00%,Submit
,,,,,,,
Kilman,,,,,,,
DF 4.4,,,,,,,
91,1.3,2.7,2.7,6.7,0.51,0.10%,Submit
,,,,,,,
Van Hecke,,,,,,,
DF 4.5,,,,,,,
89,1.7,2.9,2.1,6.7,0.5,1.10%,Submit
,,,,,,,
C.Soler,,,,,,,
MD 5.0,,,,,,,
51,1.9,2.4,2.4,6.7,0.44,0.00%,Submit
,,,,,,,
Baleba,,,,,,,
MD 5.0,,,,,,,
72,2.1,2.5,2,6.6,0.44,0.00%,Submit
,,,,,,,
Winks,,,,,,,
MD 4.5,,,,,,,
75,2.1,2.3,2.2,6.6,0.49,1.10%,Submit
,,,,,,,
Zabarnyi,,,,,,,
DF 4.4,,,,,,,
90,3.1,1.7,1.9,6.6,0.5,0.10%,Submit
,,,,,,,
Mavropanos,,,,,,,
DF 4.3,,,,,,,
80,1.3,2.8,2.5,6.6,0.51,0.00%,Submit
,,,,,,,
Morsy,,,,,,,
MD 4.9,,,,,,,
91,2.2,2.3,2.1,6.6,0.45,0.00%,Submit
,,,,,,,
Justin,,,,,,,
DF 4.2,,,,,,,
81,1.8,2.5,2.3,6.6,0.52,0.00%,Submit
,,,,,,,
Kamara,,,,,,,
MD 5.0,,,,,,,
77,2.5,2.1,1.9,6.6,0.44,0.00%,Submit
,,,,,,,
Barnes,,,,,,,
MD 6.0,,,,,,,
31,1.9,2.3,2.3,6.5,0.36,0.00%,Submit
,,,,,,,
Collins,,,,,,,
DF 4.6,,,,,,,
87,3.1,1.9,1.5,6.5,0.47,0.40%,Submit
,,,,,,,
Kristiansen,,,,,,,
DF 4.5,,,,,,,
91,1.7,2.5,2.3,6.5,0.48,0.00%,Submit
,,,,,,,
Tarkowski,,,,,,,
DF 4.8,,,,,,,
88,2,2,2.4,6.5,0.45,0.00%,Submit
,,,,,,,
Rogers,,,,,,,
MD 5.5,,,,,,,
0,0,3.6,2.8,6.4,0.39,71.80%,Submit
,,,,,,,
Jensen,,,,,,,
MD 5.3,,,,,,,
52,2.3,2.2,2,6.4,0.4,0.00%,Submit
,,,,,,,
Dragusin,,,,,,,
DF 4.3,,,,,,,
84,2.5,1.3,2.5,6.3,0.49,0.00%,Submit
,,,,,,,
Burn,,,,,,,
DF 4.4,,,,,,,
88,2.4,2.4,1.5,6.3,0.48,0.00%,Submit
,,,,,,,
Konat�,,,,,,,
DF 5.1,,,,,,,
32,0.7,2.6,2.9,6.3,0.41,0.00%,Submit
,,,,,,,
�lvarez,,,,,,,
MD 5.0,,,,,,,
72,1.9,2.2,2.1,6.3,0.42,0.00%,Submit
,,,,,,,
Ugarte,,,,,,,
MD 4.9,,,,,,,
71,1.8,2.3,2.1,6.2,0.42,0.00%,Submit
,,,,,,,
McNeil,,,,,,,
MD 5.2,,,,,,,
40,0.5,2.6,3.2,6.2,0.4,0.20%,Submit
,,,,,,,
Gray,,,,,,,
MD 4.6,,,,,,,
72,2,2,2.2,6.2,0.45,0.00%,Submit
,,,,,,,
Adama,,,,,,,
MD 4.7,,,,,,,
42,2.6,1.6,1.9,6.2,0.44,0.10%,Submit
,,,,,,,
Spence,,,,,,,
DF 4.4,,,,,,,
67,2.2,1.4,2.6,6.2,0.47,0.00%,Submit
,,,,,,,
Botman,,,,,,,
DF 4.4,,,,,,,
65,1.5,2.3,2.3,6.1,0.46,0.00%,Submit
,,,,,,,
Maguire,,,,,,,
DF 4.9,,,,,,,
70,1,3,2.2,6.1,0.42,0.00%,Submit
,,,,,,,
Lerma,,,,,,,
MD 4.8,,,,,,,
76,2.3,2,1.8,6.1,0.42,0.00%,Submit
,,,,,,,
Veltman,,,,,,,
DF 4.5,,,,,,,
69,1.6,2.6,1.9,6.1,0.45,0.00%,Submit
,,,,,,,
Thomas,,,,,,,
MD 5.0,,,,,,,
81,2.7,1.7,1.6,6,0.4,0.00%,Submit
,,,,,,,
James,,,,,,,
DF 4.8,,,,,,,
24,1.1,1.9,2.9,6,0.41,0.00%,Submit
,,,,,,,
Walker-Peters,,,,,,,
DF 4.3,,,,,,,
91,2.6,1.7,1.7,5.9,0.46,0.00%,Submit
,,,,,,,
Ndidi,,,,,,,
MD 4.9,,,,,,,
59,1.5,2.3,2.2,5.9,0.4,0.00%,Submit
,,,,,,,
Nketiah,,,,,,,
FW 5.9,,,,,,,
36,1.8,2.1,2.1,5.9,0.33,0.00%,Submit
,,,,,,,
Kamada,,,,,,,
MD 5.1,,,,,,,
