col1,col2,col3,col4,col5,col6,col7,col8
90,4.4,4.1,2.9,11.3,0.57,0.40%,Submit
,,,,,,,
Vardy,,,,,,,
FW 5.3,,,,,,,
80,3.2,3.5,4.6,11.3,0.71,0.20%,Submit
,,,,,,,
Eze,,,,,,,
MD 6.9,,,,,,,
68,6.8,0,4.3,11.1,0.54,62.40%,Submit
,,,,,,,
Saliba,,,,,,,
DF 6.6,,,,,,,
81,7.6,0,3.5,11.1,0.56,62.00%,Submit
,,,,,,,
Solanke,,,,,,,
FW 7.3,,,,,,,
80,4.3,3,3.8,11.1,0.5,1.00%,Submit
,,,,,,,
N.Jackson,,,,,,,
FW 7.7,,,,,,,
76,3.6,4.1,3.3,11,0.48,0.20%,Submit
,,,,,,,
Kiwior,,,,,,,
DF 4.8,,,,,,,
81,7.7,0,3.3,11,0.76,4.70%,Submit
,,,,,,,
Gibbs-White,,,,,,,
MD 6.5,,,,,,,
83,3.6,4,3.3,10.9,0.56,0.00%,Submit
,,,,,,,
Nwaneri,,,,,,,
MD 4.5,,,,,,,
52,7.2,0,3.7,10.9,0.81,0.00%,Submit
,,,,,,,
Pope,,,,,,,
GK 4.9,,,,,,,
93,3.4,4.1,3.4,10.9,0.74,20.60%,Submit
,,,,,,,
Robertson,,,,,,,
DF 5.8,,,,,,,
71,4.4,3.6,2.8,10.9,0.63,0.10%,Submit
,,,,,,,
Gvardiol,,,,,,,
DF 6.2,,,,,,,
85,6.9,0,4,10.8,0.58,94.40%,Submit
,,,,,,,
Iwobi,,,,,,,
MD 5.5,,,,,,,
78,3.7,4.1,3,10.8,0.65,0.20%,Submit
,,,,,,,
Schade,,,,,,,
MD 5.1,,,,,,,
80,3.9,3.3,3.6,10.8,0.7,0.10%,Submit
,,,,,,,
Mateta,,,,,,,
FW 7.8,,,,,,,
64,6.7,0,4,10.7,0.46,59.20%,Submit
,,,,,,,
Rogers,,,,,,,
MD 5.7,,,,,,,
79,6.8,0,3.9,10.7,0.62,20.60%,Submit
,,,,,,,
Semenyo,,,,,,,
MD 5.7,,,,,,,
86,3.7,4,2.9,10.6,0.62,10.00%,Submit
,,,,,,,
Szoboszlai,,,,,,,
MD 6.2,,,,,,,
66,3.9,3.6,3.1,10.6,0.57,0.00%,Submit
,,,,,,,
Areola,,,,,,,
GK 4.2,,,,,,,
90,3.9,3.2,3.4,10.5,0.84,28.00%,Submit
,,,,,,,
Konat�,,,,,,,
DF 5.3,,,,,,,
86,4.1,3.6,2.9,10.5,0.66,2.40%,Submit
,,,,,,,
I.Sarr,,,,,,,
MD 5.8,,,,,,,
74,6.6,0,3.9,10.5,0.61,90.40%,Submit
,,,,,,,
Leno,,,,,,,
GK 5.0,,,,,,,
94,3.4,3.8,3.3,10.5,0.7,0.10%,Submit
,,,,,,,
Onana,,,,,,,
GK 4.9,,,,,,,
93,3.7,3.4,3.4,10.5,0.71,0.10%,Submit
,,,,,,,
Martinez,,,,,,,
GK 5.0,,,,,,,
94,6.7,0,3.7,10.4,0.7,28.70%,Submit
,,,,,,,
Flekken,,,,,,,
GK 4.4,,,,,,,
94,3.7,3.3,3.4,10.4,0.79,1.00%,Submit
,,,,,,,
Pickford,,,,,,,
GK 5.1,,,,,,,
94,3.3,3.2,3.9,10.3,0.67,0.60%,Submit
,,,,,,,
Jos� S�,,,,,,,
GK 4.4,,,,,,,
94,3.3,3.8,3.1,10.2,0.77,2.10%,Submit
,,,,,,,
Verbruggen,,,,,,,
GK 4.6,,,,,,,
93,3.4,3.5,3.3,10.2,0.74,6.70%,Submit
,,,,,,,
Sels,,,,,,,
GK 5.1,,,,,,,
93,3.3,3.6,3.3,10.2,0.67,1.10%,Submit
,,,,,,,
Mac Allister,,,,,,,
MD 6.2,,,,,,,
82,3.7,3.6,2.9,10.2,0.55,0.00%,Submit
,,,,,,,
Gordon,,,,,,,
MD 7.4,,,,,,,
50,2.5,4.3,3.4,10.2,0.46,0.60%,Submit
,,,,,,,
Ndiaye,,,,,,,
FW 5.2,,,,,,,
76,3.3,3,3.8,10.1,0.65,0.10%,Submit
,,,,,,,
Minteh,,,,,,,
MD 4.9,,,,,,,
69,3.1,3.8,3.1,10.1,0.69,1.50%,Submit
,,,,,,,
J.Murphy,,,,,,,
MD 5.2,,,,,,,
72,3.2,4,2.9,10.1,0.65,59.60%,Submit
,,,,,,,
Vicario,,,,,,,
GK 4.8,,,,,,,
92,3.5,3.2,3.4,10.1,0.7,0.00%,Submit
,,,,,,,
Henderson,,,,,,,
GK 4.6,,,,,,,
92,6.5,0,3.5,10,0.73,32.70%,Submit
,,,,,,,
L.Paquet�,,,,,,,
MD 5.7,,,,,,,
66,3.9,2.9,3.3,10,0.59,0.00%,Submit
,,,,,,,
Arrizabalaga,,,,,,,
GK 4.6,,,,,,,
93,3.3,3.6,3.1,10,0.72,4.50%,Submit
,,,,,,,
Hermansen,,,,,,,
GK 4.4,,,,,,,
94,3,3.2,3.7,10,0.76,0.00%,Submit
,,,,,,,
Kluivert,,,,,,,
MD 6.0,,,,,,,
73,2.8,4.2,2.9,10,0.55,3.60%,Submit
,,,,,,,
Ward-Prowse,,,,,,,
MD 6.1,,,,,,,
84,4,2.8,3.1,10,0.54,0.00%,Submit
,,,,,,,
Strand Larsen,,,,,,,
FW 5.4,,,,,,,
76,3.3,3.9,2.7,9.9,0.61,0.00%,Submit
,,,,,,,
McNeil,,,,,,,
MD 5.1,,,,,,,
59,2.6,2.9,4.4,9.9,0.64,0.10%,Submit
,,,,,,,
Welbeck,,,,,,,
FW 5.5,,,,,,,
66,3.2,3.5,3,9.7,0.59,0.30%,Submit
,,,,,,,
Garnacho,,,,,,,
MD 5.9,,,,,,,
54,3.2,3.1,3.5,9.7,0.55,0.10%,Submit
,,,,,,,
Hudson-Odoi,,,,,,,
MD 5.2,,,,,,,
77,3.3,3.5,2.9,9.7,0.62,0.00%,Submit
,,,,,,,
Trippier,,,,,,,
DF 5.6,,,,,,,
78,2.8,4.3,2.5,9.7,0.58,18.60%,Submit
,,,,,,,
Sch�r,,,,,,,
DF 5.5,,,,,,,
92,2.6,4.4,2.7,9.6,0.58,2.60%,Submit
,,,,,,,
Joelinton,,,,,,,
MD 6.0,,,,,,,
85,2.9,3.9,2.9,9.6,0.54,0.00%,Submit
,,,,,,,
Savinho,,,,,,,
MD 6.2,,,,,,,
55,6.1,0,3.5,9.6,0.51,28.10%,Submit
,,,,,,,
Livramento,,,,,,,
DF 4.6,,,,,,,
90,2.7,4.2,2.7,9.5,0.69,69.60%,Submit
,,,,,,,
Ramsdale,,,,,,,
GK 4.4,,,,,,,
93,3.1,3.1,3.2,9.5,0.72,0.10%,Submit
,,,,,,,
Ortega Moreno,,,,,,,
GK 5.2,,,,,,,
94,7.4,0,2.1,9.5,0.61,0.00%,Submit
,,,,,,,
R�ben,,,,,,,
DF 5.4,,,,,,,
87,6.2,0,3.3,9.5,0.59,9.70%,Submit
,,,,,,,
Beto,,,,,,,
FW 4.8,,,,,,,
59,2.8,3.4,3.3,9.5,0.66,0.30%,Submit
,,,,,,,
S�nchez,,,,,,,
GK 4.5,,,,,,,
83,3.1,3.5,2.9,9.5,0.7,0.00%,Submit
,,,,,,,
Mitoma,,,,,,,
MD 6.4,,,,,,,
65,2.9,3.5,2.9,9.4,0.49,0.00%,Submit
,,,,,,,
Bruno G.,,,,,,,
MD 6.2,,,,,,,
87,2.8,3.8,2.8,9.4,0.5,0.10%,Submit
,,,,,,,
Rice,,,,,,,
MD 6.2,,,,,,,
72,6.5,0,2.8,9.3,0.5,0.00%,Submit
,,,,,,,
Estupi�an,,,,,,,
DF 4.9,,,,,,,
91,2.9,3.7,2.7,9.3,0.63,11.00%,Submit
,,,,,,,
Palmer,,,,,,,
GK 4.5,,,,,,,
93,3,3,3.2,9.2,0.68,0.00%,Submit
,,,,,,,
Enzo,,,,,,,
MD 4.7,,,,,,,
88,3.1,3.4,2.7,9.2,0.66,1.80%,Submit
,,,,,,,
Watkins,,,,,,,
FW 8.9,,,,,,,
49,5.5,0,3.6,9.1,0.34,0.50%,Submit
,,,,,,,
Tonali,,,,,,,
MD 5.5,,,,,,,
88,2.8,3.6,2.7,9,0.55,0.00%,Submit
,,,,,,,
White,,,,,,,
DF 6.1,,,,,,,
60,6.3,0,2.7,9,0.49,0.00%,Submit
,,,,,,,
Gravenberch,,,,,,,
MD 5.0,,,,,,,
85,3.3,2.9,2.7,8.9,0.59,0.00%,Submit
,,,,,,,
Kamaldeen,,,,,,,
MD 5.0,,,,,,,
80,2.9,2.9,3,8.7,0.58,0.00%,Submit
,,,,,,,
Robinson,,,,,,,
DF 4.9,,,,,,,
91,3,3.6,2.1,8.7,0.59,0.30%,Submit
,,,,,,,
Kilman,,,,,,,
DF 4.3,,,,,,,
92,4,2.2,2.6,8.7,0.67,1.50%,Submit
,,,,,,,
Delap,,,,,,,
FW 5.6,,,,,,,
62,2.7,2.9,3.1,8.7,0.52,0.10%,Submit
,,,,,,,
Wan-Bissaka,,,,,,,
DF 4.5,,,,,,,
92,3.4,2.3,2.9,8.6,0.64,5.10%,Submit
,,,,,,,
Foden,,,,,,,
MD 9.1,,,,,,,
43,4.7,0,3.9,8.6,0.32,9.70%,Submit
,,,,,,,
Munetsi,,,,,,,
MD 5.0,,,,,,,
73,2.8,3.5,2.4,8.6,0.57,0.00%,Submit
,,,,,,,
A.Doucoure,,,,,,,
MD 5.1,,,,,,,
74,2.7,2.6,3.3,8.6,0.56,0.00%,Submit
,,,,,,,
Elanga,,,,,,,
MD 5.4,,,,,,,
59,2.9,3.2,2.5,8.6,0.53,0.60%,Submit
,,,,,,,
El Khannouss,,,,,,,
MD 4.8,,,,,,,
76,2.5,2.7,3.4,8.6,0.6,0.00%,Submit
,,,,,,,
Damsgaard,,,,,,,
MD 5.0,,,,,,,
70,2.9,2.6,3,8.6,0.57,0.00%,Submit
,,,,,,,
Cucurella,,,,,,,
DF 5.4,,,,,,,
91,2.8,3.6,2.1,8.5,0.52,0.50%,Submit
,,,,,,,
Burn,,,,,,,
DF 4.5,,,,,,,
89,2.4,4,2.1,8.5,0.63,22.00%,Submit
,,,,,,,
A�t-Nouri,,,,,,,
DF 4.9,,,,,,,
80,2.6,4.1,1.8,8.4,0.57,2.10%,Submit
,,,,,,,
Bradley,,,,,,,
DF 4.7,,,,,,,
66,3.9,2.7,1.9,8.4,0.6,4.20%,Submit
,,,,,,,
Andersen,,,,,,,
DF 4.2,,,,,,,
91,2.7,3.6,2.1,8.4,0.67,1.50%,Submit
,,,,,,,
Alexander-Arnold,,,,,,,
DF 7.2,,,,,,,
40,2,3.4,3,8.4,0.39,0.60%,Submit
,,,,,,,
Tielemans,,,,,,,
MD 5.5,,,,,,,
73,5.3,0,3.1,8.4,0.51,0.00%,Submit
,,,,,,,
O'Brien,,,,,,,
DF 4.5,,,,,,,
90,2.3,2.1,4,8.4,0.62,0.30%,Submit
,,,,,,,
N.Williams,,,,,,,
DF 4.5,,,,,,,
88,2.6,3.3,2.5,8.4,0.62,17.20%,Submit
,,,,,,,
Mu�oz,,,,,,,
DF 5.3,,,,,,,
84,4.9,0,3.5,8.3,0.52,48.10%,Submit
,,,,,,,
Mykolenko,,,,,,,
DF 4.3,,,,,,,
87,2.4,2.1,3.9,8.3,0.64,2.10%,Submit
,,,,,,,
Neto,,,,,,,
MD 6.1,,,,,,,
64,2.9,2.9,2.4,8.2,0.45,0.00%,Submit
,,,,,,,
Todibo,,,,,,,
DF 4.2,,,,,,,
81,3.7,2,2.5,8.2,0.65,0.60%,Submit
,,,,,,,
Anderson,,,,,,,
MD 5.0,,,,,,,
83,2.6,2.9,2.5,8.1,0.54,0.00%,Submit
,,,,,,,
Van Hecke,,,,,,,
DF 4.5,,,,,,,
91,2.4,3.3,2.4,8.1,0.6,0.60%,Submit
,,,,,,,
Gakpo,,,,,,,
FW 7.2,,,,,,,
41,2.9,2.9,2.3,8.1,0.37,0.00%,Submit
,,,,,,,
Dunk,,,,,,,
DF 4.2,,,,,,,
90,2.6,3.3,2.2,8,0.64,18.50%,Submit
,,,,,,,
Tarkowski,,,,,,,
DF 4.9,,,,,,,
94,2.3,2,3.8,8,0.55,0.00%,Submit
,,,,,,,
M.Fernandes,,,,,,,
MD 5.0,,,,,,,
83,2.6,2.7,2.7,8,0.53,0.00%,Submit
,,,,,,,
Lewis-Potter,,,,,,,
MD 5.0,,,,,,,
82,2.9,2.5,2.6,8,0.53,0.00%,Submit
,,,,,,,
J.Timber,,,,,,,
DF 5.7,,,,,,,
54,5.5,0,2.5,8,0.47,4.50%,Submit
,,,,,,,
Madueke,,,,,,,
MD 6.0,,,,,,,
52,2.7,2.9,2.3,7.9,0.44,0.00%,Submit
,,,,,,,
Enciso,,,,,,,
MD 5.4,,,,,,,
76,2.7,2.5,2.7,7.9,0.49,0.00%,Submit
,,,,,,,
Mazraoui,,,,,,,
DF 4.2,,,,,,,
77,3.2,2.3,2.3,7.9,0.63,1.40%,Submit
,,,,,,,
Collins,,,,,,,
DF 4.5,,,,,,,
88,2.9,2.1,2.8,7.8,0.58,0.00%,Submit
,,,,,,,
Dalot,,,,,,,
DF 5.0,,,,,,,
59,2.5,2.7,2.7,7.8,0.52,0.00%,Submit
,,,,,,,
Milenkovi?,,,,,,,
DF 5.1,,,,,,,
88,2.5,3,2.4,7.8,0.51,3.30%,Submit
,,,,,,,
Bassey,,,,,,,
DF 4.5,,,,,,,
90,2.6,3.3,1.9,7.8,0.58,0.00%,Submit
,,,,,,,
Tavernier,,,,,,,
MD 5.4,,,,,,,
56,2.6,2.9,2.2,7.8,0.48,0.00%,Submit
,,,,,,,
Dorgu,,,,,,,
DF 4.5,,,,,,,
43,2.4,2.7,2.7,7.8,0.58,0.00%,Submit
,,,,,,,
Colwill,,,,,,,
DF 4.4,,,,,,,
90,2.6,3.2,1.9,7.8,0.59,2.30%,Submit
,,,,,,,
Luki?,,,,,,,
MD 4.8,,,,,,,
87,2.7,2.8,2.3,7.8,0.54,0.00%,Submit
,,,,,,,
Konsa,,,,,,,
DF 4.4,,,,,,,
84,4.6,0,3.2,7.7,0.59,43.20%,Submit
,,,,,,,
Wharton,,,,,,,
MD 4.7,,,,,,,
80,5,0,2.7,7.6,0.54,0.00%,Submit
,,,,,,,
N�rgaard,,,,,,,
MD 4.8,,,,,,,
84,2.7,2.4,2.5,7.6,0.53,0.00%,Submit
,,,,,,,
Branthwaite,,,,,,,
DF 4.8,,,,,,,
90,2.2,1.9,3.5,7.5,0.52,0.00%,Submit
,,,,,,,
Barnes,,,,,,,
MD 5.9,,,,,,,
45,2.4,3,2.1,7.5,0.42,0.10%,Submit
,,,,,,,
Harrison,,,,,,,
MD 5.2,,,,,,,
54,2.4,2.1,2.9,7.4,0.48,0.00%,Submit
,,,,,,,
Agbadou,,,,,,,
DF 4.0,,,,,,,
87,2.2,3.7,1.5,7.4,0.62,3.00%,Submit
,,,,,,,
Doku,,,,,,,
MD 6.2,,,,,,,
41,4.7,0,2.7,7.4,0.4,0.00%,Submit
,,,,,,,
Berge,,,,,,,
MD 5.0,,,,,,,
87,2.5,2.7,2.2,7.4,0.49,0.00%,Submit
,,,,,,,
Digne,,,,,,,
DF 4.5,,,,,,,
60,4.4,0,3,7.4,0.55,0.50%,Submit
,,,,,,,
N.Semedo,,,,,,,
DF 4.5,,,,,,,
91,2.3,3.7,1.3,7.4,0.55,0.00%,Submit
,,,,,,,
Murillo,,,,,,,
DF 4.7,,,,,,,
87,2.4,2.7,2.3,7.4,0.52,0.70%,Submit
,,,,,,,
Onuachu,,,,,,,
FW 4.9,,,,,,,
60,1.5,2.8,3,7.3,0.49,0.00%,Submit
,,,,,,,
Castagne,,,,,,,
DF 4.2,,,,,,,
68,2.2,3.1,1.9,7.2,0.57,1.10%,Submit
,,,,,,,
Maddison,,,,,,,
MD 7.4,,,,,,,
61,2.6,2.1,2.6,7.2,0.32,0.00%,Submit
,,,,,,,
Baleba,,,,,,,
MD 5.0,,,,,,,
84,2.4,2.6,2.2,7.2,0.48,0.00%,Submit
,,,,,,,
Kerkez,,,,,,,
DF 5.3,,,,,,,
87,2.6,3.1,1.5,7.2,0.45,1.90%,Submit
,,,,,,,
J.Gomes,,,,,,,
MD 4.9,,,,,,,
83,2.4,2.8,2,7.2,0.49,0.00%,Submit
,,,,,,,
Sancho,,,,,,,
MD 6.2,,,,,,,
39,1.9,2.8,2.5,7.2,0.39,0.00%,Submit
,,,,,,,
G�ndogan,,,,,,,
MD 6.3,,,,,,,
45,4.6,0,2.5,7.2,0.38,0.00%,Submit
,,,,,,,
Lacroix,,,,,,,
DF 4.5,,,,,,,
86,4.4,0,2.8,7.2,0.53,0.10%,Submit
,,,,,,,
N.Gonzalez,,,,,,,
MD 6.0,,,,,,,
72,4.8,0,2.3,7.1,0.4,0.00%,Submit
,,,,,,,
Cook,,,,,,,
MD 5.0,,,,,,,
87,2.5,2.6,2,7.1,0.47,0.00%,Submit
,,,,,,,
Smith Rowe,,,,,,,
MD 5.1,,,,,,,
58,2.7,2.3,2,7.1,0.46,0.10%,Submit
,,,,,,,
Scarles,,,,,,,
DF 4.0,,,,,,,
62,3.2,1.9,2,7.1,0.59,0.00%,Submit
,,,,,,,
Ndidi,,,,,,,
MD 4.9,,,,,,,
86,2.1,2.2,2.7,7.1,0.48,0.00%,Submit
,,,,,,,
Gana,,,,,,,
MD 4.8,,,,,,,
84,2.3,2.2,2.6,7.1,0.49,0.00%,Submit
,,,,,,,
Chalobah,,,,,,,
DF 4.4,,,,,,,
77,2.5,2.9,1.7,7.1,0.54,0.00%,Submit
,,,,,,,
Gu�hi,,,,,,,
DF 4.7,,,,,,,
84,4.1,0,2.9,7,0.5,0.20%,Submit
,,,,,,,
Thomas,,,,,,,
MD 4.9,,,,,,,
63,4.9,0,2.1,7,0.48,0.00%,Submit
,,,,,,,
C.Richards,,,,,,,
DF 4.4,,,,,,,
82,4.1,0,2.9,7,0.53,0.00%,Submit
,,,,,,,
Kulusevski,,,,,,,
MD 6.2,,,,,,,
43,2,2.1,3,7,0.38,0.00%,Submit
,,,,,,,
M.Asensio,,,,,,,
MD 6.2,,,,,,,
37,4.2,0,2.8,7,0.37,1.30%,Submit
,,,,,,,
Toti,,,,,,,
DF 4.3,,,,,,,
86,2,3.5,1.4,6.9,0.54,0.00%,Submit
,,,,,,,
Hinshelwood,,,,,,,
MD 4.9,,,,,,,
87,2.6,2.4,1.9,6.9,0.47,0.00%,Submit
,,,,,,,
Son,,,,,,,
MD 9.8,,,,,,,
52,1.5,2.1,3.4,6.9,0.23,0.00%,Submit
,,,,,,,
Aina,,,,,,,
DF 5.2,,,,,,,
58,1,3.3,2.5,6.8,0.44,0.00%,Submit
,,,,,,,
Kristiansen,,,,,,,
DF 4.4,,,,,,,
80,1.4,2.1,3.4,6.8,0.52,0.00%,Submit
,,,,,,,
Archer,,,,,,,
FW 4.9,,,,,,,
51,2.4,2.3,2.2,6.8,0.46,0.00%,Submit
,,,,,,,
Janelt,,,,,,,
MD 4.8,,,,,,,
68,2.4,2.2,2.3,6.8,0.47,0.00%,Submit
,,,,,,,
Johnson,,,,,,,
MD 6.2,,,,,,,
52,2.8,2.1,1.9,6.8,0.37,0.00%,Submit
,,,,,,,
Doherty,,,,,,,
DF 4.3,,,,,,,
82,1.7,3.6,1.5,6.8,0.53,0.00%,Submit
,,,,,,,
Zinchenko,,,,,,,
DF 4.8,,,,,,,
36,4.2,0,2.5,6.8,0.47,0.00%,Submit
,,,,,,,
Dibling,,,,,,,
MD 4.3,,,,,,,
61,2.3,2.2,2.3,6.8,0.52,0.10%,Submit
,,,,,,,
Gusto,,,,,,,
DF 4.9,,,,,,,
73,2.5,2.6,1.7,6.8,0.46,0.00%,Submit
,,,,,,,
Muniz,,,,,,,
FW 5.5,,,,,,,
38,2.3,2.5,2,6.7,0.41,0.00%,Submit
,,,,,,,
Pedro Porro,,,,,,,
DF 5.3,,,,,,,
64,2.7,1.4,2.6,6.7,0.42,0.30%,Submit
,,,,,,,
Caicedo,,,,,,,
MD 4.9,,,,,,,
81,2.2,2.4,2.1,6.7,0.46,0.00%,Submit
,,,,,,,
Walker-Peters,,,,,,,
DF 4.2,,,,,,,
87,1.9,2.2,2.5,6.7,0.53,0.00%,Submit
,,,,,,,
Mavropanos,,,,,,,
DF 4.3,,,,,,,
66,3,1.7,1.9,6.7,0.52,0.00%,Submit
,,,,,,,
Van den Berg,,,,,,,
DF 4.1,,,,,,,
73,2.5,1.9,2.2,6.6,0.54,0.20%,Submit
,,,,,,,
Andr�,,,,,,,
MD 5.0,,,,,,,
83,2.2,2.5,1.9,6.6,0.44,0.00%,Submit
,,,,,,,
Grealish,,,,,,,
MD 6.4,,,,,,,
40,4.2,0,2.4,6.6,0.34,0.00%,Submit
,,,,,,,
Mitchell,,,,,,,
DF 4.8,,,,,,,
67,4,0,2.5,6.6,0.46,0.00%,Submit
,,,,,,,
Akanji,,,,,,,
DF 5.3,,,,,,,
50,3.2,0,3.3,6.5,0.41,0.00%,Submit
,,,,,,,
Lewis-Skelly,,,,,,,
MD 4.5,,,,,,,
57,4.2,0,2.3,6.5,0.48,0.00%,Submit
,,,,,,,
Bentancur,,,,,,,
MD 4.9,,,,,,,
75,2.4,1.8,2.3,6.4,0.44,0.00%,Submit
,,,,,,,
McGinn,,,,,,,
MD 5.2,,,,,,,
53,4.2,0,2.3,6.4,0.41,0.00%,Submit
,,,,,,,
F�llkrug,,,,,,,
FW 6.7,,,,,,,
27,2,2.1,2.3,6.4,0.32,0.00%,Submit
,,,,,,,
Ugarte,,,,,,,
MD 4.9,,,,,,,
72,2.4,2,2,6.4,0.44,0.00%,Submit
,,,,,,,
Yoro,,,,,,,
DF 4.3,,,,,,,
68,2.6,1.9,1.8,6.3,0.49,0.00%,Submit
,,,,,,,
Scott,,,,,,,
MD 4.7,,,,,,,
66,2.4,2.2,1.8,6.3,0.45,0.00%,Submit
,,,,,,,
Cajuste,,,,,,,
MD 4.5,,,,,,,
81,2.1,2,2.1,6.3,0.47,0.00%,Submit
,,,,,,,
Manning,,,,,,,
DF 4.3,,,,,,,
59,1.8,2.1,2.3,6.3,0.49,0.00%,Submit
,,,,,,,
Ugochukwu,,,,,,,
MD 4.4,,,,,,,
81,2.1,2.1,2.1,6.2,0.47,0.00%,Submit
,,,,,,,
Faes,,,,,,,
DF 3.8,,,,,,,
89,1.1,1.9,3.2,6.2,0.54,0.10%,Submit
,,,,,,,
Ayari,,,,,,,
MD 5.0,,,,,,,
57,2,2.1,2.1,6.1,0.41,0.00%,Submit
,,,,,,,
Sou?ek,,,,,,,
MD 4.9,,,,,,,
54,2.4,1.9,1.8,6.1,0.42,0.00%,Submit
,,,,,,,
Kamara,,,,,,,
MD 5.0,,,,,,,
68,4,0,2.1,6.1,0.41,0.00%,Submit
,,,,,,,
Mount,,,,,,,
MD 6.3,,,,,,,
48,2.6,1.9,1.6,6.1,0.32,0.00%,Submit
,,,,,,,
Alcaraz,,,,,,,
MD 4.8,,,,,,,
44,1.9,1.8,2.3,6.1,0.42,0.00%,Submit
,,,,,,,
Harwood-Bellis,,,,,,,
DF 4.0,,,,,,,
91,1.7,2,2.3,6,0.5,0.00%,Submit
,,,,,,,
B.Soumar�,,,,,,,
MD 4.4,,,,,,,
80,1.9,1.9,2.2,6,0.46,0.00%,Submit
,,,,,,,
Morsy,,,,,,,
MD 4.8,,,,,,,
88,2,2,1.9,5.9,0.41,0.00%,Submit
,,,,,,,
Udogie,,,,,,,
DF 4.8,,,,,,,
57,2.3,1.3,2.2,5.8,0.41,0.00%,Submit
,,,,,,,
Bednarek,,,,,,,
DF 4.0,,,,,,,
92,1.7,1.9,2.2,5.8,0.49,0.00%,Submit
,,,,,,,
Romero,,,,,,,
DF 4.9,,,,,,,
55,1.9,1.3,2.6,5.8,0.4,0.00%,Submit
,,,,,,,
Ramsey,,,,,,,
MD 5.4,,,,,,,
47,4.2,0,1.6,5.8,0.36,0.00%,Submit
,,,,,,,
Huijsen,,,,,,,
DF 4.5,,,,,,,
79,2.2,2.5,1.2,5.8,0.43,0.50%,Submit
,,,,,,,
Daka,,,,,,,
FW 4.8,,,,,,,
38,1.6,1.9,2.3,5.8,0.4,0.00%,Submit
,,,,,,,
Odobert,,,,,,,
MD 5.3,,,,,,,
