col1,col2,col3,col4,col5,col6,col7,col8
80,4.2,4,2.8,11,0.67,11.40%,Submit
,,,,,,,
Kudus,,,,,,,
MD 6.2,,,,,,,
82,4,3.2,3.7,10.9,0.59,0.00%,Submit
,,,,,,,
Flekken,,,,,,,
GK 4.4,,,,,,,
93,3.6,3.8,3.5,10.9,0.83,1.20%,Submit
,,,,,,,
N.Jackson,,,,,,,
FW 7.7,,,,,,,
80,3.7,3.3,4,10.9,0.47,0.50%,Submit
,,,,,,,
Kluivert,,,,,,,
MD 6.0,,,,,,,
81,3.4,4.1,3.4,10.9,0.6,72.00%,Submit
,,,,,,,
Martinez,,,,,,,
GK 5.0,,,,,,,
94,3.7,3.6,3.6,10.9,0.72,0.90%,Submit
,,,,,,,
R�ben,,,,,,,
DF 5.4,,,,,,,
88,3.8,4,3.1,10.9,0.67,0.70%,Submit
,,,,,,,
Trossard,,,,,,,
MD 6.7,,,,,,,
69,5.1,2.6,3.1,10.8,0.54,0.20%,Submit
,,,,,,,
Sels,,,,,,,
GK 5.1,,,,,,,
94,3.4,4,3.4,10.8,0.71,2.40%,Submit
,,,,,,,
O'Brien,,,,,,,
DF 4.5,,,,,,,
89,4.1,2.3,4.1,10.6,0.78,0.50%,Submit
,,,,,,,
Henderson,,,,,,,
GK 4.6,,,,,,,
93,3.6,3.3,3.6,10.4,0.76,10.20%,Submit
,,,,,,,
Mykolenko,,,,,,,
DF 4.3,,,,,,,
87,4,2.4,4,10.4,0.8,0.90%,Submit
,,,,,,,
Iwobi,,,,,,,
MD 5.6,,,,,,,
83,3.3,3.8,3.2,10.4,0.62,2.90%,Submit
,,,,,,,
Onana,,,,,,,
GK 4.9,,,,,,,
94,3.4,3.7,3.2,10.3,0.7,0.10%,Submit
,,,,,,,
Tielemans,,,,,,,
MD 5.5,,,,,,,
85,3.7,3.2,3.3,10.2,0.62,0.00%,Submit
,,,,,,,
Merino,,,,,,,
MD 6.1,,,,,,,
52,3.2,3.2,3.9,10.2,0.56,0.20%,Submit
,,,,,,,
Stolarczyk,,,,,,,
GK 4.0,,,,,,,
94,3.7,3,3.5,10.2,0.85,0.00%,Submit
,,,,,,,
McNeil,,,,,,,
MD 5.1,,,,,,,
66,3.8,2.5,3.9,10.1,0.66,0.10%,Submit
,,,,,,,
Areola,,,,,,,
GK 4.2,,,,,,,
95,3.5,3.3,3.3,10.1,0.8,4.40%,Submit
,,,,,,,
Semenyo,,,,,,,
MD 5.7,,,,,,,
87,3.2,3.9,3,10.1,0.59,23.70%,Submit
,,,,,,,
Leno,,,,,,,
GK 5.0,,,,,,,
95,3.3,3.5,3.3,10.1,0.67,30.00%,Submit
,,,,,,,
Branthwaite,,,,,,,
DF 4.8,,,,,,,
91,3.9,2.2,4,10,0.7,0.10%,Submit
,,,,,,,
Pope,,,,,,,
GK 5.0,,,,,,,
92,3.5,3.5,3.1,10,0.67,33.30%,Submit
,,,,,,,
Vicario,,,,,,,
GK 4.8,,,,,,,
94,3.5,3.5,2.9,10,0.69,0.00%,Submit
,,,,,,,
A.Becker,,,,,,,
GK 5.5,,,,,,,
75,3,3.6,3.4,10,0.6,20.10%,Submit
,,,,,,,
Delap,,,,,,,
FW 5.6,,,,,,,
74,3.2,3.4,3.4,9.9,0.59,0.10%,Submit
,,,,,,,
Luis D�az,,,,,,,
MD 7.6,,,,,,,
55,3,3.5,3.4,9.9,0.44,74.50%,Submit
,,,,,,,
Jos� S�,,,,,,,
GK 4.4,,,,,,,
94,3.1,3.5,3.3,9.9,0.75,25.10%,Submit
,,,,,,,
Evanilson,,,,,,,
FW 5.8,,,,,,,
78,3.1,3.8,2.9,9.9,0.57,11.60%,Submit
,,,,,,,
Savinho,,,,,,,
MD 6.2,,,,,,,
58,3.7,3.4,2.8,9.9,0.53,0.30%,Submit
,,,,,,,
Damsgaard,,,,,,,
MD 4.9,,,,,,,
81,3.3,3.3,3.2,9.8,0.67,0.00%,Submit
,,,,,,,
Mu�oz,,,,,,,
DF 5.3,,,,,,,
85,3.4,2.8,3.6,9.8,0.62,3.10%,Submit
,,,,,,,
Aina,,,,,,,
DF 5.2,,,,,,,
86,2.6,4.3,2.9,9.8,0.63,0.00%,Submit
,,,,,,,
El Khannouss,,,,,,,
MD 4.8,,,,,,,
84,3.8,2.6,3.4,9.8,0.68,0.00%,Submit
,,,,,,,
Strand Larsen,,,,,,,
FW 5.4,,,,,,,
74,2.9,3.7,3.1,9.8,0.6,2.80%,Submit
,,,,,,,
Palmer,,,,,,,
GK 4.5,,,,,,,
94,3.2,3.2,3.4,9.7,0.72,0.00%,Submit
,,,,,,,
Verbruggen,,,,,,,
GK 4.6,,,,,,,
93,3.3,3.3,3,9.7,0.7,2.50%,Submit
,,,,,,,
Arrizabalaga,,,,,,,
GK 4.6,,,,,,,
94,3.1,3.5,3.1,9.7,0.7,7.10%,Submit
,,,,,,,
Alexander-Arnold,,,,,,,
DF 7.2,,,,,,,
60,2.9,3.5,3.3,9.7,0.45,28.30%,Submit
,,,,,,,
Mitoma,,,,,,,
MD 6.4,,,,,,,
77,3.5,3.4,2.7,9.6,0.5,2.10%,Submit
,,,,,,,
N.Williams,,,,,,,
DF 4.5,,,,,,,
87,2.6,4.1,2.8,9.5,0.71,5.70%,Submit
,,,,,,,
Neto,,,,,,,
MD 6.1,,,,,,,
71,3,2.8,3.7,9.5,0.52,0.10%,Submit
,,,,,,,
Amad,,,,,,,
MD 5.3,,,,,,,
46,2.5,3.8,3.2,9.4,0.59,0.00%,Submit
,,,,,,,
L.Paquet�,,,,,,,
MD 5.7,,,,,,,
73,3.4,2.8,3.2,9.4,0.55,0.00%,Submit
,,,,,,,
Ramsdale,,,,,,,
GK 4.4,,,,,,,
92,3.3,3,3.1,9.3,0.71,0.20%,Submit
,,,,,,,
Hudson-Odoi,,,,,,,
MD 5.1,,,,,,,
74,2.4,3.9,3.1,9.3,0.61,0.10%,Submit
,,,,,,,
Elanga,,,,,,,
MD 5.4,,,,,,,
56,2.6,3.9,2.8,9.3,0.58,0.50%,Submit
,,,,,,,
Barnes,,,,,,,
MD 6.0,,,,,,,
65,3.5,3.5,2.3,9.3,0.52,21.70%,Submit
,,,,,,,
Enciso,,,,,,,
MD 5.4,,,,,,,
78,2.9,3,3.3,9.2,0.57,0.00%,Submit
,,,,,,,
Ndiaye,,,,,,,
FW 5.2,,,,,,,
59,3.5,2.6,3.2,9.2,0.59,0.10%,Submit
,,,,,,,
S�nchez,,,,,,,
GK 4.5,,,,,,,
95,2.5,3.2,3.5,9.2,0.68,46.80%,Submit
,,,,,,,
Munetsi,,,,,,,
MD 5.0,,,,,,,
85,2.7,3.5,3,9.2,0.61,0.30%,Submit
,,,,,,,
Konsa,,,,,,,
DF 4.4,,,,,,,
91,3.4,2.6,3.2,9.2,0.69,1.50%,Submit
,,,,,,,
Collins,,,,,,,
DF 4.5,,,,,,,
90,3.1,3.1,2.9,9.1,0.67,0.00%,Submit
,,,,,,,
Kiwior,,,,,,,
DF 4.8,,,,,,,
86,3.9,2.1,3,9,0.63,3.20%,Submit
,,,,,,,
Keane,,,,,,,
DF 3.8,,,,,,,
76,3.6,2,3.4,9,0.79,0.90%,Submit
,,,,,,,
J.Murphy,,,,,,,
MD 5.3,,,,,,,
71,3.2,3.2,2.5,8.9,0.56,29.00%,Submit
,,,,,,,
Kulusevski,,,,,,,
MD 6.2,,,,,,,
72,3.1,3.3,2.5,8.9,0.48,0.00%,Submit
,,,,,,,
Enzo,,,,,,,
MD 4.7,,,,,,,
87,2.8,2.8,3.3,8.8,0.63,1.30%,Submit
,,,,,,,
Milenkovi?,,,,,,,
DF 5.2,,,,,,,
90,2.4,3.9,2.5,8.8,0.57,2.50%,Submit
,,,,,,,
Saliba,,,,,,,
DF 6.6,,,,,,,
85,3.7,2.1,3,8.8,0.45,5.80%,Submit
,,,,,,,
Hutchinson,,,,,,,
MD 5.2,,,,,,,
82,2.9,2.9,3,8.8,0.56,0.00%,Submit
,,,,,,,
Anderson,,,,,,,
MD 5.0,,,,,,,
85,2.7,3.5,2.6,8.8,0.58,0.00%,Submit
,,,,,,,
Martinelli,,,,,,,
MD 6.5,,,,,,,
39,2.7,2.6,3.4,8.8,0.45,0.00%,Submit
,,,,,,,
Ederson M.,,,,,,,
GK 5.3,,,,,,,
46,1.9,3.2,3.6,8.7,0.55,0.10%,Submit
,,,,,,,
Harrison,,,,,,,
MD 5.2,,,,,,,
53,3.1,2.5,3.1,8.7,0.56,0.00%,Submit
,,,,,,,
Nwaneri,,,,,,,
MD 4.4,,,,,,,
59,4,2.1,2.6,8.7,0.66,0.00%,Submit
,,,,,,,
Mac Allister,,,,,,,
MD 6.2,,,,,,,
76,2.8,2.7,3.1,8.6,0.46,0.00%,Submit
,,,,,,,
Solanke,,,,,,,
FW 7.3,,,,,,,
36,1.6,4,3.1,8.6,0.39,0.20%,Submit
,,,,,,,
H�jlund,,,,,,,
FW 6.9,,,,,,,
38,2.1,3.7,2.8,8.6,0.42,0.00%,Submit
,,,,,,,
Gu�hi,,,,,,,
DF 4.7,,,,,,,
92,3.1,2.4,3.1,8.6,0.61,0.00%,Submit
,,,,,,,
M.Asensio,,,,,,,
MD 6.2,,,,,,,
42,2.7,2.8,3.1,8.6,0.46,0.00%,Submit
,,,,,,,
Ward-Prowse,,,,,,,
MD 6.1,,,,,,,
75,3,2.6,3,8.6,0.47,0.00%,Submit
,,,,,,,
Diogo J.,,,,,,,
MD 7.2,,,,,,,
54,3.2,2.6,2.7,8.5,0.4,0.30%,Submit
,,,,,,,
Virgil,,,,,,,
DF 6.7,,,,,,,
88,2.9,2.7,2.9,8.5,0.42,11.10%,Submit
,,,,,,,
Murillo,,,,,,,
DF 4.8,,,,,,,
82,2.3,3.7,2.5,8.5,0.59,0.30%,Submit
,,,,,,,
Bruno G.,,,,,,,
MD 6.2,,,,,,,
92,3.1,3,2.5,8.5,0.46,0.00%,Submit
,,,,,,,
C.Richards,,,,,,,
DF 4.4,,,,,,,
86,3,2.4,3.1,8.5,0.64,0.00%,Submit
,,,,,,,
Minteh,,,,,,,
MD 4.9,,,,,,,
69,3.2,2.9,2.4,8.5,0.58,1.50%,Submit
,,,,,,,
Lacroix,,,,,,,
DF 4.5,,,,,,,
87,3,2.3,3.2,8.5,0.63,0.00%,Submit
,,,,,,,
Cash,,,,,,,
DF 4.4,,,,,,,
64,2.8,2.6,3,8.4,0.64,0.00%,Submit
,,,,,,,
Gakpo,,,,,,,
FW 7.2,,,,,,,
57,2.8,2.6,2.9,8.4,0.39,0.00%,Submit
,,,,,,,
Trippier,,,,,,,
DF 5.7,,,,,,,
81,3.2,3.2,1.9,8.3,0.49,70.60%,Submit
,,,,,,,
Madueke,,,,,,,
MD 6.0,,,,,,,
58,2.7,2.4,3.3,8.3,0.46,0.00%,Submit
,,,,,,,
Tonali,,,,,,,
MD 5.5,,,,,,,
90,3,3,2.3,8.3,0.51,0.00%,Submit
,,,,,,,
Doku,,,,,,,
MD 6.2,,,,,,,
40,2.6,3.2,2.5,8.3,0.45,0.00%,Submit
,,,,,,,
Kamaldeen,,,,,,,
MD 5.0,,,,,,,
71,3.1,2.4,2.8,8.3,0.55,0.00%,Submit
,,,,,,,
N�rgaard,,,,,,,
MD 4.8,,,,,,,
85,2.8,2.8,2.7,8.3,0.58,0.00%,Submit
,,,,,,,
Tel,,,,,,,
MD 5.8,,,,,,,
69,3.5,2.6,2,8.2,0.47,0.00%,Submit
,,,,,,,
Lewis-Potter,,,,,,,
MD 5.0,,,,,,,
81,2.8,2.7,2.5,8.1,0.54,0.00%,Submit
,,,,,,,
Wan-Bissaka,,,,,,,
DF 4.4,,,,,,,
89,3,2.3,2.8,8,0.61,0.20%,Submit
,,,,,,,
Dorgu,,,,,,,
DF 4.5,,,,,,,
49,1.9,3.8,2.3,8,0.59,0.00%,Submit
,,,,,,,
Garnacho,,,,,,,
MD 5.9,,,,,,,
41,2,3.5,2.5,8,0.45,0.10%,Submit
,,,,,,,
Rice,,,,,,,
MD 6.2,,,,,,,
59,2.7,2.4,2.9,8,0.43,0.00%,Submit
,,,,,,,
Szoboszlai,,,,,,,
MD 6.2,,,,,,,
46,2.3,2.6,3.1,8,0.43,0.20%,Submit
,,,,,,,
Gravenberch,,,,,,,
MD 5.0,,,,,,,
82,2.6,2.6,2.7,7.9,0.53,0.00%,Submit
,,,,,,,
McGinn,,,,,,,
MD 5.2,,,,,,,
64,2.9,2.5,2.5,7.9,0.51,0.00%,Submit
,,,,,,,
Broja,,,,,,,
FW 5.3,,,,,,,
56,3.4,1.9,2.5,7.9,0.5,0.00%,Submit
,,,,,,,
Livramento,,,,,,,
DF 4.6,,,,,,,
89,3,3.1,1.8,7.9,0.57,29.50%,Submit
,,,,,,,
M.Fernandes,,,,,,,
MD 5.0,,,,,,,
85,3,2.4,2.5,7.9,0.53,0.00%,Submit
,,,,,,,
Gana,,,,,,,
MD 4.8,,,,,,,
83,2.8,2.3,2.8,7.9,0.55,0.00%,Submit
,,,,,,,
Cucurella,,,,,,,
DF 5.4,,,,,,,
84,2.3,2.3,3.2,7.8,0.48,59.50%,Submit
,,,,,,,
Konat�,,,,,,,
DF 5.3,,,,,,,
56,1.9,2.8,3,7.7,0.49,1.10%,Submit
,,,,,,,
Wharton,,,,,,,
MD 4.7,,,,,,,
75,2.6,2.4,2.8,7.7,0.55,0.00%,Submit
,,,,,,,
G�ndogan,,,,,,,
MD 6.3,,,,,,,
44,2.4,2.6,2.7,7.7,0.41,0.00%,Submit
,,,,,,,
Andersen,,,,,,,
DF 4.2,,,,,,,
92,2.1,3.3,2.2,7.7,0.61,1.60%,Submit
,,,,,,,
A�t-Nouri,,,,,,,
DF 5.0,,,,,,,
86,1.9,3.3,2.6,7.7,0.51,88.70%,Submit
,,,,,,,
Colwill,,,,,,,
DF 4.4,,,,,,,
91,2.2,2.2,3.2,7.7,0.58,2.80%,Submit
,,,,,,,
Garner,,,,,,,
MD 4.9,,,,,,,
69,2.7,2.2,2.7,7.6,0.52,0.00%,Submit
,,,,,,,
Mitchell,,,,,,,
DF 4.8,,,,,,,
62,2.5,2.1,2.9,7.6,0.53,0.00%,Submit
,,,,,,,
Sch�r,,,,,,,
DF 5.6,,,,,,,
88,2.8,3,1.7,7.6,0.45,8.30%,Submit
,,,,,,,
J.Ayew,,,,,,,
MD 5.1,,,,,,,
56,3.1,2,2.4,7.6,0.49,0.00%,Submit
,,,,,,,
Willock,,,,,,,
MD 4.7,,,,,,,
72,2.7,2.6,2.2,7.5,0.53,0.00%,Submit
,,,,,,,
Faes,,,,,,,
DF 3.8,,,,,,,
92,3.3,1.5,2.7,7.5,0.66,0.60%,Submit
,,,,,,,
Onuachu,,,,,,,
FW 4.9,,,,,,,
54,2.9,2.4,2.1,7.5,0.51,0.00%,Submit
,,,,,,,
Sou?ek,,,,,,,
MD 4.8,,,,,,,
76,2.7,2.3,2.5,7.4,0.52,0.00%,Submit
,,,,,,,
Robertson,,,,,,,
DF 5.8,,,,,,,
43,1.9,2.7,2.9,7.4,0.43,0.20%,Submit
,,,,,,,
O�Reilly,,,,,,,
MD 4.9,,,,,,,
56,2.5,2.8,2.1,7.4,0.5,0.00%,Submit
,,,,,,,
Ndidi,,,,,,,
MD 4.9,,,,,,,
86,2.8,2.2,2.4,7.4,0.5,0.00%,Submit
,,,,,,,
Kilman,,,,,,,
DF 4.3,,,,,,,
92,2.8,2,2.5,7.4,0.57,0.10%,Submit
,,,,,,,
Johnson,,,,,,,
MD 6.2,,,,,,,
59,2.9,2.5,1.9,7.3,0.39,0.00%,Submit
,,,,,,,
Van den Berg,,,,,,,
DF 4.1,,,,,,,
70,2.4,2.5,2.3,7.3,0.59,0.10%,Submit
,,,,,,,
Ramsey,,,,,,,
MD 5.4,,,,,,,
51,2.5,2.2,2.5,7.2,0.45,0.00%,Submit
,,,,,,,
Coady,,,,,,,
DF 4.0,,,,,,,
86,3,1.4,2.8,7.2,0.6,0.00%,Submit
,,,,,,,
Bernardo,,,,,,,
MD 6.1,,,,,,,
52,2.5,2.4,2.2,7.2,0.39,0.00%,Submit
,,,,,,,
Estupi�an,,,,,,,
DF 4.9,,,,,,,
80,2.7,2.6,1.9,7.1,0.49,14.60%,Submit
,,,,,,,
Thomas,,,,,,,
MD 4.9,,,,,,,
74,2.7,2.1,2.3,7.1,0.49,0.00%,Submit
,,,,,,,
J.Timber,,,,,,,
DF 5.7,,,,,,,
43,2.1,1.9,3.1,7.1,0.42,0.30%,Submit
,,,,,,,
Kamara,,,,,,,
MD 5.0,,,,,,,
79,2.5,2.3,2.3,7.1,0.47,0.00%,Submit
,,,,,,,
Luki?,,,,,,,
MD 4.8,,,,,,,
84,2.3,2.6,2.2,7.1,0.49,0.00%,Submit
,,,,,,,
Baleba,,,,,,,
MD 5.0,,,,,,,
89,2.5,2.4,2.1,7.1,0.47,0.00%,Submit
,,,,,,,
Bassey,,,,,,,
DF 4.5,,,,,,,
90,2,3,2.1,7.1,0.52,0.00%,Submit
,,,,,,,
Todibo,,,,,,,
DF 4.2,,,,,,,
80,2.6,1.9,2.5,7.1,0.56,0.10%,Submit
,,,,,,,
N.Gonzalez,,,,,,,
MD 6.0,,,,,,,
65,2.5,2.4,2.1,7,0.39,0.00%,Submit
,,,,,,,
Gordon,,,,,,,
MD 7.4,,,,,,,
41,2.2,2.7,2.2,7,0.32,0.50%,Submit
,,,,,,,
Berge,,,,,,,
MD 5.0,,,,,,,
83,2.3,2.6,2.1,7,0.47,0.00%,Submit
,,,,,,,
J.Gomes,,,,,,,
MD 4.9,,,,,,,
82,2.2,2.5,2.3,6.9,0.47,0.00%,Submit
,,,,,,,
Justin,,,,,,,
DF 4.1,,,,,,,
65,2.9,1.5,2.5,6.9,0.56,0.10%,Submit
,,,,,,,
De Ligt,,,,,,,
DF 4.8,,,,,,,
65,2,3,1.8,6.8,0.47,0.00%,Submit
,,,,,,,
Digne,,,,,,,
DF 4.5,,,,,,,
49,2.4,2.1,2.3,6.8,0.5,0.10%,Submit
,,,,,,,
Sessegnon,,,,,,,
DF 4.2,,,,,,,
63,2.4,2.8,1.6,6.8,0.54,60.60%,Submit
,,,,,,,
Chalobah,,,,,,,
DF 4.4,,,,,,,
77,2.1,2,2.7,6.8,0.51,0.30%,Submit
,,,,,,,
Cajuste,,,,,,,
MD 4.5,,,,,,,
80,2.2,2.3,2.2,6.7,0.5,0.00%,Submit
,,,,,,,
F�llkrug,,,,,,,
FW 6.7,,,,,,,
39,2.3,2.1,2.3,6.7,0.33,0.00%,Submit
,,,,,,,
Odobert,,,,,,,
MD 5.3,,,,,,,
64,2.9,2.3,1.5,6.7,0.42,0.00%,Submit
,,,,,,,
Van Hecke,,,,,,,
DF 4.5,,,,,,,
89,2.5,2.5,1.7,6.6,0.49,0.00%,Submit
,,,,,,,
Burn,,,,,,,
DF 4.5,,,,,,,
88,2.6,2.5,1.5,6.6,0.49,3.70%,Submit
,,,,,,,
Foden,,,,,,,
MD 9.1,,,,,,,
33,2.5,2.3,1.8,6.6,0.24,0.00%,Submit
,,,,,,,
N.Semedo,,,,,,,
DF 4.5,,,,,,,
87,1.6,2.8,2.2,6.6,0.49,23.10%,Submit
,,,,,,,
Robinson,,,,,,,
DF 4.8,,,,,,,
60,1.5,2.7,2.4,6.6,0.46,17.50%,Submit
,,,,,,,
Wilson,,,,,,,
MD 5.2,,,,,,,
38,1.8,2.7,2,6.6,0.42,0.00%,Submit
,,,,,,,
Andr�,,,,,,,
MD 5.0,,,,,,,
81,2,2.4,2.1,6.6,0.44,0.00%,Submit
,,,,,,,
Alcaraz,,,,,,,
MD 4.7,,,,,,,
39,2.3,1.6,2.6,6.5,0.46,0.00%,Submit
,,,,,,,
Cook,,,,,,,
MD 5.0,,,,,,,
82,2.1,2.4,2,6.5,0.44,0.00%,Submit
,,,,,,,
Yarmoliuk,,,,,,,
MD 4.3,,,,,,,
61,2.2,2.2,2.1,6.5,0.5,0.10%,Submit
,,,,,,,
Agbadou,,,,,,,
DF 4.0,,,,,,,
90,1.5,2.8,2.1,6.5,0.54,14.80%,Submit
,,,,,,,
Spence,,,,,,,
DF 4.4,,,,,,,
79,2.5,2.4,1.6,6.5,0.49,0.00%,Submit
,,,,,,,
Caicedo,,,,,,,
MD 4.9,,,,,,,
75,2,2.1,2.4,6.5,0.44,0.00%,Submit
,,,,,,,
McAteer,,,,,,,
MD 4.7,,,,,,,
54,2.7,1.8,1.9,6.4,0.46,0.00%,Submit
,,,,,,,
Pau,,,,,,,
DF 4.2,,,,,,,
61,2.3,1.9,2.2,6.4,0.51,0.00%,Submit
,,,,,,,
White,,,,,,,
DF 6.1,,,,,,,
68,3.2,1.2,1.9,6.4,0.35,0.00%,Submit
,,,,,,,
Andreas,,,,,,,
MD 4.9,,,,,,,
41,1.9,2.4,2.2,6.4,0.44,0.10%,Submit
,,,,,,,
Calvert-Lewin,,,,,,,
FW 5.4,,,,,,,
22,1,2.2,3.2,6.4,0.4,0.10%,Submit
,,,,,,,
Kerkez,,,,,,,
DF 5.3,,,,,,,
89,1.6,3,1.8,6.4,0.4,6.70%,Submit
,,,,,,,
Tavernier,,,,,,,
MD 5.4,,,,,,,
53,2.1,2.3,1.9,6.4,0.39,0.00%,Submit
,,,,,,,
B.Soumar�,,,,,,,
MD 4.4,,,,,,,
79,2.3,1.9,2.1,6.4,0.48,0.00%,Submit
,,,,,,,
Maatsen,,,,,,,
DF 4.5,,,,,,,
51,2.4,1.9,2.1,6.3,0.47,0.00%,Submit
,,,,,,,
Matheus N.,,,,,,,
MD 4.9,,,,,,,
58,2.2,2.3,1.9,6.3,0.43,0.00%,Submit
,,,,,,,
Scott,,,,,,,
MD 4.7,,,,,,,
66,2,2.4,1.9,6.3,0.45,0.00%,Submit
,,,,,,,
Ajer,,,,,,,
DF 4.4,,,,,,,
67,2.6,2.4,1.4,6.3,0.48,0.00%,Submit
,,,,,,,
Ugochukwu,,,,,,,
MD 4.4,,,,,,,
80,2.3,2,2,6.3,0.48,0.00%,Submit
,,,,,,,
Toti,,,,,,,
DF 4.3,,,,,,,
88,1.4,2.8,2.1,6.3,0.49,0.80%,Submit
,,,,,,,
Daka,,,,,,,
FW 4.8,,,,,,,
41,2.3,1.8,2.2,6.3,0.44,0.00%,Submit
,,,,,,,
Emerson,,,,,,,
DF 4.4,,,,,,,
59,2.2,1.8,2.2,6.2,0.47,0.00%,Submit
,,,,,,,
Romero,,,,,,,
DF 4.9,,,,,,,
41,1.4,2.9,1.9,6.2,0.42,0.00%,Submit
,,,,,,,
Tete,,,,,,,
DF 4.4,,,,,,,
66,1.9,2.4,1.9,6.2,0.47,0.10%,Submit
,,,,,,,
O'Riley,,,,,,,
MD 5.5,,,,,,,
48,2.2,2.3,1.6,6.1,0.37,0.00%,Submit
,,,,,,,
Mount,,,,,,,
MD 6.3,,,,,,,
52,2.3,2.2,1.5,6,0.32,0.00%,Submit
,,,,,,,
Richarlison,,,,,,,
FW 6.8,,,,,,,
53,2.7,1.8,1.5,6,0.3,0.00%,Submit
,,,,,,,
Manning,,,,,,,
DF 4.3,,,,,,,
73,2.7,1.5,1.8,6,0.47,0.00%,Submit
,,,,,,,
O'Shea,,,,,,,
DF 3.9,,,,,,,
90,1.7,2,2.3,6,0.51,0.00%,Submit
,,,,,,,
O.Dango,,,,,,,
MD 4.7,,,,,,,
38,1.8,2.3,1.9,6,0.42,0.30%,Submit
,,,,,,,
Doherty,,,,,,,
DF 4.3,,,,,,,
69,1.4,2.6,1.9,5.9,0.46,0.10%,Submit
,,,,,,,
Bentancur,,,,,,,
MD 4.9,,,,,,,
45,1.6,2.4,2,5.9,0.4,0.00%,Submit
,,,,,,,
Dunk,,,,,,,
DF 4.2,,,,,,,
78,2.3,2.1,1.4,5.9,0.47,9.20%,Submit
,,,,,,,
Kristiansen,,,,,,,
DF 4.4,,,,,,,
54,2.4,1.3,2.1,5.9,0.45,0.00%,Submit
,,,,,,,
Nketiah,,,,,,,
FW 5.9,,,,,,,
36,2,1.8,2.1,5.9,0.33,0.00%,Submit
,,,,,,,
Jensen,,,,,,,
MD 5.3,,,,,,,
43,1.9,2,2,5.8,0.37,0.00%,Submit
,,,,,,,
Morsy,,,,,,,
MD 4.8,,,,,,,
82,2,2,1.8,5.8,0.4,0.00%,Submit
