col1,col2,col3,col4,col5,col6,col7,col8
73,3.4,2.6,3.5,9.4,0.51,0.00%,Submit
,,,,,,,
Munetsi,,,,,,,
MD 5.0,,,,,,,
82,3.5,2.9,3.1,9.4,0.63,0.00%,Submit
,,,,,,,
A.Doucoure,,,,,,,
MD 5.1,,,,,,,
81,2.9,3.9,2.6,9.4,0.61,0.00%,Submit
,,,,,,,
Kiwior,,,,,,,
DF 4.8,,,,,,,
83,2.1,3.2,4,9.3,0.64,40.10%,Submit
,,,,,,,
El Khannouss,,,,,,,
MD 4.8,,,,,,,
79,2.8,3.6,2.8,9.2,0.64,0.00%,Submit
,,,,,,,
Mac Allister,,,,,,,
MD 6.2,,,,,,,
72,2.8,2.9,3.5,9.1,0.49,0.00%,Submit
,,,,,,,
J.Timber,,,,,,,
DF 5.6,,,,,,,
63,1.8,3.3,4,9.1,0.54,2.80%,Submit
,,,,,,,
Collins,,,,,,,
DF 4.6,,,,,,,
91,3.5,3,2.7,9.1,0.66,0.10%,Submit
,,,,,,,
Ramsdale,,,,,,,
GK 4.4,,,,,,,
93,3,3.1,3,9.1,0.69,0.10%,Submit
,,,,,,,
Tel,,,,,,,
MD 5.8,,,,,,,
60,3.3,2.7,3,9.1,0.52,0.00%,Submit
,,,,,,,
Doku,,,,,,,
MD 6.2,,,,,,,
63,3.9,2.7,2.4,9,0.49,0.00%,Submit
,,,,,,,
Milenkovi?,,,,,,,
DF 5.2,,,,,,,
91,4.1,2.6,2.3,9,0.58,4.10%,Submit
,,,,,,,
Hutchinson,,,,,,,
MD 5.2,,,,,,,
80,3.1,3,2.8,9,0.58,0.00%,Submit
,,,,,,,
L.Paquet�,,,,,,,
MD 5.7,,,,,,,
76,2.8,3.2,3,9,0.53,0.00%,Submit
,,,,,,,
Szoboszlai,,,,,,,
MD 6.2,,,,,,,
59,2.9,3.1,3,9,0.48,0.00%,Submit
,,,,,,,
Bruno G.,,,,,,,
MD 6.2,,,,,,,
89,3.1,2.6,3.2,9,0.48,0.00%,Submit
,,,,,,,
Mitoma,,,,,,,
MD 6.4,,,,,,,
68,3.2,2.8,3,9,0.47,0.10%,Submit
,,,,,,,
Kerkez,,,,,,,
DF 5.3,,,,,,,
89,3,1.8,4.1,8.9,0.56,1.10%,Submit
,,,,,,,
Robertson,,,,,,,
DF 5.8,,,,,,,
59,2.7,2.7,3.5,8.8,0.51,0.10%,Submit
,,,,,,,
Anderson,,,,,,,
MD 5.0,,,,,,,
85,3.5,2.8,2.5,8.8,0.59,0.00%,Submit
,,,,,,,
A�t-Nouri,,,,,,,
DF 5.1,,,,,,,
79,3.2,2.6,3,8.8,0.57,5.90%,Submit
,,,,,,,
Van den Berg,,,,,,,
DF 4.1,,,,,,,
89,3.4,2.9,2.4,8.8,0.71,0.20%,Submit
,,,,,,,
Tonali,,,,,,,
MD 5.5,,,,,,,
89,3.1,2.6,3.1,8.7,0.53,0.00%,Submit
,,,,,,,
F�llkrug,,,,,,,
FW 6.7,,,,,,,
54,2.6,3.1,3,8.7,0.43,0.00%,Submit
,,,,,,,
Barnes,,,,,,,
MD 6.0,,,,,,,
53,3.1,2.4,3.2,8.7,0.48,0.20%,Submit
,,,,,,,
Cucurella,,,,,,,
DF 5.4,,,,,,,
84,2.4,3.5,2.8,8.7,0.54,0.50%,Submit
,,,,,,,
Konsa,,,,,,,
DF 4.4,,,,,,,
91,2.6,3.4,2.6,8.6,0.65,48.90%,Submit
,,,,,,,
Konat�,,,,,,,
DF 5.3,,,,,,,
79,2.7,2.8,3.1,8.6,0.54,2.40%,Submit
,,,,,,,
Wan-Bissaka,,,,,,,
DF 4.4,,,,,,,
89,2.3,3,3.2,8.5,0.64,5.00%,Submit
,,,,,,,
Mykolenko,,,,,,,
DF 4.3,,,,,,,
86,2.4,4.1,1.8,8.3,0.64,4.70%,Submit
,,,,,,,
N�rgaard,,,,,,,
MD 4.8,,,,,,,
88,2.9,2.7,2.6,8.3,0.57,0.00%,Submit
,,,,,,,
Colwill,,,,,,,
DF 4.4,,,,,,,
91,2.4,3.3,2.6,8.3,0.63,1.10%,Submit
,,,,,,,
Livramento,,,,,,,
DF 4.6,,,,,,,
88,3,1.9,3.4,8.3,0.6,54.60%,Submit
,,,,,,,
Huijsen,,,,,,,
DF 4.5,,,,,,,
85,2.7,1.7,3.9,8.2,0.61,0.20%,Submit
,,,,,,,
Ndiaye,,,,,,,
FW 5.2,,,,,,,
60,2.6,3.3,2.3,8.2,0.52,0.10%,Submit
,,,,,,,
Murillo,,,,,,,
DF 4.8,,,,,,,
94,3.3,2.5,2.3,8.2,0.57,0.70%,Submit
,,,,,,,
McGinn,,,,,,,
MD 5.2,,,,,,,
76,2.7,2.8,2.6,8.2,0.52,0.00%,Submit
,,,,,,,
Cash,,,,,,,
DF 4.4,,,,,,,
72,2.5,3.2,2.4,8.1,0.61,0.20%,Submit
,,,,,,,
O'Brien,,,,,,,
DF 4.5,,,,,,,
89,2.3,4,1.8,8.1,0.6,8.20%,Submit
,,,,,,,
G�ndogan,,,,,,,
MD 6.3,,,,,,,
60,3.1,2.9,2.1,8.1,0.43,0.00%,Submit
,,,,,,,
Gravenberch,,,,,,,
MD 5.0,,,,,,,
74,2.5,2.7,2.9,8.1,0.54,0.00%,Submit
,,,,,,,
Wilson,,,,,,,
MD 5.2,,,,,,,
56,3.2,2.5,2.4,8.1,0.52,0.00%,Submit
,,,,,,,
J.Murphy,,,,,,,
MD 5.3,,,,,,,
62,2.9,2.2,2.9,8.1,0.51,16.40%,Submit
,,,,,,,
Tete,,,,,,,
DF 4.4,,,,,,,
88,3.5,2.3,2.2,8.1,0.61,0.00%,Submit
,,,,,,,
Johnson,,,,,,,
MD 6.2,,,,,,,
63,3.3,2.1,2.6,8,0.43,0.00%,Submit
,,,,,,,
Branthwaite,,,,,,,
DF 4.8,,,,,,,
94,2.4,3.9,1.8,8,0.56,0.30%,Submit
,,,,,,,
Gakpo,,,,,,,
FW 7.2,,,,,,,
46,2.5,2.7,2.9,8,0.37,0.00%,Submit
,,,,,,,
Richarlison,,,,,,,
FW 6.8,,,,,,,
54,2.9,2.3,2.8,8,0.39,0.00%,Submit
,,,,,,,
Ramsey,,,,,,,
MD 5.4,,,,,,,
63,2.7,2.8,2.4,8,0.49,0.00%,Submit
,,,,,,,
Vicario,,,,,,,
GK 4.8,,,,,,,
69,2.6,2.6,2.7,7.9,0.55,0.00%,Submit
,,,,,,,
Trippier,,,,,,,
DF 5.7,,,,,,,
77,2.5,2.1,3.3,7.9,0.46,8.50%,Submit
,,,,,,,
Sch�r,,,,,,,
DF 5.6,,,,,,,
93,2.4,1.9,3.6,7.8,0.47,0.50%,Submit
,,,,,,,
Lewis-Potter,,,,,,,
MD 5.0,,,,,,,
77,2.8,2.5,2.4,7.8,0.52,0.00%,Submit
,,,,,,,
Odobert,,,,,,,
MD 5.3,,,,,,,
58,2.8,2.2,2.7,7.8,0.49,0.00%,Submit
,,,,,,,
Mount,,,,,,,
MD 6.3,,,,,,,
59,3.3,2.1,2.3,7.8,0.41,0.00%,Submit
,,,,,,,
N.Semedo,,,,,,,
DF 4.5,,,,,,,
85,2.9,2.2,2.6,7.8,0.57,0.00%,Submit
,,,,,,,
Agbadou,,,,,,,
DF 4.0,,,,,,,
90,2.9,2.2,2.6,7.7,0.64,3.90%,Submit
,,,,,,,
Zabarnyi,,,,,,,
DF 4.4,,,,,,,
88,2.6,1.6,3.5,7.7,0.58,0.00%,Submit
,,,,,,,
Mu�oz,,,,,,,
DF 5.2,,,,,,,
91,2.8,3.6,1.3,7.7,0.49,46.30%,Submit
,,,,,,,
Robinson,,,,,,,
DF 4.8,,,,,,,
75,3,2.4,2.2,7.7,0.53,0.50%,Submit
,,,,,,,
Andersen,,,,,,,
DF 4.2,,,,,,,
92,3.3,2.3,2.1,7.7,0.61,1.20%,Submit
,,,,,,,
Kilman,,,,,,,
DF 4.3,,,,,,,
91,2.1,2.7,2.8,7.5,0.58,2.20%,Submit
,,,,,,,
Onana,,,,,,,
GK 4.9,,,,,,,
65,2.6,2.2,2.7,7.5,0.51,0.10%,Submit
,,,,,,,
Cook,,,,,,,
MD 5.0,,,,,,,
85,2.6,2.1,2.8,7.5,0.5,0.00%,Submit
,,,,,,,
Calvert-Lewin,,,,,,,
FW 5.4,,,,,,,
34,1.9,3,2.5,7.5,0.46,0.10%,Submit
,,,,,,,
Kamaldeen,,,,,,,
MD 5.0,,,,,,,
69,2.5,2.6,2.4,7.5,0.5,0.00%,Submit
,,,,,,,
H�jlund,,,,,,,
FW 6.9,,,,,,,
44,2.9,2.2,2.4,7.5,0.36,0.00%,Submit
,,,,,,,
J.Ayew,,,,,,,
MD 5.1,,,,,,,
54,2.3,3,2.2,7.5,0.49,0.00%,Submit
,,,,,,,
Pau,,,,,,,
DF 4.2,,,,,,,
78,2.3,2.8,2.3,7.5,0.59,0.30%,Submit
,,,,,,,
Andreas,,,,,,,
MD 4.9,,,,,,,
63,3.1,2.3,2,7.4,0.51,0.00%,Submit
,,,,,,,
J.Gomes,,,,,,,
MD 4.9,,,,,,,
83,2.6,2.4,2.4,7.4,0.5,0.00%,Submit
,,,,,,,
Sessegnon,,,,,,,
DF 4.2,,,,,,,
56,3.3,2.1,2,7.4,0.58,0.30%,Submit
,,,,,,,
Gana,,,,,,,
MD 4.8,,,,,,,
88,2.4,2.8,2.1,7.3,0.5,0.00%,Submit
,,,,,,,
M.Fernandes,,,,,,,
MD 5.0,,,,,,,
84,2.5,2.4,2.4,7.3,0.48,0.00%,Submit
,,,,,,,
Burn,,,,,,,
DF 4.5,,,,,,,
85,2.6,1.6,3,7.2,0.54,11.80%,Submit
,,,,,,,
Berge,,,,,,,
MD 5.0,,,,,,,
86,2.7,2.3,2.2,7.2,0.48,0.00%,Submit
,,,,,,,
Sou?ek,,,,,,,
MD 4.8,,,,,,,
68,2.2,2.5,2.5,7.2,0.5,0.00%,Submit
,,,,,,,
Toti,,,,,,,
DF 4.3,,,,,,,
88,2.7,2.1,2.4,7.2,0.56,0.00%,Submit
,,,,,,,
Garner,,,,,,,
MD 4.9,,,,,,,
72,2.2,3,2,7.2,0.49,0.00%,Submit
,,,,,,,
Bradley,,,,,,,
DF 4.7,,,,,,,
45,2,2.5,2.8,7.2,0.51,5.00%,Submit
,,,,,,,
Thomas,,,,,,,
MD 4.9,,,,,,,
70,2,2.4,2.8,7.2,0.49,0.00%,Submit
,,,,,,,
Yarmoliuk,,,,,,,
MD 4.3,,,,,,,
68,2.6,2.4,2.3,7.2,0.56,0.00%,Submit
,,,,,,,
Foden,,,,,,,
MD 9.1,,,,,,,
36,2.8,2.3,2,7.2,0.26,0.30%,Submit
,,,,,,,
Lacroix,,,,,,,
DF 4.5,,,,,,,
92,2.5,3.3,1.4,7.1,0.53,0.10%,Submit
,,,,,,,
Gu�hi,,,,,,,
DF 4.7,,,,,,,
90,2.4,3.4,1.3,7.1,0.51,0.10%,Submit
,,,,,,,
Bassey,,,,,,,
DF 4.5,,,,,,,
91,3.1,2.1,1.9,7.1,0.53,0.00%,Submit
,,,,,,,
Baleba,,,,,,,
MD 5.0,,,,,,,
85,2.5,2.2,2.3,7.1,0.47,0.00%,Submit
,,,,,,,
Jo�o Pedro,,,,,,,
FW 5.5,,,,,,,
0,0,3.5,3.6,7.1,0.43,5.70%,Submit
,,,,,,,
Todibo,,,,,,,
DF 4.2,,,,,,,
78,1.9,2.4,2.7,7,0.56,0.50%,Submit
,,,,,,,
Ndidi,,,,,,,
MD 4.9,,,,,,,
85,2.2,2.7,2.1,7,0.48,0.00%,Submit
,,,,,,,
Willock,,,,,,,
MD 4.7,,,,,,,
63,2.5,2.2,2.3,7,0.49,0.00%,Submit
,,,,,,,
Chalobah,,,,,,,
DF 4.4,,,,,,,
71,2,2.6,2.3,7,0.53,0.10%,Submit
,,,,,,,
Smith Rowe,,,,,,,
MD 5.1,,,,,,,
51,2.6,2.2,2.1,6.9,0.45,0.10%,Submit
,,,,,,,
Savinho,,,,,,,
MD 6.1,,,,,,,
40,2.7,2.5,1.8,6.9,0.38,15.40%,Submit
,,,,,,,
Kamara,,,,,,,
MD 5.0,,,,,,,
89,2.4,2.4,2.1,6.9,0.46,0.00%,Submit
,,,,,,,
C.Richards,,,,,,,
DF 4.4,,,,,,,
88,2.4,3.1,1.3,6.9,0.52,0.00%,Submit
,,,,,,,
Caicedo,,,,,,,
MD 4.9,,,,,,,
85,2.2,2.4,2.2,6.9,0.47,0.00%,Submit
,,,,,,,
Garnacho,,,,,,,
MD 5.9,,,,,,,
47,2.8,1.8,2.2,6.9,0.39,0.10%,Submit
,,,,,,,
Ward-Prowse,,,,,,,
MD 6.1,,,,,,,
59,2.2,2.3,2.3,6.8,0.37,0.00%,Submit
,,,,,,,
Matheus N.,,,,,,,
MD 4.9,,,,,,,
63,2.5,2.3,2,6.8,0.46,0.00%,Submit
,,,,,,,
Estupi�an,,,,,,,
DF 4.9,,,,,,,
75,2.7,1.8,2.3,6.8,0.46,7.60%,Submit
,,,,,,,
Spence,,,,,,,
DF 4.4,,,,,,,
69,2.4,1.8,2.6,6.8,0.52,0.00%,Submit
,,,,,,,
Alcaraz,,,,,,,
MD 4.7,,,,,,,
47,2,2.8,2,6.8,0.48,0.00%,Submit
,,,,,,,
Kamada,,,,,,,
MD 5.1,,,,,,,
67,2.6,2.5,1.7,6.8,0.44,0.00%,Submit
,,,,,,,
Andr�,,,,,,,
MD 5.0,,,,,,,
81,2.4,2.1,2.2,6.8,0.45,0.00%,Submit
,,,,,,,
Onuachu,,,,,,,
FW 4.9,,,,,,,
54,2.3,2.3,2.1,6.7,0.46,0.00%,Submit
,,,,,,,
Doherty,,,,,,,
DF 4.3,,,,,,,
65,2.3,2.1,2.3,6.7,0.52,0.00%,Submit
,,,,,,,
Beto,,,,,,,
FW 4.8,,,,,,,
49,2.5,2.7,1.5,6.7,0.47,0.10%,Submit
,,,,,,,
Dorgu,,,,,,,
DF 4.5,,,,,,,
55,2.9,1.6,2.1,6.7,0.49,0.00%,Submit
,,,,,,,
O'Shea,,,,,,,
DF 3.9,,,,,,,
90,2.1,2.3,2.2,6.6,0.57,0.00%,Submit
,,,,,,,
Emerson,,,,,,,
DF 4.4,,,,,,,
60,1.8,2.2,2.5,6.6,0.5,0.00%,Submit
,,,,,,,
Buonanotte,,,,,,,
MD 4.5,,,,,,,
52,2,2.5,1.9,6.5,0.48,0.00%,Submit
,,,,,,,
Bellegarde,,,,,,,
MD 4.9,,,,,,,
46,2.3,1.8,2.3,6.5,0.44,0.00%,Submit
,,,,,,,
Digne,,,,,,,
DF 4.4,,,,,,,
47,1.9,2.4,2.2,6.4,0.49,0.60%,Submit
,,,,,,,
Solanke,,,,,,,
FW 7.3,,,,,,,
38,2.3,1.9,2.2,6.4,0.29,0.70%,Submit
,,,,,,,
Van Hecke,,,,,,,
DF 4.5,,,,,,,
90,2.6,1.8,2.1,6.4,0.48,0.20%,Submit
,,,,,,,
Bernardo,,,,,,,
MD 6.1,,,,,,,
47,2.6,2.1,1.8,6.4,0.35,0.00%,Submit
,,,,,,,
Mitchell,,,,,,,
DF 4.8,,,,,,,
64,2.1,3,1.3,6.4,0.44,0.00%,Submit
,,,,,,,
Nwaneri,,,,,,,
MD 4.4,,,,,,,
31,1.6,2,2.8,6.4,0.48,0.00%,Submit
,,,,,,,
Lewis-Skelly,,,,,,,
MD 4.5,,,,,,,
63,1.9,2.1,2.3,6.4,0.47,0.00%,Submit
,,,,,,,
Patterson,,,,,,,
DF 4.4,,,,,,,
58,1.8,3.1,1.4,6.4,0.48,0.00%,Submit
,,,,,,,
Amass,,,,,,,
DF 4.0,,,,,,,
66,3,1.5,1.8,6.3,0.53,0.00%,Submit
,,,,,,,
Scott,,,,,,,
MD 4.7,,,,,,,
53,2,1.8,2.5,6.3,0.44,0.00%,Submit
,,,,,,,
P.M.Sarr,,,,,,,
MD 4.7,,,,,,,
63,2.2,1.9,2.1,6.2,0.44,0.00%,Submit
,,,,,,,
Smith,,,,,,,
DF 4.4,,,,,,,
58,2.1,1.3,2.8,6.2,0.47,0.00%,Submit
,,,,,,,
O�Reilly,,,,,,,
MD 4.9,,,,,,,
57,2.6,2,1.6,6.2,0.42,0.00%,Submit
,,,,,,,
Shaw,,,,,,,
DF 4.9,,,,,,,
64,2.7,1.5,2,6.2,0.42,0.00%,Submit
,,,,,,,
Brooks,,,,,,,
MD 4.9,,,,,,,
38,1.9,1.7,2.5,6.1,0.41,0.00%,Submit
,,,,,,,
Johnson,,,,,,,
DF 3.8,,,,,,,
61,1.9,2.2,1.9,6,0.53,0.10%,Submit
,,,,,,,
Dominguez,,,,,,,
MD 4.8,,,,,,,
55,2.4,1.9,1.7,6,0.42,0.00%,Submit
,,,,,,,
Harrison,,,,,,,
MD 5.2,,,,,,,
39,1.9,2.3,1.8,6,0.38,0.00%,Submit
,,,,,,,
Faes,,,,,,,
DF 3.8,,,,,,,
88,1.6,3,1.4,6,0.52,0.10%,Submit
,,,,,,,
Danso,,,,,,,
DF 4.4,,,,,,,
71,2.3,1.6,2,6,0.45,0.00%,Submit
,,,,,,,
McAteer,,,,,,,
MD 4.7,,,,,,,
48,1.9,2.4,1.7,5.9,0.42,0.00%,Submit
,,,,,,,
Jota Silva,,,,,,,
MD 5.9,,,,,,,
38,2.6,1.8,1.5,5.9,0.33,0.00%,Submit
,,,,,,,
Jones,,,,,,,
MD 5.3,,,,,,,
51,2,1.9,2,5.9,0.37,0.00%,Submit
,,,,,,,
Akanji,,,,,,,
DF 5.3,,,,,,,
49,2.4,2,1.6,5.9,0.37,0.00%,Submit
,,,,,,,
O'Riley,,,,,,,
MD 5.5,,,,,,,
59,2.6,1.6,1.7,5.9,0.36,0.00%,Submit
,,,,,,,
Dunk,,,,,,,
DF 4.2,,,,,,,
77,2.4,1.6,1.8,5.9,0.46,13.70%,Submit
,,,,,,,
Mazraoui,,,,,,,
DF 4.2,,,,,,,
56,2.5,1.5,1.9,5.9,0.46,1.20%,Submit
,,,,,,,
Maatsen,,,,,,,
DF 4.5,,,,,,,
51,1.9,2.2,1.7,5.8,0.43,0.00%,Submit
,,,,,,,
Ugochukwu,,,,,,,
MD 4.4,,,,,,,
82,2,2,1.9,5.8,0.44,0.00%,Submit
