col1,col2,col3,col4,col5,col6,col7,col8
M.Salah,,,,,,,
MD 13.8,,,,,,,
89,7.5,5.3,5.6,18.5,0.45,80.00%,Submit
,,,,,,,
Mbeumo,,,,,,,
MD 8.0,,,,,,,
92,4.7,5.8,5.8,16.3,0.68,17.30%,Submit
,,,,,,,
Palmer,,,,,,,
MD 10.6,,,,,,,
88,6.3,4.7,4.7,15.7,0.49,19.30%,Submit
,,,,,,,
Wood,,,,,,,
FW 7.0,,,,,,,
85,5,4.1,6.3,15.4,0.73,0.70%,Submit
,,,,,,,
Isak,,,,,,,
FW 9.6,,,,,,,
77,6.1,4.4,4.7,15.2,0.53,89.10%,Submit
,,,,,,,
B.Fernandes,,,,,,,
MD 8.5,,,,,,,
89,4.4,4.4,5.2,14.1,0.55,0.90%,Submit
,,,,,,,
Cunha,,,,,,,
FW 7.0,,,,,,,
77,5.4,3.1,5.1,13.6,0.65,0.00%,Submit
,,,,,,,
Bowen,,,,,,,
MD 7.6,,,,,,,
91,4.1,4.8,4.6,13.5,0.59,4.90%,Submit
,,,,,,,
Welbeck,,,,,,,
FW 5.5,,,,,,,
84,5,4.3,4.1,13.4,0.81,0.30%,Submit
,,,,,,,
Ra�l,,,,,,,
FW 5.3,,,,,,,
85,5.6,3.7,4.1,13.4,0.84,0.00%,Submit
,,,,,,,
Wissa,,,,,,,
FW 6.6,,,,,,,
92,4,4.6,4.6,13.3,0.67,4.30%,Submit
,,,,,,,
Evanilson,,,,,,,
FW 5.8,,,,,,,
81,4.5,3.2,5.4,13.2,0.76,27.70%,Submit
,,,,,,,
Solanke,,,,,,,
FW 7.3,,,,,,,
82,3.3,4,5.8,13.1,0.6,1.00%,Submit
,,,,,,,
Kluivert,,,,,,,
MD 6.0,,,,,,,
78,4.6,2.9,5.4,12.9,0.72,0.70%,Submit
,,,,,,,
Gibbs-White,,,,,,,
MD 6.4,,,,,,,
76,3.9,3.5,5.2,12.7,0.66,0.00%,Submit
,,,,,,,
Semenyo,,,,,,,
MD 5.7,,,,,,,
87,4.4,3,5.1,12.5,0.73,6.40%,Submit
,,,,,,,
Marmoush,,,,,,,
FW 7.7,,,,,,,
82,0,5.5,6.9,12.4,0.54,98.80%,Submit
,,,,,,,
Strand Larsen,,,,,,,
FW 5.4,,,,,,,
79,4.8,3,4.5,12.3,0.76,0.50%,Submit
,,,,,,,
Hudson-Odoi,,,,,,,
MD 5.1,,,,,,,
81,3.9,3.2,4.6,11.6,0.76,0.00%,Submit
,,,,,,,
Sels,,,,,,,
GK 5.1,,,,,,,
94,3.6,3.3,4.7,11.6,0.76,1.00%,Submit
,,,,,,,
Schade,,,,,,,
MD 5.1,,,,,,,
86,3.6,3.9,4.1,11.6,0.76,0.20%,Submit
,,,,,,,
Vardy,,,,,,,
FW 5.3,,,,,,,
80,3.5,4.8,3.2,11.6,0.73,0.30%,Submit
,,,,,,,
Vicario,,,,,,,
GK 4.8,,,,,,,
93,3.1,3.4,5,11.5,0.8,0.00%,Submit
,,,,,,,
Arrizabalaga,,,,,,,
GK 4.6,,,,,,,
93,3.6,3.1,4.7,11.4,0.83,4.20%,Submit
,,,,,,,
Luis D�az,,,,,,,
MD 7.6,,,,,,,
68,4.4,3.3,3.5,11.3,0.49,0.20%,Submit
,,,,,,,
Jos� S�,,,,,,,
GK 4.4,,,,,,,
94,3.9,3.1,4.2,11.2,0.85,1.60%,Submit
,,,,,,,
Rashford,,,,,,,
