id,name,position,team,prob_injury,starts,starts_perc,starts_per_90,minutes,selected_by_percent,ep_next,now_cost,gw
328,M.Salah,MID,LIV,0.0,9,0.23684210526315788,1.03,784,41.5,9.3,12.7,10
17,Saka,MID,ARS,0.0,8,0.21052631578947367,1.11,650,24.6,9.3,10.1,10
99,Mbeumo,MID,BRE,0.0,9,0.23684210526315788,1.0,809,39.5,8.3,7.8,10
235,Pickford,GKP,EVE,0.0,9,0.23684210526315788,1.0,810,10.3,8.2,4.9,10
228,Keane,DEF,EVE,0.0,8,0.21052631578947367,1.0,720,10.9,7.8,4.3,10
354,Kovačić,MID,MCI,0.0,8,0.21052631578947367,1.03,698,4.3,7.3,5.6,10
512,Antonio,FWD,WHM,0.0,8,0.21052631578947367,1.29,557,2.9,7.3,5.4,10
514,Bowen,MID,WHM,0.0,9,0.23684210526315788,1.03,787,6.6,7.0,7.4,10
447,C. Wood,FWD,NOT,0.25,9,0.23684210526315788,1.12,720,17.9,7.0,6.4,10
148,Welbeck,FWD,BRI,0.0,9,0.23684210526315788,1.08,748,19.7,7.0,5.9,10
324,Jones,MID,LIV,0.0,3,0.07894736842105263,0.85,319,0.3,7.0,5.3,10
541,Cunha,FWD,WOL,0.0,8,0.21052631578947367,1.02,706,5.0,6.7,6.6,10
339,Virgil,DEF,LIV,0.0,9,0.23684210526315788,1.0,810,16.9,6.7,6.2,10
182,Palmer,MID,CHE,0.0,9,0.23684210526315788,1.05,775,55.9,6.5,11.0,10
238,A. Young,DEF,EVE,0.0,7,0.18421052631578946,1.04,605,1.1,6.5,4.5,10
618,Georginio,MID,BRI,0.0,6,0.15789473684210525,1.21,448,1.5,6.3,5.5,10
117,Buonanotte,MID,LEI,0.0,6,0.15789473684210525,0.98,549,3.0,6.3,5.1,10
443,Sels,GKP,NOT,0.0,9,0.23684210526315788,1.0,810,5.4,6.3,4.6,10
180,N.Jackson,FWD,CHE,0.0,9,0.23684210526315788,1.18,688,17.8,6.2,7.9,10
494,Maddison,MID,TOT,0.0,9,0.23684210526315788,1.21,669,6.8,5.8,7.6,10
350,Gvardiol,DEF,MCI,0.25,8,0.21052631578947367,0.94,762,29.7,5.8,6.2,10
47,E. Martinez,GKP,AST,0.0,9,0.23684210526315788,1.0,810,13.8,5.8,5.0,10
36,Digne,DEF,AST,0.0,9,0.23684210526315788,1.19,678,9.3,5.8,4.7,10
89,Damsgaard,MID,BRE,0.0,7,0.18421052631578946,1.0,628,0.6,5.7,5.0,10
27,Archer,FWD,SOU,0.0,4,0.10526315789473684,0.84,431,2.5,5.5,5.0,10
236,Tarkowski,DEF,EVE,0.0,9,0.23684210526315788,1.0,810,1.5,5.5,4.8,10
306,Vardy,FWD,LEI,0.0,9,0.23684210526315788,1.08,753,11.6,5.3,5.7,10
566,Strand Larsen,FWD,WOL,0.0,9,0.23684210526315788,1.11,733,1.8,5.3,5.5,10
533,Aït-Nouri,DEF,WOL,0.0,9,0.23684210526315788,1.09,744,9.0,5.3,4.6,10
4,Havertz,FWD,ARS,0.0,9,0.23684210526315788,1.0,810,15.5,5.0,8.1,10
247,Iwobi,MID,FUL,0.0,9,0.23684210526315788,1.06,767,1.8,5.0,5.5,10
355,R. Lewis,DEF,MCI,0.0,8,0.21052631578947367,1.08,665,16.3,5.0,4.8,10
104,Pinnock,DEF,BRE,0.0,9,0.23684210526315788,1.0,810,1.2,5.0,4.5,10
177,Madueke,MID,CHE,0.0,8,0.21052631578947367,1.17,617,8.4,4.8,6.5,10
232,Ndiaye,FWD,EVE,0.0,7,0.18421052631578946,0.97,652,1.4,4.8,5.4,10
482,Bissouma,MID,TOT,0.0,4,0.10526315789473684,1.01,356,0.5,4.8,4.9,10
311,Alexander-Arnold,DEF,LIV,0.0,9,0.23684210526315788,1.08,752,29.9,4.7,7.0,10
342,Bernardo,MID,MCI,0.0,8,0.21052631578947367,0.99,726,5.4,4.7,6.5,10
633,Merino,MID,ARS,0.0,2,0.05263157894736842,0.9,199,0.1,4.7,6.0,10
252,Raúl,FWD,FUL,0.0,6,0.15789473684210525,1.05,516,10.9,4.7,5.8,10
362,Stones,DEF,MCI,0.0,2,0.05263157894736842,0.76,238,2.6,4.7,5.3,10
201,Henderson,GKP,CRY,0.0,9,0.23684210526315788,1.0,810,10.6,4.7,4.4,10
372,Garnacho,MID,MUN,0.0,6,0.15789473684210525,0.92,589,9.5,4.5,6.3,10
351,Haaland,FWD,MCI,0.0,9,0.23684210526315788,1.0,809,72.4,4.3,15.4,10
268,Delap,FWD,IPS,0.0,8,0.21052631578947367,1.14,632,5.7,4.3,5.7,10
272,Hirst,FWD,IPS,0.0,1,0.02631578947368421,0.65,139,0.1,4.3,5.4,10
449,Yates,MID,NOT,0.0,5,0.13157894736842105,0.72,626,0.3,4.3,4.9,10
492,Kulusevski,MID,TOT,0.0,8,0.21052631578947367,1.06,678,3.6,4.2,6.3,10
348,Foden,MID,MCI,0.0,2,0.05263157894736842,0.64,280,8.0,4.0,9.3,10
9,Martinelli,MID,ARS,0.0,6,0.15789473684210525,0.99,548,3.9,4.0,7.0,10
16,Rice,MID,ARS,0.0,8,0.21052631578947367,1.07,672,2.9,4.0,6.3,10
617,Evanilson,FWD,BOU,0.0,7,0.18421052631578946,1.17,539,0.6,4.0,5.9,10
98,Lewis-Potter,MID,BRE,0.0,7,0.18421052631578946,1.05,601,0.1,4.0,5.0,10
295,Justin,DEF,LEI,0.0,9,0.23684210526315788,1.0,810,4.8,4.0,4.6,10
88,Collins,DEF,BRE,0.0,9,0.23684210526315788,1.0,810,2.4,4.0,4.5,10
436,Murillo,DEF,NOT,0.0,9,0.23684210526315788,1.0,810,1.1,4.0,4.5,10
573,Milenković,DEF,NOT,0.0,8,0.21052631578947367,1.0,720,1.0,4.0,4.5,10
159,Chalobah,DEF,CRY,0.0,3,0.07894736842105263,1.01,267,0.2,4.0,4.4,10
491,Brennan Johnson,MID,TOT,0.0,8,0.21052631578947367,1.04,693,10.0,3.8,6.7,10
368,Casemiro,MID,MUN,0.0,5,0.13157894736842105,0.99,455,0.6,3.8,4.8,10
110,Wissa,FWD,BRE,0.0,5,0.13157894736842105,1.11,404,5.0,3.7,6.0,10
347,Ederson M.,GKP,MCI,0.0,9,0.23684210526315788,1.0,810,9.2,3.7,5.5,10
71,Kluivert,MID,BOU,0.0,6,0.15789473684210525,1.15,470,0.3,3.7,5.3,10
240,Andreas,MID,FUL,0.0,9,0.23684210526315788,1.18,689,1.7,3.7,5.3,10
326,Konaté,DEF,LIV,0.0,8,0.21052631578947367,0.96,749,14.3,3.7,5.3,10
94,Janelt,MID,BRE,0.0,9,0.23684210526315788,1.12,724,0.2,3.7,4.9,10
356,Matheus N.,MID,MCI,0.0,1,0.02631578947368421,0.82,110,0.4,3.7,4.9,10
58,Watkins,FWD,AST,0.0,9,0.23684210526315788,1.18,686,27.7,3.5,9.1,10
82,Solanke,FWD,TOT,0.0,7,0.18421052631578946,1.02,617,11.4,3.5,7.6,10
375,Højlund,FWD,MUN,0.0,3,0.07894736842105263,1.05,257,1.2,3.5,6.9,10
57,Tielemans,MID,AST,0.0,9,0.23684210526315788,1.01,803,1.5,3.5,5.5,10
452,Aribo,MID,SOU,0.0,5,0.13157894736842105,0.94,481,0.1,3.5,4.9,10
231,Mykolenko,DEF,EVE,0.0,7,0.18421052631578946,1.12,565,4.3,3.5,4.3,10
327,Luis Díaz,MID,LIV,0.0,7,0.18421052631578946,1.18,532,27.2,3.3,7.8,10
207,Mateta,FWD,CRY,0.0,7,0.18421052631578946,1.1,572,3.1,3.3,7.3,10
321,Gakpo,FWD,LIV,0.0,2,0.05263157894736842,0.6,299,1.8,3.3,7.1,10
248,Leno,GKP,FUL,0.0,9,0.23684210526315788,1.0,810,2.5,3.3,5.0,10
323,Gravenberch,MID,LIV,0.0,9,0.23684210526315788,1.0,810,1.0,3.3,5.0,10
101,Nørgaard,MID,BRE,0.0,7,0.18421052631578946,1.04,603,0.2,3.3,4.8,10
337,Tsimikas,DEF,LIV,0.0,1,0.02631578947368421,0.65,138,0.2,3.3,4.6,10
422,Aina,DEF,NOT,0.0,9,0.23684210526315788,1.05,773,7.3,3.3,4.6,10
293,Hermansen,GKP,LEI,0.0,9,0.23684210526315788,1.0,810,1.0,3.3,4.5,10
200,Guéhi,DEF,CRY,0.0,9,0.23684210526315788,1.0,810,6.6,3.3,4.4,10
361,Rúben,DEF,MCI,0.25,8,0.21052631578947367,0.99,726,4.2,3.2,5.5,10
224,Harrison,MID,EVE,0.0,7,0.18421052631578946,1.07,591,0.2,3.2,5.3,10
157,Caicedo,MID,CHE,0.0,9,0.23684210526315788,1.02,795,1.0,3.2,4.9,10
23,Trossard,MID,ARS,0.0,6,0.15789473684210525,1.09,497,2.4,3.0,6.9,10
527,L.Paquetá,MID,WHM,0.0,8,0.21052631578947367,1.14,631,1.5,3.0,5.9,10
611,Szmodics,MID,IPS,0.0,5,0.13157894736842105,1.14,394,0.3,3.0,5.8,10
587,Summerville,MID,WHM,0.0,1,0.02631578947368421,0.42,214,0.5,3.0,5.7,10
20,Partey,MID,ARS,0.0,9,0.23684210526315788,1.02,797,1.1,3.0,5.0,10
210,Mitchell,DEF,CRY,0.0,9,0.23684210526315788,1.07,760,1.6,3.0,4.9,10
79,Senesi,DEF,BOU,0.0,7,0.18421052631578946,1.02,616,0.6,3.0,4.8,10
146,Verbruggen,GKP,BRI,0.0,7,0.18421052631578946,1.0,630,1.9,3.0,4.5,10
650,Lacroix,DEF,CRY,0.0,6,0.15789473684210525,1.0,540,0.1,3.0,4.5,10
26,Alex Moreno,DEF,NOT,0.0,6,0.15789473684210525,1.24,436,0.6,3.0,4.4,10
301,Okoli,DEF,LEI,0.0,7,0.18421052631578946,1.0,630,1.3,3.0,4.0,10
366,B.Fernandes,MID,MUN,0.0,9,0.23684210526315788,1.08,749,6.8,2.8,8.2,10
230,McNeil,MID,EVE,0.25,9,0.23684210526315788,1.02,797,12.2,2.8,5.8,10
340,Akanji,DEF,MCI,0.25,8,0.21052631578947367,1.04,691,4.6,2.8,5.5,10
54,Rogers,MID,AST,0.0,9,0.23684210526315788,1.09,741,22.7,2.8,5.4,10
218,Beto,FWD,EVE,0.0,0,0.0,0.0,52,0.7,2.8,5.0,10
505,Udogie,DEF,TOT,0.0,9,0.23684210526315788,1.09,744,2.9,2.8,4.9,10
185,Sánchez,GKP,CHE,0.0,9,0.23684210526315788,1.0,810,11.7,2.8,4.7,10
52,Pau,DEF,AST,0.0,9,0.23684210526315788,1.0,810,1.9,2.8,4.5,10
371,Evans,DEF,MUN,0.0,2,0.05263157894736842,0.9,200,0.1,2.8,4.4,10
316,Darwin,FWD,LIV,0.0,2,0.05263157894736842,0.64,283,2.3,2.7,7.1,10
625,Gündogan,MID,MCI,0.0,5,0.13157894736842105,0.96,468,0.7,2.7,6.5,10
19,Smith Rowe,MID,FUL,0.0,8,0.21052631578947367,1.15,626,26.7,2.7,5.7,10
192,J.Ayew,MID,LEI,0.0,4,0.10526315789473684,0.86,421,0.2,2.7,5.2,10
413,Pope,GKP,NEW,0.0,9,0.23684210526315788,1.0,810,6.7,2.7,5.0,10
523,Ings,FWD,WHM,0.0,0,0.0,0.0,47,2.2,2.7,5.0,10
314,Carvalho,MID,BRE,0.0,2,0.05263157894736842,0.68,264,1.3,2.7,4.8,10
70,Kerkez,DEF,BOU,0.0,9,0.23684210526315788,1.08,747,0.4,2.7,4.4,10
291,Faes,DEF,LEI,0.0,9,0.23684210526315788,1.0,810,13.1,2.7,4.2,10
385,Rashford,MID,MUN,0.0,8,0.21052631578947367,1.15,628,3.2,2.5,6.9,10
571,Sávio,MID,MCI,0.25,6,0.15789473684210525,1.19,453,1.6,2.5,6.5,10
560,P. Neto,MID,CHE,0.0,3,0.07894736842105263,0.72,375,0.6,2.5,6.2,10
220,Calvert-Lewin,FWD,EVE,0.0,9,0.23684210526315788,1.06,763,5.1,2.5,6.0,10
383,Andre Onana,GKP,MUN,0.0,9,0.23684210526315788,1.0,810,7.1,2.5,5.0,10
508,Vicario,GKP,TOT,0.0,9,0.23684210526315788,1.0,810,3.6,2.5,5.0,10
222,Gana,MID,EVE,0.0,6,0.15789473684210525,0.98,553,0.1,2.5,4.9,10
499,P.M.Sarr,MID,TOT,0.0,2,0.05263157894736842,0.63,284,0.2,2.5,4.8,10
32,Cash,DEF,AST,0.0,5,0.13157894736842105,1.23,366,1.3,2.5,4.4,10
503,Son,MID,TOT,0.25,6,0.15789473684210525,1.04,519,5.8,2.4,9.9,10
217,A.Doucoure,MID,EVE,0.25,7,0.18421052631578946,1.12,564,0.2,2.4,5.2,10
335,Robertson,DEF,LIV,0.0,8,0.21052631578947367,1.08,665,5.6,2.3,6.0,10
251,Muniz,FWD,FUL,0.0,3,0.07894736842105263,0.94,288,2.1,2.3,5.7,10
434,Hudson-Odoi,MID,NOT,0.0,7,0.18421052631578946,0.99,638,2.0,2.3,5.4,10
265,Chaplin,MID,IPS,0.0,2,0.05263157894736842,0.92,195,0.1,2.3,5.2,10
239,Adama,MID,FUL,0.0,9,0.23684210526315788,1.17,690,3.7,2.3,5.1,10
63,Christie,MID,BOU,0.0,7,0.18421052631578946,1.12,560,0.2,2.3,4.9,10
211,Muñoz,DEF,CRY,0.0,9,0.23684210526315788,1.12,726,1.7,2.3,4.8,10
91,Flekken,GKP,BRE,0.0,9,0.23684210526315788,1.0,810,12.4,2.3,4.5,10
309,Winks,MID,LEI,0.0,7,0.18421052631578946,0.93,675,13.2,2.3,4.5,10
85,Zabarnyi,DEF,BOU,0.0,9,0.23684210526315788,1.0,810,0.4,2.3,4.4,10
568,Muric,GKP,IPS,0.0,8,0.21052631578947367,1.0,720,1.2,2.3,4.4,10
395,Burn,DEF,NEW,0.0,9,0.23684210526315788,1.0,810,9.0,2.3,4.4,10
399,Hall,DEF,NEW,0.0,6,0.15789473684210525,0.89,605,2.2,2.3,4.3,10
28,Bailey,MID,AST,0.0,6,0.15789473684210525,1.26,427,1.1,2.2,6.3,10
495,Pedro Porro,DEF,TOT,0.0,9,0.23684210526315788,1.0,807,28.2,2.2,5.5,10
369,Dalot,DEF,MUN,0.0,9,0.23684210526315788,1.0,810,10.1,2.2,5.1,10
423,Anderson,MID,NOT,0.25,8,0.21052631578947367,1.27,569,0.2,2.2,5.0,10
623,M.Fernandes,MID,SOU,0.0,6,0.15789473684210525,1.02,528,0.0,2.2,5.0,10
171,Gusto,DEF,CHE,0.0,7,0.18421052631578946,1.05,600,1.6,2.2,4.9,10
35,Diego Carlos,DEF,AST,0.0,3,0.07894736842105263,0.78,348,0.5,2.2,4.5,10
628,F.Kadıoğlu,DEF,BRI,0.25,4,0.10526315789473684,1.2,299,0.2,2.2,4.5,10
174,Lavia,MID,CHE,0.0,3,0.07894736842105263,1.36,199,0.9,2.2,4.5,10
509,Werner,MID,TOT,0.25,2,0.05263157894736842,0.75,240,0.2,2.1,6.2,10
336,Szoboszlai,MID,LIV,0.0,7,0.18421052631578946,0.96,654,1.7,2.0,6.4,10
