element,position,multiplier,is_captain,is_vice_captain,element_type
91,1,1,False,False,1
3,2,1,False,False,2
594,3,1,False,False,2
339,4,1,False,False,2
182,5,1,False,False,3
328,6,2,True,False,3
136,7,1,False,False,3
17,8,1,False,False,3
364,9,1,False,True,3
129,10,1,False,False,4
180,11,1,False,False,4
521,12,0,False,False,1
306,13,0,False,False,4
399,14,0,False,False,2
70,15,0,False,False,2
