col1,col2,col3,col4,col5,col6,col7,col8
GK 5.0,,,,,,,
93,3.1,3.7,3.3,10,0.67,0.20%,Submit
,,,,,,,
Strand Larsen,,,,,,,
FW 5.6,,,,,,,
73,3.2,3.7,3.2,10,0.6,13.10%,Submit
,,,,,,,
Tielemans,,,,,,,
MD 5.5,,,,,,,
86,3.6,2.9,3.5,10,0.61,0.10%,Submit
,,,,,,,
Rashford,,,,,,,
MD 6.9,,,,,,,
61,3.9,3.6,2.5,10,0.48,3.40%,Submit
,,,,,,,
Henderson,,,,,,,
GK 4.4,,,,,,,
93,3.2,3.3,3.5,10,0.75,9.20%,Submit
,,,,,,,
Delap,,,,,,,
FW 5.6,,,,,,,
76,3.5,3.2,3.3,10,0.59,1.70%,Submit
,,,,,,,
McGinn,,,,,,,
MD 5.2,,,,,,,
81,3.6,2.8,3.5,9.9,0.64,0.00%,Submit
,,,,,,,
Sels,,,,,,,
GK 4.7,,,,,,,
93,3.1,3.7,3.1,9.9,0.7,1.90%,Submit
,,,,,,,
Virgil,,,,,,,
DF 6.3,,,,,,,
91,4.4,2.6,2.9,9.9,0.52,0.60%,Submit
,,,,,,,
Gvardiol,,,,,,,
DF 6.3,,,,,,,
75,3.7,2.5,3.8,9.9,0.52,22.50%,Submit
,,,,,,,
Kluivert,,,,,,,
MD 5.3,,,,,,,
73,4,2.9,3,9.8,0.62,0.00%,Submit
,,,,,,,
Hermansen,,,,,,,
GK 4.5,,,,,,,
93,3.2,3.2,3.4,9.8,0.73,0.10%,Submit
,,,,,,,
Wissa,,,,,,,
FW 6.1,,,,,,,
72,3.2,3.7,2.9,9.8,0.53,2.10%,Submit
,,,,,,,
Estupi�an,,,,,,,
DF 5.0,,,,,,,
90,3,4.2,2.6,9.8,0.65,0.00%,Submit
,,,,,,,
Muric,,,,,,,
GK 4.4,,,,,,,
94,3.2,3.2,3.3,9.7,0.73,3.40%,Submit
,,,,,,,
Kulusevski,,,,,,,
MD 6.3,,,,,,,
83,2.7,3.7,3.2,9.5,0.5,0.40%,Submit
,,,,,,,
Neto,,,,,,,
MD 6.2,,,,,,,
68,3.7,2.8,3,9.5,0.51,0.00%,Submit
,,,,,,,
Ndiaye,,,,,,,
FW 5.4,,,,,,,
82,3.4,2.8,3.2,9.5,0.58,0.00%,Submit
,,,,,,,
Johnstone,,,,,,,
GK 4.4,,,,,,,
88,3,3.2,3.2,9.4,0.71,0.20%,Submit
,,,,,,,
Gibbs-White,,,,,,,
MD 6.3,,,,,,,
77,2.7,4.1,2.5,9.4,0.5,0.00%,Submit
,,,,,,,
H�jlund,,,,,,,
FW 6.9,,,,,,,
46,2.9,3.8,2.7,9.3,0.45,0.30%,Submit
,,,,,,,
Bailey,,,,,,,
MD 6.3,,,,,,,
61,3.5,2.5,3.2,9.1,0.48,0.00%,Submit
,,,,,,,
Konat�,,,,,,,
DF 5.4,,,,,,,
86,4,2.5,2.7,9.1,0.56,0.60%,Submit
,,,,,,,
Tavernier,,,,,,,
MD 5.5,,,,,,,
65,3.3,2.9,2.9,9.1,0.55,0.10%,Submit
,,,,,,,
McCarthy,,,,,,,
GK 4.3,,,,,,,
92,3,3.1,3.1,9.1,0.71,0.10%,Submit
,,,,,,,
Digne,,,,,,,
DF 4.7,,,,,,,
74,3.6,2.1,3.4,9.1,0.65,0.30%,Submit
,,,,,,,
Cucurella,,,,,,,
DF 5.0,,,,,,,
76,3.1,2.9,3.1,9.1,0.61,0.00%,Submit
,,,,,,,
Colwill,,,,,,,
DF 4.5,,,,,,,
82,2.8,3,3.4,9.1,0.67,6.80%,Submit
,,,,,,,
S�vio,,,,,,,
MD 6.5,,,,,,,
58,3.7,2.1,3.3,9.1,0.47,0.00%,Submit
,,,,,,,
G�ndogan,,,,,,,
MD 6.5,,,,,,,
70,3.3,2.3,3.5,9.1,0.47,0.00%,Submit
,,,,,,,
Bernardo,,,,,,,
MD 6.4,,,,,,,
68,3.5,2.1,3.3,9,0.47,0.00%,Submit
,,,,,,,
Garnacho,,,,,,,
MD 6.4,,,,,,,
55,3.1,3.4,2.5,8.9,0.46,7.50%,Submit
,,,,,,,
Barnes,,,,,,,
MD 6.3,,,,,,,
52,3.3,3.1,2.5,8.9,0.47,0.00%,Submit
,,,,,,,
Bruno G.,,,,,,,
MD 6.2,,,,,,,
90,3.4,2.9,2.6,8.9,0.48,0.00%,Submit
,,,,,,,
Mavididi,,,,,,,
MD 5.3,,,,,,,
70,3.1,2.7,3.1,8.9,0.56,0.20%,Submit
,,,,,,,
Robinson,,,,,,,
DF 4.7,,,,,,,
92,3.7,2.1,3,8.8,0.62,3.40%,Submit
,,,,,,,
L.Paquet�,,,,,,,
MD 5.8,,,,,,,
76,3.2,2.8,2.7,8.7,0.5,0.00%,Submit
,,,,,,,
Pedro Porro,,,,,,,
DF 5.5,,,,,,,
90,1.7,3.8,3.2,8.7,0.53,52.50%,Submit
,,,,,,,
Gakpo,,,,,,,
FW 7.1,,,,,,,
64,4.1,2.3,2.2,8.6,0.4,0.00%,Submit
,,,,,,,
Rice,,,,,,,
MD 6.3,,,,,,,
76,2.4,3,3.1,8.5,0.45,0.00%,Submit
,,,,,,,
Nelson,,,,,,,
MD 5.0,,,,,,,
56,3.1,2.5,3,8.5,0.57,0.00%,Submit
,,,,,,,
Robertson,,,,,,,
DF 5.9,,,,,,,
58,3.5,2.3,2.7,8.5,0.48,4.80%,Submit
,,,,,,,
Georginio,,,,,,,
MD 5.6,,,,,,,
61,2.9,3.3,2.3,8.5,0.51,0.00%,Submit
,,,,,,,
Dalot,,,,,,,
DF 5.2,,,,,,,
89,3.6,3.4,1.5,8.5,0.54,10.30%,Submit
,,,,,,,
Szmodics,,,,,,,
MD 5.8,,,,,,,
58,2.9,2.6,2.9,8.5,0.49,0.00%,Submit
,,,,,,,
Akanji,,,,,,,
DF 5.5,,,,,,,
71,3.1,2,3.3,8.5,0.51,0.60%,Submit
,,,,,,,
Archer,,,,,,,
FW 5.0,,,,,,,
67,2.7,2.8,2.8,8.3,0.55,0.50%,Submit
,,,,,,,
Ak�,,,,,,,
DF 5.3,,,,,,,
62,2.9,2,3.3,8.2,0.52,0.00%,Submit
,,,,,,,
Szoboszlai,,,,,,,
MD 6.3,,,,,,,
53,3.3,2.4,2.5,8.2,0.44,0.00%,Submit
,,,,,,,
Andersen,,,,,,,
DF 4.3,,,,,,,
85,3.3,2.1,2.8,8.2,0.64,11.20%,Submit
,,,,,,,
Gravenberch,,,,,,,
MD 5.0,,,,,,,
78,3,2.6,2.6,8.2,0.55,0.00%,Submit
,,,,,,,
R�ben,,,,,,,
DF 5.4,,,,,,,
73,3.1,1.9,3.2,8.2,0.51,0.10%,Submit
,,,,,,,
Mykolenko,,,,,,,
DF 4.3,,,,,,,
90,3.1,2.1,3,8.2,0.63,34.70%,Submit
,,,,,,,
Pinnock,,,,,,,
DF 4.5,,,,,,,
88,2.5,3.6,2.1,8.2,0.61,5.20%,Submit
,,,,,,,
Hall,,,,,,,
DF 4.4,,,,,,,
85,3.6,2.6,1.9,8.1,0.61,1.90%,Submit
,,,,,,,
Van Hecke,,,,,,,
DF 4.5,,,,,,,
89,2.4,3.6,2.1,8.1,0.6,0.10%,Submit
,,,,,,,
Davis,,,,,,,
DF 4.5,,,,,,,
89,2.7,2.4,3,8.1,0.6,7.80%,Submit
,,,,,,,
Dunk,,,,,,,
DF 4.4,,,,,,,
61,1.4,4.2,2.5,8.1,0.61,32.00%,Submit
,,,,,,,
A.Doucoure,,,,,,,
MD 5.1,,,,,,,
79,2.9,2.4,2.8,8.1,0.53,0.00%,Submit
,,,,,,,
Tete,,,,,,,
DF 4.5,,,,,,,
81,3.4,2,2.6,8.1,0.6,0.10%,Submit
,,,,,,,
Antonio,,,,,,,
FW 5.4,,,,,,,
69,2.8,2.7,2.5,8,0.5,0.00%,Submit
,,,,,,,
W.Fofana,,,,,,,
DF 4.5,,,,,,,
84,2.3,2.7,3.1,8,0.6,0.00%,Submit
,,,,,,,
Tarkowski,,,,,,,
DF 4.8,,,,,,,
91,2.9,1.9,3.2,8,0.56,0.00%,Submit
,,,,,,,
Sch�r,,,,,,,
DF 5.4,,,,,,,
92,3.8,2.3,1.9,8,0.49,0.00%,Submit
,,,,,,,
Collins,,,,,,,
DF 4.5,,,,,,,
92,2.6,3.4,2,8,0.59,1.00%,Submit
,,,,,,,
Caicedo,,,,,,,
MD 4.9,,,,,,,
88,2.7,2.6,2.6,8,0.54,0.00%,Submit
,,,,,,,
Cash,,,,,,,
DF 4.4,,,,,,,
82,2.7,2,3.2,7.9,0.6,0.00%,Submit
,,,,,,,
Joelinton,,,,,,,
MD 6.0,,,,,,,
74,3.3,2.6,2,7.9,0.44,0.00%,Submit
,,,,,,,
Lindstr�m,,,,,,,
MD 5.1,,,,,,,
58,2.8,2.3,2.8,7.9,0.52,0.00%,Submit
,,,,,,,
Mac Allister,,,,,,,
MD 6.2,,,,,,,
60,2.8,2.5,2.5,7.9,0.42,0.00%,Submit
,,,,,,,
De Ligt,,,,,,,
DF 5.0,,,,,,,
89,3.3,3.1,1.5,7.8,0.52,0.30%,Submit
,,,,,,,
Young,,,,,,,
DF 4.5,,,,,,,
80,3,1.9,2.9,7.8,0.58,0.00%,Submit
,,,,,,,
Hudson-Odoi,,,,,,,
MD 5.4,,,,,,,
71,2.5,3.1,2.1,7.8,0.48,0.00%,Submit
,,,,,,,
Veltman,,,,,,,
DF 4.5,,,,,,,
82,2.4,3.4,2,7.8,0.58,0.00%,Submit
,,,,,,,
Cook,,,,,,,
MD 5.0,,,,,,,
89,2.8,2.6,2.4,7.8,0.52,0.00%,Submit
,,,,,,,
Livramento,,,,,,,
DF 4.5,,,,,,,
79,3.4,2.5,1.8,7.8,0.57,0.00%,Submit
,,,,,,,
Armstrong,,,,,,,
FW 5.1,,,,,,,
55,2.5,2.7,2.6,7.7,0.51,0.30%,Submit
,,,,,,,
Gu�hi,,,,,,,
DF 4.5,,,,,,,
91,2.1,2.6,3,7.7,0.57,0.80%,Submit
,,,,,,,
N�rgaard,,,,,,,
MD 4.8,,,,,,,
85,2.5,2.8,2.4,7.7,0.53,0.00%,Submit
,,,,,,,
Mitchell,,,,,,,
DF 4.9,,,,,,,
82,2.1,2.6,3,7.7,0.52,0.00%,Submit
,,,,,,,
Pau,,,,,,,
DF 4.5,,,,,,,
92,2.6,1.9,3.1,7.6,0.57,0.60%,Submit
,,,,,,,
Kerkez,,,,,,,
DF 4.4,,,,,,,
80,2.2,2.8,2.6,7.6,0.58,0.10%,Submit
,,,,,,,
Chalobah,,,,,,,
DF 4.4,,,,,,,
87,2.1,2.5,3,7.6,0.57,0.00%,Submit
,,,,,,,
Mazraoui,,,,,,,
DF 4.6,,,,,,,
74,3.3,3.1,1.1,7.5,0.55,1.10%,Submit
,,,,,,,
A�t-Nouri,,,,,,,
DF 4.7,,,,,,,
85,2.4,2.8,2.3,7.5,0.53,29.20%,Submit
,,,,,,,
Kelleher,,,,,,,
GK 4.5,,,,,,,
93,4.1,2,1.3,7.5,0.56,2.60%,Submit
,,,,,,,
Barkley,,,,,,,
MD 5.2,,,,,,,
80,3.5,2.1,1.8,7.5,0.48,0.00%,Submit
,,,,,,,
Lewis-Potter,,,,,,,
MD 5.0,,,,,,,
68,2.7,2.9,1.9,7.5,0.5,0.00%,Submit
,,,,,,,
Bassey,,,,,,,
DF 4.5,,,,,,,
90,3.2,1.9,2.4,7.4,0.55,0.00%,Submit
,,,,,,,
Smith,,,,,,,
DF 4.5,,,,,,,
84,2.7,2.5,2.3,7.4,0.55,0.00%,Submit
,,,,,,,
Mu�oz,,,,,,,
DF 4.8,,,,,,,
90,2.3,2.1,2.9,7.4,0.51,0.30%,Submit
,,,,,,,
Janelt,,,,,,,
MD 4.9,,,,,,,
76,2.5,2.6,2.2,7.3,0.5,0.00%,Submit
,,,,,,,
Doku,,,,,,,
MD 6.3,,,,,,,
46,2.3,2.2,2.9,7.3,0.39,0.00%,Submit
,,,,,,,
Fabianski,,,,,,,
GK 4.0,,,,,,,
74,2.5,2.3,2.4,7.3,0.61,37.50%,Submit
,,,,,,,
Jensen,,,,,,,
MD 5.3,,,,,,,
65,2.5,2.8,2,7.3,0.46,0.00%,Submit
,,,,,,,
Schlupp,,,,,,,
MD 4.7,,,,,,,
62,2.6,2.6,2.1,7.3,0.52,0.00%,Submit
,,,,,,,
Trossard,,,,,,,
MD 6.9,,,,,,,
32,1.9,2.5,2.8,7.2,0.35,0.00%,Submit
,,,,,,,
Jones,,,,,,,
MD 5.3,,,,,,,
60,3,2.1,2.1,7.2,0.45,0.00%,Submit
,,,,,,,
Lacroix,,,,,,,
DF 4.5,,,,,,,
84,1.9,2.4,2.8,7.1,0.53,0.00%,Submit
,,,,,,,
Zabarnyi,,,,,,,
DF 4.4,,,,,,,
86,2.5,2.5,2.2,7.1,0.54,0.00%,Submit
,,,,,,,
Elanga,,,,,,,
MD 5.2,,,,,,,
58,2.2,3,2,7.1,0.46,0.00%,Submit
,,,,,,,
Ward-Prowse,,,,,,,
MD 6.2,,,,,,,
62,2,3.1,2,7.1,0.38,0.00%,Submit
,,,,,,,
Van den Berg,,,,,,,
DF 4.1,,,,,,,
89,2.5,2.9,1.7,7.1,0.58,4.30%,Submit
,,,,,,,
Mario Jr.,,,,,,,
MD 5.0,,,,,,,
79,2.3,2.5,2.2,7.1,0.47,0.00%,Submit
,,,,,,,
Hutchinson,,,,,,,
MD 5.2,,,,,,,
70,2.1,2.3,2.6,7,0.45,0.00%,Submit
,,,,,,,
Justin,,,,,,,
DF 4.6,,,,,,,
89,2.2,2.1,2.7,7,0.5,0.00%,Submit
,,,,,,,
Branthwaite,,,,,,,
DF 4.8,,,,,,,
94,2.2,1.8,2.9,7,0.48,0.00%,Submit
,,,,,,,
Walker,,,,,,,
DF 5.2,,,,,,,
62,2.8,1.7,2.4,6.9,0.45,0.00%,Submit
,,,,,,,
Bradley,,,,,,,
DF 4.7,,,,,,,
73,4.1,1.6,1.2,6.9,0.49,0.00%,Submit
,,,,,,,
Harrison,,,,,,,
MD 5.3,,,,,,,
45,2.3,2.1,2.5,6.9,0.44,0.00%,Submit
,,,,,,,
Udogie,,,,,,,
DF 4.9,,,,,,,
81,1.3,3.2,2.4,6.9,0.47,1.30%,Submit
,,,,,,,
Maddison,,,,,,,
MD 7.6,,,,,,,
49,1.9,2.6,2.3,6.8,0.3,0.80%,Submit
,,,,,,,
Senesi,,,,,,,
DF 4.8,,,,,,,
82,2.6,2.1,2.1,6.8,0.47,0.00%,Submit
,,,,,,,
Damsgaard,,,,,,,
MD 5.0,,,,,,,
58,2.3,2.5,1.9,6.8,0.45,0.00%,Submit
,,,,,,,
O.Dango,,,,,,,
MD 5.0,,,,,,,
62,2.3,2.4,2.1,6.7,0.45,0.00%,Submit
,,,,,,,
Ndidi,,,,,,,
MD 5.0,,,,,,,
80,2.3,2.2,2.1,6.7,0.45,0.00%,Submit
,,,,,,,
R. Lewis,,,,,,,
DF 4.9,,,,,,,
45,2.2,1.6,3,6.7,0.46,48.30%,Submit
,,,,,,,
Chaplin,,,,,,,
MD 5.1,,,,,,,
44,2.3,2,2.4,6.7,0.44,0.00%,Submit
,,,,,,,
Emerson,,,,,,,
DF 4.4,,,,,,,
81,2,2,2.6,6.6,0.5,0.20%,Submit
,,,,,,,
Lerma,,,,,,,
MD 4.8,,,,,,,
72,2.2,2.2,2.2,6.6,0.46,0.00%,Submit
,,,,,,,
Wan-Bissaka,,,,,,,
DF 4.4,,,,,,,
88,1.9,2,2.7,6.6,0.5,0.00%,Submit
,,,,,,,
Stones,,,,,,,
DF 5.3,,,,,,,
47,2.1,1.6,2.8,6.5,0.41,0.00%,Submit
,,,,,,,
Faes,,,,,,,
DF 4.2,,,,,,,
90,2,2,2.6,6.5,0.52,9.00%,Submit
,,,,,,,
Kristiansen,,,,,,,
DF 4.5,,,,,,,
77,1.9,2,2.5,6.5,0.48,0.00%,Submit
,,,,,,,
Yates,,,,,,,
MD 4.9,,,,,,,
82,2.1,2.5,1.8,6.4,0.44,0.00%,Submit
,,,,,,,
O'Shea,,,,,,,
DF 4.0,,,,,,,
85,2.1,1.9,2.4,6.4,0.53,0.80%,Submit
,,,,,,,
Dawson,,,,,,,
DF 4.4,,,,,,,
85,1.9,2.4,2.1,6.4,0.48,0.10%,Submit
,,,,,,,
Zirkzee,,,,,,,
FW 6.6,,,,,,,
44,2.6,2.2,1.6,6.3,0.32,0.00%,Submit
,,,,,,,
M.Fernandes,,,,,,,
MD 5.0,,,,,,,
81,2.2,2.2,2,6.3,0.42,0.00%,Submit
,,,,,,,
Summerville,,,,,,,
MD 5.7,,,,,,,
46,2.2,2.2,1.9,6.3,0.37,0.00%,Submit
,,,,,,,
Sou?ek,,,,,,,
MD 4.9,,,,,,,
64,2.2,2,2.1,6.3,0.43,0.00%,Submit
,,,,,,,
Grealish,,,,,,,
MD 6.4,,,,,,,
41,1.9,1.6,2.8,6.3,0.33,0.00%,Submit
,,,,,,,
Willock,,,,,,,
MD 4.8,,,,,,,
51,2.4,2,1.9,6.3,0.44,0.00%,Submit
,,,,,,,
G.Rodr�guez,,,,,,,
MD 4.9,,,,,,,
81,2.2,2,2.1,6.3,0.43,0.00%,Submit
,,,,,,,
N.Semedo,,,,,,,
DF 4.5,,,,,,,
90,2.1,2.2,1.9,6.2,0.46,0.00%,Submit
,,,,,,,
Diego Carlos,,,,,,,
DF 4.5,,,,,,,
78,2.9,1.2,2.1,6.2,0.46,0.00%,Submit
,,,,,,,
J.Clarke,,,,,,,
MD 5.5,,,,,,,
55,2.4,2,1.8,6.2,0.38,0.00%,Submit
,,,,,,,
Wilson,,,,,,,
MD 5.2,,,,,,,
44,2.5,1.7,2,6.2,0.4,0.00%,Submit
,,,,,,,
Dragusin,,,,,,,
DF 4.3,,,,,,,
88,1.3,2.7,2.2,6.2,0.48,0.00%,Submit
,,,,,,,
�lvarez,,,,,,,
MD 5.0,,,,,,,
68,2,2.1,2.1,6.1,0.41,0.00%,Submit
,,,,,,,
Beto,,,,,,,
FW 5.0,,,,,,,
31,2,1.8,2.3,6.1,0.41,0.00%,Submit
,,,,,,,
Kilman,,,,,,,
DF 4.5,,,,,,,
90,1.8,1.8,2.4,6.1,0.45,0.20%,Submit
,,,,,,,
Mangala,,,,,,,
MD 5.0,,,,,,,
61,2.1,1.9,2,6,0.4,0.00%,Submit
,,,,,,,
Longstaff,,,,,,,
MD 4.7,,,,,,,
64,2.3,2.1,1.7,6,0.43,0.00%,Submit
,,,,,,,
Winks,,,,,,,
MD 4.5,,,,,,,
76,2.1,1.9,2.1,6,0.45,3.10%,Submit
,,,,,,,
Todibo,,,,,,,
DF 4.3,,,,,,,
84,1.8,1.7,2.5,6,0.46,0.00%,Submit
,,,,,,,
Gana,,,,,,,
MD 4.9,,,,,,,
63,2.1,1.8,2.1,6,0.41,0.00%,Submit
,,,,,,,
Hinshelwood,,,,,,,
MD 5.0,,,,,,,
57,1.5,2.5,1.9,6,0.4,0.00%,Submit
,,,,,,,
Alex Moreno,,,,,,,
DF 4.4,,,,,,,
78,1.4,3.5,1,6,0.45,0.40%,Submit
,,,,,,,
Thomas,,,,,,,
MD 5.0,,,,,,,
66,2.5,1.6,1.9,6,0.4,0.00%,Submit
,,,,,,,
Minteh,,,,,,,
MD 5.2,,,,,,,
35,1.8,2.3,1.9,5.9,0.38,0.10%,Submit
,,,,,,,
Hughes,,,,,,,
MD 4.9,,,,,,,
57,2,2,2,5.9,0.4,0.00%,Submit
,,,,,,,
Baleba,,,,,,,
MD 5.0,,,,,,,
65,2.1,2.1,1.7,5.9,0.39,0.00%,Submit
,,,,,,,
Vestergaard,,,,,,,
DF 4.0,,,,,,,
79,1.7,1.8,2.3,5.9,0.49,0.00%,Submit
,,,,,,,
Lavia,,,,,,,
MD 4.5,,,,,,,
63,1.8,2,2,5.9,0.43,0.00%,Submit
,,,,,,,
Martinez,,,,,,,
DF 4.4,,,,,,,
74,2,2.7,1.1,5.8,0.44,1.00%,Submit
,,,,,,,
Casemiro,,,,,,,
MD 4.8,,,,,,,
64,2.3,2,1.6,5.8,0.4,0.00%,Submit
,,,,,,,
P.M.Sarr,,,,,,,
MD 4.8,,,,,,,
61,1.8,2.1,1.9,5.8,0.4,0.00%,Submit
,,,,,,,
Kelly,,,,,,,
DF 4.3,,,,,,,
85,3.3,1.4,1.1,5.8,0.45,0.00%,Submit
,,,,,,,
S.Bueno,,,,,,,
DF 4.3,,,,,,,
78,1.3,2.4,2,5.7,0.44,0.00%,Submit
,,,,,,,
Berge,,,,,,,
