col1,col2,col3,col4,col5,col6,col7,col8
55,3.6,2.9,2.2,8.7,0.52,6.10%,Submit
,,,,,,,
Wan-Bissaka,,,,,,,
DF 4.5,,,,,,,
90,3,3.3,2.4,8.7,0.64,0.00%,Submit
,,,,,,,
Armstrong,,,,,,,
FW 5.1,,,,,,,
73,3.3,2.8,2.6,8.7,0.57,0.10%,Submit
,,,,,,,
Udogie,,,,,,,
DF 4.9,,,,,,,
82,2.8,2.7,3.2,8.7,0.59,0.60%,Submit
,,,,,,,
Darwin,,,,,,,
FW 7.1,,,,,,,
56,3.3,3,2.3,8.7,0.41,0.70%,Submit
,,,,,,,
Ndiaye,,,,,,,
FW 5.4,,,,,,,
79,3.5,2.7,2.4,8.6,0.53,0.00%,Submit
,,,,,,,
Davis,,,,,,,
DF 4.5,,,,,,,
90,3.1,3,2.5,8.6,0.64,6.30%,Submit
,,,,,,,
G�ndogan,,,,,,,
MD 6.5,,,,,,,
66,3,2.6,2.8,8.5,0.44,0.00%,Submit
,,,,,,,
Georginio,,,,,,,
MD 5.6,,,,,,,
60,2.7,3.1,2.7,8.5,0.5,0.00%,Submit
,,,,,,,
Ak�,,,,,,,
DF 5.3,,,,,,,
61,3.1,2.4,2.9,8.4,0.53,0.00%,Submit
,,,,,,,
Gravenberch,,,,,,,
MD 5.0,,,,,,,
81,2.8,2.8,2.9,8.4,0.56,0.00%,Submit
,,,,,,,
Dunk,,,,,,,
DF 4.4,,,,,,,
70,2.2,2.8,3.3,8.4,0.64,34.30%,Submit
,,,,,,,
Estupi�an,,,,,,,
DF 5.0,,,,,,,
82,2.8,2.9,2.6,8.3,0.55,0.40%,Submit
,,,,,,,
I.Sarr,,,,,,,
MD 5.7,,,,,,,
71,3.7,2.3,2.2,8.3,0.48,0.00%,Submit
,,,,,,,
R. Lewis,,,,,,,
DF 4.7,,,,,,,
58,3,2.5,2.7,8.2,0.58,32.70%,Submit
,,,,,,,
Rashford,,,,,,,
MD 6.9,,,,,,,
54,2.3,3.6,2.2,8.2,0.4,1.50%,Submit
,,,,,,,
A�t-Nouri,,,,,,,
DF 4.9,,,,,,,
92,2.9,2.1,3.3,8.2,0.56,30.90%,Submit
,,,,,,,
Van Hecke,,,,,,,
DF 4.5,,,,,,,
91,2.4,2.9,2.9,8.2,0.61,3.00%,Submit
,,,,,,,
Barnes,,,,,,,
MD 6.3,,,,,,,
42,2.1,2.6,3.4,8.1,0.43,0.00%,Submit
,,,,,,,
Hutchinson,,,,,,,
MD 5.2,,,,,,,
76,3,2.8,2.3,8.1,0.52,0.00%,Submit
,,,,,,,
R�ben,,,,,,,
DF 5.4,,,,,,,
69,3.2,2.6,2.3,8.1,0.5,0.00%,Submit
,,,,,,,
Livramento,,,,,,,
DF 4.5,,,,,,,
78,2,2.5,3.5,8.1,0.6,0.00%,Submit
,,,,,,,
H�jlund,,,,,,,
FW 6.9,,,,,,,
58,2.4,3.4,2.2,8.1,0.39,0.10%,Submit
,,,,,,,
Summerville,,,,,,,
MD 5.7,,,,,,,
50,2.6,2.9,2.5,8.1,0.47,0.00%,Submit
,,,,,,,
Hall,,,,,,,
DF 4.4,,,,,,,
84,2,2.6,3.4,8.1,0.61,17.80%,Submit
,,,,,,,
Smith,,,,,,,
DF 4.5,,,,,,,
85,2.4,2.8,2.8,8,0.6,0.00%,Submit
,,,,,,,
Antonio,,,,,,,
FW 5.4,,,,,,,
61,3.1,2.8,2.1,8,0.49,0.00%,Submit
,,,,,,,
Sch�r,,,,,,,
DF 5.4,,,,,,,
89,2.1,2.4,3.5,7.9,0.49,0.00%,Submit
,,,,,,,
Jones,,,,,,,
MD 5.3,,,,,,,
56,2.4,2.7,2.8,7.9,0.5,0.00%,Submit
,,,,,,,
Kilman,,,,,,,
DF 4.5,,,,,,,
90,2.8,3,2.1,7.9,0.59,0.20%,Submit
,,,,,,,
Hudson-Odoi,,,,,,,
MD 5.4,,,,,,,
70,2.5,2.6,2.8,7.9,0.49,0.00%,Submit
,,,,,,,
Gakpo,,,,,,,
FW 7.1,,,,,,,
48,2.6,2.5,2.8,7.9,0.37,0.00%,Submit
,,,,,,,
Emerson,,,,,,,
DF 4.4,,,,,,,
79,3,2.8,2,7.8,0.59,0.20%,Submit
,,,,,,,
A.Becker,,,,,,,
GK 5.4,,,,,,,
60,1.2,2.5,4,7.8,0.48,0.00%,Submit
,,,,,,,
Schade,,,,,,,
MD 5.1,,,,,,,
63,2.9,2.9,1.9,7.7,0.5,0.00%,Submit
,,,,,,,
J.Ayew,,,,,,,
MD 5.2,,,,,,,
65,3,2.7,2,7.7,0.49,0.00%,Submit
,,,,,,,
Doku,,,,,,,
MD 6.2,,,,,,,
34,2.4,2.6,2.6,7.6,0.41,0.00%,Submit
,,,,,,,
Todibo,,,,,,,
DF 4.3,,,,,,,
89,2.8,2.8,2.1,7.6,0.59,0.00%,Submit
,,,,,,,
Burn,,,,,,,
DF 4.4,,,,,,,
88,1.9,2.3,3.4,7.6,0.58,0.00%,Submit
,,,,,,,
Chaplin,,,,,,,
MD 5.1,,,,,,,
48,2.6,2.7,2.3,7.6,0.5,0.00%,Submit
,,,,,,,
Andreas,,,,,,,
MD 5.1,,,,,,,
65,3.2,2.5,1.8,7.5,0.49,0.60%,Submit
,,,,,,,
Joelinton,,,,,,,
MD 6.0,,,,,,,
74,2.7,2.1,2.8,7.5,0.42,0.00%,Submit
,,,,,,,
Lindstr�m,,,,,,,
MD 5.1,,,,,,,
60,3,2.4,2.2,7.5,0.49,0.00%,Submit
,,,,,,,
Christie,,,,,,,
MD 4.9,,,,,,,
65,2.4,2.7,2.5,7.5,0.51,0.00%,Submit
,,,,,,,
Zabarnyi,,,,,,,
DF 4.4,,,,,,,
91,2.3,2.7,2.6,7.5,0.57,0.00%,Submit
,,,,,,,
Caicedo,,,,,,,
MD 4.9,,,,,,,
87,2.8,2.3,2.4,7.5,0.51,0.00%,Submit
,,,,,,,
Garnacho,,,,,,,
MD 6.4,,,,,,,
60,2.4,3,2,7.4,0.38,2.70%,Submit
,,,,,,,
Mario Jr.,,,,,,,
MD 5.0,,,,,,,
81,2.3,2.3,2.6,7.3,0.48,0.00%,Submit
,,,,,,,
Walker,,,,,,,
DF 5.2,,,,,,,
51,2.5,2.4,2.4,7.2,0.46,0.00%,Submit
,,,,,,,
C.Soler,,,,,,,
MD 5.0,,,,,,,
54,2.3,2.8,2.2,7.2,0.48,0.00%,Submit
,,,,,,,
Szoboszlai,,,,,,,
MD 6.3,,,,,,,
40,2.2,2.3,2.7,7.1,0.38,0.00%,Submit
,,,,,,,
Mitchell,,,,,,,
DF 4.9,,,,,,,
86,3.1,1.8,2.2,7.1,0.48,0.00%,Submit
,,,,,,,
N�rgaard,,,,,,,
MD 4.8,,,,,,,
87,2.5,2.5,2.1,7.1,0.49,0.00%,Submit
,,,,,,,
Enzo,,,,,,,
MD 4.8,,,,,,,
63,2.4,2.2,2.4,7.1,0.49,0.00%,Submit
,,,,,,,
Gu�hi,,,,,,,
DF 4.5,,,,,,,
92,3.1,1.8,2.1,7,0.52,0.60%,Submit
,,,,,,,
Grealish,,,,,,,
MD 6.4,,,,,,,
45,2.7,2.3,2,7,0.37,0.00%,Submit
,,,,,,,
Willock,,,,,,,
MD 4.8,,,,,,,
51,1.9,2.3,2.7,7,0.49,0.00%,Submit
,,,,,,,
Mu�oz,,,,,,,
DF 4.7,,,,,,,
87,3.4,1.6,2,7,0.5,0.10%,Submit
,,,,,,,
Damsgaard,,,,,,,
MD 5.0,,,,,,,
62,2.4,2.7,1.9,7,0.46,0.00%,Submit
,,,,,,,
Dragusin,,,,,,,
DF 4.3,,,,,,,
85,2.6,2.4,1.9,6.9,0.53,0.00%,Submit
,,,,,,,
M.Fernandes,,,,,,,
MD 5.0,,,,,,,
87,2.4,2.3,2.1,6.9,0.46,0.00%,Submit
,,,,,,,
Kristiansen,,,,,,,
DF 4.5,,,,,,,
85,2.8,2.4,1.6,6.9,0.51,0.00%,Submit
,,,,,,,
Sou?ek,,,,,,,
MD 4.9,,,,,,,
73,2.5,2.2,2.1,6.8,0.46,0.00%,Submit
,,,,,,,
A.Doucoure,,,,,,,
MD 5.1,,,,,,,
71,2.7,2.1,1.9,6.8,0.45,0.00%,Submit
,,,,,,,
Mavididi,,,,,,,
MD 5.3,,,,,,,
43,2.3,2.7,1.8,6.8,0.43,0.00%,Submit
,,,,,,,
Bailey,,,,,,,
MD 6.3,,,,,,,
43,2.5,2.6,1.6,6.8,0.36,0.00%,Submit
,,,,,,,
Pinnock,,,,,,,
DF 4.5,,,,,,,
90,2.3,2.8,1.7,6.8,0.5,4.80%,Submit
,,,,,,,
Archer,,,,,,,
FW 5.0,,,,,,,
58,2.5,2.1,2.2,6.8,0.45,0.20%,Submit
,,,,,,,
Werner,,,,,,,
MD 6.2,,,,,,,
48,2.5,2,2.3,6.8,0.36,0.00%,Submit
,,,,,,,
Chalobah,,,,,,,
DF 4.4,,,,,,,
84,3,1.7,2,6.7,0.51,0.00%,Submit
,,,,,,,
P.M.Sarr,,,,,,,
MD 4.8,,,,,,,
68,2.3,2.1,2.3,6.7,0.46,0.00%,Submit
,,,,,,,
Baleba,,,,,,,
MD 5.0,,,,,,,
72,2.2,2.1,2.3,6.6,0.44,0.00%,Submit
,,,,,,,
O'Shea,,,,,,,
DF 4.0,,,,,,,
90,2.4,2.3,1.9,6.6,0.55,1.10%,Submit
,,,,,,,
Veltman,,,,,,,
DF 4.6,,,,,,,
78,1.7,2.5,2.3,6.5,0.47,0.20%,Submit
,,,,,,,
Dawson,,,,,,,
DF 4.4,,,,,,,
73,2,1.7,2.9,6.5,0.49,0.10%,Submit
,,,,,,,
Lacroix,,,,,,,
DF 4.5,,,,,,,
88,3,1.7,1.8,6.5,0.48,0.00%,Submit
,,,,,,,
Tosin,,,,,,,
DF 4.2,,,,,,,
56,2.4,1.6,2.5,6.5,0.52,0.00%,Submit
,,,,,,,
Lewis-Potter,,,,,,,
MD 5.0,,,,,,,
67,2.4,2.3,1.8,6.5,0.43,0.00%,Submit
,,,,,,,
Toti,,,,,,,
DF 4.3,,,,,,,
89,2.3,1.7,2.6,6.5,0.5,0.10%,Submit
,,,,,,,
Stones,,,,,,,
DF 5.3,,,,,,,
45,2.3,2.2,2,6.4,0.4,0.00%,Submit
,,,,,,,
Bellegarde,,,,,,,
MD 5.0,,,,,,,
46,2,2.1,2.3,6.4,0.43,0.00%,Submit
,,,,,,,
Amad,,,,,,,
MD 5.0,,,,,,,
57,2.1,2.6,1.8,6.4,0.43,0.00%,Submit
,,,,,,,
Aribo,,,,,,,
MD 4.9,,,,,,,
83,2.5,2,1.8,6.4,0.43,0.00%,Submit
,,,,,,,
Faes,,,,,,,
DF 4.1,,,,,,,
92,2.6,2.3,1.5,6.4,0.52,6.90%,Submit
,,,,,,,
Berge,,,,,,,
MD 5.0,,,,,,,
91,2.7,1.9,1.7,6.4,0.42,0.00%,Submit
,,,,,,,
Ward-Prowse,,,,,,,
MD 6.2,,,,,,,
63,2,2.1,2.3,6.3,0.34,0.00%,Submit
,,,,,,,
Beto,,,,,,,
FW 5.0,,,,,,,
42,2.7,1.8,1.9,6.3,0.42,0.00%,Submit
,,,,,,,
Greaves,,,,,,,
DF 4.0,,,,,,,
88,2.3,2.2,1.8,6.3,0.53,43.60%,Submit
,,,,,,,
Tonali,,,,,,,
MD 5.5,,,,,,,
57,1.9,1.9,2.4,6.3,0.38,0.00%,Submit
,,,,,,,
Collins,,,,,,,
DF 4.5,,,,,,,
90,2.2,2.4,1.6,6.2,0.46,0.90%,Submit
,,,,,,,
Gana,,,,,,,
MD 4.9,,,,,,,
78,2.5,1.9,1.9,6.2,0.42,0.00%,Submit
,,,,,,,
Wilson,,,,,,,
MD 5.2,,,,,,,
43,2.3,2.3,1.6,6.2,0.4,0.00%,Submit
,,,,,,,
Cook,,,,,,,
MD 5.0,,,,,,,
94,2.2,1.8,2.2,6.2,0.41,0.00%,Submit
,,,,,,,
Ndidi,,,,,,,
MD 5.0,,,,,,,
86,2.6,1.9,1.7,6.2,0.41,0.00%,Submit
,,,,,,,
Dalot,,,,,,,
DF 5.2,,,,,,,
82,1.5,3.3,1.4,6.2,0.4,10.60%,Submit
,,,,,,,
Senesi,,,,,,,
DF 4.8,,,,,,,
62,1.8,2,2.4,6.2,0.43,0.00%,Submit
,,,,,,,
De Ligt,,,,,,,
DF 5.0,,,,,,,
91,1.4,3.3,1.4,6.1,0.41,0.10%,Submit
,,,,,,,
Janelt,,,,,,,
MD 4.9,,,,,,,
66,2.1,2,1.9,6.1,0.42,0.00%,Submit
,,,,,,,
Burns,,,,,,,
MD 4.8,,,,,,,
45,1.9,2.2,2,6.1,0.43,0.00%,Submit
,,,,,,,
J.Gomes,,,,,,,
MD 4.9,,,,,,,
81,2.4,1.6,2.2,6.1,0.42,0.00%,Submit
,,,,,,,
Ayari,,,,,,,
MD 5.0,,,,,,,
58,2,2,2.1,6.1,0.41,0.00%,Submit
,,,,,,,
Bissouma,,,,,,,
MD 4.9,,,,,,,
68,2.1,2,2,6.1,0.41,0.00%,Submit
,,,,,,,
Jo�o F�lix,,,,,,,
MD 6.1,,,,,,,
25,1.9,2.2,2,6.1,0.33,0.00%,Submit
,,,,,,,
Elanga,,,,,,,
MD 5.1,,,,,,,
44,1.7,2.2,2.2,6.1,0.4,0.00%,Submit
,,,,,,,
Aina,,,,,,,
DF 4.9,,,,,,,
85,1.2,2.1,2.7,6,0.41,1.00%,Submit
,,,,,,,
Robinson,,,,,,,
DF 4.7,,,,,,,
89,3,1.9,1.2,6,0.43,2.20%,Submit
,,,,,,,
Yates,,,,,,,
MD 4.9,,,,,,,
89,2.2,1.9,2,6,0.41,0.00%,Submit
,,,,,,,
Buonanotte,,,,,,,
MD 5.0,,,,,,,
73,3.4,0,2.6,6,0.4,0.00%,Submit
,,,,,,,
Justin,,,,,,,
DF 4.6,,,,,,,
76,2.4,2.1,1.5,6,0.44,0.00%,Submit
,,,,,,,
Van den Berg,,,,,,,
DF 4.1,,,,,,,
84,2.1,2.4,1.5,6,0.49,4.50%,Submit
,,,,,,,
Mykolenko,,,,,,,
DF 4.3,,,,,,,
85,3.2,1.6,1.1,5.9,0.46,32.00%,Submit
,,,,,,,
S.Bueno,,,,,,,
DF 4.3,,,,,,,
56,1.5,1.8,2.6,5.9,0.46,0.00%,Submit
,,,,,,,
Morsy,,,,,,,
MD 4.9,,,,,,,
83,2.3,1.9,1.8,5.9,0.4,0.00%,Submit
,,,,,,,
Mazraoui,,,,,,,
DF 4.7,,,,,,,
78,1.5,3,1.3,5.8,0.41,2.40%,Submit
,,,,,,,
Young,,,,,,,
DF 4.6,,,,,,,
80,3.2,1.5,1,5.8,0.42,0.00%,Submit
,,,,,,,
Nketiah,,,,,,,
FW 5.9,,,,,,,
36,2,1.5,2.3,5.8,0.33,0.00%,Submit
,,,,,,,
Romero,,,,,,,
DF 5.0,,,,,,,
54,0.9,1.5,3.3,5.8,0.38,0.00%,Submit
,,,,,,,
Onuachu,,,,,,,
FW 4.9,,,,,,,
53,1.7,1.9,2.1,5.7,0.39,0.00%,Submit
,,,,,,,
Jensen,,,,,,,
MD 5.3,,,,,,,
57,1.6,2.1,1.9,5.7,0.36,0.00%,Submit
,,,,,,,
Anderson,,,,,,,
MD 5.0,,,,,,,
48,1.6,1.8,2.2,5.6,0.38,0.00%,Submit
