col1,col2,col3,col4,col5,col6,col7,col8,col9
DF 4.0,,,,,,,,
90,3.4,3.5,3.6,2.7,90,88,83,84
,,,,,,,,
Mitchell,,,,,,,,
DF 5.0,,,,,,,,
80,3.4,3.6,2.4,3.8,80,80,82,80
,,,,,,,,
Gravenberch,,,,,,,,
MD 5.6,,,,,,,,
83,3.2,3.5,3.2,3.3,83,82,79,79
,,,,,,,,
Kluivert,,,,,,,,
MD 7.0,,,,,,,,
59,3.6,3,3.7,2.8,59,58,59,61
,,,,,,,,
Zubimendi,,,,,,,,
MD 5.5,,,,,,,,
82,3.7,3.2,3.2,3.2,82,82,79,77
,,,,,,,,
Ayari,,,,,,,,
MD 4.9,,,,,,,,
73,3.3,3.2,3.1,3.5,73,72,74,71
,,,,,,,,
Roefs,,,,,,,,
GK 4.6,,,,,,,,
92,3,3.7,2.9,3.5,92,93,92,91
,,,,,,,,
Frimpong,,,,,,,,
DF 5.9,,,,,,,,
55,2.2,3.7,3.4,3.8,55,70,70,71
,,,,,,,,
Romero,,,,,,,,
DF 5.1,,,,,,,,
91,3.6,3.4,3.1,2.9,91,86,82,81
,,,,,,,,
S�nchez,,,,,,,,
GK 4.9,,,,,,,,
85,2.9,3.1,3.9,3.1,85,83,85,85
,,,,,,,,
D�bravka,,,,,,,,
GK 4.0,,,,,,,,
93,3.1,3.7,3.4,2.8,93,93,93,90
,,,,,,,,
Iwobi,,,,,,,,
MD 6.5,,,,,,,,
77,3.2,3,3,3.8,77,76,75,72
,,,,,,,,
E.Le F�e,,,,,,,,
MD 4.9,,,,,,,,
74,3.2,3.7,2.8,3.3,74,71,68,68
,,,,,,,,
Szoboszlai,,,,,,,,
MD 6.5,,,,,,,,
61,2.9,3.4,3.1,3.5,61,58,58,62
,,,,,,,,
Gibbs-White,,,,,,,,
MD 7.4,,,,,,,,
76,3.1,3.3,3,3.5,76,73,69,70
,,,,,,,,
Diakit�,,,,,,,,
DF 4.5,,,,,,,,
89,3.8,3.1,3.6,2.4,89,89,85,81
,,,,,,,,
Tavernier,,,,,,,,
MD 5.5,,,,,,,,
65,3.5,3,3.6,2.7,65,64,64,62
,,,,,,,,
Palmer,,,,,,,,
MD 10.3,,,,,,,,
0,0,1.9,5.9,4.9,0,29,71,81
,,,,,,,,
Truffert,,,,,,,,
DF 4.5,,,,,,,,
92,4,2.8,3.7,2.2,92,84,83,83
,,,,,,,,
Ekdal,,,,,,,,
DF 4.0,,,,,,,,
89,3,3.7,3.5,2.5,89,85,83,79
,,,,,,,,
Collins,,,,,,,,
DF 5.0,,,,,,,,
92,3.1,3.8,2.8,2.9,92,89,85,80
,,,,,,,,
Wood,,,,,,,,
FW 7.4,,,,,,,,
71,3.3,3.5,2.8,3.1,71,68,58,53
,,,,,,,,
Okafor,,,,,,,,
MD 5.5,,,,,,,,
71,3.4,3.1,3.5,2.6,71,65,66,61
,,,,,,,,
Cash,,,,,,,,
DF 4.6,,,,,,,,
82,4.5,3.1,2.9,2.1,82,80,81,77
,,,,,,,,
Xhaka,,,,,,,,
MD 5.0,,,,,,,,
90,3.1,3.5,2.9,3.1,90,88,85,81
,,,,,,,,
Strand Larsen,,,,,,,,
FW 6.4,,,,,,,,
56,2.1,3.5,3.8,3,42,73,71,69
,,,,,,,,
Sels,,,,,,,,
GK 4.9,,,,,,,,
93,3,3.2,3,3.3,93,92,92,91
,,,,,,,,
Est�v�o,,,,,,,,
MD 6.5,,,,,,,,
64,3.2,3.1,3.4,2.8,64,58,51,54
,,,,,,,,
De Cuyper,,,,,,,,
DF 4.4,,,,,,,,
75,3.6,2.9,2.4,3.5,75,66,66,64
,,,,,,,,
De Ligt,,,,,,,,
DF 5.0,,,,,,,,
83,4.1,2.3,3,3,83,86,81,82
,,,,,,,,
Kelleher,,,,,,,,
GK 4.5,,,,,,,,
94,3,3.5,2.9,3,94,93,91,92
,,,,,,,,
Gomes,,,,,,,,
MD 5.4,,,,,,,,
88,3.3,3.4,3.1,2.6,88,87,75,72
,,,,,,,,
Ra�l,,,,,,,,
FW 6.3,,,,,,,,
85,3.1,3.5,2.8,2.9,64,75,56,43
,,,,,,,,
Mykolenko,,,,,,,,
DF 4.9,,,,,,,,
88,3.4,2.2,3.2,3.4,88,84,79,76
,,,,,,,,
Gudmundsson,,,,,,,,
DF 4.0,,,,,,,,
83,3.2,3,3.8,2.2,83,76,82,74
,,,,,,,,
Martinez,,,,,,,,
GK 5.0,,,,,,,,
93,3,3.2,3.1,2.7,70,92,93,90
,,,,,,,,
Ampadu,,,,,,,,
MD 4.9,,,,,,,,
88,3.2,3.1,3.1,2.7,88,85,83,78
,,,,,,,,
Mukiele,,,,,,,,
DF 4.0,,,,,,,,
84,2.7,3.7,2.4,3.3,84,81,83,81
,,,,,,,,
Alderete,,,,,,,,
DF 4.1,,,,,,,,
83,2.9,3.6,2.4,3.2,83,74,76,74
,,,,,,,,
Robinson,,,,,,,,
DF 5.0,,,,,,,,
65,2.3,2.8,2.8,4.1,65,86,84,82
,,,,,,,,
Milenkovi?,,,,,,,,
DF 5.4,,,,,,,,
93,2.9,2.9,2.9,3.2,93,84,85,84
,,,,,,,,
Garner,,,,,,,,
MD 5.0,,,,,,,,
86,3.4,2.8,2.9,2.8,86,77,72,66
,,,,,,,,
N.Williams,,,,,,,,
DF 4.9,,,,,,,,
90,2.8,3.2,2.7,3.2,90,89,79,79
,,,,,,,,
Hermansen,,,,,,,,
GK 4.5,,,,,,,,
93,2.5,3.3,3.1,2.9,93,91,90,89
,,,,,,,,
O'Brien,,,,,,,,
DF 5.0,,,,,,,,
90,3.2,2,3.2,3.3,90,85,85,79
,,,,,,,,
Richarlison,,,,,,,,
FW 6.8,,,,,,,,
72,3.9,3.5,2.3,2.1,72,59,43,37
,,,,,,,,
Van den Berg,,,,,,,,
DF 4.5,,,,,,,,
92,2.9,3.5,2.6,2.7,92,87,87,80
,,,,,,,,
Doku,,,,,,,,
MD 6.6,,,,,,,,
61,3.4,3.4,2.6,2.4,61,57,49,41
,,,,,,,,
Van de Ven,,,,,,,,
DF 4.8,,,,,,,,
89,3.2,3,2.8,2.6,89,83,82,83
,,,,,,,,
Wharton,,,,,,,,
MD 5.0,,,,,,,,
78,3.1,3,2.5,3.1,78,72,72,74
,,,,,,,,
Konsa,,,,,,,,
DF 4.5,,,,,,,,
93,4.1,2.9,2.5,2.1,93,90,85,90
,,,,,,,,
Gana,,,,,,,,
MD 5.4,,,,,,,,
83,3.2,2.7,2.7,2.9,83,77,69,73
,,,,,,,,
R�ben,,,,,,,,
DF 5.5,,,,,,,,
76,3,3.4,2.5,2.8,76,74,64,65
,,,,,,,,
Bassey,,,,,,,,
DF 4.5,,,,,,,,
89,2.8,2.6,2.5,3.7,89,88,84,84
,,,,,,,,
McGinn,,,,,,,,
MD 5.4,,,,,,,,
74,3.6,2.7,2.7,2.5,74,63,63,65
,,,,,,,,
Dorgu,,,,,,,,
DF 4.5,,,,,,,,
73,4.1,1.9,2.9,2.5,73,73,69,64
,,,,,,,,
Krej?�,,,,,,,,
DF 4.5,,,,,,,,
87,2.8,3,3.3,2.3,87,78,78,77
,,,,,,,,
J.Palhinha,,,,,,,,
MD 5.5,,,,,,,,
79,3,2.9,2.7,2.7,79,76,73,73
,,,,,,,,
Struijk,,,,,,,,
DF 4.5,,,,,,,,
80,3.1,3.2,2.9,2.2,80,79,65,71
,,,,,,,,
Ndoye,,,,,,,,
MD 6.0,,,,,,,,
69,2.8,2.9,2.6,3,69,66,61,62
,,,,,,,,
Wieffer,,,,,,,,
MD 4.9,,,,,,,,
61,2.6,3,2.7,2.9,61,73,67,64
,,,,,,,,
Foster,,,,,,,,
FW 5.0,,,,,,,,
71,2.9,3.2,2.9,2.3,71,64,65,59
,,,,,,,,
M.Fernandes,,,,,,,,
MD 5.5,,,,,,,,
73,2.5,3,2.9,2.8,73,69,71,68
,,,,,,,,
Johnstone,,,,,,,,
GK 4.5,,,,,,,,
83,2.8,3,2.9,2.4,83,81,73,73
,,,,,,,,
Kilman,,,,,,,,
DF 4.4,,,,,,,,
91,2.2,3.2,3,2.6,91,89,83,80
,,,,,,,,
Kamara,,,,,,,,
MD 4.9,,,,,,,,
82,3.2,2.9,2.5,2.4,82,80,70,71
,,,,,,,,
Yarmoliuk,,,,,,,,
MD 5.0,,,,,,,,
79,2.8,2.9,2.6,2.5,79,77,75,70
,,,,,,,,
Hartman,,,,,,,,
DF 4.0,,,,,,,,
82,2.6,3.4,2.8,2,82,78,70,71
,,,,,,,,
Cullen,,,,,,,,
MD 5.0,,,,,,,,
76,2.7,2.9,2.7,2.6,76,73,69,74
,,,,,,,,
Bruun Larsen,,,,,,,,
MD 5.3,,,,,,,,
58,2.7,2.9,2.8,2.3,58,50,54,52
,,,,,,,,
Talbi,,,,,,,,
MD 5.0,,,,,,,,
68,2.6,3.1,2.4,2.7,68,65,66,63
,,,,,,,,
King,,,,,,,,
MD 4.5,,,,,,,,
59,2.6,2.6,2.4,3.1,59,64,59,58
,,,,,,,,
Luki?,,,,,,,,
MD 5.0,,,,,,,,
88,3.3,2.2,2.2,3,88,63,60,65
,,,,,,,,
Dewsbury-Hall,,,,,,,,
MD 5.0,,,,,,,,
0,0,3,3.7,3.9,0,86,80,84
,,,,,,,,
Grealish,,,,,,,,
MD 6.9,,,,,,,,
82,3.6,0,3.5,3.6,82,0,74,75
,,,,,,,,
Welbeck,,,,,,,,
FW 6.3,,,,,,,,
45,2.7,2.6,2.4,2.7,45,45,43,40
,,,,,,,,
J.Murphy,,,,,,,,
MD 6.2,,,,,,,,
50,2.9,2.3,2.6,2.6,50,47,48,48
,,,,,,,,
Kerkez,,,,,,,,
DF 5.9,,,,,,,,
64,2.3,2.6,2.6,2.9,64,57,59,60
,,,,,,,,
Lammens,,,,,,,,
GK 5.0,,,,,,,,
52,2.2,2.3,3,2.9,52,71,82,81
,,,,,,,,
Berge,,,,,,,,
MD 5.0,,,,,,,,
80,2.7,2.4,2.4,2.8,80,76,74,76
,,,,,,,,
Beto,,,,,,,,
FW 5.4,,,,,,,,
53,2.8,2.3,2.7,2.6,53,51,47,45
,,,,,,,,
Walker,,,,,,,,
DF 4.5,,,,,,,,
87,2.3,3.2,2.8,1.9,87,87,84,82
,,,,,,,,
Munetsi,,,,,,,,
MD 5.4,,,,,,,,
60,2.5,2.5,2.8,2.5,60,56,60,64
,,,,,,,,
Amad,,,,,,,,
MD 6.3,,,,,,,,
62,2.6,2.4,2.8,2.6,47,59,58,56
,,,,,,,,
Diouf,,,,,,,,
DF 4.4,,,,,,,,
89,1.7,3.2,2.8,2.6,89,88,83,85
,,,,,,,,
Sadiki,,,,,,,,
MD 5.0,,,,,,,,
86,2.5,2.8,2.3,2.5,86,85,83,78
,,,,,,,,
James,,,,,,,,
DF 5.4,,,,,,,,
59,2.3,2.6,3.2,2,59,58,52,46
,,,,,,,,
Baleba,,,,,,,,
MD 4.8,,,,,,,,
61,2.6,2.6,2.3,2.5,61,65,59,58
,,,,,,,,
H.Bueno,,,,,,,,
DF 4.4,,,,,,,,
64,2.3,2.6,3.1,2,64,60,64,61
,,,,,,,,
Andr�,,,,,,,,
MD 5.4,,,,,,,,
66,2.4,2.6,2.5,2.4,66,68,66,67
,,,,,,,,
Henderson,,,,,,,,
MD 5.0,,,,,,,,
71,2.5,2.7,2.3,2.4,71,72,65,68
,,,,,,,,
Aaronson,,,,,,,,
MD 5.4,,,,,,,,
60,2.9,2.5,2.5,1.8,60,53,47,41
,,,,,,,,
Kayode,,,,,,,,
DF 4.5,,,,,,,,
84,2.4,3,2.1,2.2,84,79,76,71
,,,,,,,,
Gruda,,,,,,,,
MD 5.4,,,,,,,,
47,2.6,2.4,2.2,2.7,47,45,43,45
,,,,,,,,
Murillo,,,,,,,,
DF 5.4,,,,,,,,
36,1,2.2,3.2,3.4,27,57,85,81
,,,,,,,,
Gomez,,,,,,,,
MD 4.9,,,,,,,,
55,2.6,2.4,2.3,2.5,55,51,52,49
,,,,,,,,
Mavropanos,,,,,,,,
DF 4.4,,,,,,,,
75,2,2.6,2.6,2.4,75,68,69,68
,,,,,,,,
Adams,,,,,,,,
MD 5.0,,,,,,,,
76,3,2.5,2.2,1.9,76,66,55,52
,,,,,,,,
Bakwa,,,,,,,,
MD 6.0,,,,,,,,
54,2.3,2.5,2.2,2.5,54,54,50,49
,,,,,,,,
Agbadou,,,,,,,,
DF 4.5,,,,,,,,
62,2.2,2.5,2.7,2.2,62,56,58,61
,,,,,,,,
Ekitik�,,,,,,,,
FW 8.7,,,,,,,,
45,1.9,2.7,2.4,2.5,34,38,37,37
,,,,,,,,
Kamada,,,,,,,,
MD 5.0,,,,,,,,
57,2.5,2.3,2,2.6,57,49,52,52
,,,,,,,,
Barry,,,,,,,,
FW 5.8,,,,,,,,
47,2.4,2.1,2.5,2.3,47,48,44,42
,,,,,,,,
Rigg,,,,,,,,
MD 4.8,,,,,,,,
56,2.2,2.6,2.2,2.4,56,57,60,56
,,,,,,,,
Florentino,,,,,,,,
MD 5.0,,,,,,,,
63,2.3,2.4,2.4,2,63,63,62,56
,,,,,,,,
P.M.Sarr,,,,,,,,
MD 5.0,,,,,,,,
55,2.5,2.4,2.3,2,55,51,53,46
,,,,,,,,
O�Reilly,,,,,,,,
DF 4.9,,,,,,,,
74,3.4,2.6,1.5,1.6,74,48,33,31
,,,,,,,,
Casemiro,,,,,,,,
MD 5.5,,,,,,,,
52,2.6,2,2.2,2.2,52,49,49,51
,,,,,,,,
Adingra,,,,,,,,
MD 5.3,,,,,,,,
49,2.1,2.5,1.9,2.4,49,49,49,51
,,,,,,,,
Digne,,,,,,,,
DF 4.5,,,,,,,,
60,3.3,2.1,1.9,1.5,60,55,52,53
,,,,,,,,
Yoro,,,,,,,,
DF 4.5,,,,,,,,
58,2.7,1.7,2.4,2.1,58,66,65,61
,,,,,,,,
Shaw,,,,,,,,
DF 4.5,,,,,,,,
71,3.2,1.4,2.2,2,71,65,64,64
,,,,,,,,
Udogie,,,,,,,,
DF 4.4,,,,,,,,
61,2.3,2.3,2.1,2,61,58,60,57
,,,,,,,,
Summerville,,,,,,,,
MD 5.5,,,,,,,,
54,1.9,2.6,2.2,2.1,54,54,50,47
,,,,,,,,
Castagne,,,,,,,,
DF 4.4,,,,,,,,
87,3,2.6,1.8,1.3,87,83,55,24
,,,,,,,,
Guessand,,,,,,,,
MD 6.3,,,,,,,,
46,2.9,2,1.9,1.9,46,38,36,42
,,,,,,,,
Chalobah,,,,,,,,
DF 5.2,,,,,,,,
0,0,3.1,3.3,2.3,0,70,57,54
,,,,,,,,
Kevin,,,,,,,,
MD 6.0,,,,,,,,
49,2.3,1.9,2.1,2.4,49,44,47,42
,,,,,,,,
Garnacho,,,,,,,,
MD 6.4,,,,,,,,
46,2.5,2.3,2.1,1.8,46,39,28,32
,,,,,,,,
Tchatchoua,,,,,,,,
DF 4.5,,,,,,,,
76,2.4,2.4,2.3,1.5,76,64,53,52
,,,,,,,,
Christie,,,,,,,,
MD 5.0,,,,,,,,
42,2.1,2.2,2.3,2,42,49,45,48
,,,,,,,,
Bernardo,,,,,,,,
MD 6.4,,,,,,,,
54,2.5,2.1,1.7,2.1,54,42,39,44
,,,,,,,,
Isidor,,,,,,,,
FW 5.6,,,,,,,,
55,2.3,2.4,1.8,2,55,47,44,40
,,,,,,,,
Wilson,,,,,,,,
MD 5.3,,,,,,,,
43,2.1,2,2,2.4,43,44,41,38
,,,,,,,,
Marmoush,,,,,,,,
MD 8.3,,,,,,,,
0,0,2.1,2.8,3.6,0,25,41,45
,,,,,,,,
Adli,,,,,,,,
MD 5.5,,,,,,,,
37,2.1,2.1,2.5,1.8,37,42,41,39
,,,,,,,,
Matheus N.,,,,,,,,
DF 5.3,,,,,,,,
47,2.1,2.3,1.7,2.3,47,44,38,46
,,,,,,,,
Bergvall,,,,,,,,
MD 5.4,,,,,,,,
55,2.4,2.3,1.8,1.9,55,53,44,44
,,,,,,,,
Ugochukwu,,,,,,,,
MD 5.0,,,,,,,,
61,2,2.3,2.1,2,61,63,58,63
,,,,,,,,
S.Bueno,,,,,,,,
DF 4.4,,,,,,,,
60,1.9,2.3,2.3,1.8,60,59,56,57
,,,,,,,,
Wilson,,,,,,,,
FW 5.9,,,,,,,,
48,1.8,2.3,2.1,2.1,48,44,44,46
,,,,,,,,
Dalot,,,,,,,,
DF 4.4,,,,,,,,
60,3.1,1.5,1.9,1.8,60,60,49,51
,,,,,,,,
A�t-Nouri,,,,,,,,
DF 5.8,,,,,,,,
0,0,1.7,3,3.5,0,30,65,65
,,,,,,,,
F�llkrug,,,,,,,,
FW 5.7,,,,,,,,
47,1.8,2.3,2.1,2,47,44,45,43
,,,,,,,,
Pau,,,,,,,,
DF 4.4,,,,,,,,
86,3.9,2,1.4,1,86,62,44,39
,,,,,,,,
Zinchenko,,,,,,,,
DF 4.9,,,,,,,,
84,0.6,2.6,2.3,2.7,21,75,71,69
,,,,,,,,
Bentancur,,,,,,,,
MD 5.4,,,,,,,,
