col1,col2,col3,col4,col5,col6,col7,col8,col9
92,3.4,3.1,3.2,3.4,92,86,85,83
,,,,,,,,
Tavernier,,,,,,,,
MD 5.5,,,,,,,,
62,3.3,3.2,3.2,3.3,62,62,63,59
,,,,,,,,
Donnarumma,,,,,,,,
GK 5.5,,,,,,,,
64,2.5,2.9,4.1,3.6,64,92,92,91
,,,,,,,,
Verbruggen,,,,,,,,
GK 4.5,,,,,,,,
94,3.2,3.5,2.9,3.5,94,92,91,90
,,,,,,,,
Dorgu,,,,,,,,
DF 4.5,,,,,,,,
83,2.6,3.1,3.1,4.2,83,79,73,67
,,,,,,,,
Truffert,,,,,,,,
DF 4.5,,,,,,,,
87,3.4,3.1,3,3.5,87,85,81,82
,,,,,,,,
Barnes,,,,,,,,
MD 6.5,,,,,,,,
71,4.7,3.7,2.1,2.4,71,70,40,40
,,,,,,,,
Tete,,,,,,,,
DF 4.5,,,,,,,,
81,3.8,3.6,2.7,2.8,81,80,77,76
,,,,,,,,
Gvardiol,,,,,,,,
DF 5.8,,,,,,,,
59,2.6,2.5,4.3,3.4,59,81,77,78
,,,,,,,,
Szoboszlai,,,,,,,,
MD 6.5,,,,,,,,
66,3.8,3.2,3,2.6,66,53,59,53
,,,,,,,,
Burn,,,,,,,,
DF 5.0,,,,,,,,
83,4.1,3,2.4,3.2,83,79,74,72
,,,,,,,,
Saka,,,,,,,,
MD 9.8,,,,,,,,
0,0,2.7,4.2,5.7,0,48,82,82
,,,,,,,,
N.Williams,,,,,,,,
DF 5.0,,,,,,,,
87,2.5,3.6,4.1,2.4,87,77,70,68
,,,,,,,,
Rodon,,,,,,,,
DF 4.0,,,,,,,,
90,3.1,3.4,3.1,2.9,90,87,84,78
,,,,,,,,
Robinson,,,,,,,,
DF 5.0,,,,,,,,
69,3.1,3.7,2.8,2.9,69,85,84,85
,,,,,,,,
Van Hecke,,,,,,,,
DF 4.5,,,,,,,,
91,3.2,3.3,2.5,3.5,91,86,86,85
,,,,,,,,
Kelleher,,,,,,,,
GK 4.5,,,,,,,,
93,3.1,3.2,3.2,3,93,93,92,92
,,,,,,,,
Muniz,,,,,,,,
FW 5.5,,,,,,,,
66,3.7,3.5,2.7,2.5,66,62,56,50
,,,,,,,,
Van den Berg,,,,,,,,
DF 4.5,,,,,,,,
90,3.1,3.2,3.3,2.8,90,87,87,84
,,,,,,,,
Welbeck,,,,,,,,
FW 6.3,,,,,,,,
58,3.1,3.4,2.8,3.1,58,56,60,53
,,,,,,,,
Gudmundsson,,,,,,,,
DF 4.0,,,,,,,,
87,3,3.3,3.1,3,87,83,79,76
,,,,,,,,
Sch�r,,,,,,,,
DF 5.5,,,,,,,,
61,3.2,3.1,2.6,3.5,61,78,74,74
,,,,,,,,
Livramento,,,,,,,,
DF 5.1,,,,,,,,
83,4,2.8,2.3,3.3,83,81,77,77
,,,,,,,,
Collins,,,,,,,,
DF 5.0,,,,,,,,
90,3.1,3.1,3.3,2.8,90,85,84,84
,,,,,,,,
Gravenberch,,,,,,,,
MD 5.5,,,,,,,,
80,3.4,3.3,2.9,2.7,80,80,74,73
,,,,,,,,
Jos� S�,,,,,,,,
GK 4.5,,,,,,,,
93,2.9,3.4,2.8,3.1,93,92,91,92
,,,,,,,,
Bogle,,,,,,,,
DF 4.5,,,,,,,,
85,2.9,3.3,3.1,3,85,82,80,77
,,,,,,,,
Saliba,,,,,,,,
DF 6.1,,,,,,,,
80,1.9,3.3,3.1,3.9,40,88,84,82
,,,,,,,,
Anthony,,,,,,,,
MD 5.5,,,,,,,,
76,2.9,3.5,2.9,2.9,76,76,79,73
,,,,,,,,
Hermansen,,,,,,,,
GK 4.5,,,,,,,,
92,3.3,3.3,3.1,2.6,92,89,92,91
,,,,,,,,
Van de Ven,,,,,,,,
DF 4.6,,,,,,,,
90,3.1,2.6,3.7,2.8,90,86,86,83
,,,,,,,,
Amad,,,,,,,,
MD 6.4,,,,,,,,
73,2.9,3,2.8,3.4,73,68,62,59
,,,,,,,,
Douglas Luiz,,,,,,,,
MD 5.0,,,,,,,,
65,2.5,3.2,3.6,2.9,65,72,71,72
,,,,,,,,
Mings,,,,,,,,
DF 4.5,,,,,,,,
69,2.5,3.1,3,3.5,69,70,72,75
,,,,,,,,
Roefs,,,,,,,,
GK 4.5,,,,,,,,
94,3.1,3.1,2.9,2.9,94,92,90,92
,,,,,,,,
Diarra,,,,,,,,
MD 5.5,,,,,,,,
84,3.1,3.3,2.8,3,84,82,73,82
,,,,,,,,
De Ligt,,,,,,,,
DF 5.0,,,,,,,,
88,2.5,2.9,2.9,3.7,88,83,76,70
,,,,,,,,
Kerkez,,,,,,,,
DF 6.0,,,,,,,,
71,3.5,3.6,2.7,2.1,71,71,66,60
,,,,,,,,
Agbadou,,,,,,,,
DF 4.5,,,,,,,,
91,2.7,3.5,2.8,3,91,87,86,81
,,,,,,,,
Doku,,,,,,,,
MD 6.4,,,,,,,,
57,3.2,2.5,3.4,2.8,57,57,52,52
,,,,,,,,
Elanga,,,,,,,,
MD 7.0,,,,,,,,
66,4,3.1,2.1,2.7,66,64,43,49
,,,,,,,,
Calvert-Lewin,,,,,,,,
FW 5.5,,,,,,,,
66,3.2,2.8,3,2.8,66,52,52,50
,,,,,,,,
Gomes,,,,,,,,
MD 5.4,,,,,,,,
84,2.9,3.2,2.9,2.9,84,83,81,77
,,,,,,,,
Zubimendi,,,,,,,,
MD 5.4,,,,,,,,
83,3.3,2.8,2.8,3,83,79,77,72
,,,,,,,,
O'Brien,,,,,,,,
DF 5.0,,,,,,,,
90,3.4,1.9,3.6,3,90,85,82,77
,,,,,,,,
Xhaka,,,,,,,,
MD 5.0,,,,,,,,
88,3,3,3,2.8,88,86,87,83
,,,,,,,,
Chalobah,,,,,,,,
DF 5.1,,,,,,,,
81,3.5,2.8,3.3,2.1,81,72,72,61
,,,,,,,,
Hudson-Odoi,,,,,,,,
MD 6.0,,,,,,,,
67,2.5,3.1,3.6,2.6,67,66,63,63
,,,,,,,,
Hall,,,,,,,,
DF 5.4,,,,,,,,
53,2.9,2.6,2.7,3.6,53,65,77,72
,,,,,,,,
McGinn,,,,,,,,
MD 5.5,,,,,,,,
75,3,3.2,2.8,2.8,75,67,58,51
,,,,,,,,
D�bravka,,,,,,,,
GK 4.0,,,,,,,,
92,2.8,3.3,2.7,2.9,92,92,91,92
,,,,,,,,
Dunk,,,,,,,,
DF 4.5,,,,,,,,
85,2.9,3.3,2.2,3.3,85,84,79,81
,,,,,,,,
Bassey,,,,,,,,
DF 4.5,,,,,,,,
90,3.5,3.2,2.4,2.5,90,85,84,82
,,,,,,,,
James,,,,,,,,
MD 5.4,,,,,,,,
65,3,2.9,2.9,2.8,65,56,56,53
,,,,,,,,
Kamada,,,,,,,,
MD 5.0,,,,,,,,
67,3.9,3.1,2.3,2.2,67,67,54,50
,,,,,,,,
King,,,,,,,,
MD 4.5,,,,,,,,
70,3.5,3,2.4,2.6,70,60,57,58
,,,,,,,,
Munetsi,,,,,,,,
MD 5.5,,,,,,,,
75,2.8,3.3,2.8,2.7,75,73,71,64
,,,,,,,,
Bobb,,,,,,,,
MD 5.5,,,,,,,,
56,3.1,2.1,3.4,2.9,56,48,53,53
,,,,,,,,
Elliott,,,,,,,,
MD 5.4,,,,,,,,
64,2.8,3.5,2.6,2.6,64,67,48,43
,,,,,,,,
P.M.Sarr,,,,,,,,
MD 5.0,,,,,,,,
72,3,2.7,3,2.7,72,71,66,67
,,,,,,,,
Gana,,,,,,,,
MD 5.4,,,,,,,,
77,3,2.6,3,2.9,77,77,75,75
,,,,,,,,
Kilman,,,,,,,,
DF 4.4,,,,,,,,
90,3.3,3.1,2.9,2.1,90,85,81,85
,,,,,,,,
Casemiro,,,,,,,,
MD 5.5,,,,,,,,
72,2.8,2.8,2.7,3.1,72,67,62,62
,,,,,,,,
Madueke,,,,,,,,
MD 7.0,,,,,,,,
68,4.4,2.9,1.7,2.3,68,50,29,31
,,,,,,,,
Mykolenko,,,,,,,,
DF 4.9,,,,,,,,
78,2.3,1.9,3.8,3.3,59,85,83,82
,,,,,,,,
R�ben,,,,,,,,
DF 5.5,,,,,,,,
86,3.4,2.1,3.1,2.7,86,77,64,70
,,,,,,,,
Keane,,,,,,,,
DF 4.5,,,,,,,,
89,3.6,2.2,3,2.4,89,79,65,58
,,,,,,,,
Yoro,,,,,,,,
DF 4.5,,,,,,,,
85,2.3,2.7,2.7,3.6,85,80,77,73
,,,,,,,,
Ward-Prowse,,,,,,,,
MD 5.9,,,,,,,,
79,3.1,2.9,2.8,2.4,79,74,76,75
,,,,,,,,
Beto,,,,,,,,
FW 5.4,,,,,,,,
54,3.1,2.2,3.2,2.6,54,52,54,47
,,,,,,,,
Richarlison,,,,,,,,
FW 6.7,,,,,,,,
65,3.7,2.9,2.4,2,65,55,36,34
,,,,,,,,
De Cuyper,,,,,,,,
DF 4.5,,,,,,,,
76,2.7,3,2.1,3.2,76,71,74,74
,,,,,,,,
Est�ve,,,,,,,,
DF 4.0,,,,,,,,
90,2.4,3.5,2.3,2.8,90,89,88,89
,,,,,,,,
Garner,,,,,,,,
MD 5.0,,,,,,,,
79,3.1,2.4,2.7,2.7,79,70,65,68
,,,,,,,,
Toti,,,,,,,,
DF 4.4,,,,,,,,
90,2.4,3.3,2.4,2.7,90,87,82,83
,,,,,,,,
Tosin,,,,,,,,
DF 4.5,,,,,,,,
77,3.4,2.7,2.9,1.9,77,66,65,52
,,,,,,,,
M.Fernandes,,,,,,,,
MD 5.5,,,,,,,,
66,2.9,2.8,2.6,2.4,66,66,63,65
,,,,,,,,
Frimpong,,,,,,,,
DF 5.9,,,,,,,,
30,1.7,2.9,3.4,2.7,30,49,73,68
,,,,,,,,
Bernardo,,,,,,,,
MD 6.4,,,,,,,,
60,2.9,2.2,3,2.6,60,58,55,57
,,,,,,,,
Wan-Bissaka,,,,,,,,
DF 4.4,,,,,,,,
86,3.1,3.1,2.7,1.7,86,85,84,81
,,,,,,,,
Ndoye,,,,,,,,
MD 6.1,,,,,,,,
58,2.3,2.9,3.2,2.2,58,57,52,50
,,,,,,,,
Yarmoliuk,,,,,,,,
MD 5.0,,,,,,,,
76,2.8,2.7,2.7,2.3,76,73,71,65
,,,,,,,,
Okafor,,,,,,,,
MD 5.5,,,,,,,,
51,2.4,2.5,2.7,2.9,51,49,52,57
,,,,,,,,
Est�v�o,,,,,,,,
MD 6.5,,,,,,,,
42,2.2,2.9,3,2.3,42,61,57,50
,,,,,,,,
Christie,,,,,,,,
MD 5.0,,,,,,,,
47,2.2,2.9,2.5,2.8,47,64,56,60
,,,,,,,,
Diouf,,,,,,,,
DF 4.5,,,,,,,,
84,3.1,3,2.6,1.7,84,82,78,79
,,,,,,,,
Cullen,,,,,,,,
MD 5.0,,,,,,,,
81,2.7,2.9,2.3,2.4,81,78,69,71
,,,,,,,,
Andr�,,,,,,,,
MD 5.5,,,,,,,,
80,2.6,2.7,2.4,2.6,80,75,72,75
,,,,,,,,
Digne,,,,,,,,
DF 4.5,,,,,,,,
57,2.3,2.6,2.5,2.8,57,49,49,49
,,,,,,,,
Hannibal,,,,,,,,
MD 5.0,,,,,,,,
67,2.5,2.9,2.2,2.4,67,67,62,62
,,,,,,,,
Berge,,,,,,,,
MD 5.0,,,,,,,,
77,2.7,2.6,2.3,2.4,77,75,72,73
,,,,,,,,
Adams,,,,,,,,
MD 5.0,,,,,,,,
86,3.3,2.6,2.2,2,86,68,57,50
,,,,,,,,
Bruun Larsen,,,,,,,,
MD 5.4,,,,,,,,
57,2.5,2.8,2.2,2.5,57,53,52,56
,,,,,,,,
Talbi,,,,,,,,
MD 5.0,,,,,,,,
70,2.6,2.7,2.4,2.2,70,67,64,59
,,,,,,,,
Foster,,,,,,,,
FW 5.0,,,,,,,,
64,2.6,2.8,2.2,2.3,64,60,56,53
,,,,,,,,
Alderete,,,,,,,,
DF 4.0,,,,,,,,
81,2.7,2.8,2.5,1.8,81,77,72,58
,,,,,,,,
Sadiki,,,,,,,,
MD 5.0,,,,,,,,
82,2.5,2.5,2.5,2.4,82,78,79,78
,,,,,,,,
Sou?ek,,,,,,,,
MD 5.8,,,,,,,,
68,2.7,2.5,2.4,2.1,68,62,64,63
,,,,,,,,
Bentancur,,,,,,,,
MD 5.4,,,,,,,,
69,2.6,2.3,2.4,2.3,69,62,57,60
,,,,,,,,
Mukiele,,,,,,,,
DF 4.0,,,,,,,,
82,2.5,2.7,2.5,2,82,80,75,68
,,,,,,,,
Baleba,,,,,,,,
MD 4.9,,,,,,,,
61,2.4,2.5,2.3,2.5,61,61,63,61
,,,,,,,,
Isak,,,,,,,,
FW 10.4,,,,,,,,
10,0.8,2.1,2.9,3.8,10,28,49,74
,,,,,,,,
Adingra,,,,,,,,
MD 5.5,,,,,,,,
61,2.4,2.7,2.3,2.2,61,64,60,57
,,,,,,,,
Adli,,,,,,,,
MD 5.5,,,,,,,,
42,2.2,2.3,2.4,2.6,42,43,48,47
,,,,,,,,
Gnonto,,,,,,,,
MD 5.4,,,,,,,,
58,2.5,2.3,2.4,2.3,58,48,48,46
,,,,,,,,
Ekdal,,,,,,,,
DF 4.0,,,,,,,,
81,2.2,3.1,2,2.2,81,78,74,67
,,,,,,,,
Johnson,,,,,,,,
MD 7.1,,,,,,,,
51,2.8,2.1,2.6,1.9,51,42,40,35
,,,,,,,,
A.Jimenez,,,,,,,,
DF 4.5,,,,,,,,
61,2.5,2.5,2.4,2.1,61,63,59,46
,,,,,,,,
Ra�l,,,,,,,,
FW 6.4,,,,,,,,
35,2.4,2.4,2.3,2.3,35,36,44,41
,,,,,,,,
Darlow,,,,,,,,
GK 4.0,,,,,,,,
91,3.1,3.4,2.2,0.7,91,89,59,19
,,,,,,,,
Ampadu,,,,,,,,
MD 4.9,,,,,,,,
70,1.8,2.6,2.6,2.4,53,74,73,70
,,,,,,,,
Spence,,,,,,,,
DF 4.5,,,,,,,,
70,2.6,1.9,2.7,2.1,70,61,58,58
,,,,,,,,
Wieffer,,,,,,,,
MD 5.0,,,,,,,,
45,1.9,2.5,2.5,2.4,45,59,65,58
,,,,,,,,
Savinho,,,,,,,,
MD 6.9,,,,,,,,
38,2.3,1.8,3,2.2,38,39,44,37
,,,,,,,,
Savona,,,,,,,,
DF 4.5,,,,,,,,
86,1.8,2.5,3,1.9,86,61,59,63
,,,,,,,,
Kayode,,,,,,,,
DF 4.5,,,,,,,,
71,2.3,2.4,2.5,1.9,71,71,69,63
,,,,,,,,
J.Palhinha,,,,,,,,
MD 5.5,,,,,,,,
59,2.2,2.2,2.5,2.1,59,60,61,56
,,,,,,,,
Henderson,,,,,,,,
MD 5.0,,,,,,,,
64,2.4,2.3,2.2,2.2,64,61,55,60
,,,,,,,,
Hartman,,,,,,,,
DF 4.0,,,,,,,,
81,2,3.2,1.8,2.1,81,80,75,69
,,,,,,,,
Maatsen,,,,,,,,
DF 4.4,,,,,,,,
45,1.8,2.3,2.3,2.5,45,44,48,45
,,,,,,,,
Ayari,,,,,,,,
MD 4.9,,,,,,,,
52,2.2,2.4,2,2.4,52,54,51,54
,,,,,,,,
Hughes,,,,,,,,
MD 4.9,,,,,,,,
65,3.1,2.3,1.9,1.6,65,59,50,41
,,,,,,,,
Reinildo,,,,,,,,
DF 4.0,,,,,,,,
78,2.1,2.4,2.4,2,78,78,81,74
,,,,,,,,
Lewis-Potter,,,,,,,,
DF 5.0,,,,,,,,
67,2.3,2.2,2.4,1.8,67,63,63,55
,,,,,,,,
Malen,,,,,,,,
MD 5.3,,,,,,,,
48,2.5,2.4,1.9,2,48,38,29,28
,,,,,,,,
Gittens,,,,,,,,
MD 6.3,,,,,,,,
58,3.2,2,1.9,1.6,58,36,31,30
,,,,,,,,
Krej?�,,,,,,,,
DF 4.5,,,,,,,,
53,1.4,2.6,2.2,2.4,53,65,78,73
,,,,,,,,
Gusto,,,,,,,,
DF 5.0,,,,,,,,
61,2.7,1.9,2.3,1.7,61,49,49,48
,,,,,,,,
Wilson,,,,,,,,
MD 5.4,,,,,,,,
46,2.7,2.1,1.9,1.8,46,36,37,34
,,,,,,,,
E.Le F�e,,,,,,,,
MD 4.9,,,,,,,,
51,2,2.2,2,2.1,51,53,49,53
,,,,,,,,
Walker,,,,,,,,
DF 4.5,,,,,,,,
88,1.8,2.9,1.6,2.1,88,87,82,82
,,,,,,,,
Barry,,,,,,,,
FW 5.9,,,,,,,,
37,2.1,1.8,2.4,2.1,37,41,42,41
,,,,,,,,
Guessand,,,,,,,,
MD 6.4,,,,,,,,
44,2.3,2.4,1.8,1.8,44,40,28,26
,,,,,,,,
F�llkrug,,,,,,,,
FW 5.8,,,,,,,,
42,1.7,2.5,2,2.1,32,49,42,53
,,,,,,,,
A�t-Nouri,,,,,,,,
DF 6.0,,,,,,,,
0,0,0.7,4.1,3.3,0,21,64,67
,,,,,,,,
Bradley,,,,,,,,
DF 5.0,,,,,,,,
55,3.1,2.5,1.2,1.2,55,44,25,29
,,,,,,,,
James,,,,,,,,
DF 5.5,,,,,,,,
