col1,col2,col3,col4,col5,col6,col7,col8,col9
91,3.2,3,3.4,3.3,91,89,92,91
,,,,,,,,
Gomes,,,,,,,,
MD 5.5,,,,,,,,
85,3.5,2.9,3.4,3,85,77,80,81
,,,,,,,,
Georginio,,,,,,,,
MD 6.0,,,,,,,,
42,1.8,3.8,4,3.3,32,69,67,69
,,,,,,,,
Gravenberch,,,,,,,,
MD 5.5,,,,,,,,
85,3.1,3.3,3.3,3.1,85,79,79,79
,,,,,,,,
Solanke,,,,,,,,
FW 7.3,,,,,,,,
35,2.4,2.9,3.3,4.1,35,47,62,60
,,,,,,,,
Douglas Luiz,,,,,,,,
MD 5.0,,,,,,,,
65,3,2.8,3.4,3.6,65,79,80,75
,,,,,,,,
Szoboszlai,,,,,,,,
MD 6.5,,,,,,,,
62,3,3.4,3.4,2.9,62,56,55,53
,,,,,,,,
Luki?,,,,,,,,
MD 5.0,,,,,,,,
84,3.1,3.6,3.3,2.8,84,82,77,75
,,,,,,,,
Jos� S�,,,,,,,,
GK 4.5,,,,,,,,
94,3.5,2.9,3.5,2.8,94,93,92,90
,,,,,,,,
R�ben,,,,,,,,
DF 5.5,,,,,,,,
85,3.2,3.5,2.2,3.7,85,82,76,74
,,,,,,,,
Dorgu,,,,,,,,
DF 4.5,,,,,,,,
83,4.6,2.1,2.9,3,83,78,73,71
,,,,,,,,
Truffert,,,,,,,,
DF 4.5,,,,,,,,
89,2.8,3.3,3.2,3.3,89,82,83,86
,,,,,,,,
Verbruggen,,,,,,,,
GK 4.5,,,,,,,,
93,3,3.2,3.4,2.9,93,93,92,92
,,,,,,,,
Grealish,,,,,,,,
MD 6.5,,,,,,,,
74,3.3,3.2,2.4,3.6,74,73,65,71
,,,,,,,,
Agbadou,,,,,,,,
DF 4.5,,,,,,,,
92,3.6,2.6,3.7,2.6,92,86,89,86
,,,,,,,,
Tavernier,,,,,,,,
MD 5.5,,,,,,,,
66,3.2,3.1,3,3.2,66,56,54,60
,,,,,,,,
Barnes,,,,,,,,
MD 6.5,,,,,,,,
70,3.8,4,2.9,1.8,70,61,54,35
,,,,,,,,
Van de Ven,,,,,,,,
DF 4.5,,,,,,,,
87,3.3,3.1,2.5,3.5,87,85,82,80
,,,,,,,,
Minteh,,,,,,,,
MD 5.9,,,,,,,,
74,3.3,3.1,3.3,2.7,74,65,65,62
,,,,,,,,
Roefs,,,,,,,,
GK 4.5,,,,,,,,
93,3.4,3,3,2.9,93,92,90,89
,,,,,,,,
Diakit�,,,,,,,,
DF 4.5,,,,,,,,
89,2.8,3.2,3.2,3.1,89,88,88,83
,,,,,,,,
Hermansen,,,,,,,,
GK 4.5,,,,,,,,
91,3,3.1,3.1,3,91,91,87,90
,,,,,,,,
Anthony,,,,,,,,
MD 5.5,,,,,,,,
79,3.2,3.1,3.4,2.5,79,77,74,67
,,,,,,,,
Zubimendi,,,,,,,,
MD 5.5,,,,,,,,
86,3,3.3,3,2.9,86,81,80,74
,,,,,,,,
Foden,,,,,,,,
MD 8.0,,,,,,,,
43,2.6,3.4,2.3,3.9,43,52,47,51
,,,,,,,,
P.M.Sarr,,,,,,,,
MD 5.0,,,,,,,,
76,3.6,2.9,2.6,3.1,76,67,65,65
,,,,,,,,
Rodrigo,,,,,,,,
MD 6.4,,,,,,,,
54,2.4,3.1,2.9,3.8,54,67,79,80
,,,,,,,,
James,,,,,,,,
MD 5.5,,,,,,,,
78,3.4,2.7,3,3,78,64,63,60
,,,,,,,,
Hudson-Odoi,,,,,,,,
MD 6.0,,,,,,,,
65,3.5,2.3,2.8,3.3,65,61,59,57
,,,,,,,,
Kilman,,,,,,,,
DF 4.4,,,,,,,,
92,3,2.9,3.1,2.9,92,86,85,85
,,,,,,,,
McGinn,,,,,,,,
MD 5.5,,,,,,,,
72,3.3,2.7,3,2.9,72,66,61,60
,,,,,,,,
Digne,,,,,,,,
DF 4.5,,,,,,,,
63,3.1,2.8,3,3,63,64,56,61
,,,,,,,,
Welbeck,,,,,,,,
FW 6.4,,,,,,,,
61,3.1,3,3.3,2.5,61,54,54,51
,,,,,,,,
Wan-Bissaka,,,,,,,,
DF 4.5,,,,,,,,
91,2.9,3,3.1,2.8,91,88,84,83
,,,,,,,,
Livramento,,,,,,,,
DF 5.0,,,,,,,,
82,3.2,3.7,2.5,2.2,82,77,72,72
,,,,,,,,
Adingra,,,,,,,,
MD 5.5,,,,,,,,
75,3.3,2.7,2.9,2.7,75,70,73,70
,,,,,,,,
Xhaka,,,,,,,,
MD 5.0,,,,,,,,
90,3.2,2.9,2.8,2.8,90,86,82,83
,,,,,,,,
Muniz,,,,,,,,
FW 5.5,,,,,,,,
56,2.6,3.4,3.2,2.4,56,58,57,52
,,,,,,,,
De Ligt,,,,,,,,
DF 5.0,,,,,,,,
85,4.1,2,2.8,2.7,85,77,77,71
,,,,,,,,
Mitchell,,,,,,,,
DF 5.0,,,,,,,,
71,2.4,4.1,2.9,2.3,71,73,70,74
,,,,,,,,
Tonali,,,,,,,,
MD 5.5,,,,,,,,
64,1.4,4,3.2,3,32,86,80,81
,,,,,,,,
O'Brien,,,,,,,,
DF 5.0,,,,,,,,
89,3.3,3,1.7,3.5,89,86,81,82
,,,,,,,,
Xavi Simons,,,,,,,,
MD 99.9,,,,,,,,
0,0,3.3,3.6,4.6,0,60,74,72
,,,,,,,,
Tete,,,,,,,,
DF 4.5,,,,,,,,
76,2.5,3.5,3.1,2.3,76,70,65,65
,,,,,,,,
Kerkez,,,,,,,,
DF 6.0,,,,,,,,
70,2.5,3.5,2.9,2.5,70,71,58,61
,,,,,,,,
Eze,,,,,,,,
MD 7.5,,,,,,,,
55,2.6,3.2,2.8,2.8,55,52,51,52
,,,,,,,,
Richarlison,,,,,,,,
FW 6.7,,,,,,,,
70,4.2,2.8,2,2.4,70,49,37,35
,,,,,,,,
Rodon,,,,,,,,
DF 4.0,,,,,,,,
89,2.9,2.8,2.9,2.8,89,90,83,84
,,,,,,,,
Cullen,,,,,,,,
MD 5.0,,,,,,,,
87,2.9,2.8,3,2.7,87,85,84,84
,,,,,,,,
Bassey,,,,,,,,
DF 4.5,,,,,,,,
92,2.4,3.5,3.1,2.4,92,88,84,84
,,,,,,,,
Diarra,,,,,,,,
MD 5.5,,,,,,,,
80,3.1,2.7,2.7,2.7,80,78,76,80
,,,,,,,,
Toti,,,,,,,,
DF 4.5,,,,,,,,
91,3.3,2.4,3.2,2.4,91,88,84,86
,,,,,,,,
D�bravka,,,,,,,,
GK 4.0,,,,,,,,
91,2.9,2.8,3.3,2.4,91,91,90,89
,,,,,,,,
Johnson,,,,,,,,
MD 7.1,,,,,,,,
60,3.6,2.7,2.3,2.8,60,46,44,43
,,,,,,,,
Calafiori,,,,,,,,
DF 5.6,,,,,,,,
61,2.2,3.8,2.7,2.6,61,66,60,56
,,,,,,,,
Ward-Prowse,,,,,,,,
MD 5.9,,,,,,,,
73,2.8,2.9,2.9,2.6,73,70,68,66
,,,,,,,,
N.Aguerd,,,,,,,,
DF 4.5,,,,,,,,
84,2.8,2.8,2.9,2.8,84,81,78,78
,,,,,,,,
Gudmundsson,,,,,,,,
DF 4.0,,,,,,,,
82,2.9,2.5,2.9,3,82,75,75,78
,,,,,,,,
Chalobah,,,,,,,,
DF 5.0,,,,,,,,
77,3.5,2.9,2.3,2.4,77,70,60,55
,,,,,,,,
Bogle,,,,,,,,
DF 4.5,,,,,,,,
84,2.9,2.5,2.8,2.9,84,82,77,76
,,,,,,,,
Hall,,,,,,,,
DF 5.5,,,,,,,,
49,2.2,3.2,3.1,2.6,49,61,77,76
,,,,,,,,
Van Hecke,,,,,,,,
DF 4.5,,,,,,,,
93,2.6,2.9,3.2,2.3,93,86,88,81
,,,,,,,,
J.Timber,,,,,,,,
DF 5.6,,,,,,,,
73,2.4,3.5,2.5,2.5,73,64,60,58
,,,,,,,,
Madueke,,,,,,,,
MD 7.0,,,,,,,,
73,3.4,3.4,2.2,2,73,54,39,35
,,,,,,,,
Casemiro,,,,,,,,
MD 5.5,,,,,,,,
65,3.3,2.4,2.6,2.6,65,57,58,56
,,,,,,,,
Y�remy Pino,,,,,,,,
FW 99.9,,,,,,,,
44,1,3.8,3.1,3,22,70,68,72
,,,,,,,,
J.Palhinha,,,,,,,,
MD 5.5,,,,,,,,
76,3,2.8,2.4,2.7,76,74,68,67
,,,,,,,,
James,,,,,,,,
DF 5.5,,,,,,,,
60,3.2,2.7,2.3,2.6,60,59,56,51
,,,,,,,,
Robinson,,,,,,,,
DF 5.0,,,,,,,,
48,1.4,3,3.6,2.6,48,67,84,82
,,,,,,,,
Yoro,,,,,,,,
DF 4.5,,,,,,,,
81,3.7,2,2.4,2.5,81,78,71,68
,,,,,,,,
Wieffer,,,,,,,,
MD 5.0,,,,,,,,
75,2.9,2.7,2.6,2.4,75,65,60,62
,,,,,,,,
Mykolenko,,,,,,,,
DF 4.9,,,,,,,,
56,2.2,3,1.8,3.6,56,84,81,79
,,,,,,,,
Malen,,,,,,,,
MD 5.4,,,,,,,,
59,3.3,2.5,2.4,2.4,59,47,37,38
,,,,,,,,
Est�ve,,,,,,,,
DF 4.0,,,,,,,,
92,2.7,2.4,3.4,2,92,89,91,85
,,,,,,,,
F�llkrug,,,,,,,,
FW 5.9,,,,,,,,
68,2.8,2.8,2.6,2.4,68,58,53,53
,,,,,,,,
Sadiki,,,,,,,,
MD 5.0,,,,,,,,
77,2.9,2.5,2.6,2.6,77,73,74,73
,,,,,,,,
Mings,,,,,,,,
DF 4.5,,,,,,,,
62,2.6,2.5,2.9,2.5,62,63,62,59
,,,,,,,,
Munetsi,,,,,,,,
MD 5.5,,,,,,,,
64,2.9,2.4,2.9,2.4,64,63,63,62
,,,,,,,,
Hannibal,,,,,,,,
MD 5.0,,,,,,,,
70,2.7,2.6,2.9,2.3,70,71,66,65
,,,,,,,,
Est�v�o,,,,,,,,
MD 6.5,,,,,,,,
67,3.7,2.3,2.1,2.4,67,43,42,42
,,,,,,,,
Talbi,,,,,,,,
MD 5.0,,,,,,,,
67,3,2.6,2.5,2.3,67,66,61,58
,,,,,,,,
Guessand,,,,,,,,
MD 6.5,,,,,,,,
46,2.8,2.4,2.7,2.6,46,43,41,42
,,,,,,,,
Andr�,,,,,,,,
MD 5.5,,,,,,,,
80,2.8,2.5,2.7,2.4,80,75,73,71
,,,,,,,,
Adams,,,,,,,,
MD 5.0,,,,,,,,
83,3,2.9,2.3,2.2,83,77,61,59
,,,,,,,,
Delap,,,,,,,,
FW 6.4,,,,,,,,
51,3.2,2.4,2.4,2.4,51,41,44,36
,,,,,,,,
Christie,,,,,,,,
MD 5.0,,,,,,,,
38,1.7,3.3,2.9,2.5,38,71,63,55
,,,,,,,,
Todibo,,,,,,,,
DF 4.4,,,,,,,,
75,2.6,2.6,2.7,2.5,75,75,74,70
,,,,,,,,
Diouf,,,,,,,,
DF 4.5,,,,,,,,
81,2.6,2.6,2.8,2.4,81,74,74,72
,,,,,,,,
Garner,,,,,,,,
MD 5.0,,,,,,,,
72,2.8,2.5,2.3,2.7,72,67,66,64
,,,,,,,,
Lewis-Potter,,,,,,,,
DF 5.0,,,,,,,,
65,3.1,2.3,2.3,2.5,65,63,62,62
,,,,,,,,
Amad,,,,,,,,
MD 6.4,,,,,,,,
61,3.2,2.1,2.4,2.4,61,56,55,53
,,,,,,,,
Yarmoliuk,,,,,,,,
MD 5.0,,,,,,,,
64,2.6,2.5,2.5,2.5,64,66,66,64
,,,,,,,,
Gvardiol,,,,,,,,
DF 5.9,,,,,,,,
26,0.5,2.5,2.7,4.5,11,52,80,76
,,,,,,,,
Berge,,,,,,,,
MD 5.0,,,,,,,,
80,2.5,2.7,2.7,2.3,80,75,77,73
,,,,,,,,
Wilson,,,,,,,,
MD 5.5,,,,,,,,
42,1.6,3.3,2.9,2.2,32,51,48,44
,,,,,,,,
Ndoye,,,,,,,,
MD 6.0,,,,,,,,
50,2.8,1.9,2.5,2.8,50,49,50,48
,,,,,,,,
Bernardo,,,,,,,,
MD 6.4,,,,,,,,
63,2.8,2.8,1.8,2.6,63,60,49,49
,,,,,,,,
Beto,,,,,,,,
FW 5.4,,,,,,,,
46,2.5,2.6,2.1,2.8,46,51,49,46
,,,,,,,,
Kayode,,,,,,,,
DF 4.5,,,,,,,,
69,3.1,2.3,2.3,2.2,69,69,64,58
,,,,,,,,
Henderson,,,,,,,,
MD 5.0,,,,,,,,
64,2.7,2.4,2.3,2.4,64,61,59,58
,,,,,,,,
Cherki,,,,,,,,
MD 6.5,,,,,,,,
37,2.3,2.7,2,2.8,37,38,39,35
,,,,,,,,
Nick Woltemade,,,,,,,,
FW 99.9,,,,,,,,
0,0,4.3,3.1,2.3,0,66,59,48
,,,,,,,,
Dunk,,,,,,,,
DF 4.5,,,,,,,,
85,2.4,2.5,2.8,2.1,85,76,76,74
,,,,,,,,
Burn,,,,,,,,
DF 5.0,,,,,,,,
75,3,2.9,2,1.8,75,62,57,55
,,,,,,,,
Baleba,,,,,,,,
MD 5.0,,,,,,,,
69,2.5,2.6,2.4,2.2,69,69,62,63
,,,,,,,,
O'Riley,,,,,,,,
MD 5.5,,,,,,,,
58,2.8,2.2,2.5,2.2,58,41,44,46
,,,,,,,,
Smith Rowe,,,,,,,,
MD 5.9,,,,,,,,
52,2.2,2.6,2.8,2,52,46,53,45
,,,,,,,,
Doku,,,,,,,,
MD 6.4,,,,,,,,
46,2.4,2.6,2,2.7,46,43,44,41
,,,,,,,,
Adli,,,,,,,,
MD 5.5,,,,,,,,
39,1.9,2.6,2.5,2.6,39,48,47,49
,,,,,,,,
Gnonto,,,,,,,,
MD 5.5,,,,,,,,
66,3,2.1,2.2,2.3,66,47,46,44
,,,,,,,,
Okafor,,,,,,,,
MD 5.5,,,,,,,,
36,0.5,3,3,3.1,9,68,63,61
,,,,,,,,
King,,,,,,,,
MD 4.5,,,,,,,,
53,2.2,2.7,2.6,2.1,53,50,50,48
,,,,,,,,
Kamada,,,,,,,,
MD 5.0,,,,,,,,
63,2.6,2.7,2.2,2,63,48,46,45
,,,,,,,,
Bijol,,,,,,,,
DF 4.0,,,,,,,,
51,1.8,2.2,2.8,2.7,51,68,75,76
,,,,,,,,
Ra�l,,,,,,,,
FW 6.4,,,,,,,,
39,2,2.8,2.5,2.2,39,41,40,43
,,,,,,,,
Barry,,,,,,,,
FW 5.9,,,,,,,,
50,2.5,2.4,1.9,2.7,50,49,47,48
,,,,,,,,
De Cuyper,,,,,,,,
DF 4.5,,,,,,,,
71,2.2,2.7,2.5,2.1,71,74,60,67
,,,,,,,,
J.Ramsey,,,,,,,,
MD 5.5,,,,,,,,
65,3.1,2.7,2.2,1.5,65,48,45,32
,,,,,,,,
Ugochukwu,,,,,,,,
MD 5.0,,,,,,,,
79,2.5,2.3,2.4,2.2,79,75,73,73
,,,,,,,,
Spence,,,,,,,,
DF 4.5,,,,,,,,
71,2.9,2.2,1.5,2.4,71,57,45,51
,,,,,,,,
Alderete,,,,,,,,
DF 4.0,,,,,,,,
88,3.4,2.2,1.8,1.6,88,68,53,47
,,,,,,,,
Reinildo,,,,,,,,
DF 4.0,,,,,,,,
81,2.7,2.1,2.1,2.1,81,80,73,75
,,,,,,,,
Mayenda,,,,,,,,
FW 5.5,,,,,,,,
59,2.7,2,2.3,2.1,59,50,53,52
,,,,,,,,
Bentancur,,,,,,,,
MD 5.5,,,,,,,,
58,2.5,2.3,1.8,2.5,58,56,48,58
,,,,,,,,
Tosin,,,,,,,,
DF 4.5,,,,,,,,
73,3.4,2.1,1.8,1.7,73,47,45,38
,,,,,,,,
Smith,,,,,,,,
DF 4.5,,,,,,,,
85,2.3,2.2,2.2,2.3,85,62,62,64
,,,,,,,,
Marco Asensio,,,,,,,,
MD 99.9,,,,,,,,
0,0,2.9,3.3,2.8,0,57,52,46
,,,,,,,,
Calvert-Lewin,,,,,,,,
FW 5.5,,,,,,,,
24,1.5,1.8,2.7,3,24,33,48,50
,,,,,,,,
Sessegnon,,,,,,,,
MD 5.4,,,,,,,,
60,2.5,2.4,2.2,1.9,60,46,43,42
,,,,,,,,
Piroe,,,,,,,,
FW 5.4,,,,,,,,
56,2.7,2,2,2.2,56,42,38,40
,,,,,,,,
Mukiele,,,,,,,,
DF 4.0,,,,,,,,
67,2.4,2.1,2.1,2,67,75,69,68
,,,,,,,,
Ekdal,,,,,,,,
DF 4.0,,,,,,,,
85,2.6,2.1,2.5,1.5,85,74,63,60
,,,,,,,,
Ayari,,,,,,,,
MD 5.0,,,,,,,,
58,2.2,2.3,2.1,1.9,58,56,48,48
,,,,,,,,
Bradley,,,,,,,,
DF 5.0,,,,,,,,
60,2.6,2.8,1.9,1.3,60,50,33,28
,,,,,,,,
Gittens,,,,,,,,
MD 6.4,,,,,,,,
48,3,1.9,1.7,1.9,48,33,30,29
,,,,,,,,
Bobb,,,,,,,,
MD 5.5,,,,,,,,
53,2.7,2.1,1.4,2.2,53,37,30,34
,,,,,,,,
Bellegarde,,,,,,,,
MD 5.5,,,,,,,,
