col1,col2,col3,col4,col5,col6,col7,col8,col9
62,1.5,2.4,2.4,2.2,62,60,63,65
,,,,,,,,
Tchaouna,,,,,,,,
MD 4.9,,,,,,,,
43,2.4,2,1.8,2.2,43,38,40,41
,,,,,,,,
Isidor,,,,,,,,
FW 5.6,,,,,,,,
50,2.7,1.8,2.2,1.8,50,41,41,42
,,,,,,,,
De Cuyper,,,,,,,,
DF 4.4,,,,,,,,
51,2.3,1.8,2.3,1.8,51,48,45,47
,,,,,,,,
F.Kad?o?lu,,,,,,,,
DF 4.4,,,,,,,,
56,2.2,1.7,2.5,1.8,56,49,53,51
,,,,,,,,
S.Magassa,,,,,,,,
MD 5.0,,,,,,,,
54,2,1.9,2.1,2.2,54,52,56,56
,,,,,,,,
Martinelli,,,,,,,,
MD 6.9,,,,,,,,
30,1.8,2.1,2.2,2.1,30,32,33,32
,,,,,,,,
Adingra,,,,,,,,
MD 5.2,,,,,,,,
51,2.5,1.8,2.2,1.7,51,46,49,42
,,,,,,,,
Perri,,,,,,,,
GK 4.5,,,,,,,,
0,0,1.8,3.1,3.2,0,44,91,91
,,,,,,,,
Cairney,,,,,,,,
MD 4.9,,,,,,,,
66,2.5,2.3,1.9,1.4,66,60,39,31
,,,,,,,,
Andrey Santos,,,,,,,,
MD 4.5,,,,,,,,
50,2.2,2,1.7,2,50,39,40,39
,,,,,,,,
Hudson-Odoi,,,,,,,,
MD 5.9,,,,,,,,
44,2,1.8,2,2.1,44,39,40,41
,,,,,,,,
Smith Rowe,,,,,,,,
MD 5.7,,,,,,,,
51,2.2,2.1,2,1.6,51,47,37,33
,,,,,,,,
J.Murphy,,,,,,,,
MD 6.2,,,,,,,,
36,1.8,2.2,1.9,1.9,36,37,33,37
,,,,,,,,
Bradley,,,,,,,,
DF 5.0,,,,,,,,
57,2.9,1.8,1.8,1.2,57,38,34,33
,,,,,,,,
Shaw,,,,,,,,
DF 4.5,,,,,,,,
74,1.6,2.4,2.1,1.6,74,68,60,52
,,,,,,,,
Tel,,,,,,,,
MD 6.3,,,,,,,,
35,2.4,2.2,1.5,1.4,35,36,23,19
,,,,,,,,
Savinho,,,,,,,,
MD 6.9,,,,,,,,
37,2.4,1.6,1.9,1.6,37,29,30,29
,,,,,,,,
Guessand,,,,,,,,
MD 6.3,,,,,,,,
34,1.8,1.8,1.7,2.2,34,33,36,36
,,,,,,,,
Gusto,,,,,,,,
DF 4.9,,,,,,,,
36,1.6,2,1.6,2.3,36,35,41,42
,,,,,,,,
Rigg,,,,,,,,
MD 4.8,,,,,,,,
47,2.1,1.6,1.9,1.7,47,43,44,48
,,,,,,,,
Cherki,,,,,,,,
MD 6.3,,,,,,,,
14,1,1.7,2.4,2.2,14,28,36,37
,,,,,,,,
Tolu,,,,,,,,
FW 5.5,,,,,,,,
44,2.3,1.9,1.6,1.5,44,32,33,33
,,,,,,,,
Dorgu,,,,,,,,
DF 4.4,,,,,,,,
49,1.3,2.1,2.1,1.6,49,49,52,44
,,,,,,,,
Mount,,,,,,,,
MD 5.9,,,,,,,,
42,1.8,1.9,1.7,1.7,42,37,33,35
,,,,,,,,
Ugochukwu,,,,,,,,
MD 5.0,,,,,,,,
48,1.9,1.8,1.6,1.8,48,47,47,49
,,,,,,,,
P.M.Sarr,,,,,,,,
MD 5.0,,,,,,,,
41,1.9,1.9,1.6,1.6,41,44,36,32
,,,,,,,,
Barnes,,,,,,,,
MD 6.4,,,,,,,,
32,1.8,2.1,1.8,1.4,32,33,29,24
,,,,,,,,
Agbadou,,,,,,,,
DF 4.4,,,,,,,,
43,1.9,2,1.7,1.4,43,43,43,49
,,,,,,,,
Spence,,,,,,,,
DF 4.5,,,,,,,,
44,1.8,1.7,1.6,1.9,44,43,46,47
,,,,,,,,
Hickey,,,,,,,,
DF 4.0,,,,,,,,
54,1.5,1.7,1.8,2,41,62,58,59
,,,,,,,,
Smith,,,,,,,,
DF 4.4,,,,,,,,
37,1,2,1.8,2.2,28,48,68,65
,,,,,,,,
Morato,,,,,,,,
DF 4.4,,,,,,,,
49,1.6,1.4,1.8,2.2,49,43,49,54
,,,,,,,,
James,,,,,,,,
MD 5.3,,,,,,,,
0,0,1.7,2.5,2.7,0,26,55,53
,,,,,,,,
Adli,,,,,,,,
MD 5.5,,,,,,,,
36,1.8,2.1,1.5,1.4,36,34,32,28
,,,,,,,,
Nketiah,,,,,,,,
FW 5.4,,,,,,,,
24,1.5,1.3,2,2,24,30,33,34
,,,,,,,,
Gittens,,,,,,,,
MD 6.2,,,,,,,,
33,2,1.5,1.4,1.8,33,20,23,25
,,,,,,,,
Cook,,,,,,,,
MD 4.9,,,,,,,,
35,1.4,1.6,1.8,1.8,35,38,47,47
,,,,,,,,
Pau,,,,,,,,
DF 4.4,,,,,,,,
82,2.7,1.6,0.9,1.4,82,50,33,37
,,,,,,,,
Buend�a,,,,,,,,
MD 5.3,,,,,,,,
42,2,1.5,1.5,1.6,42,30,33,29
,,,,,,,,
Robertson,,,,,,,,
DF 5.8,,,,,,,,
32,1.6,1.7,1.9,1.4,32,37,37,36
,,,,,,,,
Christie,,,,,,,,
MD 5.0,,,,,,,,
30,1.4,1.8,1.6,1.7,30,35,37,39
,,,,,,,,
Reinildo,,,,,,,,
DF 4.0,,,,,,,,
0,0,1.8,2.8,1.8,0,74,74,72
,,,,,,,,
Bellegarde,,,,,,,,
MD 5.3,,,,,,,,
33,1.2,1.8,1.7,1.6,25,35,39,40
,,,,,,,,
Traor�,,,,,,,,
MD 5.5,,,,,,,,
32,1.8,1.5,1.6,1.4,32,32,30,32
,,,,,,,,
Hughes,,,,,,,,
MD 4.9,,,,,,,,
34,1.5,1.4,1.7,1.7,34,40,39,41
,,,,,,,,
Sancho,,,,,,,,
MD 5.9,,,,,,,,
15,0.8,1.4,1.9,2.1,15,28,43,39
,,,,,,,,
Lewis-Potter,,,,,,,,
DF 5.0,,,,,,,,
42,1.8,1.4,1.3,1.7,42,38,34,39
,,,,,,,,
Rodrigo,,,,,,,,
MD 6.4,,,,,,,,
0,0,0.6,2.4,3.1,0,13,55,79
,,,,,,,,
Mings,,,,,,,,
DF 4.5,,,,,,,,
8,0.2,1.4,1.8,2.7,6,40,68,65
,,,,,,,,
Bergvall,,,,,,,,
MD 5.4,,,,,,,,
39,1.7,1.5,1.5,1.4,39,36,34,30
,,,,,,,,
Toti,,,,,,,,
DF 4.3,,,,,,,,
40,1.7,1.7,1.5,1.1,40,39,42,41
,,,,,,,,
Brobbey,,,,,,,,
FW 5.5,,,,,,,,
34,1.8,1.3,1.5,1.3,34,29,28,31
,,,,,,,,
Kolo Muani,,,,,,,,
FW 6.9,,,,,,,,
14,1,1.4,1.8,1.6,14,24,31,25
,,,,,,,,
Castagne,,,,,,,,
DF 4.4,,,,,,,,
73,2.2,2,0.9,0.6,73,62,19,16
,,,,,,,,
Tzimas,,,,,,,,
FW 5.3,,,,,,,,
27,1.7,1.4,1.5,1.3,27,22,21,22
,,,,,,,,
Alcaraz,,,,,,,,
MD 5.2,,,,,,,,
54,2.1,1.1,1.2,1.3,54,20,23,23
,,,,,,,,
Darlow,,,,,,,,
GK 4.0,,,,,,,,
92,3.5,1.9,0.1,0.1,92,47,3,2
,,,,,,,,
Broja,,,,,,,,
FW 5.3,,,,,,,,
25,1.5,1.3,1.5,1.3,25,22,32,23
,,,,,,,,
Tanaka,,,,,,,,
MD 4.8,,,,,,,,
28,1.2,1.6,1.3,1.5,28,36,36,39
,,,,,,,,
Bobb,,,,,,,,
MD 5.5,,,,,,,,
29,1.7,1.3,1.1,1.3,29,24,18,24
,,,,,,,,
Mayenda,,,,,,,,
FW 5.5,,,,,,,,
25,1.5,1.4,1.4,1.3,25,30,25,29
,,,,,,,,
J.Ramsey,,,,,,,,
MD 5.3,,,,,,,,
31,1.5,1.4,1.3,1.2,31,26,24,23
,,,,,,,,
Ugarte,,,,,,,,
MD 4.8,,,,,,,,
37,1.4,1.4,1.3,1.4,37,34,31,36
,,,,,,,,
Gruda,,,,,,,,
MD 5.4,,,,,,,,
0,0,0.8,2.4,2.2,0,15,40,45
,,,,,,,,
Dibling,,,,,,,,
MD 5.5,,,,,,,,
37,1.5,1.2,1.1,1.5,37,23,20,28
,,,,,,,,
Neil,,,,,,,,
MD 4.8,,,,,,,,
39,1.5,1.2,1.3,1.4,39,34,35,42
,,,,,,,,
Nwaneri,,,,,,,,
MD 5.2,,,,,,,,
18,1.1,1.4,1.3,1.6,18,23,21,26
,,,,,,,,
Masuaku,,,,,,,,
DF 3.9,,,,,,,,
71,3.2,0.7,0.7,0.7,71,22,15,20
,,,,,,,,
Buonanotte,,,,,,,,
MD 4.8,,,,,,,,
25,1.5,1.2,1.1,1.4,25,17,19,20
,,,,,,,,
Harrison,,,,,,,,
MD 5.2,,,,,,,,
54,2.7,1.3,0.6,0.7,54,21,11,12
,,,,,,,,
Adama,,,,,,,,
MD 5.2,,,,,,,,
39,1.7,1.5,1.1,0.8,39,32,19,16
,,,,,,,,
Ajer,,,,,,,,
DF 4.4,,,,,,,,
29,1.2,1,1.3,1.5,29,31,37,40
,,,,,,,,
C.Jones,,,,,,,,
MD 5.4,,,,,,,,
26,1.4,1.1,1.2,1.2,26,21,21,25
,,,,,,,,
Hannibal,,,,,,,,
MD 4.9,,,,,,,,
23,1.2,1.3,1.1,1.4,23,26,25,29
,,,,,,,,
Solanke,,,,,,,,
FW 7.2,,,,,,,,
0,0,0.1,1.4,3.3,0,1,22,52
,,,,,,,,
Maatsen,,,,,,,,
DF 4.3,,,,,,,,
27,1,1.2,0.8,1.5,27,32,28,34
,,,,,,,,
Bogarde,,,,,,,,
DF 4.0,,,,,,,,
49,1.5,1.3,0.7,1.1,49,44,29,29
,,,,,,,,
Bijol,,,,,,,,
DF 3.9,,,,,,,,
18,0.7,1.2,1.2,1.4,18,25,34,34
,,,,,,,,
A.Jimenez,,,,,,,,
DF 4.5,,,,,,,,
43,1.6,1.4,0.7,0.8,43,29,20,19
,,,,,,,,
Fer L�pez,,,,,,,,
MD 5.3,,,,,,,,
25,1.4,1,1.1,1,25,17,22,20
,,,,,,,,
Johnson,,,,,,,,
MD 6.8,,,,,,,,
23,1.5,1.2,1.1,0.7,23,20,18,10
,,,,,,,,
Lewis,,,,,,,,
DF 5.0,,,,,,,,
26,1.3,1.1,1.1,1,26,28,24,25
,,,,,,,,
Elliott,,,,,,,,
MD 5.4,,,,,,,,
22,1.2,1.3,0,1.9,22,25,0,35
,,,,,,,,
Flemming,,,,,,,,
FW 5.3,,,,,,,,
26,1.6,0.9,0.7,1.2,26,15,13,19
,,,,,,,,
Mainoo,,,,,,,,
MD 4.8,,,,,,,,
25,1,1.2,1.1,1.1,25,26,25,27
,,,,,,,,
Nmecha,,,,,,,,
FW 5.0,,,,,,,,
18,1.1,1.3,0.9,1.1,18,19,15,19
,,,,,,,,
Igor,,,,,,,,
DF 4.5,,,,,,,,
24,0.9,1,1.1,1.4,24,28,34,34
,,,,,,,,
Piroe,,,,,,,,
FW 5.1,,,,,,,,
15,0.9,1.3,0.9,1.2,15,19,15,21
,,,,,,,,
Lerma,,,,,,,,
MD 4.9,,,,,,,,
21,0.9,0.9,1.2,1.1,21,23,28,27
,,,,,,,,
Lavia,,,,,,,,
MD 4.9,,,,,,,,
34,1.3,0.9,1.1,0.9,34,21,29,21
,,,,,,,,
R�hl,,,,,,,,
MD 5.0,,,,,,,,
14,0.3,1.1,1.3,1.4,7,22,25,29
,,,,,,,,
Todibo,,,,,,,,
DF 4.3,,,,,,,,
23,0.9,0.9,1.1,1.3,23,25,30,29
,,,,,,,,
Muniz,,,,,,,,
FW 5.4,,,,,,,,
0,0,0,1.6,2.5,0,0,27,53
,,,,,,,,
Stones,,,,,,,,
DF 5.5,,,,,,,,
24,1.1,1,1,1,24,25,22,26
,,,,,,,,
White,,,,,,,,
DF 5.4,,,,,,,,
12,0.5,0.9,1.3,1.3,12,18,25,23
,,,,,,,,
Marc Guiu,,,,,,,,
FW 4.3,,,,,,,,
15,1,1.1,0.9,1.1,15,14,14,14
,,,,,,,,
Maguire,,,,,,,,
DF 4.4,,,,,,,,
31,0.9,1.4,1,0.7,31,36,26,19
,,,,,,,,
Nelson,,,,,,,,
MD 4.9,,,,,,,,
16,0.9,1,1,1.1,16,20,20,21
,,,,,,,,
Mazraoui,,,,,,,,
DF 4.9,,,,,,,,
24,0.4,1.3,1.2,1.1,12,31,30,29
,,,,,,,,
George,,,,,,,,
MD 4.9,,,,,,,,
16,1,1,0.8,1,16,13,14,14
,,,,,,,,
Jensen,,,,,,,,
MD 4.9,,,,,,,,
17,0.8,0.9,1,1,17,20,23,21
,,,,,,,,
J.Cuenca,,,,,,,,
DF 4.4,,,,,,,,
28,1,1,1.3,0.6,28,29,26,14
,,,,,,,,
Wissa,,,,,,,,
FW 7.4,,,,,,,,
0,0,0,1.2,2.6,0,0,20,48
,,,,,,,,
Lewis-Skelly,,,,,,,,
DF 5.2,,,,,,,,
16,0.8,0.9,1.1,1.1,16,18,20,20
,,,,,,,,
Kulusevski,,,,,,,,
MD 6.4,,,,,,,,
0,0,0.1,1.2,2.5,0,1,24,49
,,,,,,,,
Veltman,,,,,,,,
DF 4.4,,,,,,,,
16,0.5,0.9,1.4,1,12,25,30,27
,,,,,,,,
Luki?,,,,,,,,
MD 5.0,,,,,,,,
0,0,0,1.5,2.2,0,0,35,55
,,,,,,,,
Carvalho,,,,,,,,
MD 4.9,,,,,,,,
10,0.7,0.8,0.9,1.3,10,14,16,21
,,,,,,,,
Gnonto,,,,,,,,
MD 5.2,,,,,,,,
0,0,0.6,1.4,1.7,0,9,29,34
,,,,,,,,
Ballard,,,,,,,,
DF 4.6,,,,,,,,
33,1.6,0.6,0.8,0.7,33,20,19,23
,,,,,,,,
Brooks,,,,,,,,
MD 5.0,,,,,,,,
0,0,0.4,1.5,1.7,0,6,33,36
,,,,,,,,
Robinson,,,,,,,,
DF 5.0,,,,,,,,
0,0,0.1,1.2,2.3,0,1,25,61
,,,,,,,,
Khusanov,,,,,,,,
DF 5.4,,,,,,,,
31,0.4,0.8,1.2,1.1,7,20,27,30
,,,,,,,,
Hutchinson,,,,,,,,
MD 5.5,,,,,,,,
12,0.7,1,1,0.9,12,19,17,15
,,,,,,,,
L.Guilherme,,,,,,,,
MD 4.9,,,,,,,,
14,0.8,0.8,1,0.9,14,16,20,17
,,,,,,,,
Savona,,,,,,,,
DF 4.5,,,,,,,,
11,0.4,0.9,1,1.2,11,30,26,28
,,,,,,,,
C. Mosquera,,,,,,,,
DF 5.4,,,,,,,,
13,0.5,0.7,0.7,1.5,13,16,16,30
,,,,,,,,
Janelt,,,,,,,,
MD 4.9,,,,,,,,
16,0.7,0.9,0.9,1,16,20,21,23
,,,,,,,,
Zirkzee,,,,,,,,
FW 5.8,,,,,,,,
14,0.7,1,0.9,0.8,14,16,14,14
,,,,,,,,
Doherty,,,,,,,,
DF 4.4,,,,,,,,
17,0.7,1,0.9,0.8,17,22,23,25
,,,,,,,,
Hato,,,,,,,,
DF 4.8,,,,,,,,
12,0.5,0.9,0.7,1.3,12,18,19,25
,,,,,,,,
Gannon-Doak,,,,,,,,
MD 4.9,,,,,,,,
13,0.7,1.2,0.7,0.8,13,19,14,15
,,,,,,,,
Y. Mosquera,,,,,,,,
DF 4.4,,,,,,,,
20,0.8,0.9,0.9,0.7,20,20,25,23
,,,,,,,,
Justin,,,,,,,,
DF 4.0,,,,,,,,
18,0.8,0.8,0.9,0.9,18,17,25,22
,,,,,,,,
Kalimuendo,,,,,,,,
FW 6.0,,,,,,,,
12,0.7,0.8,0.9,0.9,12,14,14,14
,,,,,,,,
Kova?i?,,,,,,,,
MD 5.9,,,,,,,,
26,1.2,0.9,0.6,0.5,26,21,12,11
,,,,,,,,
Keane,,,,,,,,
DF 4.5,,,,,,,,
54,1.3,0.5,0.8,0.7,41,12,17,15
,,,,,,,,
Gomez,,,,,,,,
DF 4.9,,,,,,,,
18,0.8,0.7,0.9,0.8,18,17,20,23
,,,,,,,,
Kostoulas,,,,,,,,
FW 4.8,,,,,,,,
21,1.2,0.8,0.6,0.6,21,14,8,9
,,,,,,,,
Walker-Peters,,,,,,,,
DF 4.4,,,,,,,,
18,0.7,0.7,0.6,1.1,18,22,20,25
,,,,,,,,
Iroegbunam,,,,,,,,
MD 4.9,,,,,,,,
20,0.8,0.7,0.8,0.8,20,17,17,19
,,,,,,,,
Watson,,,,,,,,
MD 4.9,,,,,,,,
24,1.4,0.6,0.7,0.5,24,8,10,7
,,,,,,,,
Coppola,,,,,,,,
DF 4.3,,,,,,,,
14,0.6,0.5,1,1,14,15,20,26
,,,,,,,,
Dowman,,,,,,,,
MD 4.4,,,,,,,,
5,0.5,0.8,0.8,1,5,11,12,15
,,,,,,,,
Chukwueze,,,,,,,,
MD 5.4,,,,,,,,
20,0.3,0.6,1.3,0.9,5,11,19,17
,,,,,,,,
N�rgaard,,,,,,,,
MD 5.3,,,,,,,,
12,0.6,0.7,0.8,0.9,12,16,18,19
,,,,,,,,
Potts,,,,,,,,
MD 4.4,,,,,,,,
18,0.7,0.7,0.8,0.9,18,17,19,21
,,,,,,,,
Jos� S�,,,,,,,,
GK 4.4,,,,,,,,
13,0.5,1,0.8,0.7,13,25,23,24
,,,,,,,,
Krafth,,,,,,,,
DF 4.4,,,,,,,,
16,0.6,0.9,0.7,0.7,16,20,18,17
,,,,,,,,
Havertz,,,,,,,,
FW 7.3,,,,,,,,
0,0,0,0.8,2,0,0,13,33
,,,,,,,,
Hill,,,,,,,,
DF 4.0,,,,,,,,
23,0.9,0.9,0.4,0.6,23,19,13,16
,,,,,,,,
Clyne,,,,,,,,
DF 3.9,,,,,,,,
10,0.4,0.4,0.9,1,10,13,20,24
,,,,,,,,
Ak�,,,,,,,,
DF 5.4,,,,,,,,
19,0.9,0.6,0.7,0.6,19,16,15,15
,,,,,,,,
Martinez,,,,,,,,
DF 4.9,,,,,,,,
0,0,0,0.9,1.9,0,0,24,60
,,,,,,,,
Gruev,,,,,,,,
MD 4.9,,,,,,,,
13,0.5,0.7,0.8,0.7,13,17,20,18
,,,,,,,,
Onyeka,,,,,,,,
MD 4.9,,,,,,,,
12,0.6,0.7,0.7,0.7,12,16,18,17
,,,,,,,,
Uche,,,,,,,,
FW 5.5,,,,,,,,
7,0.5,0.6,0.9,0.7,7,12,14,12
,,,,,,,,
Willock,,,,,,,,
MD 5.0,,,,,,,,
16,0.8,0.7,0.6,0.6,16,13,10,12
,,,,,,,,
Sonne,,,,,,,,
DF 3.9,,,,,,,,
13,0.6,0.6,0.5,0.9,13,13,17,22
,,,,,,,,
Geertruida,,,,,,,,
DF 4.5,,,,,,,,
23,1,0.4,0.7,0.6,23,14,18,21
,,,,,,,,
Edwards,,,,,,,,
MD 4.8,,,,,,,,
11,0.7,0.7,0.6,0.6,11,12,11,11
,,,,,,,,
Hincapie,,,,,,,,
DF 5.4,,,,,,,,
8,0.4,0.5,0.7,1,8,11,13,19
,,,,,,,,
L.Miley,,,,,,,,
MD 4.4,,,,,,,,
16,0.6,0.7,0.6,0.7,12,13,13,16
,,,,,,,,
Marshall,,,,,,,,
FW 4.4,,,,,,,,
10,0.6,0.6,0.7,0.6,10,11,12,8
,,,,,,,,
R.Gomes,,,,,,,,
DF 4.5,,,,,,,,
11,0.6,0.7,0.6,0.5,11,13,14,14
,,,,,,,,
Dominguez,,,,,,,,
MD 5.0,,,,,,,,
8,0.4,0.6,0.7,0.8,8,14,14,16
,,,,,,,,
Hinshelwood,,,,,,,,
MD 5.2,,,,,,,,
0,0,0,0.8,1.6,0,0,17,41
,,,,,,,,
Kroupi.Jr,,,,,,,,
FW 4.5,,,,,,,,
7,0.5,0.8,0.5,0.6,7,11,7,9
,,,,,,,,
Hoever,,,,,,,,
DF 4.0,,,,,,,,
8,0.4,0.8,0.6,0.4,8,16,15,13
,,,,,,,,
Milner,,,,,,,,
MD 5.0,,,,,,,,
16,0.8,0.5,0.6,0.4,16,11,10,7
,,,,,,,,
Sosa,,,,,,,,
DF 4.9,,,,,,,,
11,0.5,0.5,0.6,0.7,11,13,11,15
,,,,,,,,
McAtee,,,,,,,,
MD 5.2,,,,,,,,
9,0.5,0.5,0.5,0.6,9,9,9,11
,,,,,,,,
Milosavljevi?,,,,,,,,
DF 4.5,,,,,,,,
9,0.3,0.7,0.6,0.6,9,16,19,17
,,,,,,,,
Danso,,,,,,,,
DF 4.3,,,,,,,,
10,0.4,0.4,0.5,0.8,10,11,14,18
,,,,,,,,
Acheampong,,,,,,,,
DF 3.9,,,,,,,,
14,0.6,0.5,0.5,0.5,14,11,12,12
,,,,,,,,
Sangar�,,,,,,,,
MD 4.9,,,,,,,,
12,0.5,0.5,0.5,0.5,12,13,13,13
,,,,,,,,
Boscagli,,,,,,,,
DF 4.3,,,,,,,,
7,0.3,0.4,0.8,0.7,7,10,17,19
,,,,,,,,
Devenny,,,,,,,,
MD 4.4,,,,,,,,
4,0.4,0.4,0.6,0.6,4,8,9,10
,,,,,,,,
McNeil,,,,,,,,
MD 5.6,,,,,,,,
17,0.8,0.3,0.4,0.5,17,4,5,7
,,,,,,,,
Henry,,,,,,,,
DF 4.4,,,,,,,,
17,0.7,0.4,0.5,0.4,17,12,15,9
,,,,,,,,
Humphreys,,,,,,,,
DF 4.0,,,,,,,,
9,0.4,0.5,0.4,0.6,9,14,14,16
,,,,,,,,
Irving,,,,,,,,
MD 4.4,,,,,,,,
6,0.4,0.5,0.5,0.5,6,9,11,11
,,,,,,,,
Osula,,,,,,,,
FW 5.5,,,,,,,,
5,0.4,0.6,0.6,0.3,5,7,8,4
,,,,,,,,
Canvot,,,,,,,,
DF 4.5,,,,,,,,
10,0.4,0.4,0.6,0.5,10,14,15,15
,,,,,,,,
Yates,,,,,,,,
MD 4.8,,,,,,,,
8,0.4,0.5,0.5,0.5,8,10,9,11
,,,,,,,,
Chiesa,,,,,,,,
MD 6.4,,,,,,,,
3,0.4,0.5,0.5,0.4,3,6,6,6
,,,,,,,,
Pinnock,,,,,,,,
DF 4.4,,,,,,,,
9,0.3,0.4,0.6,0.5,9,14,17,14
,,,,,,,,
Diop,,,,,,,,
DF 4.4,,,,,,,,
9,0.2,0.3,0.8,0.5,9,9,17,13
,,,,,,,,
Gray,,,,,,,,
MD 4.8,,,,,,,,
10,0.4,0.5,0.4,0.4,10,13,11,11
,,,,,,,,
J�rgensen,,,,,,,,
GK 4.4,,,,,,,,
10,0.4,0.3,0.4,0.6,10,7,11,12
,,,,,,,,
Reed,,,,,,,,
MD 4.4,,,,,,,,
12,0.5,0.5,0.4,0.3,12,11,7,5
,,,,,,,,
Dragusin,,,,,,,,
DF 4.5,,,,,,,,
4,0.1,0.2,0.6,0.7,2,6,15,17
,,,,,,,,
M�ller Wolfe,,,,,,,,
DF 4.4,,,,,,,,
9,0.4,0.5,0.4,0.3,9,10,11,10
,,,,,,,,
Ward-Prowse,,,,,,,,
MD 5.7,,,,,,,,
5,0.3,0.4,0.4,0.5,5,7,8,9
,,,,,,,,
Barkley,,,,,,,,
MD 4.8,,,,,,,,
5,0.3,0.4,0.5,0.3,5,7,10,6
,,,,,,,,
Jair Cunha,,,,,,,,
DF 4.3,,,,,,,,
11,0.3,0.2,0.3,0.6,11,7,9,15
,,,,,,,,
F�llkrug,,,,,,,,
FW 5.7,,,,,,,,
0,0,0,0.1,1.3,0,0,2,23
,,,,,,,,
Coleman,,,,,,,,
DF 4.4,,,,,,,,
14,0.5,0.2,0.3,0.3,14,5,7,8
,,,,,,,,
G.Rodriguez,,,,,,,,
MD 4.8,,,,,,,,
5,0.3,0.3,0.3,0.4,5,4,6,8
,,,,,,,,
Lucas Pires,,,,,,,,
DF 3.9,,,,,,,,
5,0.2,0.4,0.3,0.4,5,11,8,11
,,,,,,,,
Tuanzebe,,,,,,,,
DF 3.9,,,,,,,,
11,0.4,0.4,0.3,0.3,11,10,9,7
,,,,,,,,
Bissouma,,,,,,,,
MD 5.2,,,,,,,,
0,0,0,0.4,0.8,0,1,9,19
,,,,,,,,
Patterson,,,,,,,,
DF 4.4,,,,,,,,
8,0.1,0.2,0.5,0.4,2,5,11,10
,,,,,,,,
A.Garc�a,,,,,,,,
DF 3.9,,,,,,,,
5,0.3,0.3,0.3,0.3,5,5,6,4
,,,,,,,,
O'Nien,,,,,,,,
DF 4.0,,,,,,,,
9,0.4,0.2,0.3,0.3,9,7,8,10
,,,,,,,,
Byram,,,,,,,,
DF 3.9,,,,,,,,
5,0.2,0.2,0.3,0.3,5,4,8,8
,,,,,,,,
Poveda,,,,,,,,
MD 4.8,,,,,,,,
3,0.3,0.2,0.3,0.3,3,3,3,4
,,,,,,,,
Scarles,,,,,,,,
DF 4.4,,,,,,,,
2,0.2,0.3,0.3,0.3,2,4,5,4
,,,,,,,,
Hall,,,,,,,,
DF 5.3,,,,,,,,
0,0,0,0,1,0,0,0,23
,,,,,,,,
Barnes,,,,,,,,
FW 4.4,,,,,,,,
2,0.2,0.2,0.2,0.3,2,2,2,4
,,,,,,,,
A.Murphy,,,,,,,,
DF 3.9,,,,,,,,
7,0.3,0.3,0.2,0.2,7,5,4,5
,,,,,,,,
Matete,,,,,,,,
MD 4.4,,,,,,,,
2,0.2,0,0.3,0.4,2,0,4,7
,,,,,,,,
Bornauw,,,,,,,,
DF 3.9,,,,,,,,
3,0.1,0.2,0.2,0.2,3,5,9,8
,,,,,,,,
Soler,,,,,,,,
DF 4.0,,,,,,,,
2,0.1,0.3,0.1,0.2,2,7,4,6
,,,,,,,,
Chadi Riad,,,,,,,,
DF 4.0,,,,,,,,
0,0,0,0.2,0.6,0,0,5,15
,,,,,,,,
Worrall,,,,,,,,
DF 3.9,,,,,,,,
3,0.1,0.2,0.2,0.3,3,7,7,8
,,,,,,,,
Awoniyi,,,,,,,,
FW 5.2,,,,,,,,
1,0.1,0.1,0.2,0.3,1,1,1,3
,,,,,,,,
Ramsdale,,,,,,,,
GK 4.8,,,,,,,,
1,0.1,0.2,0.1,0.3,1,5,3,7
,,,,,,,,
Endo,,,,,,,,
MD 4.9,,,,,,,,
0,0,0.1,0.3,0.3,0,2,5,6
,,,,,,,,
Lindel�f,,,,,,,,
DF 4.5,,,,,,,,
8,0.2,0.2,0.1,0.1,8,7,6,5
,,,,,,,,
Bayindir,,,,,,,,
GK 4.9,,,,,,,,
4,0.1,0.1,0.2,0.2,4,3,5,6
,,,,,,,,
Hermansen,,,,,,,,
GK 4.4,,,,,,,,
1,0.1,0.2,0.2,0.2,1,5,6,4
,,,,,,,,
Ngumoha,,,,,,,,
MD 4.5,,,,,,,,
0,0,0.2,0.2,0.3,0,1,2,3
,,,,,,,,
Arrizabalaga,,,,,,,,
GK 4.3,,,,,,,,
1,0.1,0.1,0.2,0.3,1,1,4,5
,,,,,,,,
Benitez,,,,,,,,
GK 4.0,,,,,,,,
1,0.1,0.1,0.2,0.2,1,2,4,4
,,,,,,,,
Kusi-Asare,,,,,,,,
FW 4.5,,,,,,,,
5,0.3,0.2,0,0,5,2,0,0
,,,,,,,,
Heaven,,,,,,,,
DF 3.9,,,,,,,,
4,0.1,0.1,0.2,0.1,3,3,5,3
,,,,,,,,
Bajcetic,,,,,,,,
MD 4.4,,,,,,,,
0,0,0.1,0.2,0.2,0,1,2,3
,,,,,,,,
Davies,,,,,,,,
DF 4.3,,,,,,,,
0,0,0.1,0.2,0.2,0,1,4,5
,,,,,,,,
John,,,,,,,,
GK 4.0,,,,,,,,
2,0.1,0.1,0.1,0.1,2,2,4,2
,,,,,,,,
J.Araujo,,,,,,,,
DF 3.9,,,,,,,,
2,0.1,0.1,0,0.1,2,2,0,2
,,,,,,,,
Patterson,,,,,,,,
GK 4.3,,,,,,,,
