col1,col2,col3,col4,col5,col6,col7,col8,col9
Damsgaard,,,,,,,,
MD 5.9,,,,,,,,
85,4.1,3.6,3.9,3.2,85,82,78,74
,,,,,,,,
Rogers,,,,,,,,
MD 6.9,,,,,,,,
86,4,4.2,3.3,3.1,86,80,79,74
,,,,,,,,
J.Timber,,,,,,,,
DF 5.8,,,,,,,,
78,3.4,4.4,3.1,3.6,78,72,65,67
,,,,,,,,
�e�ko,,,,,,,,
FW 7.3,,,,,,,,
75,3.7,4.4,2.8,3.7,75,73,68,71
,,,,,,,,
Wirtz,,,,,,,,
MD 8.2,,,,,,,,
70,3.8,3,4,3.7,70,61,64,65
,,,,,,,,
Petrovi?,,,,,,,,
GK 4.5,,,,,,,,
93,3.7,3.7,3.3,3.7,93,91,92,92
,,,,,,,,
Minteh,,,,,,,,
MD 5.9,,,,,,,,
70,3.2,4.2,3.6,3.4,70,76,68,68
,,,,,,,,
Gibbs-White,,,,,,,,
MD 7.5,,,,,,,,
78,4.6,3.2,3.4,3.1,78,77,75,72
,,,,,,,,
Anthony,,,,,,,,
MD 5.6,,,,,,,,
81,3.1,3.4,4.1,3.8,81,78,77,76
,,,,,,,,
Romero,,,,,,,,
DF 5.1,,,,,,,,
89,4.3,3.5,3.5,3.1,89,87,86,82
,,,,,,,,
L.Paquet�,,,,,,,,
MD 5.9,,,,,,,,
83,3.7,3.1,3.9,3.6,83,82,76,76
,,,,,,,,
Vicario,,,,,,,,
GK 5.1,,,,,,,,
94,3.9,3.5,3.5,3.3,94,92,91,91
,,,,,,,,
O.Dango,,,,,,,,
MD 6.0,,,,,,,,
73,4,3.3,3.6,3.3,73,69,65,71
,,,,,,,,
Pedro Porro,,,,,,,,
DF 5.6,,,,,,,,
61,3.5,3.7,3.8,3.2,61,78,77,74
,,,,,,,,
Bowen,,,,,,,,
FW 7.7,,,,,,,,
89,3.6,3,4.1,3.6,89,86,86,83
,,,,,,,,
Tavernier,,,,,,,,
MD 5.5,,,,,,,,
69,3.5,3.8,3.2,3.7,69,70,69,66
,,,,,,,,
Rodrigo,,,,,,,,
MD 6.4,,,,,,,,
83,3.9,3.4,3.5,3.3,83,80,81,81
,,,,,,,,
Sarr,,,,,,,,
MD 6.4,,,,,,,,
63,3,3.6,4.4,3.2,63,74,82,81
,,,,,,,,
Diakit�,,,,,,,,
DF 4.5,,,,,,,,
90,3.7,3.8,3,3.6,90,90,82,83
,,,,,,,,
Richarlison,,,,,,,,
FW 6.8,,,,,,,,
78,5,3.7,3.2,2.2,78,68,55,40
,,,,,,,,
Cucurella,,,,,,,,
DF 6.2,,,,,,,,
86,3.9,2.7,3.1,4.4,86,77,71,74
,,,,,,,,
A.Becker,,,,,,,,
GK 5.5,,,,,,,,
93,3.8,3.2,3.6,3.5,93,89,87,85
,,,,,,,,
Strand Larsen,,,,,,,,
FW 6.4,,,,,,,,
60,2.7,3.6,3.5,4.1,60,75,70,75
,,,,,,,,
Truffert,,,,,,,,
DF 4.5,,,,,,,,
91,3.6,3.8,2.9,3.6,91,90,85,82
,,,,,,,,
Pickford,,,,,,,,
GK 5.5,,,,,,,,
92,3.9,3.7,2.8,3.5,92,93,92,91
,,,,,,,,
Bruno G.,,,,,,,,
MD 6.5,,,,,,,,
89,3.3,3.8,3.2,3.5,89,86,85,81
,,,,,,,,
Konat�,,,,,,,,
DF 5.5,,,,,,,,
86,3.7,3.1,3.6,3.4,86,82,79,76
,,,,,,,,
Woltemade,,,,,,,,
FW 7.1,,,,,,,,
76,3.4,4.2,3.1,3.1,76,74,67,55
,,,,,,,,
Andersen,,,,,,,,
DF 4.5,,,,,,,,
92,3.7,3.5,3.2,3.4,92,89,89,89
,,,,,,,,
Caicedo,,,,,,,,
MD 5.6,,,,,,,,
85,3.4,3.2,3.4,3.6,85,86,87,81
,,,,,,,,
Chalobah,,,,,,,,
DF 5.2,,,,,,,,
87,3.9,2.9,3,3.8,87,78,67,66
,,,,,,,,
Mac Allister,,,,,,,,
MD 6.4,,,,,,,,
64,3.1,3.4,3.6,3.4,64,75,70,70
,,,,,,,,
Pope,,,,,,,,
GK 5.0,,,,,,,,
92,3.2,3.6,3.2,3.5,92,90,89,86
,,,,,,,,
Lacroix,,,,,,,,
DF 5.1,,,,,,,,
90,3.1,3.7,3.7,2.8,90,89,84,86
,,,,,,,,
Zubimendi,,,,,,,,
MD 5.5,,,,,,,,
90,3.3,3.6,3.1,3.3,90,84,80,82
,,,,,,,,
Cash,,,,,,,,
DF 4.6,,,,,,,,
79,3.7,4.2,2.8,2.6,79,81,80,75
,,,,,,,,
Joelinton,,,,,,,,
MD 5.9,,,,,,,,
83,3.2,3.8,3.1,3.3,83,81,78,73
,,,,,,,,
Dewsbury-Hall,,,,,,,,
MD 5.0,,,,,,,,
83,4.3,3.2,2.5,3.2,83,71,70,69
,,,,,,,,
Verbruggen,,,,,,,,
GK 4.5,,,,,,,,
94,3,3.6,3.5,3.1,94,92,92,92
,,,,,,,,
Bogle,,,,,,,,
DF 4.5,,,,,,,,
88,3.2,3.1,3.1,3.7,88,85,78,79
,,,,,,,,
N.Williams,,,,,,,,
DF 4.9,,,,,,,,
88,4.7,2.9,2.9,2.7,88,85,81,77
,,,,,,,,
Mu�oz,,,,,,,,
DF 5.6,,,,,,,,
88,3,3.7,3.9,2.5,88,91,84,85
,,,,,,,,
Mykolenko,,,,,,,,
DF 4.9,,,,,,,,
87,4.2,3.5,2.3,3.2,87,85,83,78
,,,,,,,,
E.Le F�e,,,,,,,,
MD 4.9,,,,,,,,
75,3.4,2.9,3.8,3,75,68,72,71
,,,,,,,,
Thiago,,,,,,,,
FW 6.0,,,,,,,,
66,3.5,3.1,3.4,3.1,66,66,63,65
,,,,,,,,
Tonali,,,,,,,,
MD 5.4,,,,,,,,
88,3.1,3.6,3,3.3,88,83,82,77
,,,,,,,,
Van de Ven,,,,,,,,
DF 4.7,,,,,,,,
88,4,3.2,3.2,2.7,88,84,84,78
,,,,,,,,
Est�v�o,,,,,,,,
MD 6.5,,,,,,,,
67,3.5,2.9,3,3.5,67,62,59,55
,,,,,,,,
Van Hecke,,,,,,,,
DF 4.4,,,,,,,,
92,2.9,3.8,3.4,2.8,92,87,86,83
,,,,,,,,
Gravenberch,,,,,,,,
MD 5.6,,,,,,,,
86,3.5,3.1,3.3,3.1,86,80,75,75
,,,,,,,,
Szoboszlai,,,,,,,,
MD 6.5,,,,,,,,
67,3.5,2.9,3.5,3.2,67,59,60,58
,,,,,,,,
Rodon,,,,,,,,
DF 4.0,,,,,,,,
90,3.2,3.1,3.3,3.4,90,86,86,80
,,,,,,,,
Sels,,,,,,,,
GK 5.0,,,,,,,,
93,3.9,3,3.1,3,93,90,90,90
,,,,,,,,
Est�ve,,,,,,,,
DF 4.0,,,,,,,,
92,2.5,3,3.8,3.5,92,91,89,85
,,,,,,,,
Dorgu,,,,,,,,
DF 4.5,,,,,,,,
85,3.4,4.6,1.9,2.9,85,78,68,67
,,,,,,,,
Leno,,,,,,,,
GK 5.0,,,,,,,,
94,3.4,3.2,3.1,3.1,94,93,92,91
,,,,,,,,
Milenkovi?,,,,,,,,
DF 5.4,,,,,,,,
90,4.4,2.8,2.9,2.8,90,88,83,82
,,,,,,,,
D�bravka,,,,,,,,
GK 4.0,,,,,,,,
93,2.8,3,3.6,3.3,93,91,92,91
,,,,,,,,
Gomes,,,,,,,,
MD 5.4,,,,,,,,
87,3.2,3.1,3.3,3.2,87,81,83,76
,,,,,,,,
Henderson,,,,,,,,
GK 5.0,,,,,,,,
93,3,3.4,3.5,2.8,93,94,90,91
,,,,,,,,
Gudmundsson,,,,,,,,
DF 4.0,,,,,,,,
84,3.2,2.9,3.2,3.5,84,76,80,75
,,,,,,,,
R�ben,,,,,,,,
DF 5.5,,,,,,,,
80,3.9,3.1,3.1,2.6,80,78,70,67
,,,,,,,,
Konsa,,,,,,,,
DF 4.5,,,,,,,,
89,3.5,3.9,2.7,2.6,89,89,87,87
,,,,,,,,
Martinez,,,,,,,,
GK 5.0,,,,,,,,
85,2.6,3.9,3.1,3.1,64,92,91,92
,,,,,,,,
Okafor,,,,,,,,
MD 5.5,,,,,,,,
63,3.1,3.2,3,3.3,63,65,61,59
,,,,,,,,
Van den Berg,,,,,,,,
DF 4.5,,,,,,,,
90,3.4,3,3.6,2.6,90,89,86,85
,,,,,,,,
Roefs,,,,,,,,
GK 4.5,,,,,,,,
93,3.1,2.9,3.6,2.8,93,92,91,92
,,,,,,,,
O'Brien,,,,,,,,
DF 5.0,,,,,,,,
89,4,3.3,2.1,3.2,89,84,82,83
,,,,,,,,
Collins,,,,,,,,
DF 5.0,,,,,,,,
91,3.5,2.9,3.4,2.7,91,86,80,84
,,,,,,,,
S�nchez,,,,,,,,
GK 4.9,,,,,,,,
81,3.2,2.7,3,3.6,81,79,77,79
,,,,,,,,
Kelleher,,,,,,,,
GK 4.5,,,,,,,,
94,3.3,3,3.3,2.8,94,94,89,91
,,,,,,,,
Gu�hi,,,,,,,,
DF 4.7,,,,,,,,
90,2.8,3.5,3.6,2.5,90,90,88,88
,,,,,,,,
Doku,,,,,,,,
MD 6.5,,,,,,,,
62,4,3.1,3,2.3,62,58,52,45
,,,,,,,,
Garner,,,,,,,,
MD 5.0,,,,,,,,
78,3.5,3.2,2.7,3,78,79,73,72
,,,,,,,,
Iwobi,,,,,,,,
MD 6.5,,,,,,,,
81,3.4,3.1,3,2.9,81,73,75,71
,,,,,,,,
Luki?,,,,,,,,
MD 5.0,,,,,,,,
86,3.3,3.3,2.9,2.9,86,82,76,75
,,,,,,,,
De Ligt,,,,,,,,
DF 5.0,,,,,,,,
84,3.2,4.1,2.1,2.9,84,80,76,75
,,,,,,,,
Kluivert,,,,,,,,
MD 7.0,,,,,,,,
41,2.4,3.1,2.9,3.8,41,50,55,60
,,,,,,,,
Ayari,,,,,,,,
MD 4.9,,,,,,,,
72,2.9,3.3,3.1,2.9,72,70,69,70
,,,,,,,,
Ampadu,,,,,,,,
MD 4.9,,,,,,,,
88,3.2,3,3,3,88,84,83,81
,,,,,,,,
Livramento,,,,,,,,
DF 5.1,,,,,,,,
85,2.7,3.5,2.5,3.5,85,80,77,81
,,,,,,,,
Wharton,,,,,,,,
MD 5.0,,,,,,,,
88,3.2,3.1,3.2,2.7,88,81,79,79
,,,,,,,,
Gana,,,,,,,,
MD 5.4,,,,,,,,
79,3.4,3.1,2.7,3,79,76,74,75
,,,,,,,,
Richards,,,,,,,,
DF 4.5,,,,,,,,
88,2.9,3.3,3.5,2.4,88,83,83,77
,,,,,,,,
Ekdal,,,,,,,,
DF 4.0,,,,,,,,
87,2.4,2.9,3.6,3.3,87,85,81,78
,,,,,,,,
Xhaka,,,,,,,,
MD 5.0,,,,,,,,
90,3.1,2.9,3.3,2.7,90,87,86,83
,,,,,,,,
Yeremy,,,,,,,,
MD 6.0,,,,,,,,
61,2.8,3.2,3.5,2.6,61,69,67,68
,,,,,,,,
Agbadou,,,,,,,,
DF 4.5,,,,,,,,
80,2.6,2.8,3.3,3.3,80,75,73,71
,,,,,,,,
Hermansen,,,,,,,,
GK 4.5,,,,,,,,
92,3,2.5,3.4,3.1,92,90,93,90
,,,,,,,,
Ndoye,,,,,,,,
MD 6.1,,,,,,,,
66,3.8,2.7,2.9,2.6,66,63,63,61
,,,,,,,,
Struijk,,,,,,,,
DF 4.5,,,,,,,,
80,3,2.9,2.9,3.2,80,77,72,70
,,,,,,,,
Burn,,,,,,,,
DF 5.0,,,,,,,,
88,2.9,3.6,2.6,2.8,88,81,75,65
,,,,,,,,
Wood,,,,,,,,
FW 7.5,,,,,,,,
61,3.9,2.8,2.7,2.5,61,57,52,51
,,,,,,,,
Dunk,,,,,,,,
DF 4.5,,,,,,,,
88,2.7,3.6,3.1,2.5,88,83,78,75
,,,,,,,,
Muniz,,,,,,,,
FW 5.5,,,,,,,,
64,3.1,3,2.9,2.8,64,63,63,60
,,,,,,,,
Hall,,,,,,,,
DF 5.4,,,,,,,,
44,1.6,3.8,2.7,3.7,44,78,76,77
,,,,,,,,
Welbeck,,,,,,,,
FW 6.3,,,,,,,,
56,2.8,3.1,3,2.9,56,53,52,57
,,,,,,,,
Mitchell,,,,,,,,
DF 5.0,,,,,,,,
84,2.8,3.2,3.4,2.2,84,82,77,80
,,,,,,,,
Grealish,,,,,,,,
MD 6.9,,,,,,,,
80,4.3,3.7,0,3.6,80,78,0,76
,,,,,,,,
Kilman,,,,,,,,
DF 4.4,,,,,,,,
89,3,2.2,3.2,3,89,88,87,83
,,,,,,,,
Adams,,,,,,,,
MD 5.0,,,,,,,,
87,3.5,3.1,2.4,2.3,87,77,63,55
,,,,,,,,
Tete,,,,,,,,
DF 4.5,,,,,,,,
86,3.1,2.9,2.6,2.7,86,82,79,78
,,,,,,,,
Frimpong,,,,,,,,
DF 5.9,,,,,,,,
47,2.2,2.2,3.6,3.3,47,55,71,67
,,,,,,,,
Krej?�,,,,,,,,
DF 4.5,,,,,,,,
86,2.3,2.6,3,3.3,86,84,76,78
,,,,,,,,
Kamara,,,,,,,,
MD 4.9,,,,,,,,
87,3.2,3.1,2.5,2.4,87,82,72,70
,,,,,,,,
McGinn,,,,,,,,
MD 5.4,,,,,,,,
76,3.3,3.2,2.4,2.3,76,65,57,55
,,,,,,,,
Bernardo,,,,,,,,
MD 6.4,,,,,,,,
65,3.4,2.7,2.8,2.2,65,61,60,52
,,,,,,,,
O�Reilly,,,,,,,,
DF 4.9,,,,,,,,
66,4,2.7,2.7,1.7,66,55,50,38
,,,,,,,,
Zinchenko,,,,,,,,
DF 4.9,,,,,,,,
78,4.2,2.3,2.4,2.2,78,69,65,65
,,,,,,,,
Elliott,,,,,,,,
MD 5.4,,,,,,,,
67,3.4,3.1,2.4,2.2,67,54,50,45
,,,,,,,,
Cullen,,,,,,,,
MD 5.0,,,,,,,,
80,2.7,2.6,3.1,2.7,80,73,79,70
,,,,,,,,
J.Arias,,,,,,,,
MD 5.2,,,,,,,,
60,2.6,2.6,2.7,3,60,56,56,56
,,,,,,,,
Ward-Prowse,,,,,,,,
MD 5.8,,,,,,,,
77,2.7,2.5,2.9,2.7,77,81,73,73
,,,,,,,,
Foster,,,,,,,,
FW 5.0,,,,,,,,
68,2.5,2.6,2.9,2.8,68,64,60,62
,,,,,,,,
Kerkez,,,,,,,,
DF 5.9,,,,,,,,
69,2.9,2.4,2.8,2.7,69,67,62,61
,,,,,,,,
J.Palhinha,,,,,,,,
MD 5.5,,,,,,,,
75,3.1,2.7,2.6,2.4,75,73,68,68
,,,,,,,,
Lewis,,,,,,,,
DF 5.0,,,,,,,,
71,3.8,2.5,2.6,1.9,71,57,54,47
,,,,,,,,
Mukiele,,,,,,,,
DF 4.0,,,,,,,,
77,2.7,2.4,3.5,2.2,77,76,78,75
,,,,,,,,
Beto,,,,,,,,
FW 5.4,,,,,,,,
50,3.1,2.7,2.2,2.7,50,49,51,49
,,,,,,,,
Yarmoliuk,,,,,,,,
MD 5.0,,,,,,,,
75,2.8,2.6,2.7,2.4,75,74,73,70
,,,,,,,,
James,,,,,,,,
DF 5.4,,,,,,,,
54,2.8,2.2,2.3,3.3,54,53,49,51
,,,,,,,,
Alderete,,,,,,,,
DF 4.0,,,,,,,,
76,2.8,2.4,3.3,1.9,76,73,69,63
,,,,,,,,
Sancho,,,,,,,,
MD 5.9,,,,,,,,
59,3,3,2.3,2.2,59,54,49,48
,,,,,,,,
Hartman,,,,,,,,
DF 4.0,,,,,,,,
81,1.9,2.4,3.2,2.9,81,77,71,72
,,,,,,,,
Talbi,,,,,,,,
MD 5.0,,,,,,,,
68,2.7,2.5,3,2.3,68,67,65,62
,,,,,,,,
Dalot,,,,,,,,
DF 4.4,,,,,,,,
86,3.2,3.7,1.4,2.1,86,67,56,52
,,,,,,,,
Garnacho,,,,,,,,
MD 6.4,,,,,,,,
51,3.1,2.5,2.3,2.6,51,45,38,34
,,,,,,,,
Sadiki,,,,,,,,
MD 5.0,,,,,,,,
88,2.7,2.5,2.9,2.4,88,85,82,82
,,,,,,,,
Toti,,,,,,,,
DF 4.4,,,,,,,,
79,2.2,2.4,2.9,2.8,79,74,74,69
,,,,,,,,
Bassey,,,,,,,,
DF 4.5,,,,,,,,
90,2.8,2.6,2.4,2.5,90,85,85,85
,,,,,,,,
M.Fernandes,,,,,,,,
MD 5.5,,,,,,,,
68,2.7,2.3,2.7,2.6,68,63,59,61
,,,,,,,,
Kayode,,,,,,,,
DF 4.5,,,,,,,,
79,2.9,2.4,2.8,2,79,76,72,71
,,,,,,,,
De Cuyper,,,,,,,,
DF 4.4,,,,,,,,
51,1.7,3.2,2.8,2.3,51,68,67,66
,,,,,,,,
Diouf,,,,,,,,
DF 4.4,,,,,,,,
89,2.6,1.7,3,2.6,89,87,83,77
,,,,,,,,
Walker,,,,,,,,
DF 4.5,,,,,,,,
91,1.7,2.2,3.1,2.8,91,85,84,84
,,,,,,,,
Udogie,,,,,,,,
DF 4.4,,,,,,,,
64,3.1,2.4,2.3,2.1,64,61,55,59
,,,,,,,,
Mavropanos,,,,,,,,
DF 4.4,,,,,,,,
75,2.7,1.8,2.7,2.4,75,68,68,63
,,,,,,,,
Berge,,,,,,,,
MD 5.0,,,,,,,,
79,2.5,2.5,2.3,2.3,79,76,73,73
,,,,,,,,
Lewis-Potter,,,,,,,,
DF 5.0,,,,,,,,
67,2.7,2.3,2.8,1.9,67,70,66,61
,,,,,,,,
James,,,,,,,,
MD 5.3,,,,,,,,
44,1.7,2.4,2.6,2.9,33,46,53,52
,,,,,,,,
Darlow,,,,,,,,
GK 4.0,,,,,,,,
93,3.4,3.3,2.1,0.8,93,92,56,19
,,,,,,,,
Adingra,,,,,,,,
MD 5.3,,,,,,,,
57,2.4,2.3,2.8,2.1,57,58,55,56
,,,,,,,,
Isidor,,,,,,,,
FW 5.5,,,,,,,,
71,2.9,2.2,2.7,1.8,71,55,52,43
,,,,,,,,
Bruun Larsen,,,,,,,,
MD 5.4,,,,,,,,
45,1.5,2.6,2.9,2.6,34,57,52,50
,,,,,,,,
Bergvall,,,,,,,,
MD 5.4,,,,,,,,
67,3.1,2.2,2.3,2.1,67,52,53,51
,,,,,,,,
Digne,,,,,,,,
DF 4.5,,,,,,,,
54,2.6,3.1,1.9,2,54,57,52,53
,,,,,,,,
Gruda,,,,,,,,
MD 5.4,,,,,,,,
48,2.3,2.4,2.6,2.3,48,43,48,45
,,,,,,,,
Barry,,,,,,,,
FW 5.8,,,,,,,,
46,2.7,2.4,2.1,2.3,46,46,48,42
,,,,,,,,
Scott,,,,,,,,
MD 5.0,,,,,,,,
59,2.6,2.6,2,2.2,59,54,47,43
,,,,,,,,
Lammens,,,,,,,,
GK 5.0,,,,,,,,
41,1.5,2.5,2.7,2.8,41,59,83,76
,,,,,,,,
Mings,,,,,,,,
DF 4.5,,,,,,,,
52,2.3,3.1,2,2,52,66,58,61
,,,,,,,,
King,,,,,,,,
MD 4.5,,,,,,,,
60,2.6,2.3,2.1,2.3,60,53,53,56
,,,,,,,,
Hannibal,,,,,,,,
MD 5.0,,,,,,,,
58,2.1,2.2,2.6,2.3,58,53,56,52
,,,,,,,,
Murillo,,,,,,,,
DF 5.4,,,,,,,,
34,0.9,2.1,3.2,3.1,17,56,85,82
,,,,,,,,
Bobb,,,,,,,,
MD 5.5,,,,,,,,
52,3.2,2.4,2.1,1.5,52,45,35,29
,,,,,,,,
Henderson,,,,,,,,
MD 5.0,,,,,,,,
64,2.5,2.2,2.3,2.1,64,62,61,60
,,,,,,,,
P.M.Sarr,,,,,,,,
MD 5.0,,,,,,,,
41,1.7,2.6,2.5,2.3,31,56,54,53
,,,,,,,,
Hudson-Odoi,,,,,,,,
MD 6.0,,,,,,,,
49,2.7,2.2,2.1,2,49,52,46,45
,,,,,,,,
Kamada,,,,,,,,
MD 5.0,,,,,,,,
60,2.6,2.2,2.4,1.9,60,50,50,49
,,,,,,,,
Shaw,,,,,,,,
DF 4.5,,,,,,,,
72,2.4,3.1,1.4,2,72,66,61,56
,,,,,,,,
Munetsi,,,,,,,,
MD 5.4,,,,,,,,
52,2.1,1.9,2.3,2.6,52,44,53,55
,,,,,,,,
Yoro,,,,,,,,
DF 4.5,,,,,,,,
63,2.3,3.2,1.5,1.9,63,65,60,51
,,,,,,,,
Andr�,,,,,,,,
MD 5.4,,,,,,,,
61,2.1,2.3,2.2,2.2,61,65,60,58
,,,,,,,,
A.Jimenez,,,,,,,,
DF 4.5,,,,,,,,
57,2.6,2.8,1.8,1.6,57,59,46,34
,,,,,,,,
Gomez,,,,,,,,
MD 4.9,,,,,,,,
47,2,2.3,2.3,2.2,47,46,49,48
,,,,,,,,
Bakwa,,,,,,,,
MD 6.0,,,,,,,,
44,2.5,2.1,2.1,2,44,48,47,44
,,,,,,,,
Summerville,,,,,,,,
MD 5.5,,,,,,,,
54,2.2,1.9,2.3,2.1,54,52,47,47
,,,,,,,,
Brooks,,,,,,,,
MD 5.0,,,,,,,,
58,2.8,2.1,1.9,1.8,58,38,39,33
,,,,,,,,
Wieffer,,,,,,,,
MD 4.9,,,,,,,,
35,1.4,2.2,2.5,2.5,35,49,58,61
,,,,,,,,
Tchatchoua,,,,,,,,
DF 4.5,,,,,,,,
67,1.7,2.1,2.3,2.3,67,68,62,54
,,,,,,,,
Igor Jesus,,,,,,,,
FW 5.8,,,,,,,,
39,2.3,1.8,2.1,2.1,39,40,45,46
,,,,,,,,
Thiaw,,,,,,,,
DF 4.9,,,,,,,,
76,2.5,2.5,1.4,1.9,76,57,39,44
,,,,,,,,
Keane,,,,,,,,
DF 4.5,,,,,,,,
83,4.1,3.3,0.4,0.5,83,76,12,12
,,,,,,,,
Tchaouna,,,,,,,,
MD 4.9,,,,,,,,
51,2.1,1.9,2.2,2.1,51,40,39,41
,,,,,,,,
F�llkrug,,,,,,,,
FW 5.7,,,,,,,,
46,2,1.8,2.4,2,46,45,46,42
,,,,,,,,
Tanaka,,,,,,,,
MD 4.9,,,,,,,,
48,1.8,2.1,2.1,2.2,48,59,57,55
,,,,,,,,
Bentancur,,,,,,,,
MD 5.4,,,,,,,,
55,2.4,2.1,1.8,1.8,55,54,45,48
,,,,,,,,
Ugochukwu,,,,,,,,
MD 5.0,,,,,,,,
60,1.9,1.9,2.1,2.2,60,58,59,63
,,,,,,,,
Guessand,,,,,,,,
MD 6.3,,,,,,,,
40,2.4,2.4,1.8,1.6,40,35,32,29
,,,,,,,,
Robinson,,,,,,,,
DF 5.0,,,,,,,,
24,0.9,1.9,2.6,2.7,24,56,83,82
,,,,,,,,
Elanga,,,,,,,,
MD 6.9,,,,,,,,
37,1.9,2.4,2,1.8,37,39,39,30
,,,,,,,,
Wilson,,,,,,,,
