col1,col2,col3,col4,col5,col6,col7,col8,col9
93,3.3,3.1,3,3.6,93,93,91,90
,,,,,,,,
Pope,,,,,,,,
GK 5.0,,,,,,,,
91,3.3,3.1,3.5,3.1,91,92,87,88
,,,,,,,,
Tonali,,,,,,,,
MD 5.4,,,,,,,,
89,3.4,2.9,3.6,3.1,89,81,85,81
,,,,,,,,
Van de Ven,,,,,,,,
DF 4.7,,,,,,,,
88,2.9,3.8,3.2,3,88,84,85,80
,,,,,,,,
Leno,,,,,,,,
GK 5.0,,,,,,,,
94,3.7,3.1,3.1,3,94,91,92,91
,,,,,,,,
Kelleher,,,,,,,,
GK 4.5,,,,,,,,
95,3.3,3.3,3,3.3,95,92,92,92
,,,,,,,,
Dorgu,,,,,,,,
DF 4.5,,,,,,,,
85,3.3,3.2,4.3,2,85,75,72,71
,,,,,,,,
Murillo,,,,,,,,
DF 5.5,,,,,,,,
61,2.1,4.7,3,3,46,88,83,78
,,,,,,,,
Van den Berg,,,,,,,,
DF 4.5,,,,,,,,
93,3.5,3.3,2.9,3.2,93,85,87,81
,,,,,,,,
Gomes,,,,,,,,
MD 5.4,,,,,,,,
86,3.4,3,3.2,3.2,86,84,82,80
,,,,,,,,
Zubimendi,,,,,,,,
MD 5.4,,,,,,,,
87,3.2,3,3.4,3,87,83,81,79
,,,,,,,,
Cucurella,,,,,,,,
DF 6.2,,,,,,,,
85,3.2,3.6,2.7,3.2,85,78,76,75
,,,,,,,,
Rodon,,,,,,,,
DF 4.0,,,,,,,,
90,3.4,3.1,2.8,3.2,90,87,82,83
,,,,,,,,
Diarra,,,,,,,,
MD 5.5,,,,,,,,
81,3.3,3.1,2.8,3.4,81,82,76,74
,,,,,,,,
J.Arias,,,,,,,,
MD 5.3,,,,,,,,
66,3.7,2.7,3.1,3.1,66,61,61,60
,,,,,,,,
Luki?,,,,,,,,
MD 5.0,,,,,,,,
85,3.6,2.9,3.2,2.7,85,81,85,77
,,,,,,,,
Bogle,,,,,,,,
DF 4.5,,,,,,,,
87,3.4,3.1,2.8,3.1,87,84,78,76
,,,,,,,,
S�nchez,,,,,,,,
GK 5.0,,,,,,,,
92,3.3,3.2,2.9,3.1,92,80,84,81
,,,,,,,,
Ndoye,,,,,,,,
MD 6.1,,,,,,,,
63,3.2,3.8,2.6,2.9,63,67,60,63
,,,,,,,,
Mitchell,,,,,,,,
DF 5.0,,,,,,,,
86,3.5,2.5,3.1,3.3,86,81,80,79
,,,,,,,,
D�bravka,,,,,,,,
GK 4.0,,,,,,,,
93,3.4,2.6,2.9,3.4,93,92,90,90
,,,,,,,,
Van Hecke,,,,,,,,
DF 4.5,,,,,,,,
91,3.3,2.6,3.5,2.9,91,88,86,78
,,,,,,,,
Toti,,,,,,,,
DF 4.4,,,,,,,,
91,3.6,2.4,2.9,3.4,91,86,87,84
,,,,,,,,
Mings,,,,,,,,
DF 4.5,,,,,,,,
76,3.4,3.1,3.4,2.3,76,72,72,70
,,,,,,,,
Hermansen,,,,,,,,
GK 4.5,,,,,,,,
94,3.3,3,2.6,3.3,94,92,92,89
,,,,,,,,
R�ben,,,,,,,,
DF 5.5,,,,,,,,
77,2.2,3.7,3.1,3.2,77,75,77,70
,,,,,,,,
Est�ve,,,,,,,,
DF 4.0,,,,,,,,
93,3.6,2.3,2.7,3.6,93,88,85,89
,,,,,,,,
De Ligt,,,,,,,,
DF 5.0,,,,,,,,
84,3,3.1,3.9,2.1,84,81,77,76
,,,,,,,,
�degaard,,,,,,,,
MD 7.9,,,,,,,,
56,1.6,2.9,4.2,3.4,28,58,68,65
,,,,,,,,
Diakit�,,,,,,,,
DF 4.5,,,,,,,,
70,2,3.4,3.7,3,53,88,86,82
,,,,,,,,
Gudmundsson,,,,,,,,
DF 4.0,,,,,,,,
85,3.3,3,2.8,3,85,81,78,75
,,,,,,,,
Strand Larsen,,,,,,,,
FW 6.4,,,,,,,,
50,2.1,2.8,3.7,3.5,38,64,77,72
,,,,,,,,
McGinn,,,,,,,,
MD 5.5,,,,,,,,
75,3.4,3.3,2.9,2.4,75,71,55,57
,,,,,,,,
Szoboszlai,,,,,,,,
MD 6.5,,,,,,,,
61,3.4,2.7,2.7,3.3,61,53,57,57
,,,,,,,,
P.M.Sarr,,,,,,,,
MD 5.0,,,,,,,,
69,2.9,3.4,2.9,2.8,69,68,67,63
,,,,,,,,
Dunk,,,,,,,,
DF 4.5,,,,,,,,
88,3.3,2.4,3.3,2.9,88,84,81,78
,,,,,,,,
Elliott,,,,,,,,
MD 5.4,,,,,,,,
76,3.7,3,3.1,2.2,76,59,52,46
,,,,,,,,
Xhaka,,,,,,,,
MD 5.0,,,,,,,,
87,3.1,2.9,2.8,3.2,87,81,82,82
,,,,,,,,
Doku,,,,,,,,
MD 6.4,,,,,,,,
65,2.8,3.8,2.7,2.6,65,58,49,44
,,,,,,,,
Amad,,,,,,,,
MD 6.3,,,,,,,,
75,3.3,3.1,3.3,2.2,75,67,60,55
,,,,,,,,
Welbeck,,,,,,,,
FW 6.3,,,,,,,,
58,3.3,2.6,3,2.9,58,55,53,51
,,,,,,,,
Kilman,,,,,,,,
DF 4.4,,,,,,,,
89,3.4,3,2.1,3.2,89,84,85,82
,,,,,,,,
Calvert-Lewin,,,,,,,,
FW 5.5,,,,,,,,
56,3,3,2.9,2.8,56,54,53,52
,,,,,,,,
Muniz,,,,,,,,
FW 5.5,,,,,,,,
67,3.7,2.8,2.7,2.5,67,58,56,56
,,,,,,,,
Ekdal,,,,,,,,
DF 4.0,,,,,,,,
87,3.4,2.3,2.5,3.4,87,88,79,81
,,,,,,,,
Richarlison,,,,,,,,
FW 6.7,,,,,,,,
63,3.4,3.8,2.4,2.1,63,57,39,33
,,,,,,,,
Tete,,,,,,,,
DF 4.5,,,,,,,,
84,3.7,2.7,2.7,2.3,84,78,76,74
,,,,,,,,
Frimpong,,,,,,,,
DF 5.9,,,,,,,,
44,2.5,2.6,2.7,3.7,44,54,70,69
,,,,,,,,
Burn,,,,,,,,
DF 5.0,,,,,,,,
91,3.2,2.6,3.3,2.4,91,86,76,70
,,,,,,,,
Ekitik�,,,,,,,,
FW 8.8,,,,,,,,
61,3.9,2.8,2,2.7,61,49,36,41
,,,,,,,,
Kluivert,,,,,,,,
MD 7.0,,,,,,,,
34,2.1,2.6,3.6,3.2,34,43,57,60
,,,,,,,,
Kamara,,,,,,,,
MD 4.9,,,,,,,,
73,2.8,3.1,2.9,2.6,73,84,73,73
,,,,,,,,
Wharton,,,,,,,,
MD 5.0,,,,,,,,
60,2.4,2.7,3,3.3,60,74,81,80
,,,,,,,,
Barnes,,,,,,,,
MD 6.5,,,,,,,,
76,3.8,2.5,2.8,2.2,76,53,47,43
,,,,,,,,
Digne,,,,,,,,
DF 4.5,,,,,,,,
60,3,2.9,3.3,2.2,60,57,58,59
,,,,,,,,
Ward-Prowse,,,,,,,,
MD 5.9,,,,,,,,
78,3,2.8,2.4,3,78,80,77,74
,,,,,,,,
Robinson,,,,,,,,
DF 5.0,,,,,,,,
75,3.2,2.8,2.8,2.4,75,83,82,80
,,,,,,,,
Beto,,,,,,,,
FW 5.4,,,,,,,,
58,2.5,3.3,3,2.3,58,57,57,55
,,,,,,,,
Okafor,,,,,,,,
MD 5.5,,,,,,,,
65,3.1,3,2.6,2.5,65,63,54,52
,,,,,,,,
Ampadu,,,,,,,,
MD 4.9,,,,,,,,
84,3,2.7,2.6,2.8,84,77,77,79
,,,,,,,,
Mukiele,,,,,,,,
DF 4.0,,,,,,,,
82,3,2.7,2.5,3,82,75,79,68
,,,,,,,,
Cullen,,,,,,,,
MD 5.0,,,,,,,,
88,3.3,2.6,2.5,2.7,88,78,73,70
,,,,,,,,
Yoro,,,,,,,,
DF 4.5,,,,,,,,
82,2.7,2.9,3.8,1.7,82,80,79,70
,,,,,,,,
Chalobah,,,,,,,,
DF 5.1,,,,,,,,
75,3,3,2.4,2.6,75,66,65,59
,,,,,,,,
Bernardo,,,,,,,,
MD 6.4,,,,,,,,
71,2.5,3.5,2.5,2.5,71,66,56,53
,,,,,,,,
Adingra,,,,,,,,
MD 5.4,,,,,,,,
73,3.1,2.7,2.4,2.8,73,67,60,58
,,,,,,,,
Garner,,,,,,,,
MD 5.0,,,,,,,,
79,2.7,3,2.8,2.5,79,69,68,70
,,,,,,,,
Diouf,,,,,,,,
DF 4.4,,,,,,,,
88,3.3,2.8,1.7,3.1,88,86,85,78
,,,,,,,,
Kerkez,,,,,,,,
DF 5.9,,,,,,,,
68,3.4,2.6,2.1,2.9,68,61,58,62
,,,,,,,,
Talbi,,,,,,,,
MD 5.0,,,,,,,,
71,3,2.6,2.4,2.9,71,64,62,61
,,,,,,,,
O'Brien,,,,,,,,
DF 5.0,,,,,,,,
89,2,3.7,3.1,2,89,85,79,82
,,,,,,,,
Andr�,,,,,,,,
MD 5.4,,,,,,,,
80,2.9,2.6,2.7,2.7,80,78,75,73
,,,,,,,,
Livramento,,,,,,,,
DF 5.1,,,,,,,,
84,2.8,2.4,3.2,2.5,84,83,75,76
,,,,,,,,
Alderete,,,,,,,,
DF 4.0,,,,,,,,
79,3.1,2.7,2.2,2.8,79,72,63,60
,,,,,,,,
Hall,,,,,,,,
DF 5.4,,,,,,,,
64,2.4,2.3,3.4,2.6,64,70,72,71
,,,,,,,,
Gana,,,,,,,,
MD 5.4,,,,,,,,
78,2.7,2.9,2.7,2.5,78,70,69,70
,,,,,,,,
Hannibal,,,,,,,,
MD 5.0,,,,,,,,
71,3.1,2.3,2.4,2.9,71,67,66,64
,,,,,,,,
Reinildo,,,,,,,,
DF 4.0,,,,,,,,
83,2.7,2.5,2.3,3.2,83,80,85,76
,,,,,,,,
M.Fernandes,,,,,,,,
MD 5.5,,,,,,,,
72,3,2.6,2.3,2.7,72,64,66,60
,,,,,,,,
Lammens,,,,,,,,
GK 5.0,,,,,,,,
45,1.6,2.6,3.6,2.8,45,71,85,89
,,,,,,,,
Madueke,,,,,,,,
MD 7.0,,,,,,,,
66,3.6,2.7,2.4,2,66,49,32,34
,,,,,,,,
Bassey,,,,,,,,
DF 4.5,,,,,,,,
91,3.4,2.5,2.6,2.2,91,88,85,83
,,,,,,,,
J.Palhinha,,,,,,,,
MD 5.5,,,,,,,,
71,2.6,2.9,2.5,2.6,71,69,64,67
,,,,,,,,
Grealish,,,,,,,,
MD 6.8,,,,,,,,
84,3,4,3.5,0,84,78,75,0
,,,,,,,,
Kamada,,,,,,,,
MD 5.0,,,,,,,,
69,3.4,2.4,2.2,2.5,69,56,49,51
,,,,,,,,
Adams,,,,,,,,
MD 5.0,,,,,,,,
82,3.2,2.9,2.4,1.9,82,76,61,50
,,,,,,,,
King,,,,,,,,
MD 4.5,,,,,,,,
65,3.2,2.5,2.4,2.2,65,58,54,52
,,,,,,,,
Yarmoliuk,,,,,,,,
MD 5.0,,,,,,,,
73,2.7,2.7,2.5,2.4,73,72,72,64
,,,,,,,,
Foster,,,,,,,,
FW 5.0,,,,,,,,
64,3.1,2.1,2.3,2.7,64,56,55,54
,,,,,,,,
Zinchenko,,,,,,,,
DF 4.9,,,,,,,,
67,2.9,3.4,2,2.1,67,63,58,58
,,,,,,,,
Bobb,,,,,,,,
MD 5.5,,,,,,,,
47,2.1,3.1,2.5,2.5,47,50,46,45
,,,,,,,,
Hartman,,,,,,,,
DF 4.0,,,,,,,,
81,3.2,1.6,2.1,3.2,81,72,74,74
,,,,,,,,
Wieffer,,,,,,,,
MD 4.9,,,,,,,,
50,2,2.8,2.5,2.8,50,75,59,69
,,,,,,,,
Sadiki,,,,,,,,
MD 5.0,,,,,,,,
84,2.7,2.5,2.3,2.7,84,78,76,77
,,,,,,,,
Munetsi,,,,,,,,
MD 5.5,,,,,,,,
61,2.8,2.3,2.6,2.4,61,60,61,55
,,,,,,,,
Mykolenko,,,,,,,,
DF 4.9,,,,,,,,
70,0.9,3.9,3.2,2.1,35,85,78,78
,,,,,,,,
Kayode,,,,,,,,
DF 4.5,,,,,,,,
75,2.7,2.8,2.1,2.4,75,75,68,64
,,,,,,,,
Gordon,,,,,,,,
MD 7.4,,,,,,,,
0,0,3.1,3.9,3,0,66,64,61
,,,,,,,,
Est�v�o,,,,,,,,
MD 6.5,,,,,,,,
46,2.3,2.9,2.3,2.5,46,53,47,49
,,,,,,,,
Henderson,,,,,,,,
MD 5.0,,,,,,,,
66,2.4,2.6,2.4,2.4,66,69,67,62
,,,,,,,,
Ayari,,,,,,,,
MD 4.9,,,,,,,,
61,2.7,2.2,2.5,2.4,61,57,55,54
,,,,,,,,
Douglas Luiz,,,,,,,,
MD 5.0,,,,,,,,
48,2.1,2.9,2.4,2.4,48,60,58,58
,,,,,,,,
Tosin,,,,,,,,
DF 4.5,,,,,,,,
67,2.6,2.8,2.1,2.2,67,63,58,52
,,,,,,,,
Berge,,,,,,,,
MD 5.0,,,,,,,,
77,2.7,2.3,2.4,2.3,77,73,73,72
,,,,,,,,
Hudson-Odoi,,,,,,,,
MD 6.0,,,,,,,,
54,2.6,2.8,2.1,2.1,54,52,51,48
,,,,,,,,
Bergvall,,,,,,,,
MD 5.4,,,,,,,,
59,2.4,2.7,2.4,2.2,59,58,56,51
,,,,,,,,
Garnacho,,,,,,,,
MD 6.4,,,,,,,,
47,2.6,2.8,2,2.1,47,45,37,37
,,,,,,,,
Bruun Larsen,,,,,,,,
MD 5.4,,,,,,,,
48,1.9,2.2,2.4,2.9,36,54,54,54
,,,,,,,,
Elanga,,,,,,,,
MD 7.0,,,,,,,,
52,2.6,2,2.6,2.3,52,41,45,45
,,,,,,,,
Walker,,,,,,,,
DF 4.5,,,,,,,,
88,2.9,1.5,2,3,88,85,85,85
,,,,,,,,
Sancho,,,,,,,,
MD 5.9,,,,,,,,
28,1.5,2.5,3.1,2.2,28,48,55,48
,,,,,,,,
Mavropanos,,,,,,,,
DF 4.4,,,,,,,,
68,2.7,2.3,1.7,2.6,68,63,63,63
,,,,,,,,
Sarr,,,,,,,,
MD 6.5,,,,,,,,
0,0,1.6,3.5,4.2,0,35,75,80
,,,,,,,,
Summerville,,,,,,,,
MD 5.5,,,,,,,,
45,2.2,2.4,2,2.6,45,56,54,53
,,,,,,,,
Krej?�,,,,,,,,
DF 4.5,,,,,,,,
70,2.9,1.7,2.1,2.4,70,60,62,59
,,,,,,,,
Lewis-Potter,,,,,,,,
DF 5.0,,,,,,,,
64,2.4,2.4,2,2.4,64,60,61,59
,,,,,,,,
Spence,,,,,,,,
DF 4.5,,,,,,,,
62,2,2.6,2.1,2.2,62,56,54,58
,,,,,,,,
Johnson,,,,,,,,
MD 7.1,,,,,,,,
43,2.3,2.6,2.1,2,43,39,36,34
,,,,,,,,
Casemiro,,,,,,,,
MD 5.5,,,,,,,,
60,2.6,2,2.4,1.9,60,46,49,48
,,,,,,,,
Gomez,,,,,,,,
MD 5.0,,,,,,,,
46,2.2,2,2.3,2.5,46,46,48,53
,,,,,,,,
Brooks,,,,,,,,
MD 5.0,,,,,,,,
59,2.9,2.4,2.2,1.4,59,48,40,29
,,,,,,,,
Scott,,,,,,,,
MD 5.0,,,,,,,,
61,2.7,2.1,2.3,1.7,61,47,48,39
,,,,,,,,
Gruda,,,,,,,,
MD 5.4,,,,,,,,
43,2.4,2,2.1,2.3,43,43,37,43
,,,,,,,,
Struijk,,,,,,,,
DF 4.5,,,,,,,,
73,2.8,2.5,1.7,1.8,73,68,47,47
,,,,,,,,
F�llkrug,,,,,,,,
FW 5.8,,,,,,,,
42,2.2,2,1.9,2.5,42,42,48,47
,,,,,,,,
Tanaka,,,,,,,,
MD 4.9,,,,,,,,
53,2,2.2,2.1,2.3,53,60,59,61
,,,,,,,,
Baleba,,,,,,,,
MD 4.9,,,,,,,,
53,2.1,2,2.3,2.1,53,55,57,53
,,,,,,,,
Geertruida,,,,,,,,
DF 4.5,,,,,,,,
49,1.6,1.8,2,3.1,49,57,75,76
,,,,,,,,
Wilson,,,,,,,,
FW 5.9,,,,,,,,
45,2.3,2,1.8,2.3,45,43,43,43
,,,,,,,,
James,,,,,,,,
DF 5.4,,,,,,,,
52,2.2,2.3,1.9,2,52,45,48,42
,,,,,,,,
Hill,,,,,,,,
DF 4.0,,,,,,,,
58,2.4,2.3,2.3,1.3,58,56,51,33
,,,,,,,,
Ra�l,,,,,,,,
FW 6.3,,,,,,,,
31,2.1,2,2.1,2.1,31,38,38,41
,,,,,,,,
Tielemans,,,,,,,,
MD 5.9,,,,,,,,
0,0,1.5,3.6,3.2,0,32,73,79
,,,,,,,,
Isidor,,,,,,,,
FW 5.5,,,,,,,,
45,2.2,2.1,1.7,2.3,45,47,38,42
,,,,,,,,
Kolo Muani,,,,,,,,
FW 7.0,,,,,,,,
19,1.2,2.5,2.3,2.3,19,38,39,40
,,,,,,,,
Shaw,,,,,,,,
DF 4.5,,,,,,,,
64,2.1,2.1,2.8,1.2,64,60,59,53
,,,,,,,,
Udogie,,,,,,,,
DF 4.4,,,,,,,,
37,1.3,2.7,2,2.1,37,55,50,51
,,,,,,,,
Johnstone,,,,,,,,
