id,name,position_gw1,team_gw1,prob_injury_gw1,ep_cost_gw1,xmins_gw1,ep_gw1,position_gw2,team_gw2,prob_injury_gw2,ep_cost_gw2,xmins_gw2,ep_gw2,position_gw3,team_gw3,prob_injury_gw3,ep_cost_gw3,xmins_gw3,ep_gw3,position_gw4,team_gw4,prob_injury_gw4,ep_cost_gw4,xmins_gw4,ep_gw4,position_gw5,team_gw5,prob_injury_gw5,ep_cost_gw5,xmins_gw5,ep_gw5,position_gw6,team_gw6,prob_injury_gw6,ep_cost_gw6,xmins_gw6,ep_gw6,position_gw7,team_gw7,prob_injury_gw7,ep_cost_gw7,xmins_gw7,ep_gw7,position_gw8,team_gw8,prob_injury_gw8,ep_cost_gw8,xmins_gw8,ep_gw8,position_gw9,team_gw9,prob_injury_gw9,ep_cost_gw9,xmins_gw9,ep_gw9,position_gw10,team_gw10,prob_injury_gw10,ep_cost_gw10,xmins_gw10,ep_gw10,position_gw11,team_gw11,prob_injury_gw11,total_xmins,ep_cost_gw11,total_xpts,xmins_gw11,ep_gw11
518,Downes,MID,SOU,0.0,5.0,90.0,2.0,MID,SOU,0.0,5.0,90.0,1.0,MID,SOU,0.0,5.0,90.0,2.0,MID,SOU,0.0,4.9,90.0,2.0,MID,SOU,0.0,4.9,90.0,1.0,MID,SOU,0.0,4.9,90.0,1.0,MID,SOU,0.0,4.9,90.0,2.0,MID,SOU,0.0,4.9,90.0,2.0,MID,SOU,0.0,4.8,86.0,1.0,MID,SOU,0.0,4.8,90.0,3.0,MID,SOU,0.0,896,4.8,17,0.0,0.0
519,Earthy,MID,WHM,1.0,4.5,0.0,0.0,MID,WHM,1.0,4.5,0.0,0.0,MID,WHM,1.0,4.5,0.0,0.0,MID,WHM,1.0,4.5,0.0,0.0,MID,WHM,1.0,4.5,0.0,0.0,MID,WHM,1.0,4.5,0.0,0.0,MID,WHM,1.0,4.5,0.0,0.0,MID,WHM,1.0,4.5,0.0,0.0,MID,WHM,1.0,4.5,0.0,0.0,MID,WHM,1.0,4.5,0.0,0.0,MID,WHM,1.0,0,4.5,0,0.0,0.0
520,Emerson,DEF,WHM,0.0,4.5,90.0,1.0,DEF,WHM,0.0,4.5,88.0,6.0,DEF,WHM,0.0,4.5,70.0,0.0,DEF,WHM,0.25,4.5,56.0,1.0,DEF,WHM,0.0,4.5,72.0,1.0,DEF,WHM,0.0,4.4,45.0,0.0,DEF,WHM,0.0,4.4,82.0,2.0,DEF,WHM,0.0,4.4,90.0,0.0,DEF,WHM,0.0,4.4,90.0,1.0,DEF,WHM,0.0,4.4,78.0,1.0,DEF,WHM,0.0,851,4.4,19,90.0,6.0
521,Fabianski,GKP,WHM,0.0,4.0,0.0,0.0,GKP,WHM,0.0,4.0,0.0,0.0,GKP,WHM,0.0,4.0,45.0,1.0,GKP,WHM,0.0,4.0,0.0,0.0,GKP,WHM,0.0,4.0,0.0,0.0,GKP,WHM,0.0,4.0,0.0,0.0,GKP,WHM,0.0,4.0,0.0,0.0,GKP,WHM,0.0,4.0,0.0,0.0,GKP,WHM,0.0,4.0,90.0,3.0,GKP,WHM,0.0,4.0,90.0,2.0,GKP,WHM,0.0,315,4.0,15,90.0,9.0
522,Foderingham,GKP,WHM,0.0,4.5,0.0,0.0,GKP,WHM,0.0,4.5,0.0,0.0,GKP,WHM,0.0,4.5,0.0,0.0,GKP,WHM,0.0,4.5,0.0,0.0,GKP,WHM,0.0,4.4,0.0,0.0,GKP,WHM,0.0,4.4,0.0,0.0,GKP,WHM,0.0,4.4,0.0,0.0,GKP,WHM,0.0,4.4,0.0,0.0,GKP,WHM,0.0,4.4,0.0,0.0,GKP,WHM,0.0,4.4,0.0,0.0,GKP,WHM,0.0,0,4.4,0,0.0,0.0
523,Ings,FWD,WHM,0.0,5.0,5.0,1.0,FWD,WHM,0.0,5.0,0.0,0.0,FWD,WHM,0.0,5.0,0.0,0.0,FWD,WHM,0.0,5.0,8.0,8.0,FWD,WHM,0.0,5.0,0.0,0.0,FWD,WHM,0.0,5.0,15.0,1.0,FWD,WHM,0.0,5.0,0.0,0.0,FWD,WHM,0.0,5.0,0.0,0.0,FWD,WHM,0.0,5.0,19.0,8.0,FWD,WHM,0.0,5.0,0.0,0.0,FWD,WHM,0.0,70,5.0,19,23.0,1.0
524,Kilman,DEF,WHM,0.0,4.5,90.0,1.0,DEF,WHM,0.0,4.5,90.0,12.0,DEF,WHM,0.0,4.5,90.0,0.0,DEF,WHM,0.0,4.5,90.0,2.0,DEF,WHM,0.0,4.5,90.0,0.0,DEF,WHM,0.0,4.5,90.0,1.0,DEF,WHM,0.0,4.5,90.0,2.0,DEF,WHM,0.0,4.5,90.0,0.0,DEF,WHM,0.0,4.5,90.0,2.0,DEF,WHM,0.0,4.5,90.0,1.0,DEF,WHM,0.0,990,4.5,27,90.0,6.0
525,Kudus,MID,WHM,0.0,6.5,90.0,2.0,MID,WHM,0.0,6.5,87.0,3.0,MID,WHM,0.0,6.4,90.0,2.0,MID,WHM,0.0,6.4,90.0,2.0,MID,WHM,0.0,6.3,90.0,2.0,MID,WHM,0.0,6.3,45.0,1.0,MID,WHM,0.0,6.3,85.0,7.0,MID,WHM,1.0,6.3,85.0,4.0,MID,WHM,1.0,6.2,0.0,0.0,MID,WHM,1.0,6.2,0.0,0.0,MID,WHM,1.0,662,6.2,23,0.0,0.0
526,L.Guilherme,MID,WHM,0.0,5.0,0.0,0.0,MID,WHM,0.0,4.9,0.0,0.0,MID,WHM,0.0,4.9,0.0,0.0,MID,WHM,0.0,4.9,0.0,0.0,MID,WHM,0.0,4.8,0.0,0.0,MID,WHM,0.0,4.8,0.0,0.0,MID,WHM,0.0,4.8,4.0,1.0,MID,WHM,0.0,4.8,0.0,0.0,MID,WHM,0.0,4.8,0.0,0.0,MID,WHM,0.0,4.7,0.0,0.0,MID,WHM,0.0,11,4.7,2,7.0,1.0
527,L.Paquetá,MID,WHM,0.0,6.0,73.0,6.0,MID,WHM,0.0,6.0,90.0,3.0,MID,WHM,0.0,6.0,90.0,2.0,MID,WHM,0.0,6.0,45.0,1.0,MID,WHM,0.0,6.0,71.0,2.0,MID,WHM,0.0,5.9,75.0,2.0,MID,WHM,0.0,5.9,82.0,8.0,MID,WHM,0.0,5.9,60.0,1.0,MID,WHM,0.0,5.9,45.0,0.0,MID,WHM,0.0,5.8,90.0,1.0,MID,WHM,0.0,811,5.8,29,90.0,3.0
528,Mavropanos,DEF,WHM,0.0,4.5,90.0,1.0,DEF,WHM,0.0,4.5,90.0,8.0,DEF,WHM,0.0,4.5,90.0,1.0,DEF,WHM,0.0,4.5,90.0,2.0,DEF,WHM,0.0,4.5,90.0,1.0,DEF,WHM,0.0,4.5,45.0,1.0,DEF,WHM,0.0,4.5,0.0,0.0,DEF,WHM,0.0,4.5,20.0,1.0,DEF,WHM,0.0,4.5,45.0,0.0,DEF,WHM,0.0,4.5,90.0,1.0,DEF,WHM,0.0,650,4.5,16,0.0,0.0
529,N.Aguerd,DEF,WHM,0.0,4.5,0.0,0.0,DEF,WHM,0.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,0,4.4,0,0.0,0.0
530,Souček,MID,WHM,0.0,5.0,90.0,5.0,MID,WHM,0.0,5.0,77.0,8.0,MID,WHM,0.0,5.0,13.0,1.0,MID,WHM,0.0,5.0,45.0,1.0,MID,WHM,0.0,5.0,52.0,0.0,MID,WHM,0.0,5.0,90.0,10.0,MID,WHM,0.0,5.0,90.0,2.0,MID,WHM,0.0,5.0,60.0,1.0,MID,WHM,0.0,5.0,45.0,1.0,MID,WHM,0.0,5.0,0.0,0.0,MID,WHM,0.0,652,4.9,32,90.0,3.0
531,Ward-Prowse,MID,WHM,0.0,6.5,16.0,1.0,MID,WHM,0.0,6.4,0.0,0.0,MID,NOT,0.0,6.3,0.0,0.0,MID,NOT,0.0,6.3,90.0,3.0,MID,NOT,0.0,6.3,45.0,1.0,MID,NOT,0.0,6.2,74.0,2.0,MID,NOT,1.0,6.2,77.0,-1.0,MID,NOT,0.0,6.2,0.0,0.0,MID,NOT,1.0,6.2,0.0,0.0,MID,NOT,0.0,6.2,0.0,0.0,MID,NOT,0.0,304,6.2,7,2.0,1.0
532,Zouma,DEF,WHM,0.0,4.5,0.0,0.0,DEF,WHM,0.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,0,4.4,0,0.0,0.0
533,Aït-Nouri,DEF,WOL,0.0,4.5,83.0,1.0,DEF,WOL,0.0,4.5,67.0,2.0,DEF,WOL,0.0,4.5,59.0,1.0,DEF,WOL,0.25,4.5,85.0,0.0,DEF,WOL,0.0,4.4,90.0,0.0,DEF,WOL,0.0,4.4,90.0,9.0,DEF,WOL,0.0,4.4,90.0,9.0,DEF,WOL,0.0,4.4,90.0,1.0,DEF,WOL,0.0,4.5,90.0,6.0,DEF,WOL,0.0,4.7,90.0,1.0,DEF,WOL,0.0,924,4.7,36,90.0,6.0
534,B.Traore,MID,WOL,0.0,5.0,0.0,0.0,MID,WOL,0.0,5.0,0.0,0.0,MID,WOL,1.0,4.9,0.0,0.0,MID,WOL,1.0,4.9,0.0,0.0,MID,WOL,1.0,4.9,0.0,0.0,MID,WOL,1.0,4.9,0.0,0.0,MID,WOL,1.0,4.9,0.0,0.0,MID,WOL,1.0,4.8,0.0,0.0,MID,WOL,1.0,4.8,0.0,0.0,MID,WOL,1.0,4.8,0.0,0.0,MID,WOL,1.0,0,4.8,0,0.0,0.0
535,Bellegarde,MID,WOL,0.0,5.0,56.0,1.0,MID,WOL,0.0,5.0,67.0,2.0,MID,WOL,0.0,5.0,74.0,6.0,MID,WOL,0.0,5.0,70.0,3.0,MID,WOL,0.0,5.0,70.0,3.0,MID,WOL,0.0,5.0,52.0,1.0,MID,WOL,0.0,5.0,13.0,4.0,MID,WOL,0.0,5.0,1.0,1.0,MID,WOL,0.0,5.0,0.0,0.0,MID,WOL,0.0,5.0,27.0,1.0,MID,WOL,0.0,475,5.0,22,45.0,0.0
536,Bentley,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,0,4.0,0,0.0,0.0
537,Chiquinho,MID,WOL,0.0,4.5,6.0,1.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,6,4.5,1,0.0,0.0
538,Chirewa,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,0,4.5,0,0.0,0.0
539,Chiwome,FWD,WOL,1.0,4.5,0.0,0.0,FWD,WOL,1.0,4.5,0.0,0.0,FWD,WOL,1.0,4.5,0.0,0.0,FWD,WOL,0.0,4.5,0.0,0.0,FWD,WOL,0.0,4.5,0.0,0.0,FWD,WOL,0.0,4.5,0.0,0.0,FWD,WOL,0.0,4.5,0.0,0.0,FWD,WOL,0.0,4.5,0.0,0.0,FWD,WOL,0.0,4.5,0.0,0.0,FWD,WOL,0.0,4.5,0.0,0.0,FWD,WOL,0.0,0,4.5,0,0.0,0.0
540,Cundle,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,0,4.5,0,0.0,0.0
541,Cunha,FWD,WOL,0.0,6.5,33.0,1.0,FWD,WOL,0.0,6.5,67.0,6.0,FWD,WOL,0.0,6.5,90.0,2.0,FWD,WOL,0.0,6.5,90.0,2.0,FWD,WOL,0.0,6.5,90.0,8.0,FWD,WOL,0.0,6.5,90.0,2.0,FWD,WOL,0.0,6.5,90.0,9.0,FWD,WOL,0.0,6.5,66.0,2.0,FWD,WOL,0.0,6.5,90.0,9.0,FWD,WOL,0.0,6.7,90.0,6.0,FWD,WOL,0.0,885,6.8,59,89.0,12.0
542,Dawson,DEF,WOL,0.0,4.5,6.0,1.0,DEF,WOL,0.0,4.5,23.0,1.0,DEF,WOL,0.0,4.5,90.0,2.0,DEF,WOL,0.0,4.5,90.0,1.0,DEF,WOL,0.0,4.5,90.0,1.0,DEF,WOL,0.0,4.4,0.0,0.0,DEF,WOL,0.0,4.4,90.0,-1.0,DEF,WOL,0.0,4.4,90.0,1.0,DEF,WOL,0.0,4.4,90.0,4.0,DEF,WOL,0.0,4.4,90.0,1.0,DEF,WOL,0.0,749,4.4,18,90.0,7.0
543,Doherty,DEF,WOL,0.0,4.5,90.0,1.0,DEF,WOL,0.0,4.5,90.0,-1.0,DEF,WOL,0.0,4.5,15.0,1.0,DEF,WOL,0.0,4.5,13.0,1.0,DEF,WOL,0.0,4.4,0.0,0.0,DEF,WOL,0.0,4.4,0.0,0.0,DEF,WOL,0.0,4.4,0.0,0.0,DEF,WOL,0.0,4.4,0.0,0.0,DEF,WOL,0.0,4.4,0.0,0.0,DEF,WOL,0.0,4.3,0.0,0.0,DEF,WOL,0.0,209,4.3,3,1.0,1.0
544,Doyle,MID,WOL,0.0,5.0,0.0,0.0,MID,WOL,0.0,5.0,1.0,1.0,MID,WOL,0.0,4.9,30.0,1.0,MID,WOL,0.0,4.9,13.0,1.0,MID,WOL,0.0,4.9,8.0,1.0,MID,WOL,0.0,4.9,13.0,1.0,MID,WOL,0.0,4.9,0.0,0.0,MID,WOL,0.0,4.8,45.0,1.0,MID,WOL,0.0,4.8,90.0,5.0,MID,WOL,0.0,4.8,61.0,2.0,MID,WOL,0.0,261,4.8,13,0.0,0.0
545,Fábio Silva,FWD,WOL,0.0,5.0,0.0,0.0,FWD,WOL,0.0,5.0,0.0,0.0,FWD,WOL,1.0,5.0,0.0,0.0,FWD,WOL,1.0,5.0,0.0,0.0,FWD,WOL,1.0,5.0,0.0,0.0,FWD,WOL,1.0,5.0,0.0,0.0,FWD,WOL,1.0,5.0,0.0,0.0,FWD,WOL,1.0,5.0,0.0,0.0,FWD,WOL,1.0,5.0,0.0,0.0,FWD,WOL,1.0,5.0,0.0,0.0,FWD,WOL,1.0,0,5.0,0,0.0,0.0
546,N. Fraser,FWD,WOL,0.0,4.5,0.0,0.0,FWD,WOL,0.0,4.5,0.0,0.0,FWD,WOL,1.0,4.5,0.0,0.0,FWD,WOL,1.0,4.5,0.0,0.0,FWD,WOL,1.0,4.5,0.0,0.0,FWD,WOL,1.0,4.5,0.0,0.0,FWD,WOL,1.0,4.5,0.0,0.0,FWD,WOL,1.0,4.5,0.0,0.0,FWD,WOL,1.0,4.5,0.0,0.0,FWD,WOL,1.0,4.5,0.0,0.0,FWD,WOL,1.0,0,4.5,0,0.0,0.0
547,Gonzalez,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,0,4.4,0,0.0,0.0
548,Guedes,MID,WOL,0.0,5.5,0.0,0.0,MID,WOL,0.0,5.5,0.0,0.0,MID,WOL,0.0,5.4,15.0,1.0,MID,WOL,0.0,5.4,4.0,1.0,MID,WOL,0.0,5.3,25.0,1.0,MID,WOL,0.0,5.3,0.0,0.0,MID,WOL,0.0,5.3,22.0,1.0,MID,WOL,0.0,5.3,10.0,1.0,MID,WOL,0.0,5.3,1.0,1.0,MID,WOL,0.0,5.3,28.0,3.0,MID,WOL,0.0,122,5.3,10,17.0,1.0
549,H.Bueno,DEF,WOL,1.0,4.5,0.0,0.0,DEF,WOL,1.0,4.5,0.0,0.0,DEF,WOL,1.0,4.5,0.0,0.0,DEF,WOL,1.0,4.5,0.0,0.0,DEF,WOL,1.0,4.5,0.0,0.0,DEF,WOL,1.0,4.5,0.0,0.0,DEF,WOL,1.0,4.5,0.0,0.0,DEF,WOL,1.0,4.5,0.0,0.0,DEF,WOL,1.0,4.5,0.0,0.0,DEF,WOL,1.0,4.5,0.0,0.0,DEF,WOL,1.0,0,4.5,0,0.0,0.0
550,Hee Chan,MID,WOL,0.0,6.5,90.0,2.0,MID,WOL,0.0,6.5,58.0,1.0,MID,WOL,0.0,6.4,30.0,1.0,MID,WOL,0.0,6.3,19.0,1.0,MID,WOL,0.0,6.2,0.0,0.0,MID,WOL,0.0,6.2,22.0,1.0,MID,WOL,0.0,6.1,33.0,1.0,MID,WOL,1.0,6.1,0.0,0.0,MID,WOL,1.0,6.1,0.0,0.0,MID,WOL,0.5,6.1,0.0,0.0,MID,WOL,0.5,252,6.1,7,0.0,0.0
551,Hodge,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,0,4.5,0,0.0,0.0
552,Hoever,DEF,WOL,0.0,4.0,0.0,0.0,DEF,WOL,0.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,0,4.0,0,0.0,0.0
553,J.Gomes,MID,WOL,0.0,5.0,83.0,1.0,MID,WOL,0.0,5.0,90.0,2.0,MID,WOL,0.0,4.9,59.0,0.0,MID,WOL,0.0,4.9,90.0,2.0,MID,WOL,0.0,4.9,81.0,1.0,MID,WOL,0.0,4.9,90.0,2.0,MID,WOL,0.0,4.9,76.0,2.0,MID,WOL,0.0,4.9,89.0,1.0,MID,WOL,0.0,4.9,90.0,2.0,MID,WOL,0.0,4.9,90.0,10.0,MID,WOL,0.0,928,4.9,26,90.0,3.0
554,José Sá,GKP,WOL,0.0,4.5,90.0,2.0,GKP,WOL,0.0,4.5,90.0,-1.0,GKP,WOL,0.0,4.5,0.0,0.0,GKP,WOL,0.0,4.5,0.0,0.0,GKP,WOL,0.0,4.4,0.0,0.0,GKP,WOL,0.0,4.4,0.0,0.0,GKP,WOL,0.0,4.4,0.0,0.0,GKP,WOL,0.0,4.3,90.0,2.0,GKP,WOL,0.0,4.3,90.0,2.0,GKP,WOL,0.0,4.3,90.0,2.0,GKP,WOL,0.0,540,4.3,13,90.0,6.0
555,Kalajdžić,FWD,WOL,0.0,5.0,0.0,0.0,FWD,WOL,1.0,5.0,0.0,0.0,FWD,WOL,1.0,4.9,0.0,0.0,FWD,WOL,1.0,4.9,0.0,0.0,FWD,WOL,1.0,4.9,0.0,0.0,FWD,WOL,1.0,4.9,0.0,0.0,FWD,WOL,1.0,4.9,0.0,0.0,FWD,WOL,1.0,4.9,0.0,0.0,FWD,WOL,1.0,4.8,0.0,0.0,FWD,WOL,1.0,4.8,0.0,0.0,FWD,WOL,1.0,0,4.8,0,0.0,0.0
556,T. King,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,0,4.0,0,0.0,0.0
557,Mario Jr.,MID,WOL,0.0,5.0,90.0,2.0,MID,WOL,0.0,5.0,89.0,2.0,MID,WOL,0.0,5.0,90.0,5.0,MID,WOL,0.0,5.0,90.0,10.0,MID,WOL,0.0,5.0,90.0,1.0,MID,WOL,0.0,5.0,90.0,2.0,MID,WOL,0.0,5.0,90.0,2.0,MID,WOL,0.0,5.0,90.0,2.0,MID,WOL,0.0,5.0,45.0,1.0,MID,WOL,0.0,5.0,28.0,1.0,MID,WOL,0.0,882,5.0,34,90.0,6.0
558,Mosquera,DEF,WOL,0.0,4.0,90.0,1.0,DEF,WOL,0.0,4.0,90.0,-2.0,DEF,WOL,0.0,4.0,90.0,2.0,DEF,WOL,0.0,4.0,90.0,1.0,DEF,WOL,0.75,4.0,81.0,1.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,441,3.9,3,0.0,0.0
559,N.Semedo,DEF,WOL,1.0,4.5,0.0,0.0,DEF,WOL,0.0,4.5,0.0,0.0,DEF,WOL,0.0,4.5,74.0,2.0,DEF,WOL,0.0,4.5,76.0,1.0,DEF,WOL,0.0,4.5,90.0,0.0,DEF,WOL,0.0,4.5,90.0,1.0,DEF,WOL,0.0,4.5,90.0,2.0,DEF,WOL,0.0,4.5,90.0,3.0,DEF,WOL,0.0,4.5,90.0,1.0,DEF,WOL,0.0,4.5,90.0,1.0,DEF,WOL,0.0,780,4.5,17,90.0,6.0
560,P. Neto,MID,CHE,0.0,6.5,32.0,1.0,MID,CHE,0.0,6.5,45.0,4.0,MID,CHE,0.0,6.5,57.0,0.0,MID,CHE,0.0,6.4,45.0,1.0,MID,CHE,0.0,6.3,33.0,1.0,MID,CHE,0.0,6.3,27.0,1.0,MID,CHE,0.0,6.2,1.0,0.0,MID,CHE,0.0,6.2,45.0,1.0,MID,CHE,0.0,6.2,90.0,5.0,MID,CHE,0.0,6.2,90.0,2.0,MID,CHE,0.0,555,6.2,25,90.0,9.0
561,Pedro Lima,DEF,WOL,0.0,4.0,0.0,0.0,DEF,WOL,0.0,4.0,0.0,0.0,DEF,WOL,0.0,4.0,0.0,0.0,DEF,WOL,0.0,4.0,0.0,0.0,DEF,WOL,0.0,4.0,0.0,0.0,DEF,WOL,0.0,4.0,0.0,0.0,DEF,WOL,0.0,4.0,0.0,0.0,DEF,WOL,0.0,4.0,0.0,0.0,DEF,WOL,0.0,4.0,0.0,0.0,DEF,WOL,0.0,4.0,0.0,0.0,DEF,WOL,0.0,0,4.0,0,0.0,0.0
562,Podence,MID,WOL,0.0,5.5,15.0,1.0,MID,WOL,0.0,5.5,31.0,1.0,MID,WOL,1.0,5.5,0.0,0.0,MID,WOL,1.0,5.5,0.0,0.0,MID,WOL,1.0,5.5,0.0,0.0,MID,WOL,1.0,5.5,0.0,0.0,MID,WOL,1.0,5.5,0.0,0.0,MID,WOL,1.0,5.5,0.0,0.0,MID,WOL,1.0,5.5,0.0,0.0,MID,WOL,1.0,5.5,0.0,0.0,MID,WOL,1.0,46,5.5,2,0.0,0.0
563,R.Gomes,MID,WOL,0.0,5.5,74.0,2.0,MID,WOL,0.0,5.5,22.0,1.0,MID,WOL,0.0,5.4,0.0,0.0,MID,WOL,0.0,5.4,0.0,0.0,MID,WOL,0.0,5.3,19.0,1.0,MID,WOL,0.0,5.3,0.0,0.0,MID,WOL,0.0,5.3,0.0,0.0,MID,WOL,0.0,5.2,0.0,0.0,MID,WOL,0.0,5.2,1.0,1.0,MID,WOL,0.0,5.2,0.0,0.0,MID,WOL,0.0,117,5.2,6,1.0,1.0
564,S.Bueno,DEF,WOL,0.0,4.5,0.0,0.0,DEF,WOL,0.0,4.5,0.0,0.0,DEF,WOL,0.0,4.4,0.0,0.0,DEF,WOL,0.0,4.4,0.0,0.0,DEF,WOL,0.0,4.4,8.0,0.0,DEF,WOL,0.25,4.4,76.0,1.0,DEF,WOL,0.0,4.4,0.0,0.0,DEF,WOL,0.0,4.3,90.0,1.0,DEF,WOL,0.0,4.3,90.0,1.0,DEF,WOL,0.0,4.3,90.0,1.0,DEF,WOL,0.0,444,4.3,10,90.0,6.0
565,Sarabia,MID,WOL,0.0,5.5,6.0,1.0,MID,WOL,0.0,5.4,22.0,1.0,MID,WOL,0.0,5.4,0.0,0.0,MID,WOL,0.0,5.3,0.0,0.0,MID,WOL,0.0,5.3,0.0,0.0,MID,WOL,0.0,5.2,0.0,0.0,MID,WOL,0.0,5.2,0.0,0.0,MID,WOL,0.0,5.1,0.0,-1.0,MID,WOL,0.0,5.1,45.0,1.0,MID,WOL,0.0,5.1,61.0,2.0,MID,WOL,0.25,179,5.1,10,45.0,6.0
566,Strand Larsen,FWD,WOL,0.0,5.5,83.0,2.0,FWD,WOL,0.0,5.5,90.0,6.0,FWD,WOL,0.0,5.5,85.0,2.0,FWD,WOL,0.0,5.5,85.0,5.0,FWD,WOL,0.0,5.5,64.0,2.0,FWD,WOL,0.0,5.5,67.0,2.0,FWD,WOL,0.0,5.5,90.0,6.0,FWD,WOL,0.0,5.5,79.0,9.0,FWD,WOL,0.0,5.5,90.0,1.0,FWD,WOL,0.0,5.6,90.0,8.0,FWD,WOL,0.0,895,5.6,45,72.0,2.0
