id,name,position_gw1,team_gw1,prob_injury_gw1,ep_cost_gw1,xmins_gw1,ep_gw1,position_gw2,team_gw2,prob_injury_gw2,ep_cost_gw2,xmins_gw2,ep_gw2,position_gw3,team_gw3,prob_injury_gw3,ep_cost_gw3,xmins_gw3,ep_gw3,position_gw4,team_gw4,prob_injury_gw4,ep_cost_gw4,xmins_gw4,ep_gw4,position_gw5,team_gw5,prob_injury_gw5,ep_cost_gw5,xmins_gw5,ep_gw5,position_gw6,team_gw6,prob_injury_gw6,ep_cost_gw6,xmins_gw6,ep_gw6,position_gw7,team_gw7,prob_injury_gw7,ep_cost_gw7,xmins_gw7,ep_gw7,position_gw8,team_gw8,prob_injury_gw8,ep_cost_gw8,xmins_gw8,ep_gw8,position_gw9,team_gw9,prob_injury_gw9,ep_cost_gw9,xmins_gw9,ep_gw9,position_gw10,team_gw10,prob_injury_gw10,ep_cost_gw10,xmins_gw10,ep_gw10,position_gw11,team_gw11,prob_injury_gw11,total_xmins,ep_cost_gw11,total_xpts,xmins_gw11,ep_gw11
165,Deivid,FWD,CHE,0.0,5.0,0.0,0.0,FWD,CHE,0.0,5.0,0.0,0.0,FWD,CHE,0.0,5.0,0.0,0.0,FWD,CHE,0.0,5.0,0.0,0.0,FWD,CHE,0.0,5.0,0.0,0.0,FWD,CHE,0.0,5.0,0.0,0.0,FWD,CHE,0.0,5.0,0.0,0.0,FWD,CHE,0.0,5.0,0.0,0.0,FWD,CHE,0.0,5.0,0.0,0.0,FWD,CHE,0.0,5.0,0.0,0.0,FWD,CHE,0.0,0,5.0,0,0.0,0.0
166,Dewsbury-Hall,MID,CHE,0.0,6.0,24.0,1.0,MID,CHE,0.0,5.9,14.0,1.0,MID,CHE,0.0,5.9,0.0,0.0,MID,CHE,0.0,5.8,0.0,0.0,MID,CHE,0.0,5.8,6.0,1.0,MID,CHE,0.0,5.7,0.0,0.0,MID,CHE,0.0,5.7,0.0,0.0,MID,CHE,0.0,5.6,0.0,0.0,MID,CHE,0.0,5.6,0.0,0.0,MID,CHE,0.0,5.6,0.0,0.0,MID,CHE,0.0,44,5.6,3,0.0,0.0
167,Disasi,DEF,CHE,0.0,4.5,0.0,0.0,DEF,CHE,0.0,4.4,0.0,0.0,DEF,CHE,0.0,4.4,0.0,0.0,DEF,CHE,0.0,4.4,61.0,6.0,DEF,CHE,0.0,4.4,33.0,1.0,DEF,CHE,0.0,4.4,0.0,0.0,DEF,CHE,0.0,4.4,0.0,0.0,DEF,CHE,0.0,4.3,0.0,0.0,DEF,CHE,0.0,4.3,0.0,0.0,DEF,CHE,0.0,4.3,0.0,0.0,DEF,CHE,0.0,94,4.3,7,0.0,0.0
168,Enzo,MID,CHE,0.0,5.0,90.0,2.0,MID,CHE,0.0,5.0,90.0,2.0,MID,CHE,0.0,5.0,90.0,2.0,MID,CHE,0.0,5.0,0.0,0.0,MID,CHE,0.0,5.0,83.0,3.0,MID,CHE,0.0,4.9,78.0,1.0,MID,CHE,0.0,4.9,80.0,2.0,MID,CHE,0.0,4.9,37.0,1.0,MID,CHE,0.0,4.9,18.0,1.0,MID,CHE,0.0,4.8,19.0,1.0,MID,CHE,0.0,607,4.8,19,22.0,4.0
169,Gallagher,MID,CHE,0.0,6.0,0.0,0.0,MID,CHE,1.0,5.9,0.0,0.0,MID,CHE,1.0,5.9,0.0,0.0,MID,CHE,1.0,5.9,0.0,0.0,MID,CHE,1.0,5.9,0.0,0.0,MID,CHE,1.0,5.9,0.0,0.0,MID,CHE,1.0,5.9,0.0,0.0,MID,CHE,1.0,5.9,0.0,0.0,MID,CHE,1.0,5.9,0.0,0.0,MID,CHE,1.0,5.9,0.0,0.0,MID,CHE,1.0,0,5.9,0,0.0,0.0
170,Gilchrist,DEF,CHE,1.0,4.0,0.0,0.0,DEF,CHE,1.0,4.0,0.0,0.0,DEF,CHE,1.0,4.0,0.0,0.0,DEF,CHE,1.0,4.0,0.0,0.0,DEF,CHE,1.0,4.0,0.0,0.0,DEF,CHE,1.0,4.0,0.0,0.0,DEF,CHE,1.0,4.0,0.0,0.0,DEF,CHE,1.0,4.0,0.0,0.0,DEF,CHE,1.0,4.0,0.0,0.0,DEF,CHE,1.0,4.0,0.0,0.0,DEF,CHE,1.0,0,4.0,0,0.0,0.0
171,Gusto,DEF,CHE,0.0,5.0,90.0,1.0,DEF,CHE,0.0,5.0,90.0,0.0,DEF,CHE,0.25,5.0,73.0,2.0,DEF,CHE,1.0,5.0,0.0,0.0,DEF,CHE,0.5,4.9,0.0,0.0,DEF,CHE,0.0,4.9,90.0,1.0,DEF,CHE,0.0,4.9,90.0,2.0,DEF,CHE,0.0,4.9,90.0,1.0,DEF,CHE,0.0,4.9,77.0,2.0,DEF,CHE,0.0,4.9,45.0,0.0,DEF,CHE,0.25,726,4.9,11,81.0,2.0
172,James,DEF,CHE,1.0,5.0,0.0,0.0,DEF,CHE,1.0,5.0,0.0,0.0,DEF,CHE,0.5,5.0,0.0,0.0,DEF,CHE,1.0,5.0,0.0,0.0,DEF,CHE,1.0,5.0,0.0,0.0,DEF,CHE,1.0,5.0,0.0,0.0,DEF,CHE,1.0,4.9,0.0,0.0,DEF,CHE,0.0,4.9,52.0,0.0,DEF,CHE,0.0,4.9,90.0,2.0,DEF,CHE,0.0,4.9,90.0,2.0,DEF,CHE,0.0,240,4.9,5,8.0,1.0
173,Kellyman,MID,CHE,0.0,4.5,0.0,0.0,MID,CHE,0.0,4.5,0.0,0.0,MID,CHE,0.0,4.5,0.0,0.0,MID,CHE,0.75,4.5,0.0,0.0,MID,CHE,1.0,4.5,0.0,0.0,MID,CHE,1.0,4.4,0.0,0.0,MID,CHE,1.0,4.4,0.0,0.0,MID,CHE,1.0,4.4,0.0,0.0,MID,CHE,1.0,4.4,0.0,0.0,MID,CHE,1.0,4.4,0.0,0.0,MID,CHE,1.0,0,4.4,0,0.0,0.0
174,Lavia,MID,CHE,0.0,4.5,65.0,2.0,MID,CHE,0.0,4.5,0.0,0.0,MID,CHE,0.5,4.5,0.0,0.0,MID,CHE,1.0,4.5,0.0,0.0,MID,CHE,0.5,4.5,0.0,0.0,MID,CHE,0.0,4.5,11.0,1.0,MID,CHE,0.0,4.5,0.0,0.0,MID,CHE,0.0,4.5,52.0,1.0,MID,CHE,0.0,4.5,71.0,4.0,MID,CHE,0.0,4.5,70.0,2.0,MID,CHE,0.25,336,4.5,12,67.0,2.0
175,Lukaku,FWD,CHE,0.0,6.5,0.0,0.0,FWD,CHE,0.0,6.4,0.0,0.0,FWD,CHE,1.0,6.3,0.0,0.0,FWD,CHE,1.0,6.3,0.0,0.0,FWD,CHE,1.0,6.3,0.0,0.0,FWD,CHE,1.0,6.3,0.0,0.0,FWD,CHE,1.0,6.3,0.0,0.0,FWD,CHE,1.0,6.3,0.0,0.0,FWD,CHE,1.0,6.3,0.0,0.0,FWD,CHE,1.0,6.3,0.0,0.0,FWD,CHE,1.0,0,6.3,0,0.0,0.0
176,M.Sarr,DEF,CHE,1.0,4.5,0.0,0.0,DEF,CHE,1.0,4.5,0.0,0.0,DEF,CHE,1.0,4.5,0.0,0.0,DEF,CHE,1.0,4.5,0.0,0.0,DEF,CHE,1.0,4.5,0.0,0.0,DEF,CHE,1.0,4.5,0.0,0.0,DEF,CHE,1.0,4.5,0.0,0.0,DEF,CHE,1.0,4.5,0.0,0.0,DEF,CHE,1.0,4.5,0.0,0.0,DEF,CHE,1.0,4.5,0.0,0.0,DEF,CHE,1.0,0,4.5,0,0.0,0.0
177,Madueke,MID,CHE,0.0,6.5,0.0,0.0,MID,CHE,0.0,6.5,90.0,20.0,MID,CHE,0.0,6.6,85.0,2.0,MID,CHE,0.0,6.6,60.0,3.0,MID,CHE,0.0,6.6,90.0,3.0,MID,CHE,0.0,6.6,62.0,5.0,MID,CHE,0.0,6.5,89.0,10.0,MID,CHE,0.0,6.5,75.0,2.0,MID,CHE,0.0,6.5,66.0,1.0,MID,CHE,0.0,6.4,70.0,2.0,MID,CHE,0.0,754,6.4,49,67.0,1.0
178,Marc Guiu,FWD,CHE,0.0,5.0,24.0,1.0,FWD,CHE,0.0,5.0,0.0,0.0,FWD,CHE,0.0,5.0,0.0,0.0,FWD,CHE,0.0,5.0,0.0,0.0,FWD,CHE,0.0,4.9,0.0,0.0,FWD,CHE,0.0,4.9,0.0,0.0,FWD,CHE,0.0,4.9,0.0,0.0,FWD,CHE,0.0,4.9,0.0,0.0,FWD,CHE,0.0,4.8,0.0,0.0,FWD,CHE,0.0,4.8,0.0,0.0,FWD,CHE,0.0,24,4.8,1,0.0,0.0
179,Mudryk,MID,CHE,0.0,6.5,0.0,0.0,MID,CHE,0.0,6.5,45.0,1.0,MID,CHE,0.0,6.4,16.0,1.0,MID,CHE,0.0,6.4,0.0,0.0,MID,CHE,0.0,6.3,0.0,0.0,MID,CHE,0.0,6.3,19.0,1.0,MID,CHE,0.0,6.2,1.0,1.0,MID,CHE,0.0,6.2,0.0,0.0,MID,CHE,0.0,6.2,23.0,1.0,MID,CHE,0.0,6.2,19.0,1.0,MID,CHE,0.0,145,6.2,7,22.0,1.0
180,N.Jackson,FWD,CHE,0.0,7.5,65.0,2.0,FWD,CHE,0.0,7.5,67.0,10.0,FWD,CHE,0.0,7.6,90.0,6.0,FWD,CHE,0.0,7.6,78.0,1.0,FWD,CHE,0.0,7.7,63.0,16.0,FWD,CHE,0.0,7.9,78.0,5.0,FWD,CHE,0.0,7.9,80.0,2.0,FWD,CHE,0.0,7.9,90.0,6.0,FWD,CHE,0.0,7.9,77.0,9.0,FWD,CHE,0.0,7.9,90.0,1.0,FWD,CHE,0.0,865,7.9,60,87.0,2.0
181,Nkunku,MID,CHE,0.0,6.5,57.0,1.0,MID,CHE,0.0,6.4,7.0,1.0,MID,CHE,0.0,6.2,4.0,1.0,MID,CHE,0.0,6.2,11.0,7.0,MID,CHE,0.0,6.2,26.0,1.0,MID,CHE,0.0,6.1,11.0,1.0,MID,CHE,0.0,6.0,9.0,1.0,MID,CHE,0.0,6.0,14.0,1.0,MID,CHE,0.0,6.0,12.0,0.0,MID,CHE,0.0,5.9,0.0,0.0,MID,CHE,0.0,153,5.9,15,2.0,1.0
182,Palmer,MID,CHE,0.0,10.5,90.0,2.0,MID,CHE,0.0,10.5,82.0,17.0,MID,CHE,0.25,10.6,90.0,6.0,MID,CHE,0.0,10.6,90.0,3.0,MID,CHE,0.0,10.6,63.0,8.0,MID,CHE,0.0,10.7,90.0,25.0,MID,CHE,0.0,10.8,90.0,6.0,MID,CHE,0.0,10.9,90.0,2.0,MID,CHE,0.0,10.9,90.0,10.0,MID,CHE,0.25,11.0,90.0,3.0,MID,CHE,0.25,955,10.9,84,90.0,2.0
183,Petrović,GKP,CHE,0.0,4.5,0.0,0.0,GKP,CHE,0.0,4.4,0.0,0.0,GKP,CHE,1.0,4.4,0.0,0.0,GKP,CHE,1.0,4.4,0.0,0.0,GKP,CHE,1.0,4.4,0.0,0.0,GKP,CHE,1.0,4.4,0.0,0.0,GKP,CHE,1.0,4.4,0.0,0.0,GKP,CHE,1.0,4.4,0.0,0.0,GKP,CHE,1.0,4.4,0.0,0.0,GKP,CHE,1.0,4.4,0.0,0.0,GKP,CHE,1.0,0,4.4,0,0.0,0.0
184,Renato Veiga,MID,CHE,0.0,4.5,10.0,1.0,MID,CHE,0.0,4.5,7.0,1.0,MID,CHE,0.0,4.5,0.0,0.0,MID,CHE,0.0,4.5,90.0,2.0,MID,CHE,0.0,4.5,0.0,0.0,MID,CHE,0.0,4.5,20.0,1.0,MID,CHE,0.0,4.5,0.0,0.0,MID,CHE,0.0,4.5,37.0,0.0,MID,CHE,0.0,4.5,0.0,0.0,MID,CHE,0.0,4.5,0.0,0.0,MID,CHE,0.0,164,4.5,5,0.0,0.0
185,Sánchez,GKP,CHE,0.0,4.5,90.0,2.0,GKP,CHE,0.0,4.5,90.0,1.0,GKP,CHE,0.0,4.5,90.0,2.0,GKP,CHE,0.0,4.5,90.0,15.0,GKP,CHE,0.0,4.6,90.0,10.0,GKP,CHE,0.0,4.7,90.0,2.0,GKP,CHE,0.0,4.7,90.0,4.0,GKP,CHE,0.0,4.7,90.0,2.0,GKP,CHE,0.0,4.7,90.0,1.0,GKP,CHE,0.0,4.7,90.0,3.0,GKP,CHE,0.0,990,4.7,44,90.0,2.0
186,Sterling,MID,CHE,0.0,7.0,0.0,0.0,MID,CHE,0.0,6.9,0.0,0.0,MID,ARS,0.0,6.8,0.0,0.0,MID,ARS,0.0,6.8,10.0,1.0,MID,ARS,0.0,6.8,0.0,0.0,MID,ARS,0.0,6.8,16.0,1.0,MID,ARS,0.0,6.7,59.0,1.0,MID,ARS,0.0,6.7,36.0,1.0,MID,ARS,0.0,6.7,0.0,0.0,MID,ARS,1.0,6.7,0.0,0.0,MID,ARS,0.0,121,6.7,4,0.0,0.0
187,Tosin,DEF,CHE,0.0,4.5,0.0,0.0,DEF,CHE,0.0,4.4,0.0,0.0,DEF,CHE,0.0,4.4,0.0,0.0,DEF,CHE,0.0,4.4,28.0,1.0,DEF,CHE,0.0,4.4,90.0,6.0,DEF,CHE,0.0,4.4,0.0,0.0,DEF,CHE,0.0,4.4,1.0,1.0,DEF,CHE,0.0,4.4,52.0,-1.0,DEF,CHE,0.0,4.4,0.0,0.0,DEF,CHE,0.0,4.3,0.0,0.0,DEF,CHE,0.0,171,4.3,7,0.0,0.0
188,Ugochukwu,MID,SOU,0.0,4.5,0.0,0.0,MID,SOU,0.0,4.5,0.0,0.0,MID,SOU,0.0,4.5,0.0,0.0,MID,SOU,0.0,4.5,63.0,2.0,MID,SOU,0.0,4.5,31.0,1.0,MID,SOU,0.0,4.5,45.0,1.0,MID,SOU,0.0,4.5,0.0,0.0,MID,SOU,0.0,4.5,0.0,0.0,MID,SOU,0.0,4.5,0.0,0.0,MID,SOU,0.0,4.5,1.0,1.0,MID,SOU,0.0,170,4.5,5,30.0,0.0
189,W.Fofana,DEF,CHE,0.0,4.5,90.0,1.0,DEF,CHE,0.0,4.5,90.0,1.0,DEF,CHE,0.0,4.5,90.0,1.0,DEF,CHE,0.0,4.5,90.0,7.0,DEF,CHE,0.0,4.5,56.0,0.0,DEF,CHE,0.0,4.5,90.0,0.0,DEF,CHE,1.0,4.5,90.0,1.0,DEF,CHE,0.0,4.5,0.0,0.0,DEF,CHE,0.0,4.5,90.0,1.0,DEF,CHE,0.0,4.5,90.0,2.0,DEF,CHE,0.25,866,4.5,16,90.0,2.0
190,Ahamada,MID,CRY,0.0,4.5,0.0,0.0,MID,CRY,0.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,0,4.5,0,0.0,0.0
191,Andersen,DEF,CRY,0.0,4.5,90.0,0.0,DEF,FUL,0.0,4.5,0.0,0.0,DEF,FUL,0.0,4.4,0.0,0.0,DEF,FUL,0.0,4.4,90.0,2.0,DEF,FUL,0.0,4.4,90.0,2.0,DEF,FUL,0.0,4.4,90.0,8.0,DEF,FUL,0.0,4.4,90.0,1.0,DEF,FUL,1.0,4.3,63.0,-2.0,DEF,FUL,0.0,4.3,0.0,0.0,DEF,FUL,0.0,4.3,90.0,2.0,DEF,FUL,0.0,693,4.3,20,90.0,7.0
192,J.Ayew,MID,CRY,0.0,5.5,20.0,0.0,MID,LEI,0.0,5.4,27.0,1.0,MID,LEI,0.0,5.4,66.0,2.0,MID,LEI,0.0,5.4,82.0,1.0,MID,LEI,0.0,5.3,90.0,2.0,MID,LEI,0.0,5.2,5.0,1.0,MID,LEI,0.0,5.2,87.0,2.0,MID,LEI,0.0,5.2,22.0,6.0,MID,LEI,0.0,5.2,22.0,0.0,MID,LEI,0.0,5.2,4.0,7.0,MID,LEI,0.0,512,5.2,24,87.0,2.0
193,C.Doucouré,MID,CRY,0.0,5.0,6.0,1.0,MID,CRY,0.0,5.0,0.0,0.0,MID,CRY,0.0,4.9,40.0,4.0,MID,CRY,0.25,4.9,45.0,1.0,MID,CRY,1.0,4.9,0.0,0.0,MID,CRY,1.0,4.9,0.0,0.0,MID,CRY,0.5,4.9,0.0,0.0,MID,CRY,0.5,4.9,0.0,0.0,MID,CRY,0.75,4.9,0.0,0.0,MID,CRY,0.0,4.9,10.0,1.0,MID,CRY,0.0,129,4.9,8,28.0,1.0
194,C.Richards,DEF,CRY,0.0,4.5,83.0,0.0,DEF,CRY,0.0,4.5,80.0,1.0,DEF,CRY,0.0,4.5,90.0,2.0,DEF,CRY,0.0,4.5,0.0,0.0,DEF,CRY,0.0,4.5,90.0,6.0,DEF,CRY,1.0,4.5,0.0,0.0,DEF,CRY,1.0,4.4,0.0,0.0,DEF,CRY,1.0,4.4,0.0,0.0,DEF,CRY,1.0,4.4,0.0,0.0,DEF,CRY,0.5,4.4,0.0,0.0,DEF,CRY,0.0,343,4.4,9,0.0,0.0
195,Chadi Riad,DEF,CRY,0.0,4.5,0.0,0.0,DEF,CRY,0.0,4.5,90.0,1.0,DEF,CRY,1.0,4.4,0.0,0.0,DEF,CRY,1.0,4.4,0.0,0.0,DEF,CRY,1.0,4.4,0.0,0.0,DEF,CRY,1.0,4.4,0.0,0.0,DEF,CRY,1.0,4.4,0.0,0.0,DEF,CRY,1.0,4.3,0.0,0.0,DEF,CRY,1.0,4.3,0.0,0.0,DEF,CRY,1.0,4.3,0.0,0.0,DEF,CRY,1.0,90,4.3,1,0.0,0.0
196,Clyne,DEF,CRY,0.0,4.5,0.0,0.0,DEF,CRY,0.0,4.5,0.0,0.0,DEF,CRY,0.0,4.4,90.0,2.0,DEF,CRY,0.0,4.4,63.0,1.0,DEF,CRY,0.0,4.4,0.0,0.0,DEF,CRY,0.0,4.4,0.0,0.0,DEF,CRY,0.0,4.4,73.0,6.0,DEF,CRY,0.0,4.4,0.0,0.0,DEF,CRY,0.0,4.4,0.0,0.0,DEF,CRY,0.0,4.4,6.0,1.0,DEF,CRY,0.0,293,4.4,12,61.0,2.0
197,Ebiowei,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,0,4.5,0,0.0,0.0
198,Edouard,FWD,CRY,0.0,5.5,45.0,1.0,FWD,CRY,0.0,5.5,70.0,2.0,FWD,LEI,1.0,5.4,0.0,0.0,FWD,LEI,0.0,5.4,0.0,0.0,FWD,LEI,0.0,5.4,7.0,1.0,FWD,LEI,0.0,5.4,1.0,1.0,FWD,LEI,0.0,5.3,16.0,1.0,FWD,LEI,0.0,5.3,0.0,0.0,FWD,LEI,0.0,5.3,0.0,0.0,FWD,LEI,0.0,5.2,0.0,0.0,FWD,LEI,0.0,141,5.2,7,2.0,1.0
199,Eze,MID,CRY,0.0,7.0,90.0,2.0,MID,CRY,0.0,7.0,90.0,2.0,MID,CRY,0.0,6.9,90.0,10.0,MID,CRY,0.0,6.9,90.0,2.0,MID,CRY,0.0,6.9,90.0,3.0,MID,CRY,0.0,6.8,90.0,2.0,MID,CRY,0.0,6.8,90.0,2.0,MID,CRY,0.0,6.7,90.0,2.0,MID,CRY,0.0,6.7,90.0,6.0,MID,CRY,1.0,6.6,0.0,0.0,MID,CRY,0.5,810,6.6,31,0.0,0.0
200,Guéhi,DEF,CRY,0.0,4.5,90.0,0.0,DEF,CRY,0.0,4.5,90.0,1.0,DEF,CRY,0.0,4.5,90.0,2.0,DEF,CRY,0.0,4.5,90.0,1.0,DEF,CRY,0.0,4.5,90.0,6.0,DEF,CRY,0.0,4.4,90.0,9.0,DEF,CRY,0.0,4.4,90.0,2.0,DEF,CRY,0.0,4.4,90.0,2.0,DEF,CRY,0.0,4.4,90.0,6.0,DEF,CRY,0.0,4.5,90.0,7.0,DEF,CRY,0.0,990,4.5,37,90.0,1.0
201,Henderson,GKP,CRY,0.0,4.5,90.0,2.0,GKP,CRY,0.0,4.5,90.0,1.0,GKP,CRY,0.0,4.5,90.0,4.0,GKP,CRY,0.0,4.5,90.0,1.0,GKP,CRY,0.0,4.5,90.0,9.0,GKP,CRY,0.0,4.5,90.0,1.0,GKP,CRY,0.0,4.5,90.0,3.0,GKP,CRY,0.0,4.5,90.0,3.0,GKP,CRY,0.0,4.4,90.0,8.0,GKP,CRY,0.0,4.4,90.0,2.0,GKP,CRY,0.0,990,4.4,36,90.0,2.0
202,Holding,DEF,CRY,0.0,4.5,0.0,0.0,DEF,CRY,0.0,4.5,0.0,0.0,DEF,CRY,0.0,4.4,0.0,0.0,DEF,CRY,0.0,4.4,0.0,0.0,DEF,CRY,0.0,4.4,0.0,0.0,DEF,CRY,0.0,4.4,0.0,0.0,DEF,CRY,0.0,4.4,0.0,0.0,DEF,CRY,0.0,4.3,0.0,0.0,DEF,CRY,0.0,4.3,0.0,0.0,DEF,CRY,0.0,4.3,0.0,0.0,DEF,CRY,0.0,0,4.3,0,0.0,0.0
203,Hughes,MID,CRY,0.0,5.0,83.0,2.0,MID,CRY,0.25,5.0,0.0,0.0,MID,CRY,0.0,4.9,49.0,0.0,MID,CRY,0.0,4.9,45.0,1.0,MID,CRY,0.0,4.9,24.0,0.0,MID,CRY,0.0,4.9,2.0,1.0,MID,CRY,0.0,4.9,30.0,0.0,MID,CRY,0.0,4.9,73.0,2.0,MID,CRY,0.0,4.9,68.0,2.0,MID,CRY,1.0,4.9,79.0,1.0,MID,CRY,0.0,453,4.9,9,0.0,0.0
204,Johnstone,GKP,CRY,0.0,4.5,0.0,0.0,GKP,CRY,0.0,4.5,0.0,0.0,GKP,WOL,0.0,4.4,90.0,3.0,GKP,WOL,0.0,4.4,90.0,2.0,GKP,WOL,0.0,4.4,90.0,1.0,GKP,WOL,0.0,4.4,90.0,2.0,GKP,WOL,0.0,4.4,90.0,2.0,GKP,WOL,0.25,4.4,0.0,0.0,GKP,WOL,0.25,4.4,0.0,0.0,GKP,WOL,0.0,4.4,0.0,0.0,GKP,WOL,0.0,450,4.4,10,0.0,0.0
205,Kamada,MID,CRY,0.0,5.5,69.0,1.0,MID,CRY,0.0,5.4,27.0,1.0,MID,CRY,0.0,5.4,87.0,2.0,MID,CRY,0.0,5.3,26.0,1.0,MID,CRY,0.0,5.3,90.0,3.0,MID,CRY,0.0,5.2,61.0,2.0,MID,CRY,0.0,5.2,2.0,1.0,MID,CRY,0.0,5.2,87.0,1.0,MID,CRY,0.0,5.1,2.0,1.0,MID,CRY,0.0,5.1,90.0,2.0,MID,CRY,1.0,616,5.1,14,75.0,-1.0
206,Lerma,MID,CRY,0.0,5.0,16.0,1.0,MID,CRY,0.0,5.0,62.0,2.0,MID,CRY,0.25,4.9,0.0,0.0,MID,CRY,0.0,4.9,0.0,0.0,MID,CRY,0.0,4.9,45.0,1.0,MID,CRY,0.0,4.9,90.0,2.0,MID,CRY,0.0,4.8,90.0,1.0,MID,CRY,0.0,4.8,90.0,1.0,MID,CRY,0.25,4.8,21.0,1.0,MID,CRY,1.0,4.8,0.0,0.0,MID,CRY,0.5,414,4.8,9,0.0,0.0
207,Mateta,FWD,CRY,0.0,7.5,45.0,1.0,FWD,CRY,0.0,7.5,90.0,2.0,FWD,CRY,0.0,7.4,68.0,2.0,FWD,CRY,0.0,7.4,90.0,13.0,FWD,CRY,0.0,7.4,45.0,1.0,FWD,CRY,0.0,7.4,90.0,2.0,FWD,CRY,0.0,7.4,30.0,1.0,FWD,CRY,0.0,7.3,24.0,1.0,FWD,CRY,0.0,7.3,90.0,8.0,FWD,CRY,0.0,7.3,90.0,2.0,FWD,CRY,0.0,752,7.3,35,90.0,2.0
208,M.França,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.4,0.0,0.0,MID,CRY,1.0,4.4,0.0,0.0,MID,CRY,0.5,4.4,0.0,0.0,MID,CRY,1.0,4.4,0.0,0.0,MID,CRY,1.0,4.4,0.0,0.0,MID,CRY,1.0,4.4,0.0,0.0,MID,CRY,1.0,4.4,0.0,0.0,MID,CRY,1.0,4.4,0.0,0.0,MID,CRY,1.0,0,4.4,0,0.0,0.0
209,Matthews,GKP,CRY,0.0,4.0,0.0,0.0,GKP,CRY,0.0,4.0,0.0,0.0,GKP,CRY,0.0,4.0,0.0,0.0,GKP,CRY,0.0,4.0,0.0,0.0,GKP,CRY,0.0,4.0,0.0,0.0,GKP,CRY,0.0,4.0,0.0,0.0,GKP,CRY,0.0,4.0,0.0,0.0,GKP,CRY,0.0,4.0,0.0,0.0,GKP,CRY,0.0,4.0,0.0,0.0,GKP,CRY,0.0,4.0,0.0,0.0,GKP,CRY,0.0,0,4.0,0,0.0,0.0
210,Mitchell,DEF,CRY,0.0,5.0,90.0,1.0,DEF,CRY,0.0,5.0,90.0,1.0,DEF,CRY,0.0,4.9,90.0,2.0,DEF,CRY,0.0,4.9,88.0,4.0,DEF,CRY,0.0,4.9,90.0,6.0,DEF,CRY,0.0,4.9,90.0,1.0,DEF,CRY,0.0,4.9,59.0,1.0,DEF,CRY,0.0,4.9,73.0,2.0,DEF,CRY,0.0,4.9,90.0,6.0,DEF,CRY,0.0,4.9,90.0,1.0,DEF,CRY,0.0,940,4.9,26,90.0,1.0
211,Muñoz,DEF,CRY,0.0,5.0,90.0,4.0,DEF,CRY,0.0,5.0,90.0,1.0,DEF,CRY,0.0,5.0,90.0,1.0,DEF,CRY,0.0,5.0,80.0,1.0,DEF,CRY,0.0,4.9,90.0,6.0,DEF,CRY,0.0,4.9,90.0,1.0,DEF,CRY,0.25,4.9,16.0,1.0,DEF,CRY,0.0,4.8,90.0,1.0,DEF,CRY,0.0,4.8,90.0,5.0,DEF,CRY,0.0,4.8,90.0,3.0,DEF,CRY,0.0,904,4.8,25,88.0,1.0
212,Ozoh,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,0,4.5,0,0.0,0.0
213,Rak-Sakyi,MID,CRY,0.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,4.5,0.0,0.0,MID,CRY,1.0,0,4.5,0,0.0,0.0
