id,name,position_gw1,team_gw1,prob_injury_gw1,ep_cost_gw1,xmins_gw1,ep_gw1,position_gw2,team_gw2,prob_injury_gw2,ep_cost_gw2,xmins_gw2,ep_gw2,position_gw3,team_gw3,prob_injury_gw3,ep_cost_gw3,xmins_gw3,ep_gw3,position_gw4,team_gw4,prob_injury_gw4,ep_cost_gw4,xmins_gw4,ep_gw4,position_gw5,team_gw5,prob_injury_gw5,ep_cost_gw5,xmins_gw5,ep_gw5,position_gw6,team_gw6,prob_injury_gw6,ep_cost_gw6,xmins_gw6,ep_gw6,position_gw7,team_gw7,prob_injury_gw7,ep_cost_gw7,xmins_gw7,ep_gw7,position_gw8,team_gw8,prob_injury_gw8,ep_cost_gw8,xmins_gw8,ep_gw8,position_gw9,team_gw9,prob_injury_gw9,ep_cost_gw9,xmins_gw9,ep_gw9,position_gw10,team_gw10,prob_injury_gw10,ep_cost_gw10,xmins_gw10,ep_gw10,position_gw11,team_gw11,prob_injury_gw11,ep_cost_gw11,xmins_gw11,ep_gw11,position_gw12,team_gw12,prob_injury_gw12,total_xmins,ep_cost_gw12,total_xpts,xmins_gw12,ep_gw12
1,Fábio Vieira,MID,ARS,0.25,5.5,0.0,0.0,MID,ARS,0.0,5.4,0.0,0.0,MID,ARS,1.0,5.4,0.0,0.0,MID,ARS,1.0,5.4,0.0,0.0,MID,ARS,1.0,5.4,0.0,0.0,MID,ARS,1.0,5.4,0.0,0.0,MID,ARS,1.0,5.4,0.0,0.0,MID,ARS,1.0,5.4,0.0,0.0,MID,ARS,1.0,5.4,0.0,0.0,MID,ARS,1.0,5.4,0.0,0.0,MID,ARS,1.0,5.4,0.0,0.0,MID,ARS,1.0,0,5.4,0,0.0,0.0
2,G.Jesus,FWD,ARS,0.0,7.0,5.0,0.0,FWD,ARS,0.25,6.9,0.0,0.0,FWD,ARS,0.5,6.8,0.0,0.0,FWD,ARS,0.0,6.8,10.0,1.0,FWD,ARS,0.0,6.8,3.0,0.0,FWD,ARS,0.0,6.8,1.0,1.0,FWD,ARS,0.0,6.8,59.0,1.0,FWD,ARS,0.0,6.8,10.0,1.0,FWD,ARS,0.0,6.8,5.0,0.0,FWD,ARS,0.0,6.8,19.0,1.0,FWD,ARS,0.0,6.8,9.0,1.0,FWD,ARS,0.0,211,6.8,7,90.0,1.0
3,Gabriel,DEF,ARS,0.0,6.0,90.0,6.0,DEF,ARS,0.0,6.0,90.0,6.0,DEF,ARS,0.0,6.0,90.0,2.0,DEF,ARS,0.0,6.0,90.0,15.0,DEF,ARS,0.0,6.1,90.0,7.0,DEF,ARS,0.0,6.2,90.0,1.0,DEF,ARS,0.0,6.2,90.0,2.0,DEF,ARS,0.0,6.3,90.0,1.0,DEF,ARS,0.25,6.3,53.0,1.0,DEF,ARS,0.0,6.2,90.0,2.0,DEF,ARS,0.0,6.1,90.0,2.0,DEF,ARS,0.25,1043,6.2,51,90.0,6.0
4,Havertz,FWD,ARS,0.0,8.0,90.0,12.0,FWD,ARS,0.0,8.1,90.0,2.0,FWD,ARS,0.0,8.1,90.0,8.0,FWD,ARS,0.0,8.1,90.0,2.0,FWD,ARS,0.0,8.1,90.0,2.0,FWD,ARS,0.0,8.2,90.0,6.0,FWD,ARS,0.0,8.3,90.0,8.0,FWD,ARS,0.0,8.3,90.0,2.0,FWD,ARS,0.0,8.2,90.0,2.0,FWD,ARS,0.25,8.1,90.0,1.0,FWD,ARS,0.0,8.0,90.0,1.0,FWD,ARS,0.0,990,7.9,46,0.0,0.0
5,Hein,GKP,ARS,1.0,4.0,0.0,0.0,GKP,ARS,1.0,4.0,0.0,0.0,GKP,ARS,1.0,4.0,0.0,0.0,GKP,ARS,1.0,4.0,0.0,0.0,GKP,ARS,1.0,4.0,0.0,0.0,GKP,ARS,1.0,4.0,0.0,0.0,GKP,ARS,1.0,4.0,0.0,0.0,GKP,ARS,1.0,4.0,0.0,0.0,GKP,ARS,1.0,4.0,0.0,0.0,GKP,ARS,1.0,4.0,0.0,0.0,GKP,ARS,1.0,4.0,0.0,0.0,GKP,ARS,1.0,0,4.0,0,0.0,0.0
6,J.Timber,DEF,ARS,0.0,5.5,21.0,1.0,DEF,ARS,0.0,5.5,78.0,6.0,DEF,ARS,0.0,5.5,79.0,1.0,DEF,ARS,0.0,5.5,90.0,5.0,DEF,ARS,0.0,5.5,90.0,2.0,DEF,ARS,0.0,5.5,90.0,4.0,DEF,ARS,0.25,5.5,0.0,0.0,DEF,ARS,0.25,5.5,0.0,0.0,DEF,ARS,0.25,5.5,75.0,2.0,DEF,ARS,0.0,5.5,70.0,1.0,DEF,ARS,0.0,5.5,90.0,2.0,DEF,ARS,0.0,770,5.5,30,87.0,6.0
7,Jorginho,MID,ARS,0.0,5.0,0.0,0.0,MID,ARS,0.0,4.9,0.0,0.0,MID,ARS,0.0,4.9,0.0,0.0,MID,ARS,0.0,4.9,90.0,2.0,MID,ARS,0.0,4.9,0.0,0.0,MID,ARS,0.0,4.9,0.0,0.0,MID,ARS,0.0,4.9,60.0,2.0,MID,ARS,0.0,4.8,0.0,0.0,MID,ARS,0.0,4.8,0.0,0.0,MID,ARS,0.0,4.8,4.0,0.0,MID,ARS,0.0,4.8,0.0,0.0,MID,ARS,0.0,199,4.7,4,45.0,0.0
8,Kiwior,DEF,ARS,0.0,5.0,0.0,0.0,DEF,ARS,0.0,4.9,0.0,0.0,DEF,ARS,0.0,4.9,0.0,0.0,DEF,ARS,0.0,4.9,0.0,0.0,DEF,ARS,0.0,4.8,16.0,1.0,DEF,ARS,0.0,4.8,0.0,0.0,DEF,ARS,0.0,4.8,1.0,1.0,DEF,ARS,0.0,4.8,43.0,0.0,DEF,ARS,0.0,4.8,36.0,1.0,DEF,ARS,0.0,4.8,0.0,0.0,DEF,ARS,0.0,4.8,0.0,0.0,DEF,ARS,0.0,98,4.8,4,2.0,1.0
9,Martinelli,MID,ARS,0.0,7.0,90.0,3.0,MID,ARS,0.0,7.0,64.0,3.0,MID,ARS,0.0,6.9,16.0,1.0,MID,ARS,0.0,6.9,79.0,3.0,MID,ARS,0.0,6.9,86.0,5.0,MID,ARS,0.0,6.9,73.0,13.0,MID,ARS,0.0,7.0,30.0,6.0,MID,ARS,0.0,7.0,26.0,1.0,MID,ARS,0.0,7.0,84.0,2.0,MID,ARS,0.0,6.9,60.0,2.0,MID,ARS,0.0,6.9,70.0,8.0,MID,ARS,0.0,678,6.9,47,0.0,0.0
10,R. Nelson,MID,ARS,0.0,5.0,0.0,0.0,MID,ARS,0.0,5.0,2.0,1.0,MID,FUL,0.0,5.0,0.0,0.0,MID,FUL,0.0,5.0,24.0,0.0,MID,FUL,0.0,5.0,16.0,7.0,MID,FUL,0.0,5.0,21.0,1.0,MID,FUL,0.0,5.0,13.0,4.0,MID,FUL,0.0,5.0,22.0,1.0,MID,FUL,0.0,5.0,22.0,1.0,MID,FUL,0.0,5.0,81.0,2.0,MID,FUL,0.0,5.0,81.0,3.0,MID,FUL,0.0,352,5.0,22,70.0,2.0
11,Nketiah,FWD,ARS,0.0,6.0,0.0,0.0,FWD,ARS,0.0,5.9,0.0,0.0,FWD,CRY,0.0,5.9,0.0,0.0,FWD,CRY,0.0,5.9,90.0,2.0,FWD,CRY,0.0,5.9,65.0,2.0,FWD,CRY,0.0,5.9,72.0,2.0,FWD,CRY,0.0,5.9,90.0,1.0,FWD,CRY,0.0,5.9,65.0,2.0,FWD,CRY,0.0,5.9,23.0,1.0,FWD,CRY,1.0,5.9,83.0,2.0,FWD,CRY,1.0,5.9,0.0,0.0,FWD,CRY,1.0,488,5.9,12,0.0,0.0
12,Nwaneri,MID,ARS,0.0,4.5,0.0,0.0,MID,ARS,0.0,4.5,0.0,0.0,MID,ARS,0.0,4.5,0.0,0.0,MID,ARS,0.0,4.5,4.0,1.0,MID,ARS,0.0,4.5,0.0,0.0,MID,ARS,0.0,4.5,5.0,1.0,MID,ARS,0.0,4.5,0.0,0.0,MID,ARS,0.0,4.5,9.0,1.0,MID,ARS,0.0,4.5,5.0,1.0,MID,ARS,0.0,4.5,29.0,1.0,MID,ARS,0.0,4.5,0.0,0.0,MID,ARS,0.0,60,4.5,11,8.0,6.0
13,Ødegaard,MID,ARS,0.0,8.5,90.0,3.0,MID,ARS,0.0,8.5,90.0,2.0,MID,ARS,0.0,8.4,73.0,2.0,MID,ARS,0.5,8.3,0.0,0.0,MID,ARS,1.0,8.2,0.0,0.0,MID,ARS,1.0,8.2,0.0,0.0,MID,ARS,1.0,8.2,0.0,0.0,MID,ARS,1.0,8.2,0.0,0.0,MID,ARS,1.0,8.2,0.0,0.0,MID,ARS,0.0,8.2,0.0,0.0,MID,ARS,0.0,8.2,90.0,7.0,MID,ARS,0.0,424,8.2,20,81.0,6.0
14,Ramsdale,GKP,ARS,0.0,4.5,0.0,0.0,GKP,ARS,0.0,4.5,0.0,0.0,GKP,SOU,0.0,4.4,90.0,2.0,GKP,SOU,0.0,4.4,90.0,3.0,GKP,SOU,0.0,4.4,90.0,3.0,GKP,SOU,0.0,4.4,90.0,2.0,GKP,SOU,0.0,4.4,90.0,2.0,GKP,SOU,0.0,4.4,90.0,1.0,GKP,SOU,0.0,4.4,90.0,4.0,GKP,SOU,0.0,4.4,90.0,9.0,GKP,SOU,0.25,4.4,90.0,0.0,GKP,SOU,1.0,810,4.4,26,0.0,0.0
15,Raya,GKP,ARS,0.0,5.5,90.0,8.0,GKP,ARS,0.0,5.5,90.0,10.0,GKP,ARS,0.0,5.5,90.0,2.0,GKP,ARS,0.0,5.5,90.0,9.0,GKP,ARS,0.0,5.6,90.0,4.0,GKP,ARS,0.0,5.6,90.0,1.0,GKP,ARS,0.0,5.6,90.0,2.0,GKP,ARS,0.0,5.7,90.0,1.0,GKP,ARS,0.0,5.6,90.0,0.0,GKP,ARS,0.0,5.6,90.0,3.0,GKP,ARS,0.0,5.6,90.0,2.0,GKP,ARS,0.0,1080,5.5,48,90.0,6.0
16,Rice,MID,ARS,0.0,6.5,84.0,3.0,MID,ARS,0.0,6.5,90.0,2.0,MID,ARS,1.0,6.4,48.0,-2.0,MID,ARS,0.0,6.3,0.0,0.0,MID,ARS,0.0,6.3,90.0,1.0,MID,ARS,0.0,6.3,90.0,2.0,MID,ARS,0.0,6.3,90.0,2.0,MID,ARS,0.0,6.3,90.0,2.0,MID,ARS,0.0,6.3,90.0,5.0,MID,ARS,0.25,6.3,90.0,2.0,MID,ARS,0.25,6.3,70.0,2.0,MID,ARS,0.0,832,6.2,19,0.0,0.0
17,Saka,MID,ARS,0.0,10.0,79.0,12.0,MID,ARS,0.0,10.0,87.0,6.0,MID,ARS,0.0,10.1,90.0,6.0,MID,ARS,0.25,10.0,85.0,7.0,MID,ARS,0.0,10.0,45.0,4.0,MID,ARS,0.0,10.1,90.0,3.0,MID,ARS,0.0,10.1,90.0,16.0,MID,ARS,0.75,10.0,0.0,0.0,MID,ARS,0.0,10.0,84.0,9.0,MID,ARS,0.0,10.1,90.0,2.0,MID,ARS,0.25,10.1,80.0,2.0,MID,ARS,0.0,902,10.2,80,82.0,13.0
18,Saliba,DEF,ARS,0.0,6.0,90.0,6.0,DEF,ARS,0.0,6.0,90.0,6.0,DEF,ARS,0.0,6.0,90.0,2.0,DEF,ARS,0.0,6.0,90.0,5.0,DEF,ARS,0.0,6.0,90.0,1.0,DEF,ARS,0.0,6.0,90.0,0.0,DEF,ARS,0.0,6.0,90.0,2.0,DEF,ARS,1.0,6.0,29.0,-3.0,DEF,ARS,0.0,6.0,0.0,0.0,DEF,ARS,0.0,6.0,90.0,2.0,DEF,ARS,0.0,6.0,90.0,2.0,DEF,ARS,0.0,929,6.0,30,90.0,7.0
19,Smith Rowe,MID,FUL,0.0,5.5,63.0,3.0,MID,FUL,0.0,5.6,68.0,10.0,MID,FUL,0.0,5.6,71.0,2.0,MID,FUL,0.0,5.7,72.0,7.0,MID,FUL,0.0,5.8,83.0,8.0,MID,FUL,0.0,5.8,87.0,3.0,MID,FUL,0.0,5.8,25.0,1.0,MID,FUL,0.0,5.7,79.0,1.0,MID,FUL,0.0,5.7,78.0,6.0,MID,FUL,0.0,5.7,81.0,2.0,MID,FUL,0.0,5.7,88.0,11.0,MID,FUL,0.0,853,5.8,55,58.0,1.0
20,Partey,MID,ARS,0.0,5.0,90.0,3.0,MID,ARS,0.0,5.0,90.0,11.0,MID,ARS,0.0,5.0,90.0,1.0,MID,ARS,0.0,5.0,90.0,3.0,MID,ARS,0.0,5.0,90.0,1.0,MID,ARS,0.0,5.0,84.0,2.0,MID,ARS,0.0,5.0,83.0,2.0,MID,ARS,0.0,5.0,90.0,2.0,MID,ARS,0.0,5.0,90.0,2.0,MID,ARS,0.0,5.0,85.0,2.0,MID,ARS,0.0,5.0,90.0,2.0,MID,ARS,0.0,1017,5.0,39,45.0,8.0
21,Tierney,DEF,ARS,1.0,4.5,0.0,0.0,DEF,ARS,1.0,4.4,0.0,0.0,DEF,ARS,1.0,4.4,0.0,0.0,DEF,ARS,1.0,4.4,0.0,0.0,DEF,ARS,1.0,4.4,0.0,0.0,DEF,ARS,1.0,4.4,0.0,0.0,DEF,ARS,1.0,4.4,0.0,0.0,DEF,ARS,1.0,4.3,0.0,0.0,DEF,ARS,1.0,4.3,0.0,0.0,DEF,ARS,1.0,4.3,0.0,0.0,DEF,ARS,1.0,4.3,0.0,0.0,DEF,ARS,0.0,0,4.3,0,0.0,0.0
22,Tomiyasu,DEF,ARS,1.0,5.0,0.0,0.0,DEF,ARS,1.0,4.9,0.0,0.0,DEF,ARS,1.0,4.9,0.0,0.0,DEF,ARS,1.0,4.9,0.0,0.0,DEF,ARS,1.0,4.8,0.0,0.0,DEF,ARS,1.0,4.8,0.0,0.0,DEF,ARS,0.0,4.8,6.0,1.0,DEF,ARS,1.0,4.8,0.0,0.0,DEF,ARS,1.0,4.8,0.0,0.0,DEF,ARS,1.0,4.8,0.0,0.0,DEF,ARS,1.0,4.8,0.0,0.0,DEF,ARS,1.0,6,4.8,1,0.0,0.0
23,Trossard,MID,ARS,0.0,7.0,10.0,1.0,MID,ARS,0.0,6.9,25.0,7.0,MID,ARS,0.0,6.9,58.0,1.0,MID,ARS,0.0,6.9,79.0,3.0,MID,ARS,0.0,6.9,52.0,-2.0,MID,ARS,0.0,6.9,90.0,12.0,MID,ARS,0.0,6.9,30.0,1.0,MID,ARS,0.0,6.9,63.0,3.0,MID,ARS,0.0,6.9,90.0,2.0,MID,ARS,0.0,6.9,70.0,2.0,MID,ARS,0.0,6.9,19.0,1.0,MID,ARS,0.0,676,6.8,34,90.0,3.0
24,B. White,DEF,ARS,0.0,6.5,90.0,6.0,DEF,ARS,0.0,6.5,90.0,6.0,DEF,ARS,0.0,6.5,90.0,2.0,DEF,ARS,0.0,6.5,90.0,6.0,DEF,ARS,0.0,6.5,45.0,1.0,DEF,ARS,0.0,6.4,0.0,0.0,DEF,ARS,0.25,6.3,0.0,0.0,DEF,ARS,0.0,6.3,90.0,0.0,DEF,ARS,0.0,6.3,90.0,4.0,DEF,ARS,0.0,6.2,19.0,1.0,DEF,ARS,0.5,6.2,90.0,1.0,DEF,ARS,1.0,694,6.2,27,0.0,0.0
25,Zinchenko,DEF,ARS,0.0,5.0,68.0,6.0,DEF,ARS,0.0,5.0,0.0,0.0,DEF,ARS,0.0,5.0,10.0,1.0,DEF,ARS,0.25,4.9,0.0,0.0,DEF,ARS,0.5,4.8,0.0,0.0,DEF,ARS,1.0,4.8,0.0,0.0,DEF,ARS,0.5,4.8,0.0,0.0,DEF,ARS,0.0,4.8,0.0,0.0,DEF,ARS,0.0,4.8,0.0,0.0,DEF,ARS,0.0,4.8,29.0,1.0,DEF,ARS,0.0,4.8,0.0,0.0,DEF,ARS,0.0,130,4.8,9,23.0,1.0
26,Alex Moreno,DEF,AST,0.0,4.5,0.0,0.0,DEF,NOT,0.0,4.5,0.0,0.0,DEF,NOT,0.0,4.4,0.0,0.0,DEF,NOT,0.0,4.4,79.0,6.0,DEF,NOT,0.0,4.4,45.0,0.0,DEF,NOT,0.0,4.4,83.0,2.0,DEF,NOT,0.0,4.4,81.0,2.0,DEF,NOT,0.0,4.4,77.0,6.0,DEF,NOT,0.0,4.4,71.0,1.0,DEF,NOT,0.0,4.4,90.0,9.0,DEF,NOT,0.0,4.4,87.0,1.0,DEF,NOT,0.0,684,4.4,28,71.0,1.0
27,Archer,FWD,SOU,0.0,5.0,19.0,1.0,FWD,SOU,0.0,5.0,18.0,1.0,FWD,SOU,0.0,5.0,45.0,1.0,FWD,SOU,0.0,5.0,61.0,0.0,FWD,SOU,0.0,5.0,58.0,1.0,FWD,SOU,0.0,5.0,14.0,1.0,FWD,SOU,0.0,5.0,63.0,7.0,FWD,SOU,0.0,5.0,67.0,9.0,FWD,SOU,0.0,5.0,86.0,2.0,FWD,SOU,0.0,5.0,90.0,2.0,FWD,SOU,0.0,5.0,72.0,2.0,FWD,SOU,0.0,606,5.0,28,13.0,1.0
28,Bailey,MID,AST,0.0,6.5,73.0,1.0,MID,AST,0.0,6.5,90.0,2.0,MID,AST,0.5,6.4,15.0,1.0,MID,AST,0.5,6.4,0.0,0.0,MID,AST,0.0,6.4,45.0,1.0,MID,AST,0.0,6.4,63.0,5.0,MID,AST,0.0,6.3,62.0,3.0,MID,AST,0.0,6.3,60.0,1.0,MID,AST,0.0,6.3,19.0,4.0,MID,AST,0.0,6.3,9.0,1.0,MID,AST,0.0,6.3,64.0,2.0,MID,AST,0.0,581,6.3,23,81.0,2.0
29,Barkley,MID,AST,0.0,5.5,0.0,0.0,MID,AST,0.0,5.4,14.0,1.0,MID,AST,0.0,5.3,28.0,1.0,MID,AST,0.0,5.3,45.0,4.0,MID,AST,0.0,5.3,28.0,0.0,MID,AST,0.0,5.2,6.0,1.0,MID,AST,0.0,5.2,90.0,2.0,MID,AST,0.0,5.2,15.0,1.0,MID,AST,0.0,5.2,45.0,5.0,MID,AST,1.0,5.2,0.0,0.0,MID,AST,0.5,5.2,0.0,0.0,MID,AST,0.0,361,5.2,24,90.0,9.0
30,Barrenechea,MID,AST,0.0,5.0,0.0,0.0,MID,AST,0.0,5.0,0.0,0.0,MID,AST,1.0,4.9,0.0,0.0,MID,AST,1.0,4.9,0.0,0.0,MID,AST,1.0,4.9,0.0,0.0,MID,AST,1.0,4.9,0.0,0.0,MID,AST,1.0,4.9,0.0,0.0,MID,AST,1.0,4.9,0.0,0.0,MID,AST,1.0,4.9,0.0,0.0,MID,AST,1.0,4.9,0.0,0.0,MID,AST,1.0,4.9,0.0,0.0,MID,AST,1.0,0,4.9,0,0.0,0.0
31,Buendia,MID,AST,0.0,5.5,0.0,0.0,MID,AST,0.0,5.4,0.0,0.0,MID,AST,0.0,5.4,0.0,0.0,MID,AST,0.0,5.4,6.0,1.0,MID,AST,0.0,5.3,1.0,1.0,MID,AST,0.0,5.3,6.0,1.0,MID,AST,0.0,5.3,0.0,0.0,MID,AST,0.0,5.3,7.0,1.0,MID,AST,0.0,5.3,0.0,0.0,MID,AST,0.0,5.3,0.0,0.0,MID,AST,0.0,5.2,0.0,0.0,MID,AST,0.0,28,5.2,4,8.0,0.0
32,Cash,DEF,AST,0.0,4.5,81.0,2.0,DEF,AST,0.25,4.5,15.0,1.0,DEF,AST,1.0,4.4,0.0,0.0,DEF,AST,1.0,4.4,0.0,0.0,DEF,AST,0.5,4.4,0.0,0.0,DEF,AST,0.5,4.4,0.0,0.0,DEF,AST,0.0,4.4,90.0,6.0,DEF,AST,0.0,4.4,90.0,2.0,DEF,AST,0.0,4.4,90.0,1.0,DEF,AST,0.75,4.4,59.0,1.0,DEF,AST,0.5,4.4,0.0,0.0,DEF,AST,0.0,470,4.4,14,45.0,1.0
33,Dendoncker,MID,AST,0.0,4.5,0.0,0.0,MID,AST,0.0,4.5,0.0,0.0,MID,AST,1.0,4.5,0.0,0.0,MID,AST,1.0,4.5,0.0,0.0,MID,AST,1.0,4.5,0.0,0.0,MID,AST,1.0,4.5,0.0,0.0,MID,AST,1.0,4.5,0.0,0.0,MID,AST,1.0,4.5,0.0,0.0,MID,AST,1.0,4.5,0.0,0.0,MID,AST,1.0,4.5,0.0,0.0,MID,AST,1.0,4.5,0.0,0.0,MID,AST,1.0,0,4.5,0,0.0,0.0
34,Diaby,MID,AST,1.0,6.5,0.0,0.0,MID,AST,1.0,6.5,0.0,0.0,MID,AST,1.0,6.5,0.0,0.0,MID,AST,1.0,6.5,0.0,0.0,MID,AST,1.0,6.5,0.0,0.0,MID,AST,1.0,6.5,0.0,0.0,MID,AST,1.0,6.5,0.0,0.0,MID,AST,1.0,6.5,0.0,0.0,MID,AST,1.0,6.5,0.0,0.0,MID,AST,1.0,6.5,0.0,0.0,MID,AST,1.0,6.5,0.0,0.0,MID,AST,1.0,0,6.5,0,0.0,0.0
35,Diego Carlos,DEF,AST,0.0,4.5,0.0,0.0,DEF,AST,0.0,4.5,0.0,0.0,DEF,AST,0.5,4.5,0.0,0.0,DEF,AST,0.0,4.5,0.0,0.0,DEF,AST,0.0,4.5,90.0,2.0,DEF,AST,0.0,4.5,90.0,1.0,DEF,AST,0.0,4.5,78.0,6.0,DEF,AST,0.0,4.5,90.0,2.0,DEF,AST,0.0,4.5,0.0,0.0,DEF,AST,0.0,4.5,30.0,0.0,DEF,AST,0.0,4.5,90.0,1.0,DEF,AST,0.0,558,4.5,12,90.0,0.0
36,Digne,DEF,AST,0.0,4.5,73.0,2.0,DEF,AST,0.0,4.5,75.0,2.0,DEF,AST,0.0,4.5,90.0,7.0,DEF,AST,0.0,4.6,68.0,4.0,DEF,AST,0.0,4.6,45.0,1.0,DEF,AST,0.0,4.6,83.0,0.0,DEF,AST,0.0,4.6,84.0,8.0,DEF,AST,0.0,4.6,90.0,4.0,DEF,AST,0.0,4.7,70.0,7.0,DEF,AST,0.0,4.7,90.0,0.0,DEF,AST,0.0,4.7,73.0,2.0,DEF,AST,0.0,862,4.7,38,21.0,1.0
37,Dobbin,MID,AST,1.0,5.0,0.0,0.0,MID,AST,1.0,5.0,0.0,0.0,MID,AST,1.0,5.0,0.0,0.0,MID,AST,1.0,5.0,0.0,0.0,MID,AST,1.0,5.0,0.0,0.0,MID,AST,1.0,5.0,0.0,0.0,MID,AST,1.0,5.0,0.0,0.0,MID,AST,1.0,5.0,0.0,0.0,MID,AST,1.0,5.0,0.0,0.0,MID,AST,1.0,5.0,0.0,0.0,MID,AST,1.0,5.0,0.0,0.0,MID,AST,1.0,0,5.0,0,0.0,0.0
38,Duran,FWD,AST,0.0,6.0,28.0,6.0,FWD,AST,0.0,6.0,25.0,1.0,FWD,AST,0.0,6.0,29.0,7.0,FWD,AST,0.0,6.0,21.0,6.0,FWD,AST,0.0,6.1,28.0,5.0,FWD,AST,0.0,6.2,26.0,1.0,FWD,AST,0.0,6.2,27.0,1.0,FWD,AST,0.0,6.2,15.0,1.0,FWD,AST,0.0,6.2,33.0,1.0,FWD,AST,0.0,6.0,21.0,1.0,FWD,AST,0.0,6.0,25.0,1.0,FWD,AST,0.0,299,5.9,32,21.0,1.0
39,Gauci,GKP,AST,0.0,4.0,0.0,0.0,GKP,AST,0.0,4.0,0.0,0.0,GKP,AST,0.0,4.0,0.0,0.0,GKP,AST,0.0,4.0,0.0,0.0,GKP,AST,0.0,4.0,0.0,0.0,GKP,AST,0.0,4.0,0.0,0.0,GKP,AST,0.0,4.0,0.0,0.0,GKP,AST,0.0,4.0,0.0,0.0,GKP,AST,0.0,4.0,0.0,0.0,GKP,AST,0.0,4.0,0.0,0.0,GKP,AST,0.0,4.0,0.0,0.0,GKP,AST,0.0,0,4.0,0,0.0,0.0
40,Hause,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,0,4.0,0,0.0,0.0
41,Iling Jr,MID,AST,0.0,5.5,0.0,0.0,MID,AST,0.0,5.4,0.0,0.0,MID,AST,1.0,5.4,0.0,0.0,MID,AST,1.0,5.4,0.0,0.0,MID,AST,1.0,5.4,0.0,0.0,MID,AST,1.0,5.4,0.0,0.0,MID,AST,1.0,5.4,0.0,0.0,MID,AST,1.0,5.4,0.0,0.0,MID,AST,1.0,5.4,0.0,0.0,MID,AST,1.0,5.4,0.0,0.0,MID,AST,1.0,5.4,0.0,0.0,MID,AST,1.0,0,5.4,0,0.0,0.0
42,Kamara,MID,AST,1.0,5.0,0.0,0.0,MID,AST,1.0,5.0,0.0,0.0,MID,AST,0.5,5.0,0.0,0.0,MID,AST,0.5,5.0,0.0,0.0,MID,AST,0.75,5.0,0.0,0.0,MID,AST,1.0,5.0,0.0,0.0,MID,AST,0.5,5.0,0.0,0.0,MID,AST,0.0,5.0,0.0,0.0,MID,AST,0.0,5.0,8.0,1.0,MID,AST,0.0,5.0,9.0,1.0,MID,AST,0.5,5.0,16.0,0.0,MID,AST,0.0,33,5.0,2,0.0,0.0
43,Kesler-Hayden,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,0,4.0,0,0.0,0.0
44,Konsa,DEF,AST,0.0,4.5,90.0,2.0,DEF,AST,0.0,4.5,90.0,1.0,DEF,AST,0.0,4.5,90.0,2.0,DEF,AST,0.0,4.5,90.0,1.0,DEF,AST,0.0,4.5,90.0,9.0,DEF,AST,0.0,4.5,90.0,1.0,DEF,AST,0.25,4.5,11.0,1.0,DEF,AST,0.0,4.5,0.0,0.0,DEF,AST,0.0,4.5,90.0,2.0,DEF,AST,0.0,4.5,90.0,0.0,DEF,AST,0.0,4.4,90.0,1.0,DEF,AST,0.0,821,4.4,20,0.0,0.0
45,Maatsen,DEF,AST,0.0,5.0,16.0,1.0,DEF,AST,0.0,5.0,14.0,1.0,DEF,AST,0.0,4.9,11.0,1.0,DEF,AST,0.0,4.9,21.0,1.0,DEF,AST,0.0,4.9,45.0,1.0,DEF,AST,0.0,4.8,6.0,1.0,DEF,AST,0.0,4.8,5.0,1.0,DEF,AST,0.0,4.8,0.0,0.0,DEF,AST,0.0,4.8,19.0,1.0,DEF,AST,0.0,4.7,0.0,0.0,DEF,AST,0.25,4.7,16.0,1.0,DEF,AST,0.0,221,4.6,9,68.0,0.0
46,Marschall,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,0,4.0,0,0.0,0.0
