id,name,position_gw1,team_gw1,prob_injury_gw1,ep_cost_gw1,xmins_gw1,ep_gw1,position_gw2,team_gw2,prob_injury_gw2,ep_cost_gw2,xmins_gw2,ep_gw2,position_gw3,team_gw3,prob_injury_gw3,ep_cost_gw3,xmins_gw3,ep_gw3,position_gw4,team_gw4,prob_injury_gw4,ep_cost_gw4,xmins_gw4,ep_gw4,position_gw5,team_gw5,prob_injury_gw5,ep_cost_gw5,xmins_gw5,ep_gw5,position_gw6,team_gw6,prob_injury_gw6,ep_cost_gw6,xmins_gw6,ep_gw6,position_gw7,team_gw7,prob_injury_gw7,ep_cost_gw7,xmins_gw7,ep_gw7,position_gw8,team_gw8,prob_injury_gw8,ep_cost_gw8,xmins_gw8,ep_gw8,position_gw9,team_gw9,prob_injury_gw9,ep_cost_gw9,xmins_gw9,ep_gw9,position_gw10,team_gw10,prob_injury_gw10,ep_cost_gw10,xmins_gw10,ep_gw10,position_gw11,team_gw11,prob_injury_gw11,ep_cost_gw11,xmins_gw11,ep_gw11,position_gw12,team_gw12,prob_injury_gw12,total_xmins,ep_cost_gw12,total_xpts,xmins_gw12,ep_gw12
514,Bowen,MID,WHM,0.0,7.5,72.0,2.0,MID,WHM,0.0,7.5,90.0,8.0,MID,WHM,0.0,7.5,85.0,5.0,MID,WHM,0.0,7.5,90.0,5.0,MID,WHM,0.0,7.5,90.0,2.0,MID,WHM,0.0,7.4,90.0,2.0,MID,WHM,0.0,7.4,90.0,12.0,MID,WHM,0.0,7.4,90.0,2.0,MID,WHM,0.0,7.4,90.0,7.0,MID,WHM,0.0,7.5,90.0,2.0,MID,WHM,0.0,7.5,90.0,3.0,MID,WHM,0.0,1057,7.4,57,90.0,7.0
515,Cornet,MID,WHM,0.0,5.0,0.0,0.0,MID,WHM,0.0,5.0,0.0,0.0,MID,SOU,0.0,4.9,0.0,0.0,MID,SOU,0.0,4.9,26.0,0.0,MID,SOU,0.0,4.9,0.0,0.0,MID,SOU,0.0,4.9,45.0,1.0,MID,SOU,0.0,4.8,0.0,0.0,MID,SOU,0.0,4.8,0.0,0.0,MID,SOU,0.0,4.8,0.0,0.0,MID,SOU,0.0,4.8,0.0,0.0,MID,SOU,0.0,4.8,0.0,0.0,MID,SOU,0.0,71,4.7,1,0.0,0.0
516,Coufal,DEF,WHM,0.0,4.5,84.0,1.0,DEF,WHM,0.0,4.5,62.0,6.0,DEF,WHM,0.0,4.5,19.0,1.0,DEF,WHM,0.0,4.5,33.0,1.0,DEF,WHM,0.0,4.5,0.0,0.0,DEF,WHM,0.0,4.4,0.0,0.0,DEF,WHM,0.0,4.4,0.0,0.0,DEF,WHM,0.0,4.4,0.0,0.0,DEF,WHM,0.0,4.3,0.0,0.0,DEF,WHM,0.0,4.3,0.0,0.0,DEF,WHM,0.0,4.3,23.0,0.0,DEF,WHM,0.0,236,4.3,10,15.0,1.0
517,Cresswell,DEF,WHM,0.0,4.0,0.0,0.0,DEF,WHM,0.0,4.0,1.0,1.0,DEF,WHM,0.75,4.0,0.0,0.0,DEF,WHM,0.0,4.0,0.0,0.0,DEF,WHM,0.0,4.0,17.0,1.0,DEF,WHM,0.0,4.0,0.0,0.0,DEF,WHM,0.0,4.0,7.0,1.0,DEF,WHM,0.0,4.0,0.0,0.0,DEF,WHM,0.0,4.0,1.0,0.0,DEF,WHM,0.0,4.0,0.0,0.0,DEF,WHM,0.0,4.0,0.0,0.0,DEF,WHM,0.0,26,4.0,3,0.0,0.0
518,Downes,MID,SOU,0.0,5.0,90.0,2.0,MID,SOU,0.0,5.0,90.0,1.0,MID,SOU,0.0,5.0,90.0,2.0,MID,SOU,0.0,4.9,90.0,2.0,MID,SOU,0.0,4.9,90.0,1.0,MID,SOU,0.0,4.9,90.0,1.0,MID,SOU,0.0,4.9,90.0,2.0,MID,SOU,0.0,4.9,90.0,2.0,MID,SOU,0.0,4.8,86.0,1.0,MID,SOU,0.0,4.8,90.0,3.0,MID,SOU,0.0,4.8,0.0,0.0,MID,SOU,0.0,986,4.8,19,90.0,2.0
519,Earthy,MID,WHM,1.0,4.5,0.0,0.0,MID,WHM,1.0,4.5,0.0,0.0,MID,WHM,1.0,4.5,0.0,0.0,MID,WHM,1.0,4.5,0.0,0.0,MID,WHM,1.0,4.5,0.0,0.0,MID,WHM,1.0,4.5,0.0,0.0,MID,WHM,1.0,4.5,0.0,0.0,MID,WHM,1.0,4.5,0.0,0.0,MID,WHM,1.0,4.5,0.0,0.0,MID,WHM,1.0,4.5,0.0,0.0,MID,WHM,1.0,4.5,0.0,0.0,MID,WHM,1.0,0,4.5,0,0.0,0.0
520,Emerson,DEF,WHM,0.0,4.5,90.0,1.0,DEF,WHM,0.0,4.5,88.0,6.0,DEF,WHM,0.0,4.5,70.0,0.0,DEF,WHM,0.25,4.5,56.0,1.0,DEF,WHM,0.0,4.5,72.0,1.0,DEF,WHM,0.0,4.4,45.0,0.0,DEF,WHM,0.0,4.4,82.0,2.0,DEF,WHM,0.0,4.4,90.0,0.0,DEF,WHM,0.0,4.4,90.0,1.0,DEF,WHM,0.0,4.4,78.0,1.0,DEF,WHM,0.0,4.4,90.0,6.0,DEF,WHM,0.0,925,4.4,28,74.0,9.0
521,Fabianski,GKP,WHM,0.0,4.0,0.0,0.0,GKP,WHM,0.0,4.0,0.0,0.0,GKP,WHM,0.0,4.0,45.0,1.0,GKP,WHM,0.0,4.0,0.0,0.0,GKP,WHM,0.0,4.0,0.0,0.0,GKP,WHM,0.0,4.0,0.0,0.0,GKP,WHM,0.0,4.0,0.0,0.0,GKP,WHM,0.0,4.0,0.0,0.0,GKP,WHM,0.0,4.0,90.0,3.0,GKP,WHM,0.0,4.0,90.0,2.0,GKP,WHM,0.0,4.0,90.0,9.0,GKP,WHM,0.0,405,4.1,21,90.0,6.0
522,Foderingham,GKP,WHM,0.0,4.5,0.0,0.0,GKP,WHM,0.0,4.5,0.0,0.0,GKP,WHM,0.0,4.5,0.0,0.0,GKP,WHM,0.0,4.5,0.0,0.0,GKP,WHM,0.0,4.4,0.0,0.0,GKP,WHM,0.0,4.4,0.0,0.0,GKP,WHM,0.0,4.4,0.0,0.0,GKP,WHM,0.0,4.4,0.0,0.0,GKP,WHM,0.0,4.4,0.0,0.0,GKP,WHM,0.0,4.4,0.0,0.0,GKP,WHM,0.0,4.4,0.0,0.0,GKP,WHM,0.0,0,4.3,0,0.0,0.0
523,Ings,FWD,WHM,0.0,5.0,5.0,1.0,FWD,WHM,0.0,5.0,0.0,0.0,FWD,WHM,0.0,5.0,0.0,0.0,FWD,WHM,0.0,5.0,8.0,8.0,FWD,WHM,0.0,5.0,0.0,0.0,FWD,WHM,0.0,5.0,15.0,1.0,FWD,WHM,0.0,5.0,0.0,0.0,FWD,WHM,0.0,5.0,0.0,0.0,FWD,WHM,0.0,5.0,19.0,8.0,FWD,WHM,0.0,5.0,0.0,0.0,FWD,WHM,0.0,5.0,23.0,1.0,FWD,WHM,0.0,85,5.0,20,15.0,1.0
524,Kilman,DEF,WHM,0.0,4.5,90.0,1.0,DEF,WHM,0.0,4.5,90.0,12.0,DEF,WHM,0.0,4.5,90.0,0.0,DEF,WHM,0.0,4.5,90.0,2.0,DEF,WHM,0.0,4.5,90.0,0.0,DEF,WHM,0.0,4.5,90.0,1.0,DEF,WHM,0.0,4.5,90.0,2.0,DEF,WHM,0.0,4.5,90.0,0.0,DEF,WHM,0.0,4.5,90.0,2.0,DEF,WHM,0.0,4.5,90.0,1.0,DEF,WHM,0.0,4.5,90.0,6.0,DEF,WHM,0.0,1080,4.5,33,90.0,6.0
525,Kudus,MID,WHM,0.0,6.5,90.0,2.0,MID,WHM,0.0,6.5,87.0,3.0,MID,WHM,0.0,6.4,90.0,2.0,MID,WHM,0.0,6.4,90.0,2.0,MID,WHM,0.0,6.3,90.0,2.0,MID,WHM,0.0,6.3,45.0,1.0,MID,WHM,0.0,6.3,85.0,7.0,MID,WHM,1.0,6.3,85.0,4.0,MID,WHM,1.0,6.2,0.0,0.0,MID,WHM,1.0,6.2,0.0,0.0,MID,WHM,1.0,6.2,0.0,0.0,MID,WHM,1.0,662,6.2,23,0.0,0.0
526,L.Guilherme,MID,WHM,0.0,5.0,0.0,0.0,MID,WHM,0.0,4.9,0.0,0.0,MID,WHM,0.0,4.9,0.0,0.0,MID,WHM,0.0,4.9,0.0,0.0,MID,WHM,0.0,4.8,0.0,0.0,MID,WHM,0.0,4.8,0.0,0.0,MID,WHM,0.0,4.8,4.0,1.0,MID,WHM,0.0,4.8,0.0,0.0,MID,WHM,0.0,4.8,0.0,0.0,MID,WHM,0.0,4.7,0.0,0.0,MID,WHM,0.0,4.7,7.0,1.0,MID,WHM,0.0,11,4.7,2,0.0,0.0
527,L.Paquetá,MID,WHM,0.0,6.0,73.0,6.0,MID,WHM,0.0,6.0,90.0,3.0,MID,WHM,0.0,6.0,90.0,2.0,MID,WHM,0.0,6.0,45.0,1.0,MID,WHM,0.0,6.0,71.0,2.0,MID,WHM,0.0,5.9,75.0,2.0,MID,WHM,0.0,5.9,82.0,8.0,MID,WHM,0.0,5.9,60.0,1.0,MID,WHM,0.0,5.9,45.0,0.0,MID,WHM,0.0,5.8,90.0,1.0,MID,WHM,0.0,5.8,90.0,3.0,MID,WHM,0.0,901,5.8,32,90.0,3.0
528,Mavropanos,DEF,WHM,0.0,4.5,90.0,1.0,DEF,WHM,0.0,4.5,90.0,8.0,DEF,WHM,0.0,4.5,90.0,1.0,DEF,WHM,0.0,4.5,90.0,2.0,DEF,WHM,0.0,4.5,90.0,1.0,DEF,WHM,0.0,4.5,45.0,1.0,DEF,WHM,0.0,4.5,0.0,0.0,DEF,WHM,0.0,4.5,20.0,1.0,DEF,WHM,0.0,4.5,45.0,0.0,DEF,WHM,0.0,4.5,90.0,1.0,DEF,WHM,0.0,4.5,0.0,0.0,DEF,WHM,0.0,683,4.4,17,33.0,1.0
529,N.Aguerd,DEF,WHM,0.0,4.5,0.0,0.0,DEF,WHM,0.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,0,4.4,0,0.0,0.0
530,Souček,MID,WHM,0.0,5.0,90.0,5.0,MID,WHM,0.0,5.0,77.0,8.0,MID,WHM,0.0,5.0,13.0,1.0,MID,WHM,0.0,5.0,45.0,1.0,MID,WHM,0.0,5.0,52.0,0.0,MID,WHM,0.0,5.0,90.0,10.0,MID,WHM,0.0,5.0,90.0,2.0,MID,WHM,0.0,5.0,60.0,1.0,MID,WHM,0.0,5.0,45.0,1.0,MID,WHM,0.0,5.0,0.0,0.0,MID,WHM,0.0,4.9,90.0,3.0,MID,WHM,0.0,742,4.9,42,90.0,10.0
531,Ward-Prowse,MID,WHM,0.0,6.5,16.0,1.0,MID,WHM,0.0,6.4,0.0,0.0,MID,NOT,0.0,6.3,0.0,0.0,MID,NOT,0.0,6.3,90.0,3.0,MID,NOT,0.0,6.3,45.0,1.0,MID,NOT,0.0,6.2,74.0,2.0,MID,NOT,1.0,6.2,77.0,-1.0,MID,NOT,0.0,6.2,0.0,0.0,MID,NOT,1.0,6.2,0.0,0.0,MID,NOT,0.0,6.2,0.0,0.0,MID,NOT,0.0,6.2,2.0,1.0,MID,NOT,0.0,394,6.2,9,90.0,2.0
532,Zouma,DEF,WHM,0.0,4.5,0.0,0.0,DEF,WHM,0.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,4.4,0.0,0.0,DEF,WHM,1.0,0,4.4,0,0.0,0.0
533,Aït-Nouri,DEF,WOL,0.0,4.5,83.0,1.0,DEF,WOL,0.0,4.5,67.0,2.0,DEF,WOL,0.0,4.5,59.0,1.0,DEF,WOL,0.25,4.5,85.0,0.0,DEF,WOL,0.0,4.4,90.0,0.0,DEF,WOL,0.0,4.4,90.0,9.0,DEF,WOL,0.0,4.4,90.0,9.0,DEF,WOL,0.0,4.4,90.0,1.0,DEF,WOL,0.0,4.5,90.0,6.0,DEF,WOL,0.0,4.7,90.0,1.0,DEF,WOL,0.0,4.7,90.0,6.0,DEF,WOL,0.0,1014,4.8,38,90.0,2.0
534,B.Traore,MID,WOL,0.0,5.0,0.0,0.0,MID,WOL,0.0,5.0,0.0,0.0,MID,WOL,1.0,4.9,0.0,0.0,MID,WOL,1.0,4.9,0.0,0.0,MID,WOL,1.0,4.9,0.0,0.0,MID,WOL,1.0,4.9,0.0,0.0,MID,WOL,1.0,4.9,0.0,0.0,MID,WOL,1.0,4.8,0.0,0.0,MID,WOL,1.0,4.8,0.0,0.0,MID,WOL,1.0,4.8,0.0,0.0,MID,WOL,1.0,4.8,0.0,0.0,MID,WOL,1.0,0,4.8,0,0.0,0.0
535,Bellegarde,MID,WOL,0.0,5.0,56.0,1.0,MID,WOL,0.0,5.0,67.0,2.0,MID,WOL,0.0,5.0,74.0,6.0,MID,WOL,0.0,5.0,70.0,3.0,MID,WOL,0.0,5.0,70.0,3.0,MID,WOL,0.0,5.0,52.0,1.0,MID,WOL,0.0,5.0,13.0,4.0,MID,WOL,0.0,5.0,1.0,1.0,MID,WOL,0.0,5.0,0.0,0.0,MID,WOL,0.0,5.0,27.0,1.0,MID,WOL,0.0,5.0,45.0,0.0,MID,WOL,0.0,561,5.0,24,86.0,2.0
536,Bentley,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,0,4.0,0,0.0,0.0
537,Chiquinho,MID,WOL,0.0,4.5,6.0,1.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,6,4.5,1,0.0,0.0
538,Chirewa,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,0,4.5,0,0.0,0.0
539,Chiwome,FWD,WOL,1.0,4.5,0.0,0.0,FWD,WOL,1.0,4.5,0.0,0.0,FWD,WOL,1.0,4.5,0.0,0.0,FWD,WOL,0.0,4.5,0.0,0.0,FWD,WOL,0.0,4.5,0.0,0.0,FWD,WOL,0.0,4.5,0.0,0.0,FWD,WOL,0.0,4.5,0.0,0.0,FWD,WOL,0.0,4.5,0.0,0.0,FWD,WOL,0.0,4.5,0.0,0.0,FWD,WOL,0.0,4.5,0.0,0.0,FWD,WOL,0.0,4.5,0.0,0.0,FWD,WOL,0.0,0,4.5,0,0.0,0.0
540,Cundle,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,0,4.5,0,0.0,0.0
541,Cunha,FWD,WOL,0.0,6.5,33.0,1.0,FWD,WOL,0.0,6.5,67.0,6.0,FWD,WOL,0.0,6.5,90.0,2.0,FWD,WOL,0.0,6.5,90.0,2.0,FWD,WOL,0.0,6.5,90.0,8.0,FWD,WOL,0.0,6.5,90.0,2.0,FWD,WOL,0.0,6.5,90.0,9.0,FWD,WOL,0.0,6.5,66.0,2.0,FWD,WOL,0.0,6.5,90.0,9.0,FWD,WOL,0.0,6.7,90.0,6.0,FWD,WOL,0.0,6.8,89.0,12.0,FWD,WOL,0.0,975,7.0,75,90.0,16.0
542,Dawson,DEF,WOL,0.0,4.5,6.0,1.0,DEF,WOL,0.0,4.5,23.0,1.0,DEF,WOL,0.0,4.5,90.0,2.0,DEF,WOL,0.0,4.5,90.0,1.0,DEF,WOL,0.0,4.5,90.0,1.0,DEF,WOL,0.0,4.4,0.0,0.0,DEF,WOL,0.0,4.4,90.0,-1.0,DEF,WOL,0.0,4.4,90.0,1.0,DEF,WOL,0.0,4.4,90.0,4.0,DEF,WOL,0.0,4.4,90.0,1.0,DEF,WOL,0.0,4.4,90.0,7.0,DEF,WOL,0.0,749,4.4,18,0.0,0.0
543,Doherty,DEF,WOL,0.0,4.5,90.0,1.0,DEF,WOL,0.0,4.5,90.0,-1.0,DEF,WOL,0.0,4.5,15.0,1.0,DEF,WOL,0.0,4.5,13.0,1.0,DEF,WOL,0.0,4.4,0.0,0.0,DEF,WOL,0.0,4.4,0.0,0.0,DEF,WOL,0.0,4.4,0.0,0.0,DEF,WOL,0.0,4.4,0.0,0.0,DEF,WOL,0.0,4.4,0.0,0.0,DEF,WOL,0.0,4.3,0.0,0.0,DEF,WOL,0.0,4.3,1.0,1.0,DEF,WOL,0.0,212,4.3,4,3.0,1.0
544,Doyle,MID,WOL,0.0,5.0,0.0,0.0,MID,WOL,0.0,5.0,1.0,1.0,MID,WOL,0.0,4.9,30.0,1.0,MID,WOL,0.0,4.9,13.0,1.0,MID,WOL,0.0,4.9,8.0,1.0,MID,WOL,0.0,4.9,13.0,1.0,MID,WOL,0.0,4.9,0.0,0.0,MID,WOL,0.0,4.8,45.0,1.0,MID,WOL,0.0,4.8,90.0,5.0,MID,WOL,0.0,4.8,61.0,2.0,MID,WOL,0.0,4.8,0.0,0.0,MID,WOL,0.0,262,4.8,14,1.0,1.0
545,Fábio Silva,FWD,WOL,0.0,5.0,0.0,0.0,FWD,WOL,0.0,5.0,0.0,0.0,FWD,WOL,1.0,5.0,0.0,0.0,FWD,WOL,1.0,5.0,0.0,0.0,FWD,WOL,1.0,5.0,0.0,0.0,FWD,WOL,1.0,5.0,0.0,0.0,FWD,WOL,1.0,5.0,0.0,0.0,FWD,WOL,1.0,5.0,0.0,0.0,FWD,WOL,1.0,5.0,0.0,0.0,FWD,WOL,1.0,5.0,0.0,0.0,FWD,WOL,1.0,5.0,0.0,0.0,FWD,WOL,1.0,0,5.0,0,0.0,0.0
546,N. Fraser,FWD,WOL,0.0,4.5,0.0,0.0,FWD,WOL,0.0,4.5,0.0,0.0,FWD,WOL,1.0,4.5,0.0,0.0,FWD,WOL,1.0,4.5,0.0,0.0,FWD,WOL,1.0,4.5,0.0,0.0,FWD,WOL,1.0,4.5,0.0,0.0,FWD,WOL,1.0,4.5,0.0,0.0,FWD,WOL,1.0,4.5,0.0,0.0,FWD,WOL,1.0,4.5,0.0,0.0,FWD,WOL,1.0,4.5,0.0,0.0,FWD,WOL,1.0,4.5,0.0,0.0,FWD,WOL,1.0,0,4.5,0,0.0,0.0
547,Gonzalez,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.4,0.0,0.0,MID,WOL,1.0,0,4.4,0,0.0,0.0
548,Guedes,MID,WOL,0.0,5.5,0.0,0.0,MID,WOL,0.0,5.5,0.0,0.0,MID,WOL,0.0,5.4,15.0,1.0,MID,WOL,0.0,5.4,4.0,1.0,MID,WOL,0.0,5.3,25.0,1.0,MID,WOL,0.0,5.3,0.0,0.0,MID,WOL,0.0,5.3,22.0,1.0,MID,WOL,0.0,5.3,10.0,1.0,MID,WOL,0.0,5.3,1.0,1.0,MID,WOL,0.0,5.3,28.0,3.0,MID,WOL,0.0,5.3,17.0,1.0,MID,WOL,0.0,123,5.3,16,1.0,6.0
549,H.Bueno,DEF,WOL,1.0,4.5,0.0,0.0,DEF,WOL,1.0,4.5,0.0,0.0,DEF,WOL,1.0,4.5,0.0,0.0,DEF,WOL,1.0,4.5,0.0,0.0,DEF,WOL,1.0,4.5,0.0,0.0,DEF,WOL,1.0,4.5,0.0,0.0,DEF,WOL,1.0,4.5,0.0,0.0,DEF,WOL,1.0,4.5,0.0,0.0,DEF,WOL,1.0,4.5,0.0,0.0,DEF,WOL,1.0,4.5,0.0,0.0,DEF,WOL,1.0,4.5,0.0,0.0,DEF,WOL,1.0,0,4.5,0,0.0,0.0
550,Hee Chan,MID,WOL,0.0,6.5,90.0,2.0,MID,WOL,0.0,6.5,58.0,1.0,MID,WOL,0.0,6.4,30.0,1.0,MID,WOL,0.0,6.3,19.0,1.0,MID,WOL,0.0,6.2,0.0,0.0,MID,WOL,0.0,6.2,22.0,1.0,MID,WOL,0.0,6.1,33.0,1.0,MID,WOL,1.0,6.1,0.0,0.0,MID,WOL,1.0,6.1,0.0,0.0,MID,WOL,0.5,6.1,0.0,0.0,MID,WOL,0.5,6.1,0.0,0.0,MID,WOL,0.0,253,6.1,8,1.0,1.0
551,Hodge,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,0.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,4.5,0.0,0.0,MID,WOL,1.0,0,4.5,0,0.0,0.0
552,Hoever,DEF,WOL,0.0,4.0,0.0,0.0,DEF,WOL,0.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,0,4.0,0,0.0,0.0
553,J.Gomes,MID,WOL,0.0,5.0,83.0,1.0,MID,WOL,0.0,5.0,90.0,2.0,MID,WOL,0.0,4.9,59.0,0.0,MID,WOL,0.0,4.9,90.0,2.0,MID,WOL,0.0,4.9,81.0,1.0,MID,WOL,0.0,4.9,90.0,2.0,MID,WOL,0.0,4.9,76.0,2.0,MID,WOL,0.0,4.9,89.0,1.0,MID,WOL,0.0,4.9,90.0,2.0,MID,WOL,0.0,4.9,90.0,10.0,MID,WOL,0.0,4.9,90.0,3.0,MID,WOL,0.0,1018,4.9,38,90.0,12.0
554,José Sá,GKP,WOL,0.0,4.5,90.0,2.0,GKP,WOL,0.0,4.5,90.0,-1.0,GKP,WOL,0.0,4.5,0.0,0.0,GKP,WOL,0.0,4.5,0.0,0.0,GKP,WOL,0.0,4.4,0.0,0.0,GKP,WOL,0.0,4.4,0.0,0.0,GKP,WOL,0.0,4.4,0.0,0.0,GKP,WOL,0.0,4.3,90.0,2.0,GKP,WOL,0.0,4.3,90.0,2.0,GKP,WOL,0.0,4.3,90.0,2.0,GKP,WOL,0.0,4.3,90.0,6.0,GKP,WOL,0.0,630,4.3,15,90.0,2.0
555,Kalajdžić,FWD,WOL,0.0,5.0,0.0,0.0,FWD,WOL,1.0,5.0,0.0,0.0,FWD,WOL,1.0,4.9,0.0,0.0,FWD,WOL,1.0,4.9,0.0,0.0,FWD,WOL,1.0,4.9,0.0,0.0,FWD,WOL,1.0,4.9,0.0,0.0,FWD,WOL,1.0,4.9,0.0,0.0,FWD,WOL,1.0,4.9,0.0,0.0,FWD,WOL,1.0,4.8,0.0,0.0,FWD,WOL,1.0,4.8,0.0,0.0,FWD,WOL,1.0,4.8,0.0,0.0,FWD,WOL,1.0,0,4.8,0,0.0,0.0
556,T. King,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,4.0,0.0,0.0,GKP,WOL,0.0,0,4.0,0,0.0,0.0
557,Mario Jr.,MID,WOL,0.0,5.0,90.0,2.0,MID,WOL,0.0,5.0,89.0,2.0,MID,WOL,0.0,5.0,90.0,5.0,MID,WOL,0.0,5.0,90.0,10.0,MID,WOL,0.0,5.0,90.0,1.0,MID,WOL,0.0,5.0,90.0,2.0,MID,WOL,0.0,5.0,90.0,2.0,MID,WOL,0.0,5.0,90.0,2.0,MID,WOL,0.0,5.0,45.0,1.0,MID,WOL,0.0,5.0,28.0,1.0,MID,WOL,0.0,5.0,90.0,6.0,MID,WOL,0.0,972,5.0,40,90.0,6.0
558,Mosquera,DEF,WOL,0.0,4.0,90.0,1.0,DEF,WOL,0.0,4.0,90.0,-2.0,DEF,WOL,0.0,4.0,90.0,2.0,DEF,WOL,0.0,4.0,90.0,1.0,DEF,WOL,0.75,4.0,81.0,1.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,4.0,0.0,0.0,DEF,WOL,1.0,3.9,0.0,0.0,DEF,WOL,1.0,441,3.9,3,0.0,0.0
