name,position,cost,xmins_gw5,xmins_gw6,xmins_gw7,xmins_gw8,xpts_gw5,xpts_gw6,xpts_gw7,xpts_gw8
Tete,DEF,4.5,84,78,76,74,3.7,2.7,2.7,2.3
Frimpong,DEF,5.9,44,54,70,69,2.5,2.6,2.7,3.7
Burn,DEF,5.0,91,86,76,70,3.2,2.6,3.3,2.4
Ekitiké,FWD,8.8,61,49,36,41,3.9,2.8,2.0,2.7
Kluivert,MID,7.0,34,43,57,60,2.1,2.6,3.6,3.2
Kamara,MID,4.9,73,84,73,73,2.8,3.1,2.9,2.6
Wharton,MID,5.0,60,74,81,80,2.4,2.7,3.0,3.3
H. Barnes,MID,6.5,76,53,47,43,3.8,2.5,2.8,2.2
Digne,DEF,4.5,60,57,58,59,3.0,2.9,3.3,2.2
Ward-Prowse,MID,5.9,78,80,77,74,3.0,2.8,2.4,3.0
Robinson,DEF,5.0,75,83,82,80,3.2,2.8,2.8,2.4
Beto,FWD,5.4,58,57,57,55,2.5,3.3,3.0,2.3
Okafor,MID,5.5,65,63,54,52,3.1,3.0,2.6,2.5
Ampadu,MID,4.9,84,77,77,79,3.0,2.7,2.6,2.8
Mukiele,DEF,4.0,82,75,79,68,3.0,2.7,2.5,3.0
Cullen,MID,5.0,88,78,73,70,3.3,2.6,2.5,2.7
Yoro,DEF,4.5,82,80,79,70,2.7,2.9,3.8,1.7
Chalobah,DEF,5.1,75,66,65,59,3.0,3.0,2.4,2.6
Bernardo,MID,6.4,71,66,56,53,2.5,3.5,2.5,2.5
Adingra,MID,5.4,73,67,60,58,3.1,2.7,2.4,2.8
Garner,MID,5.0,79,69,68,70,2.7,3.0,2.8,2.5
Diouf,DEF,4.4,88,86,85,78,3.3,2.8,1.7,3.1
Kerkez,DEF,5.9,68,61,58,62,3.4,2.6,2.1,2.9
Talbi,MID,5.0,71,64,62,61,3.0,2.6,2.4,2.9
J. O'Brien,DEF,5.0,89,85,79,82,2.0,3.7,3.1,2.0
André,MID,5.4,80,78,75,73,2.9,2.6,2.7,2.7
Livramento,DEF,5.1,84,83,75,76,2.8,2.4,3.2,2.5
Alderete,DEF,4.0,79,72,63,60,3.1,2.7,2.2,2.8
Hall,DEF,5.4,64,70,72,71,2.4,2.3,3.4,2.6
Gana,MID,5.4,78,70,69,70,2.7,2.9,2.7,2.5
Hannibal,MID,5.0,71,67,66,64,3.1,2.3,2.4,2.9
Reinildo,DEF,4.0,83,80,85,76,2.7,2.5,2.3,3.2
M.Fernandes,MID,5.5,72,64,66,60,3.0,2.6,2.3,2.7
Lammens,GKP,5.0,45,71,85,89,1.6,2.6,3.6,2.8
Madueke,MID,7.0,66,49,32,34,3.6,2.7,2.4,2.0
Bassey,DEF,4.5,91,88,85,83,3.4,2.5,2.6,2.2
J.Palhinha,MID,5.5,71,69,64,67,2.6,2.9,2.5,2.6
Grealish,MID,6.8,84,78,75,0,3.0,4.0,3.5,0.0
Kamada,MID,5.0,69,56,49,51,3.4,2.4,2.2,2.5
Adams,MID,5.0,82,76,61,50,3.2,2.9,2.4,1.9
J. King,MID,4.5,65,58,54,52,3.2,2.5,2.4,2.2
Yarmoliuk,MID,5.0,73,72,72,64,2.7,2.7,2.5,2.4
Foster,FWD,5.0,64,56,55,54,3.1,2.1,2.3,2.7
Zinchenko,DEF,4.9,67,63,58,58,2.9,3.4,2.0,2.1
Bobb,MID,5.5,47,50,46,45,2.1,3.1,2.5,2.5
Hartman,DEF,4.0,81,72,74,74,3.2,1.6,2.1,3.2
Wieffer,MID,4.9,50,75,59,69,2.0,2.8,2.5,2.8
Sadiki,MID,5.0,84,78,76,77,2.7,2.5,2.3,2.7
Munetsi,MID,5.5,61,60,61,55,2.8,2.3,2.6,2.4
Mykolenko,DEF,4.9,35,85,78,78,0.9,3.9,3.2,2.1
Kayode,DEF,4.5,75,75,68,64,2.7,2.8,2.1,2.4
Gordon,MID,7.4,0,66,64,61,0.0,3.1,3.9,3.0
Estêvão,MID,6.5,46,53,47,49,2.3,2.9,2.3,2.5
J. Henderson,MID,5.0,66,69,67,62,2.4,2.6,2.4,2.4
Ayari,MID,4.9,61,57,55,54,2.7,2.2,2.5,2.4
Douglas Luiz,MID,5.0,48,60,58,58,2.1,2.9,2.4,2.4
Tosin,DEF,4.5,67,63,58,52,2.6,2.8,2.1,2.2
Berge,MID,5.0,77,73,73,72,2.7,2.3,2.4,2.3
Hudson-Odoi,MID,6.0,54,52,51,48,2.6,2.8,2.1,2.1
Bergvall,MID,5.4,59,58,56,51,2.4,2.7,2.4,2.2
Garnacho,MID,6.4,47,45,37,37,2.6,2.8,2.0,2.1
Bruun Larsen,MID,5.4,36,54,54,54,1.9,2.2,2.4,2.9
Elanga,MID,7.0,52,41,45,45,2.6,2.0,2.6,2.3
Walker,DEF,4.5,88,85,85,85,2.9,1.5,2.0,3.0
Sancho,MID,5.9,28,48,55,48,1.5,2.5,3.1,2.2
Mavropanos,DEF,4.4,68,63,63,63,2.7,2.3,1.7,2.6
Sarr,MID,6.5,0,35,75,80,0.0,1.6,3.5,4.2
Summerville,MID,5.5,45,56,54,53,2.2,2.4,2.0,2.6
Krejčí,DEF,4.5,70,60,62,59,2.9,1.7,2.1,2.4
Lewis-Potter,DEF,5.0,64,60,61,59,2.4,2.4,2.0,2.4
Spence,DEF,4.5,62,56,54,58,2.0,2.6,2.1,2.2
B. Johnson,MID,7.1,43,39,36,34,2.3,2.6,2.1,2.0
Casemiro,MID,5.5,60,46,49,48,2.6,2.0,2.4,1.9
D. Gomez,MID,5.0,46,46,48,53,2.2,2.0,2.3,2.5
Brooks,MID,5.0,59,48,40,29,2.9,2.4,2.2,1.4
Scott,MID,5.0,61,47,48,39,2.7,2.1,2.3,1.7
Gruda,MID,5.4,43,43,37,43,2.4,2.0,2.1,2.3
Struijk,DEF,4.5,73,68,47,47,2.8,2.5,1.7,1.8
Füllkrug,FWD,5.8,42,42,48,47,2.2,2.0,1.9,2.5
Tanaka,MID,4.9,53,60,59,61,2.0,2.2,2.1,2.3
Baleba,MID,4.9,53,55,57,53,2.1,2.0,2.3,2.1
Geertruida,DEF,4.5,49,57,75,76,1.6,1.8,2.0,3.1
C. Wilson,FWD,5.9,45,43,43,43,2.3,2.0,1.8,2.3
R. James,DEF,5.4,52,45,48,42,2.2,2.3,1.9,2.0
Hill,DEF,4.0,58,56,51,33,2.4,2.3,2.3,1.3
Raúl,FWD,6.3,31,38,38,41,2.1,2.0,2.1,2.1
Tielemans,MID,5.9,0,32,73,79,0.0,1.5,3.6,3.2
Isidor,FWD,5.5,45,47,38,42,2.2,2.1,1.7,2.3
Kolo Muani,FWD,7.0,19,38,39,40,1.2,2.5,2.3,2.3
Shaw,DEF,4.5,64,60,59,53,2.1,2.1,2.8,1.2
Udogie,DEF,4.4,37,55,50,51,1.3,2.7,2.0,2.1
Johnstone,GKP,4.5,71,55,56,45,2.7,1.7,1.9,1.7
Khusanov,DEF,5.4,72,43,41,45,2.1,2.2,1.7,2.1
Merino,MID,5.9,48,36,33,32,2.4,1.9,2.1,1.7
Tolu,FWD,5.5,56,42,29,31,2.9,1.9,1.6,1.7
Barry,FWD,5.8,36,41,37,46,1.6,2.4,2.0,2.0
De Cuyper,DEF,4.5,22,46,66,59,1.0,1.5,3.0,2.6
Aaronson,MID,5.4,62,43,27,30,2.9,2.1,1.4,1.6
Tchaouna,MID,4.9,46,38,35,39,2.5,1.6,1.7,2.2
Hee Chan,MID,5.9,37,40,30,34,2.2,2.0,1.7,2.0
Marmoush,MID,8.3,0,8,37,55,0.0,0.8,2.7,4.3
Maatsen,DEF,4.4,41,42,39,40,2.1,2.1,2.2,1.5
O’Reilly,DEF,4.9,58,41,33,34,2.0,2.4,1.6,1.8
Mount,MID,5.9,27,46,42,39,1.4,2.2,2.5,1.7
J.Murphy,MID,6.3,50,38,35,33,2.4,1.8,1.9,1.6
F.Kadıoğlu,DEF,4.4,72,46,33,36,3.0,1.5,1.6,1.6
Perri,GKP,4.5,0,41,74,91,0.0,1.5,2.6,3.5
Bentancur,MID,5.4,48,44,47,49,1.8,1.9,1.9,1.9
Hughes,MID,4.9,57,52,42,41,2.2,1.9,1.6,1.7
Thiaw,DEF,4.9,76,55,38,40,2.6,1.7,1.7,1.4
Christie,MID,5.0,34,44,42,40,1.6,2.0,2.0,1.8
Walker-Peters,DEF,4.4,90,69,48,33,3.1,2.1,0.9,1.3
Bakwa,MID,6.0,36,36,39,36,1.8,2.0,1.7,1.7
Kevin,MID,6.0,30,37,38,42,1.7,1.8,1.8,1.9
Lewis,DEF,5.0,24,47,40,41,0.8,2.6,1.7,2.0
Adli,MID,5.5,30,27,33,38,1.7,1.5,1.9,1.9
Stones,DEF,5.5,16,44,51,49,0.5,2.2,2.1,2.2
R.Gomes,DEF,4.5,39,37,34,37,2.1,1.4,1.6,1.9
Florentino,MID,5.0,42,45,54,51,1.6,1.6,1.9,1.9
Branthwaite,DEF,5.3,6,43,59,81,0.2,2.0,2.4,2.4
Gusto,DEF,4.9,34,46,47,41,1.3,2.1,1.7,1.8
Tchatchoua,DEF,4.5,55,43,43,41,2.4,1.3,1.6,1.7
E.Le Fée,MID,4.9,20,46,46,44,0.9,2.0,1.9,2.1
Nketiah,FWD,5.4,29,30,31,31,1.7,1.6,1.7,1.9
Keane,DEF,4.5,81,49,33,19,2.4,2.3,1.5,0.6
Cook,MID,4.9,19,31,51,64,0.8,1.3,2.1,2.5
Gittens,MID,6.3,25,28,28,33,1.5,1.8,1.6,1.9
H. Wilson,MID,5.4,32,29,34,34,1.9,1.5,1.7,1.6
Hume,DEF,4.5,67,46,36,39,2.3,1.5,1.1,1.8
Mayenda,FWD,5.5,41,30,29,29,2.0,1.5,1.4,1.6
D. James,MID,5.3,5,26,43,48,0.3,1.5,2.2,2.5
Piroe,FWD,5.3,28,32,28,31,1.5,1.8,1.5,1.7
Schär,DEF,5.5,0,33,61,67,0.0,1.1,2.9,2.5
Darlow,GKP,4.0,93,52,17,4,3.5,1.9,0.6,0.2
Chukwueze,MID,5.5,25,39,28,32,1.5,1.9,1.4,1.5
Nmecha,FWD,5.0,29,22,27,27,1.7,1.4,1.6,1.6
Traoré,MID,5.5,28,32,30,32,1.4,1.5,1.4,1.8
Guessand,MID,6.4,30,26,18,21,1.8,1.7,1.3,1.2
S.Magassa,MID,5.0,47,41,46,31,1.8,1.5,1.6,1.2
Röhl,MID,5.0,26,32,35,40,1.1,1.7,1.7,1.6
Mazraoui,DEF,4.9,41,42,36,31,1.6,1.7,1.9,0.9
Buendía,MID,5.3,48,31,15,15,2.5,1.7,1.0,0.8
Broja,FWD,5.4,27,29,30,28,1.6,1.3,1.5,1.7
Smith Rowe,MID,5.9,29,30,32,37,1.6,1.4,1.5,1.6
H.Bueno,DEF,4.4,41,31,36,33,1.9,1.1,1.5,1.5
Gnonto,MID,5.3,10,25,43,42,0.5,1.3,2.1,2.1
Trossard,MID,6.9,23,21,19,20,1.5,1.4,1.6,1.4
Bradley,DEF,5.0,40,32,17,27,2.2,1.5,0.7,1.4
Bellegarde,MID,5.4,25,28,32,34,1.3,1.3,1.6,1.6
Ugarte,MID,4.9,32,36,34,37,1.3,1.4,1.5,1.4
Malen,MID,5.2,32,22,16,18,1.9,1.4,1.2,1.1
Ugochukwu,MID,5.0,0,62,55,54,0.0,1.9,1.8,1.9
Dibling,MID,5.5,18,20,27,48,0.9,1.3,1.5,2.0
N.Gonzalez,MID,6.0,37,31,30,26,1.4,1.6,1.4,1.2
Fofana,DEF,4.4,21,34,42,46,0.8,1.4,1.4,1.9
Sangaré,MID,5.0,43,33,33,32,1.7,1.4,1.2,1.2
Alcaraz,MID,5.3,24,19,25,42,1.1,1.2,1.4,1.8
Milner,MID,5.0,40,31,24,23,1.8,1.3,1.2,1.1
Savona,DEF,4.5,33,33,41,40,1.3,1.5,1.3,1.3
Kalimuendo,FWD,6.0,22,22,23,23,1.4,1.5,1.2,1.3
Robertson,DEF,5.9,27,29,31,29,1.4,1.3,1.2,1.4
Møller Wolfe,DEF,4.5,34,32,32,34,1.6,1.1,1.3,1.5
José Sá,GKP,4.5,24,38,43,46,0.9,1.2,1.5,1.7
Lerma,MID,5.0,45,36,24,27,1.8,1.4,1.0,1.1
Longstaff,MID,4.9,35,31,29,30,1.5,1.3,1.2,1.3
A.Jimenez,DEF,4.5,25,29,35,30,1.1,1.3,1.6,1.2
Y. Mosquera,DEF,4.4,22,34,37,43,0.9,1.1,1.4,1.8
Matheus N.,DEF,5.3,25,29,26,25,0.9,1.7,1.2,1.3
Igor Jesus,FWD,5.8,18,23,24,22,1.1,1.5,1.3,1.2
Solanke,FWD,7.2,0,4,31,48,0.0,0.4,1.9,2.9
Nelson,MID,4.9,22,23,25,26,1.1,1.3,1.3,1.4
Martinelli,MID,6.9,39,15,10,16,2.2,1.0,0.8,1.0
Bijol,DEF,4.0,17,31,39,44,0.6,1.2,1.4,1.8
Pau,DEF,4.4,23,32,34,34,1.0,1.3,1.6,1.1
Amadou Onana,MID,4.9,3,28,44,46,0.1,1.2,1.9,1.7
Aké,DEF,5.4,24,31,31,25,0.8,1.6,1.3,1.2
Morato,DEF,4.4,53,23,22,26,2.1,1.1,0.7,0.9
Jensen,MID,4.9,28,22,27,30,1.2,1.1,1.2,1.4
Pinnock,DEF,4.4,25,28,31,34,1.0,1.2,1.1,1.4
Brobbey,FWD,5.5,11,18,30,34,0.6,0.9,1.4,1.8
C.Jones,MID,5.4,14,26,24,27,0.8,1.3,1.2,1.5
Wan-Bissaka,DEF,4.3,0,27,45,73,0.0,0.9,0.9,2.8
Sessegnon,MID,5.4,28,22,25,24,1.4,1.0,1.1,1.1
Igor,DEF,4.5,29,33,37,44,1.0,1.1,0.9,1.6
Maguire,DEF,4.4,34,30,28,24,1.3,1.2,1.4,0.7
Hoever,DEF,4.0,11,23,31,39,0.6,0.8,1.4,1.8
McAtee,MID,5.4,20,20,20,22,1.1,1.2,1.0,1.2
Trippier,DEF,5.0,25,25,26,26,1.1,1.0,1.3,1.1
Tel,MID,6.3,23,18,13,12,1.4,1.4,0.8,0.8
Dalot,DEF,4.4,0,18,44,49,0.0,0.7,2.4,1.3
Tzimas,FWD,5.4,13,14,21,19,0.9,0.8,1.4,1.3
Edwards,MID,4.8,25,16,17,21,1.4,0.8,0.9,1.2
J. Harrison,MID,5.3,33,24,13,12,1.6,1.3,0.7,0.7
Carvalho,MID,4.9,13,17,20,20,0.8,1.1,1.2,1.2
Milosavljević,DEF,4.5,41,16,21,22,1.8,0.6,0.9,0.9
Todibo,DEF,4.4,32,28,30,29,1.2,1.0,0.8,1.1
Henry,DEF,4.5,24,26,31,30,0.9,1.0,1.0,1.2
Ballard,DEF,4.6,15,29,31,31,0.6,1.1,1.0,1.4
Savinho,MID,6.9,16,16,14,17,0.8,1.2,0.9,1.1
Devenny,MID,4.5,28,23,12,12,1.5,1.2,0.6,0.7
Mainoo,MID,4.9,21,22,21,21,0.9,1.0,1.1,0.9
Veltman,DEF,4.4,33,23,20,23,1.3,0.7,0.8,0.9
Adama,MID,5.3,18,14,18,19,1.1,0.7,1.0,0.9
B. White,DEF,5.4,4,17,25,28,0.2,0.8,1.4,1.3
Uche,FWD,5.5,19,18,14,15,1.1,1.0,0.7,0.9
C. Mosquera,DEF,5.4,28,18,19,21,1.1,0.7,0.9,0.9
Flemming,FWD,5.4,13,13,17,17,0.8,0.7,1.0,1.1
Willock,MID,5.0,16,19,18,18,0.8,0.9,1.0,0.9
Andrey Santos,MID,4.5,27,17,16,19,1.2,0.8,0.7,0.9
Iroegbunam,MID,4.9,25,17,18,24,1.0,0.8,0.8,0.9
Coppola,DEF,4.4,17,23,22,25,0.7,0.8,1.0,1.0
Hato,DEF,4.8,19,23,22,23,0.7,1.0,0.8,1.0
Kovačić,MID,5.9,1,11,29,30,0.1,0.6,1.3,1.4
Botman,DEF,4.9,29,21,19,18,1.1,0.8,0.9,0.7
Zirkzee,FWD,5.9,21,13,11,15,1.2,0.7,0.8,0.8
Fer López,MID,5.4,14,14,17,15,0.8,0.7,1.0,0.8
Laurent,MID,4.9,42,11,15,15,1.7,0.4,0.6,0.7
Gruev,MID,4.9,19,21,22,24,0.7,0.8,0.8,0.9
Justin,DEF,4.0,19,18,22,21,0.8,0.7,0.8,0.9
Lewis-Skelly,DEF,5.3,18,15,17,17,0.8,0.6,0.9,0.8
Osula,FWD,5.5,17,12,12,8,1.0,0.7,0.8,0.5
Nwaneri,MID,5.3,12,15,11,10,0.7,0.9,0.8,0.7
Buonanotte,MID,4.8,14,0,18,20,0.8,0.0,1.0,1.2
L.Miley,MID,4.4,14,16,17,19,0.7,0.7,0.8,0.8
Odobert,MID,5.4,14,11,12,13,0.8,0.7,0.7,0.8
Bayindir,GKP,5.0,42,24,9,8,1.5,0.9,0.4,0.2
Hickey,DEF,4.0,12,21,26,24,0.4,0.8,0.8,0.9
N. Patterson,DEF,4.4,25,14,18,22,0.7,0.6,0.8,0.7
Canvot,DEF,4.5,11,18,22,27,0.4,0.5,0.8,1.1
J. Gomez,DEF,5.0,12,14,21,21,0.6,0.6,0.8,0.9
Sonne,DEF,4.0,21,17,15,17,0.9,0.5,0.5,0.8
Hincapie,DEF,5.5,9,12,16,21,0.4,0.5,0.9,1.0
Irving,MID,4.4,17,15,15,9,0.8,0.7,0.7,0.5
McNeil,MID,5.7,7,9,9,23,0.4,0.6,0.6,1.1
Marc Guiu,FWD,4.4,8,9,10,9,0.6,0.7,0.7,0.7
Doherty,DEF,4.4,15,15,17,22,0.6,0.5,0.6,0.9
Danso,DEF,4.3,15,18,16,12,0.6,0.9,0.7,0.5
Hutchinson,MID,5.5,10,9,16,11,0.6,0.6,0.8,0.6
Bogarde,DEF,4.0,30,14,8,10,1.3,0.6,0.3,0.3
George,MID,4.9,8,10,10,10,0.5,0.7,0.6,0.7
Clyne,DEF,4.0,11,13,21,21,0.4,0.5,0.8,0.9
